datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,63680_Mean,63680_Mean_cd,80154_Mean,80154_Mean_cd,80155_Mean,80155_Mean_cd
2019-10-01 00:00:00+00:00,,,09326500,18.7,A,,,,,,
2019-10-02 00:00:00+00:00,,,09326500,18.8,A,,,,,,
2019-10-03 00:00:00+00:00,,,09326500,18.5,A,,,,,,
2019-10-04 00:00:00+00:00,,,09326500,18.7,A,,,,,,
2019-10-05 00:00:00+00:00,,,09326500,17.9,A,,,,,,
2019-10-06 00:00:00+00:00,,,09326500,18.2,A,,,,,,
2019-10-07 00:00:00+00:00,,,09326500,17.5,A,,,,,,
2019-10-08 00:00:00+00:00,,,09326500,18.4,A,,,,,,
2019-10-09 00:00:00+00:00,,,09326500,17.9,A,,,,,,
2019-10-10 00:00:00+00:00,,,09326500,16.0,A,,,,,,
2019-10-11 00:00:00+00:00,,,09326500,14.5,A,,,,,,
2019-10-12 00:00:00+00:00,,,09326500,16.9,"A, e",,,,,,
2019-10-13 00:00:00+00:00,,,09326500,17.7,"A, e",,,,,,
2019-10-14 00:00:00+00:00,,,09326500,18.3,A,,,,,,
2019-10-15 00:00:00+00:00,,,09326500,17.4,A,,,,,,
2019-10-16 00:00:00+00:00,,,09326500,17.3,A,,,,,,
2019-10-17 00:00:00+00:00,,,09326500,17.6,A,,,,,,
2019-10-18 00:00:00+00:00,,,09326500,17.8,A,,,,,,
2019-10-19 00:00:00+00:00,,,09326500,16.6,A,,,,,,
2019-10-20 00:00:00+00:00,,,09326500,18.3,A,,,,,,
2019-10-21 00:00:00+00:00,,,09326500,17.1,A,,,,,,
2019-10-22 00:00:00+00:00,,,09326500,18.3,A,,,,,,
2019-10-23 00:00:00+00:00,,,09326500,17.0,A,,,,,,
2019-10-24 00:00:00+00:00,,,09326500,13.7,A,,,,,,
2019-10-25 00:00:00+00:00,,,09326500,16.5,A,,,,,,
2019-10-26 00:00:00+00:00,,,09326500,16.2,A,,,,,,
2019-10-27 00:00:00+00:00,,,09326500,15.3,A,,,,,,
2019-10-28 00:00:00+00:00,,,09326500,10.9,"A, e",,,,,,
2019-10-29 00:00:00+00:00,,,09326500,14.4,A,,,,,,
2019-10-30 00:00:00+00:00,,,09326500,8.57,"A, e",,,,,,
2019-10-31 00:00:00+00:00,,,09326500,9.52,"A, e",,,,,,
2019-11-01 00:00:00+00:00,,,09326500,11.8,"A, e",,,,,,
2019-11-02 00:00:00+00:00,,,09326500,14.3,"A, e",,,,,,
2019-11-03 00:00:00+00:00,,,09326500,16.5,"A, e",,,,,,
2019-11-04 00:00:00+00:00,,,09326500,16.5,A,,,,,,
2019-11-05 00:00:00+00:00,,,09326500,14.7,A,,,,,,
2019-11-06 00:00:00+00:00,,,09326500,14.1,"A, e",,,,,,
2019-11-07 00:00:00+00:00,,,09326500,13.9,"A, e",,,,,,
2019-11-08 00:00:00+00:00,,,09326500,13.5,"A, e",,,,,,
2019-11-09 00:00:00+00:00,,,09326500,13.8,"A, e",,,,,,
2019-11-10 00:00:00+00:00,,,09326500,13.8,A,,,,,,
2019-11-11 00:00:00+00:00,,,09326500,13.9,A,,,,,,
2019-11-12 00:00:00+00:00,,,09326500,12.0,A,,,,,,
2019-11-13 00:00:00+00:00,,,09326500,13.8,A,,,,,,
2019-11-14 00:00:00+00:00,,,09326500,13.3,A,,,,,,
2019-11-15 00:00:00+00:00,,,09326500,13.3,A,,,,,,
2019-11-16 00:00:00+00:00,,,09326500,12.7,A,,,,,,
2019-11-17 00:00:00+00:00,,,09326500,12.2,A,,,,,,
2019-11-18 00:00:00+00:00,,,09326500,13.2,A,,,,,,
2019-11-19 00:00:00+00:00,,,09326500,12.4,A,,,,,,
