datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
1988-10-01 00:00:00+00:00,18800.0,A,12396500,18.35,A
1988-10-02 00:00:00+00:00,21200.0,A,12396500,19.18,A
1988-10-03 00:00:00+00:00,22000.0,A,12396500,19.43,A
1988-10-04 00:00:00+00:00,21900.0,A,12396500,19.16,A
1988-10-05 00:00:00+00:00,21700.0,A,12396500,20.04,A
1988-10-06 00:00:00+00:00,19500.0,A,12396500,20.52,A
1988-10-07 00:00:00+00:00,18200.0,A,12396500,19.41,A
1988-10-08 00:00:00+00:00,18300.0,A,12396500,19.25,A
1988-10-09 00:00:00+00:00,18300.0,A,12396500,19.5,A
1988-10-10 00:00:00+00:00,18300.0,A,12396500,19.01,A
1988-10-11 00:00:00+00:00,18100.0,A,12396500,18.42,A
1988-10-12 00:00:00+00:00,18700.0,A,12396500,18.2,A
1988-10-13 00:00:00+00:00,21500.0,A,12396500,19.34,A
1988-10-14 00:00:00+00:00,22100.0,A,12396500,20.31,A
1988-10-15 00:00:00+00:00,22200.0,A,12396500,20.32,A
1988-10-16 00:00:00+00:00,22000.0,A,12396500,19.33,A
1988-10-17 00:00:00+00:00,22000.0,A,12396500,18.99,A
1988-10-18 00:00:00+00:00,22000.0,A,12396500,19.62,A
1988-10-19 00:00:00+00:00,22000.0,A,12396500,19.74,A
1988-10-20 00:00:00+00:00,21800.0,A,12396500,20.65,A
1988-10-21 00:00:00+00:00,21800.0,A,12396500,20.32,A
1988-10-22 00:00:00+00:00,14900.0,A,12396500,18.29,A
1988-10-23 00:00:00+00:00,11700.0,A,12396500,17.83,A
1988-10-24 00:00:00+00:00,11700.0,A,12396500,17.56,A
1988-10-25 00:00:00+00:00,20900.0,A,12396500,20.51,A
1988-10-26 00:00:00+00:00,24100.0,A,12396500,20.89,A
1988-10-27 00:00:00+00:00,37600.0,A,12396500,24.62,A
1988-10-28 00:00:00+00:00,11500.0,A,12396500,17.28,A
1988-10-29 00:00:00+00:00,19900.0,A,12396500,17.32,A
1988-10-30 00:00:00+00:00,23100.0,A,12396500,21.21,A
1988-10-31 00:00:00+00:00,22900.0,A,12396500,21.22,A
1988-11-01 00:00:00+00:00,22300.0,A,12396500,20.59,A
1988-11-02 00:00:00+00:00,24900.0,A,12396500,20.64,A
1988-11-03 00:00:00+00:00,26000.0,A,12396500,21.28,A
1988-11-04 00:00:00+00:00,25700.0,A,12396500,20.78,A
1988-11-05 00:00:00+00:00,25700.0,A,12396500,20.91,A
1988-11-06 00:00:00+00:00,26600.0,A,12396500,21.22,A
1988-11-07 00:00:00+00:00,26500.0,A,12396500,21.25,A
1988-11-08 00:00:00+00:00,26100.0,A,12396500,21.04,A
1988-11-09 00:00:00+00:00,25500.0,A,12396500,20.93,A
1988-11-10 00:00:00+00:00,24600.0,A,12396500,20.67,A
1988-11-11 00:00:00+00:00,23000.0,A,12396500,19.82,A
1988-11-12 00:00:00+00:00,22700.0,A,12396500,20.47,A
1988-11-13 00:00:00+00:00,21900.0,A,12396500,19.99,A
1988-11-14 00:00:00+00:00,21700.0,A,12396500,19.78,A
1988-11-15 00:00:00+00:00,20300.0,A,12396500,19.21,A
1988-11-16 00:00:00+00:00,19800.0,A,12396500,19.24,A
1988-11-17 00:00:00+00:00,19500.0,A,12396500,19.2,A
1988-11-18 00:00:00+00:00,18200.0,A,12396500,18.04,A
1988-11-19 00:00:00+00:00,17900.0,A,12396500,16.63,A
1988-11-20 00:00:00+00:00,17500.0,A,12396500,16.75,A
1988-11-21 00:00:00+00:00,17000.0,A,12396500,17.24,A
1988-11-22 00:00:00+00:00,15800.0,A,12396500,17.15,A
1988-11-23 00:00:00+00:00,16900.0,A,12396500,17.16,A
1988-11-24 00:00:00+00:00,19100.0,A,12396500,19.74,A
1988-11-25 00:00:00+00:00,17900.0,A,12396500,20.55,A
1988-11-26 00:00:00+00:00,16700.0,A,12396500,20.22,A
1988-11-27 00:00:00+00:00,16600.0,A,12396500,19.92,A
1988-11-28 00:00:00+00:00,18300.0,A,12396500,19.68,A
1988-11-29 00:00:00+00:00,17900.0,A,12396500,19.69,A
1988-11-30 00:00:00+00:00,17800.0,A,12396500,19.43,A
1988-12-01 00:00:00+00:00,17300.0,A,12396500,18.68,A
1988-12-02 00:00:00+00:00,15500.0,A,12396500,18.33,A
1988-12-03 00:00:00+00:00,12700.0,A,12396500,17.12,A
1988-12-04 00:00:00+00:00,8390.0,A,12396500,15.7,A
1988-12-05 00:00:00+00:00,5620.0,A,12396500,14.91,A
1988-12-06 00:00:00+00:00,10200.0,A,12396500,16.47,A
1988-12-07 00:00:00+00:00,15000.0,A,12396500,19.87,A
1988-12-08 00:00:00+00:00,14200.0,A,12396500,19.38,A
1988-12-09 00:00:00+00:00,13000.0,A,12396500,18.48,A
1988-12-10 00:00:00+00:00,13300.0,A,12396500,18.64,A
1988-12-11 00:00:00+00:00,13300.0,A,12396500,18.68,A
1988-12-12 00:00:00+00:00,15700.0,A,12396500,19.16,A
1988-12-13 00:00:00+00:00,16500.0,A,12396500,19.24,A
1988-12-14 00:00:00+00:00,15300.0,A,12396500,17.87,A
1988-12-15 00:00:00+00:00,13600.0,A,12396500,16.2,A
1988-12-16 00:00:00+00:00,16100.0,A,12396500,17.98,A
1988-12-17 00:00:00+00:00,14700.0,A,12396500,18.19,A
1988-12-18 00:00:00+00:00,14400.0,A,12396500,17.91,A
1988-12-19 00:00:00+00:00,14900.0,A,12396500,18.45,A
1988-12-20 00:00:00+00:00,14300.0,A,12396500,17.59,A
1988-12-21 00:00:00+00:00,14700.0,A,12396500,17.29,A
1988-12-22 00:00:00+00:00,15400.0,A,12396500,18.28,A
1988-12-23 00:00:00+00:00,15100.0,A,12396500,18.48,A
1988-12-24 00:00:00+00:00,15700.0,A,12396500,18.58,A
1988-12-25 00:00:00+00:00,16000.0,A,12396500,19.11,A
1988-12-26 00:00:00+00:00,14600.0,A,12396500,18.56,A
1988-12-27 00:00:00+00:00,12300.0,A,12396500,17.09,A
1988-12-28 00:00:00+00:00,12500.0,A,12396500,17.45,A
1988-12-29 00:00:00+00:00,12500.0,A,12396500,17.98,A
1988-12-30 00:00:00+00:00,12300.0,A,12396500,18.98,A
1988-12-31 00:00:00+00:00,13400.0,A,12396500,19.11,A
1989-01-01 00:00:00+00:00,15700.0,A,12396500,19.42,A
1989-01-02 00:00:00+00:00,14200.0,A,12396500,19.31,A
1989-01-03 00:00:00+00:00,14000.0,A,12396500,18.21,A
1989-01-04 00:00:00+00:00,15500.0,A,12396500,18.77,A
1989-01-05 00:00:00+00:00,17300.0,A,12396500,19.2,A
1989-01-06 00:00:00+00:00,13800.0,A,12396500,17.18,A
1989-01-07 00:00:00+00:00,9770.0,A,12396500,13.9,A
1989-01-08 00:00:00+00:00,10200.0,A,12396500,14.56,A
1989-01-09 00:00:00+00:00,10000.0,A,12396500,15.87,A
1989-01-10 00:00:00+00:00,9710.0,A,12396500,14.38,A
1989-01-11 00:00:00+00:00,9500.0,A,12396500,15.28,A
1989-01-12 00:00:00+00:00,10400.0,A,12396500,18.2,A
1989-01-13 00:00:00+00:00,10500.0,A,12396500,18.61,A
1989-01-14 00:00:00+00:00,10600.0,A,12396500,17.92,A
1989-01-15 00:00:00+00:00,11100.0,A,12396500,18.19,A
1989-01-16 00:00:00+00:00,10500.0,A,12396500,17.92,A
1989-01-17 00:00:00+00:00,10300.0,A,12396500,18.07,A
1989-01-18 00:00:00+00:00,13300.0,A,12396500,19.31,A
1989-01-19 00:00:00+00:00,13600.0,A,12396500,18.84,A
1989-01-20 00:00:00+00:00,15000.0,A,12396500,19.38,A
1989-01-21 00:00:00+00:00,13100.0,A,12396500,19.01,A
1989-01-22 00:00:00+00:00,12400.0,A,12396500,17.8,A
1989-01-23 00:00:00+00:00,12600.0,A,12396500,17.13,A
1989-01-24 00:00:00+00:00,11400.0,A,12396500,15.75,A
1989-01-25 00:00:00+00:00,10800.0,A,12396500,15.23,A
1989-01-26 00:00:00+00:00,9050.0,A,12396500,15.6,A
1989-01-27 00:00:00+00:00,9790.0,A,12396500,15.43,A
1989-01-28 00:00:00+00:00,10100.0,A,12396500,16.64,A
1989-01-29 00:00:00+00:00,10800.0,A,12396500,17.91,A
1989-01-30 00:00:00+00:00,10900.0,A,12396500,19.01,A
1989-01-31 00:00:00+00:00,9470.0,A,12396500,16.93,A
1989-02-01 00:00:00+00:00,9940.0,A,12396500,15.01,A
1989-02-02 00:00:00+00:00,9340.0,A,12396500,15.78,A
1989-02-03 00:00:00+00:00,13500.0,"A, e",12396500,17.44,A
1989-02-04 00:00:00+00:00,13700.0,"A, e",12396500,17.08,A
1989-02-05 00:00:00+00:00,14100.0,"A, e",12396500,17.9,A
1989-02-06 00:00:00+00:00,14500.0,"A, e",12396500,19.52,A
1989-02-07 00:00:00+00:00,13100.0,"A, e",12396500,18.78,A
1989-02-08 00:00:00+00:00,11800.0,"A, e",12396500,18.52,A
1989-02-09 00:00:00+00:00,9330.0,"A, e",12396500,18.32,A
1989-02-10 00:00:00+00:00,8740.0,"A, e",12396500,17.35,A
1989-02-11 00:00:00+00:00,9110.0,"A, e",12396500,17.47,A
1989-02-12 00:00:00+00:00,10400.0,"A, e",12396500,18.07,A
1989-02-13 00:00:00+00:00,9960.0,"A, e",12396500,17.01,A
1989-02-14 00:00:00+00:00,10300.0,"A, e",12396500,18.61,A
1989-02-15 00:00:00+00:00,11900.0,"A, e",12396500,19.04,A
1989-02-16 00:00:00+00:00,11500.0,A,12396500,19.8,A
1989-02-17 00:00:00+00:00,10200.0,"A, e",12396500,19.41,A
1989-02-18 00:00:00+00:00,9810.0,"A, e",12396500,19.5,A
1989-02-19 00:00:00+00:00,9990.0,"A, e",12396500,19.93,A
1989-02-20 00:00:00+00:00,10200.0,"A, e",12396500,19.93,A
1989-02-21 00:00:00+00:00,12000.0,"A, e",12396500,19.86,A
1989-02-22 00:00:00+00:00,12900.0,"A, e",12396500,19.8,A
1989-02-23 00:00:00+00:00,13000.0,"A, e",12396500,19.84,A
1989-02-24 00:00:00+00:00,14200.0,"A, e",12396500,19.84,A
1989-02-25 00:00:00+00:00,13600.0,"A, e",12396500,20.29,A
1989-02-26 00:00:00+00:00,13000.0,"A, e",12396500,19.57,A
1989-02-27 00:00:00+00:00,13000.0,"A, e",12396500,19.6,A
1989-02-28 00:00:00+00:00,13400.0,"A, e",12396500,19.24,A
1989-03-01 00:00:00+00:00,15200.0,"A, e",12396500,18.03,A
1989-03-02 00:00:00+00:00,14000.0,"A, e",12396500,17.17,A
1989-03-03 00:00:00+00:00,12300.0,"A, e",12396500,18.7,A
1989-03-04 00:00:00+00:00,12100.0,"A, e",12396500,18.02,A
1989-03-05 00:00:00+00:00,13500.0,"A, e",12396500,18.77,A
1989-03-06 00:00:00+00:00,13500.0,"A, e",12396500,18.93,A
1989-03-07 00:00:00+00:00,15100.0,"A, e",12396500,19.08,A
1989-03-08 00:00:00+00:00,15800.0,"A, e",12396500,19.52,A
1989-03-09 00:00:00+00:00,18100.0,"A, e",12396500,19.26,A
1989-03-10 00:00:00+00:00,18900.0,"A, e",12396500,19.52,A
1989-03-11 00:00:00+00:00,16700.0,"A, e",12396500,18.7,A
1989-03-12 00:00:00+00:00,16500.0,A,12396500,18.02,A
1989-03-13 00:00:00+00:00,18900.0,A,12396500,18.82,A
1989-03-14 00:00:00+00:00,20000.0,A,12396500,19.49,A
1989-03-15 00:00:00+00:00,19400.0,A,12396500,19.35,A
1989-03-16 00:00:00+00:00,19700.0,A,12396500,19.69,A
1989-03-17 00:00:00+00:00,19900.0,A,12396500,19.92,A
1989-03-18 00:00:00+00:00,19300.0,A,12396500,19.43,A
1989-03-19 00:00:00+00:00,19700.0,A,12396500,19.85,A
1989-03-20 00:00:00+00:00,19700.0,A,12396500,19.68,A
1989-03-21 00:00:00+00:00,19700.0,A,12396500,19.4,A
1989-03-22 00:00:00+00:00,20000.0,A,12396500,19.23,A
1989-03-23 00:00:00+00:00,19600.0,A,12396500,19.42,A
1989-03-24 00:00:00+00:00,18900.0,A,12396500,18.7,A
1989-03-25 00:00:00+00:00,15500.0,A,12396500,17.67,A
1989-03-26 00:00:00+00:00,14900.0,A,12396500,18.08,A
1989-03-27 00:00:00+00:00,16000.0,A,12396500,18.88,A
1989-03-28 00:00:00+00:00,17600.0,A,12396500,18.75,A
1989-03-29 00:00:00+00:00,20200.0,A,12396500,19.13,A
1989-03-30 00:00:00+00:00,20300.0,A,12396500,19.31,A
1989-03-31 00:00:00+00:00,20200.0,A,12396500,19.21,A
1989-04-01 00:00:00+00:00,19800.0,A,12396500,19.4,A
1989-04-02 00:00:00+00:00,18600.0,A,12396500,18.36,A
1989-04-03 00:00:00+00:00,19800.0,A,12396500,18.82,A
1989-04-04 00:00:00+00:00,20100.0,A,12396500,19.21,A
1989-04-05 00:00:00+00:00,20100.0,A,12396500,19.45,A
1989-04-06 00:00:00+00:00,20100.0,A,12396500,19.44,A
1989-04-07 00:00:00+00:00,19700.0,A,12396500,19.21,A
1989-04-08 00:00:00+00:00,20200.0,A,12396500,20.17,A
1989-04-09 00:00:00+00:00,21100.0,A,12396500,19.59,A
1989-04-10 00:00:00+00:00,21600.0,A,12396500,19.91,A
1989-04-11 00:00:00+00:00,22600.0,A,12396500,19.81,A
1989-04-12 00:00:00+00:00,24300.0,A,12396500,19.93,A
1989-04-13 00:00:00+00:00,25300.0,A,12396500,19.9,A
1989-04-14 00:00:00+00:00,25900.0,A,12396500,20.15,A
1989-04-15 00:00:00+00:00,27100.0,A,12396500,22.08,A
1989-04-16 00:00:00+00:00,21800.0,A,12396500,20.56,A
1989-04-17 00:00:00+00:00,22300.0,A,12396500,19.66,A
1989-04-18 00:00:00+00:00,26200.0,A,12396500,20.53,A
1989-04-19 00:00:00+00:00,27400.0,A,12396500,20.73,A
1989-04-20 00:00:00+00:00,29200.0,A,12396500,21.05,A
1989-04-21 00:00:00+00:00,32400.0,A,12396500,22.27,A
1989-04-22 00:00:00+00:00,38500.0,A,12396500,25.39,A
1989-04-23 00:00:00+00:00,41400.0,A,12396500,25.63,A
1989-04-24 00:00:00+00:00,41500.0,A,12396500,25.38,A
1989-04-25 00:00:00+00:00,44100.0,A,12396500,25.03,A
1989-04-26 00:00:00+00:00,44800.0,A,12396500,25.63,A
1989-04-27 00:00:00+00:00,44100.0,A,12396500,25.29,A
1989-04-28 00:00:00+00:00,43000.0,A,12396500,25.42,A
1989-04-29 00:00:00+00:00,42600.0,A,12396500,25.66,A
1989-04-30 00:00:00+00:00,41600.0,A,12396500,25.05,A
