datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
1989-05-01 00:00:00+00:00,40300.0,A,12396500,24.52,A
1989-05-02 00:00:00+00:00,41200.0,A,12396500,24.89,A
1989-05-03 00:00:00+00:00,43200.0,A,12396500,25.6,A
1989-05-04 00:00:00+00:00,43000.0,A,12396500,25.79,A
1989-05-05 00:00:00+00:00,42000.0,A,12396500,25.34,A
1989-05-06 00:00:00+00:00,41300.0,A,12396500,24.89,A
1989-05-07 00:00:00+00:00,41200.0,A,12396500,24.97,A
1989-05-08 00:00:00+00:00,42200.0,A,12396500,25.17,A
1989-05-09 00:00:00+00:00,49800.0,A,12396500,26.83,A
1989-05-10 00:00:00+00:00,53900.0,A,12396500,29.08,A
1989-05-11 00:00:00+00:00,56500.0,A,12396500,29.92,A
1989-05-12 00:00:00+00:00,57800.0,A,12396500,30.17,A
1989-05-13 00:00:00+00:00,59000.0,A,12396500,30.34,A
1989-05-14 00:00:00+00:00,59400.0,A,12396500,30.41,A
1989-05-15 00:00:00+00:00,59800.0,A,12396500,30.55,A
1989-05-16 00:00:00+00:00,60200.0,A,12396500,30.65,A
1989-05-17 00:00:00+00:00,60000.0,A,12396500,30.69,A
1989-05-18 00:00:00+00:00,56800.0,A,12396500,29.91,A
1989-05-19 00:00:00+00:00,53600.0,A,12396500,29.12,A
1989-05-20 00:00:00+00:00,51600.0,A,12396500,28.62,A
1989-05-21 00:00:00+00:00,48100.0,A,12396500,27.4,A
1989-05-22 00:00:00+00:00,41200.0,A,12396500,25.47,A
1989-05-23 00:00:00+00:00,38400.0,A,12396500,24.72,A
1989-05-24 00:00:00+00:00,37000.0,A,12396500,24.29,A
1989-05-25 00:00:00+00:00,36400.0,A,12396500,23.81,A
1989-05-26 00:00:00+00:00,34900.0,A,12396500,23.27,A
1989-05-27 00:00:00+00:00,35300.0,A,12396500,22.9,A
1989-05-28 00:00:00+00:00,35600.0,A,12396500,24.18,A
1989-05-29 00:00:00+00:00,35600.0,A,12396500,24.37,A
1989-05-30 00:00:00+00:00,35500.0,A,12396500,23.67,A
1989-05-31 00:00:00+00:00,34300.0,A,12396500,23.45,A
1989-06-01 00:00:00+00:00,32600.0,A,12396500,23.41,A
1989-06-02 00:00:00+00:00,33000.0,A,12396500,23.95,A
1989-06-03 00:00:00+00:00,31500.0,A,12396500,23.22,A
1989-06-04 00:00:00+00:00,30300.0,A,12396500,22.38,A
1989-06-05 00:00:00+00:00,30400.0,A,12396500,22.58,A
1989-06-06 00:00:00+00:00,30500.0,A,12396500,22.92,A
1989-06-07 00:00:00+00:00,37600.0,A,12396500,24.61,A
1989-06-08 00:00:00+00:00,43200.0,A,12396500,25.82,A
1989-06-09 00:00:00+00:00,47000.0,A,12396500,27.33,A
1989-06-10 00:00:00+00:00,48200.0,A,12396500,27.48,A
1989-06-11 00:00:00+00:00,48300.0,A,12396500,27.59,A
1989-06-12 00:00:00+00:00,50100.0,A,12396500,27.94,A
1989-06-13 00:00:00+00:00,53700.0,A,12396500,28.96,A
1989-06-14 00:00:00+00:00,55100.0,A,12396500,29.46,A
1989-06-15 00:00:00+00:00,55800.0,A,12396500,29.46,A
1989-06-16 00:00:00+00:00,56300.0,A,12396500,29.57,A
1989-06-17 00:00:00+00:00,55700.0,A,12396500,29.46,A
1989-06-18 00:00:00+00:00,55400.0,A,12396500,29.44,A
1989-06-19 00:00:00+00:00,55600.0,A,12396500,29.51,A
1989-06-20 00:00:00+00:00,54300.0,A,12396500,29.14,A
1989-06-21 00:00:00+00:00,49000.0,A,12396500,27.28,A
1989-06-22 00:00:00+00:00,39600.0,A,12396500,25.12,A
1989-06-23 00:00:00+00:00,33800.0,A,12396500,23.36,A
1989-06-24 00:00:00+00:00,34100.0,A,12396500,23.05,A
1989-06-25 00:00:00+00:00,35400.0,A,12396500,23.65,A
1989-06-26 00:00:00+00:00,34800.0,A,12396500,23.63,A
1989-06-27 00:00:00+00:00,29700.0,A,12396500,22.53,A
1989-06-28 00:00:00+00:00,28400.0,A,12396500,22.24,A
1989-06-29 00:00:00+00:00,27200.0,A,12396500,22.26,A
1989-06-30 00:00:00+00:00,25500.0,A,12396500,21.49,A
1989-07-01 00:00:00+00:00,24000.0,A,12396500,21.35,A
1989-07-02 00:00:00+00:00,22700.0,A,12396500,21.6,A
1989-07-03 00:00:00+00:00,23400.0,A,12396500,21.2,A
1989-07-04 00:00:00+00:00,26000.0,A,12396500,22.61,A
1989-07-05 00:00:00+00:00,25900.0,A,12396500,21.51,A
1989-07-06 00:00:00+00:00,25100.0,A,12396500,20.8,A
1989-07-07 00:00:00+00:00,23800.0,A,12396500,20.69,A
1989-07-08 00:00:00+00:00,22900.0,A,12396500,20.04,A
1989-07-09 00:00:00+00:00,22800.0,A,12396500,20.3,A
1989-07-10 00:00:00+00:00,21900.0,A,12396500,20.11,A
1989-07-11 00:00:00+00:00,18600.0,A,12396500,19.64,A
1989-07-12 00:00:00+00:00,16100.0,A,12396500,18.0,A
1989-07-13 00:00:00+00:00,17600.0,A,12396500,17.76,A
1989-07-14 00:00:00+00:00,21900.0,A,12396500,20.66,A
1989-07-15 00:00:00+00:00,24000.0,A,12396500,21.42,A
1989-07-16 00:00:00+00:00,23000.0,A,12396500,20.46,A
1989-07-17 00:00:00+00:00,22200.0,A,12396500,19.96,A
1989-07-18 00:00:00+00:00,23100.0,A,12396500,21.08,A
1989-07-19 00:00:00+00:00,23100.0,A,12396500,20.46,A
1989-07-20 00:00:00+00:00,20900.0,A,12396500,19.69,A
1989-07-21 00:00:00+00:00,19600.0,A,12396500,19.19,A
