datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2011-10-01 00:00:00+00:00,12.7,A,10133800,19.6,A,990.0,A,8.5,A
2011-10-02 00:00:00+00:00,13.0,A,10133800,19.5,A,998.0,A,8.6,A
2011-10-03 00:00:00+00:00,11.8,A,10133800,19.9,A,986.0,A,8.6,A
2011-10-04 00:00:00+00:00,12.9,A,10133800,20.3,A,976.0,A,8.5,A
2011-10-05 00:00:00+00:00,11.3,A,10133800,22.1,A,972.0,A,8.3,A
2011-10-06 00:00:00+00:00,7.8,A,10133800,35.1,A,919.0,A,9.1,A
2011-10-07 00:00:00+00:00,6.4,A,10133800,28.4,A,942.0,A,9.8,A
2011-10-08 00:00:00+00:00,6.7,A,10133800,28.5,A,955.0,A,10.0,A
2011-10-09 00:00:00+00:00,7.0,A,10133800,27.3,A,953.0,A,10.0,A
2011-10-10 00:00:00+00:00,7.1,A,10133800,26.1,A,949.0,A,10.0,A
2011-10-11 00:00:00+00:00,8.6,A,10133800,26.8,A,940.0,A,9.4,A
2011-10-12 00:00:00+00:00,8.4,A,10133800,25.9,A,942.0,A,9.7,A
2011-10-13 00:00:00+00:00,8.0,A,10133800,25.3,A,950.0,A,9.8,A
2011-10-14 00:00:00+00:00,8.5,A,10133800,25.0,A,960.0,A,9.6,A
2011-10-15 00:00:00+00:00,9.0,A,10133800,25.5,A,965.0,A,9.5,A
2011-10-16 00:00:00+00:00,9.3,A,10133800,25.1,A,967.0,A,9.4,A
2011-10-17 00:00:00+00:00,9.5,A,10133800,33.8,A,927.0,A,9.1,A
2011-10-18 00:00:00+00:00,7.8,A,10133800,27.9,A,955.0,A,9.7,A
2011-10-19 00:00:00+00:00,7.2,A,10133800,26.8,A,950.0,A,9.8,A
2011-10-20 00:00:00+00:00,7.4,A,10133800,26.4,A,950.0,A,9.8,A
2011-10-21 00:00:00+00:00,7.5,A,10133800,26.5,A,942.0,A,9.8,A
2011-10-22 00:00:00+00:00,7.2,A,10133800,26.2,A,947.0,A,9.8,A
2011-10-23 00:00:00+00:00,7.1,A,10133800,25.9,A,951.0,A,9.8,A
2011-10-24 00:00:00+00:00,7.1,A,10133800,26.1,A,943.0,A,9.8,A
2011-10-25 00:00:00+00:00,7.4,A,10133800,25.6,A,933.0,A,9.7,A
2011-10-26 00:00:00+00:00,5.3,A,10133800,24.9,A,942.0,A,10.2,A
2011-10-27 00:00:00+00:00,3.8,A,10133800,22.5,A,957.0,A,10.8,A
2011-10-28 00:00:00+00:00,3.0,A,10133800,22.7,A,952.0,A,11.0,A
2011-10-29 00:00:00+00:00,2.9,A,10133800,24.8,A,933.0,A,11.0,A
2011-10-30 00:00:00+00:00,4.2,A,10133800,25.7,A,940.0,A,10.6,A
2011-10-31 00:00:00+00:00,4.8,A,10133800,25.2,A,938.0,A,10.4,A
2011-11-01 00:00:00+00:00,4.8,A,10133800,29.6,A,938.0,A,10.1,A
2011-11-02 00:00:00+00:00,3.1,A,10133800,23.6,A,965.0,A,11.0,A
2011-11-03 00:00:00+00:00,3.0,A,10133800,21.3,A,985.0,A,10.9,A
2011-11-04 00:00:00+00:00,3.2,A,10133800,24.5,A,972.0,A,10.5,A
2011-11-05 00:00:00+00:00,3.2,A,10133800,25.5,A,986.0,A,10.7,A
2011-11-06 00:00:00+00:00,2.3,A,10133800,21.4,A,1020.0,A,10.9,A
2011-11-07 00:00:00+00:00,3.2,A,10133800,20.9,A,994.0,A,10.8,A
2011-11-08 00:00:00+00:00,2.7,A,10133800,20.6,A,990.0,A,11.1,A
2011-11-09 00:00:00+00:00,1.7,A,10133800,19.3,A,1010.0,A,11.3,A
2011-11-10 00:00:00+00:00,1.8,A,10133800,20.7,A,993.0,A,11.3,A
2011-11-11 00:00:00+00:00,2.0,A,10133800,21.5,A,996.0,A,11.1,A
