datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2011-10-01 00:00:00+00:00,22200.0,A,12396500,88.66,A,87.03,A
2011-10-02 00:00:00+00:00,22100.0,A,12396500,89.19,A,87.82,A
2011-10-03 00:00:00+00:00,23500.0,A,12396500,89.87,A,88.58,A
2011-10-04 00:00:00+00:00,26100.0,A,12396500,90.88,A,89.69,A
2011-10-05 00:00:00+00:00,26500.0,A,12396500,91.31,A,90.22,A
2011-10-06 00:00:00+00:00,26500.0,A,12396500,91.69,A,90.71,A
2011-10-07 00:00:00+00:00,26700.0,A,12396500,91.23,A,90.12,A
2011-10-08 00:00:00+00:00,26900.0,A,12396500,91.59,A,90.55,A
2011-10-09 00:00:00+00:00,27300.0,A,12396500,91.69,A,90.64,A
2011-10-10 00:00:00+00:00,27000.0,A,12396500,91.36,A,90.24,A
2011-10-11 00:00:00+00:00,27500.0,A,12396500,91.57,A,90.47,A
2011-10-12 00:00:00+00:00,27100.0,A,12396500,90.96,A,89.68,A
2011-10-13 00:00:00+00:00,27100.0,A,12396500,90.54,A,89.09,A
2011-10-14 00:00:00+00:00,27000.0,A,12396500,90.36,A,88.86,A
2011-10-15 00:00:00+00:00,24900.0,A,12396500,89.93,A,88.53,A
2011-10-16 00:00:00+00:00,24600.0,A,12396500,90.12,A,88.82,A
2011-10-17 00:00:00+00:00,24700.0,A,12396500,89.88,A,88.45,A
2011-10-18 00:00:00+00:00,25700.0,A,12396500,89.89,A,88.35,A
2011-10-19 00:00:00+00:00,26500.0,A,12396500,90.2,A,88.69,A
2011-10-20 00:00:00+00:00,26800.0,A,12396500,90.83,A,89.52,A
2011-10-21 00:00:00+00:00,27100.0,A,12396500,90.55,A,89.13,A
2011-10-22 00:00:00+00:00,26800.0,A,12396500,90.73,A,89.4,A
2011-10-23 00:00:00+00:00,24800.0,A,12396500,90.49,A,89.28,A
2011-10-24 00:00:00+00:00,24500.0,A,12396500,90.1,A,88.8,A
2011-10-25 00:00:00+00:00,24400.0,A,12396500,89.59,A,88.11,A
2011-10-26 00:00:00+00:00,25400.0,A,12396500,89.67,A,88.07,A
2011-10-27 00:00:00+00:00,27200.0,A,12396500,90.16,A,88.53,A
2011-10-28 00:00:00+00:00,28100.0,A,12396500,89.92,A,88.09,A
2011-10-29 00:00:00+00:00,27700.0,A,12396500,90.88,A,89.49,A
2011-10-30 00:00:00+00:00,27900.0,A,12396500,91.16,A,89.84,A
2011-10-31 00:00:00+00:00,27900.0,A,12396500,91.32,A,90.06,A
2011-11-01 00:00:00+00:00,28000.0,A,12396500,91.25,A,89.99,A
2011-11-02 00:00:00+00:00,28000.0,A,12396500,91.04,A,89.71,A
2011-11-03 00:00:00+00:00,28000.0,A,12396500,90.61,A,89.12,A
