datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00300_2_Mean,00300_2_Mean_cd
2001-10-01 00:00:00+00:00,14.0,A,14159500,710.0,A,8.3,A
2001-10-02 00:00:00+00:00,14.0,A,14159500,710.0,A,8.4,A
2001-10-03 00:00:00+00:00,14.0,A,14159500,709.0,A,8.5,A
2001-10-04 00:00:00+00:00,14.0,A,14159500,704.0,A,8.5,A
2001-10-05 00:00:00+00:00,14.1,A,14159500,709.0,A,8.6,A
2001-10-06 00:00:00+00:00,14.1,A,14159500,718.0,A,8.5,A
2001-10-07 00:00:00+00:00,14.0,A,14159500,725.0,A,8.7,A
2001-10-08 00:00:00+00:00,14.0,A,14159500,726.0,A,8.7,A
2001-10-09 00:00:00+00:00,14.0,A,14159500,726.0,A,8.9,A
2001-10-10 00:00:00+00:00,13.8,A,14159500,725.0,A,8.9,A
2001-10-11 00:00:00+00:00,13.9,A,14159500,724.0,A,9.0,A
2001-10-12 00:00:00+00:00,13.7,A,14159500,724.0,A,9.2,A
2001-10-13 00:00:00+00:00,13.8,A,14159500,721.0,A,9.2,A
2001-10-14 00:00:00+00:00,13.8,A,14159500,721.0,A,9.2,A
2001-10-15 00:00:00+00:00,13.7,A,14159500,604.0,A,9.7,A
2001-10-16 00:00:00+00:00,13.5,A,14159500,614.0,A,9.8,A
2001-10-17 00:00:00+00:00,13.7,A,14159500,718.0,A,9.2,A
2001-10-18 00:00:00+00:00,13.7,A,14159500,722.0,A,9.2,A
2001-10-19 00:00:00+00:00,13.6,A,14159500,725.0,A,9.2,A
2001-10-20 00:00:00+00:00,13.5,A,14159500,723.0,A,9.2,A
2001-10-21 00:00:00+00:00,13.4,A,14159500,724.0,A,9.2,A
2001-10-22 00:00:00+00:00,13.3,A,14159500,726.0,A,9.1,A
2001-10-23 00:00:00+00:00,,,14159500,728.0,A,9.2,A
2001-10-24 00:00:00+00:00,12.5,A,14159500,723.0,A,9.4,A
2001-10-25 00:00:00+00:00,12.5,A,14159500,723.0,A,9.3,A
2001-10-26 00:00:00+00:00,,,14159500,726.0,A,,
2001-10-27 00:00:00+00:00,,,14159500,723.0,A,9.3,A
2001-10-28 00:00:00+00:00,,,14159500,724.0,A,9.4,A
2001-10-29 00:00:00+00:00,,,14159500,725.0,A,9.3,A
2001-10-30 00:00:00+00:00,,,14159500,729.0,A,9.2,A
2001-10-31 00:00:00+00:00,,,14159500,727.0,A,9.3,A
2001-11-01 00:00:00+00:00,,,14159500,728.0,A,9.4,A
2001-11-02 00:00:00+00:00,,,14159500,728.0,A,9.4,A
2001-11-03 00:00:00+00:00,11.8,A,14159500,729.0,A,9.5,A
2001-11-04 00:00:00+00:00,,,14159500,725.0,A,9.4,A
2001-11-05 00:00:00+00:00,,,14159500,723.0,A,9.4,A
2001-11-06 00:00:00+00:00,11.2,A,14159500,724.0,A,9.5,A
2001-11-07 00:00:00+00:00,11.2,A,14159500,726.0,A,9.6,A
2001-11-08 00:00:00+00:00,11.1,A,14159500,726.0,A,9.7,A
