datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2022-11-17 00:00:00+00:00,19.4,"A, e",12321500,0.548,"P, e",2.87,P
2022-11-18 00:00:00+00:00,18.4,"A, e",12321500,0.521,"P, e",2.927,P
2022-11-19 00:00:00+00:00,18.4,"A, e",12321500,0.521,"P, e",2.944,P
2022-11-20 00:00:00+00:00,18.6,"A, e",12321500,0.526,"P, e",3.004,P
2022-11-21 00:00:00+00:00,19.2,"A, e",12321500,0.543,"P, e",2.996,P
2022-11-22 00:00:00+00:00,19.8,"A, e",12321500,0.56,"P, e",2.955,P
2022-11-23 00:00:00+00:00,20.3,"A, e",12321500,0.576,"P, e",2.917,P
2022-11-24 00:00:00+00:00,21.6,"A, e",12321500,0.611,"P, e",2.88,P
2022-11-25 00:00:00+00:00,21.6,A,12321500,0.611,P,2.876,P
2022-11-26 00:00:00+00:00,21.2,A,12321500,0.602,P,2.874,P
2022-11-27 00:00:00+00:00,21.3,A,12321500,0.604,P,2.874,P
2022-11-28 00:00:00+00:00,21.2,A,12321500,0.6,P,2.874,P
2022-11-29 00:00:00+00:00,20.3,"A, e",12321500,0.573,"P, e",2.881,P
2022-11-30 00:00:00+00:00,19.8,"A, e",12321500,0.561,"P, e",2.953,P
2022-12-01 00:00:00+00:00,20.0,"A, e",12321500,0.567,"P, e",3.032,P
2022-12-02 00:00:00+00:00,19.8,"A, e",12321500,0.561,"P, e",3.022,P
2022-12-03 00:00:00+00:00,19.9,"A, e",12321500,0.564,"P, e",2.871,P
2022-12-04 00:00:00+00:00,19.8,"A, e",12321500,0.56,"P, e",2.865,P
2022-12-05 00:00:00+00:00,19.7,"A, e",12321500,0.559,"P, e",2.886,P
2022-12-06 00:00:00+00:00,19.4,A,12321500,0.55,P,2.863,P
2022-12-07 00:00:00+00:00,19.3,A,12321500,0.546,P,2.862,P
2022-12-08 00:00:00+00:00,19.5,A,12321500,0.552,P,2.863,P
2022-12-09 00:00:00+00:00,20.0,A,12321500,0.567,P,2.867,P
2022-12-10 00:00:00+00:00,20.4,A,12321500,0.576,P,2.869,P
2022-12-11 00:00:00+00:00,20.8,A,12321500,0.589,P,2.871,P
2022-12-12 00:00:00+00:00,20.5,A,12321500,0.582,P,2.87,P
2022-12-13 00:00:00+00:00,19.8,A,12321500,0.56,P,2.865,P
2022-12-14 00:00:00+00:00,20.0,A,12321500,0.567,P,2.867,P
2022-12-15 00:00:00+00:00,19.8,A,12321500,0.56,P,2.865,P
2022-12-16 00:00:00+00:00,19.7,A,12321500,0.557,P,2.864,P
2022-12-17 00:00:00+00:00,19.4,A,12321500,0.548,P,2.863,P
2022-12-18 00:00:00+00:00,19.4,A,12321500,0.548,P,2.863,P
2022-12-19 00:00:00+00:00,17.4,"A, e",12321500,0.494,"P, e",2.874,P
2022-12-20 00:00:00+00:00,17.0,"A, e",12321500,0.482,"P, e",2.964,P
2022-12-21 00:00:00+00:00,16.5,"A, e",12321500,0.467,"P, e",3.077,P
2022-12-22 00:00:00+00:00,16.9,"A, e",12321500,0.477,"P, e",3.073,P
2022-12-23 00:00:00+00:00,16.3,"A, e",12321500,0.46,"P, e",3.133,P
2022-12-24 00:00:00+00:00,17.0,"A, e",12321500,0.481,"P, e",3.019,P
2022-12-25 00:00:00+00:00,17.8,"A, e",12321500,0.504,"P, e",2.891,P
2022-12-26 00:00:00+00:00,19.8,"A, e",12321500,0.56,"P, e",2.891,P
2022-12-27 00:00:00+00:00,60.1,"A, e",12321500,1.7,"P, e",3.169,P
2022-12-28 00:00:00+00:00,68.6,"A, e",12321500,1.94,"P, e",3.084,P
2022-12-29 00:00:00+00:00,44.1,"A, e",12321500,1.25,"P, e",3.025,P
2022-12-30 00:00:00+00:00,26.5,"A, e",12321500,0.75,"P, e",2.959,P
2022-12-31 00:00:00+00:00,23.1,"A, e",12321500,0.655,"P, e",2.915,P
2023-01-01 00:00:00+00:00,22.7,"A, e",12321500,0.643,"P, e",2.915,P
2023-01-02 00:00:00+00:00,22.5,"A, e",12321500,0.637,"P, e",2.9,P
2023-01-03 00:00:00+00:00,22.2,"A, e",12321500,0.628,"P, e",2.887,P
2023-01-04 00:00:00+00:00,21.8,"A, e",12321500,0.617,"P, e",2.882,P
2023-01-05 00:00:00+00:00,21.7,"A, e",12321500,0.615,"P, e",2.88,P
2023-01-06 00:00:00+00:00,21.8,"A, e",12321500,0.618,"P, e",2.878,P
2023-01-07 00:00:00+00:00,21.8,A,12321500,0.618,P,2.877,P
2023-01-08 00:00:00+00:00,22.0,A,12321500,0.622,P,2.878,P
2023-01-09 00:00:00+00:00,22.2,A,12321500,0.628,P,2.879,P
2023-01-10 00:00:00+00:00,22.3,A,12321500,0.632,P,2.88,P
2023-01-11 00:00:00+00:00,21.8,A,12321500,0.617,P,2.877,P
2023-01-12 00:00:00+00:00,21.8,A,12321500,0.616,P,2.877,P
2023-01-13 00:00:00+00:00,23.5,A,12321500,0.665,P,2.886,P
2023-01-14 00:00:00+00:00,34.4,A,12321500,0.973,P,2.936,P
2023-01-15 00:00:00+00:00,39.1,A,12321500,1.11,P,2.955,P
2023-01-16 00:00:00+00:00,37.4,A,12321500,1.06,P,2.948,P
2023-01-17 00:00:00+00:00,34.6,A,12321500,0.979,P,2.937,P
2023-01-18 00:00:00+00:00,33.9,A,12321500,0.959,P,2.934,P
2023-01-19 00:00:00+00:00,28.9,A,12321500,0.82,P,2.913,P
2023-01-20 00:00:00+00:00,27.1,A,12321500,0.768,P,2.905,P
2023-01-21 00:00:00+00:00,26.3,A,12321500,0.744,P,2.901,P
2023-01-22 00:00:00+00:00,25.6,A,12321500,0.725,P,2.897,P
2023-01-23 00:00:00+00:00,20.4,"A, e",12321500,0.578,"P, e",2.879,P
2023-01-24 00:00:00+00:00,19.4,"A, e",12321500,0.551,"P, e",2.915,P
2023-01-25 00:00:00+00:00,18.6,"A, e",12321500,0.526,"P, e",2.899,P
2023-01-26 00:00:00+00:00,18.5,"A, e",12321500,0.522,"P, e",2.888,P
2023-01-27 00:00:00+00:00,18.6,"A, e",12321500,0.527,"P, e",2.89,P
2023-01-28 00:00:00+00:00,18.1,"A, e",12321500,0.513,"P, e",2.88,P
2023-01-29 00:00:00+00:00,17.7,"A, e",12321500,0.5,"P, e",2.918,P
2023-01-30 00:00:00+00:00,17.6,"A, e",12321500,0.497,"P, e",3.133,P
2023-01-31 00:00:00+00:00,17.9,"A, e",12321500,0.506,"P, e",3.349,P
2023-02-01 00:00:00+00:00,18.3,"A, e",12321500,0.518,"P, e",3.383,P
2023-02-02 00:00:00+00:00,18.2,"A, e",12321500,0.516,"P, e",3.333,P
2023-02-03 00:00:00+00:00,18.2,"A, e",12321500,0.515,"P, e",3.268,P
2023-02-04 00:00:00+00:00,18.6,"A, e",12321500,0.527,"P, e",3.169,P
2023-02-05 00:00:00+00:00,19.0,"A, e",12321500,0.538,"P, e",3.091,P
2023-02-06 00:00:00+00:00,19.3,"A, e",12321500,0.546,"P, e",3.037,P
2023-02-07 00:00:00+00:00,21.2,"A, e",12321500,0.601,"P, e",2.946,P
2023-02-08 00:00:00+00:00,22.0,A,12321500,0.623,P,2.878,P
2023-02-09 00:00:00+00:00,21.5,A,12321500,0.609,P,2.875,P
2023-02-10 00:00:00+00:00,21.5,A,12321500,0.609,P,2.875,P
2023-02-11 00:00:00+00:00,21.0,A,12321500,0.595,P,2.872,P
2023-02-12 00:00:00+00:00,21.1,A,12321500,0.598,P,2.873,P
2023-02-13 00:00:00+00:00,21.6,A,12321500,0.611,P,2.876,P
2023-02-14 00:00:00+00:00,21.2,P,12321500,0.6,P,2.874,P
2023-02-15 00:00:00+00:00,19.3,P,12321500,0.545,P,2.862,P
2023-02-16 00:00:00+00:00,22.3,P,12321500,0.631,P,2.879,P
2023-02-17 00:00:00+00:00,21.0,P,12321500,0.594,P,2.872,P
2023-02-18 00:00:00+00:00,20.8,P,12321500,0.589,P,2.871,P
2023-02-19 00:00:00+00:00,20.7,P,12321500,0.586,P,2.871,P
2023-02-20 00:00:00+00:00,21.2,P,12321500,0.6,P,2.873,P
2023-02-21 00:00:00+00:00,24.5,P,12321500,0.694,P,2.892,P
2023-02-22 00:00:00+00:00,18.3,"P, e",12321500,0.519,"P, e",2.871,P
2023-02-23 00:00:00+00:00,9.65,"P, e",12321500,0.273,"P, e",2.941,P
2023-02-24 00:00:00+00:00,10.4,"P, e",12321500,0.296,"P, e",3.004,P
2023-02-25 00:00:00+00:00,11.9,"P, e",12321500,0.337,"P, e",3.024,P
2023-02-26 00:00:00+00:00,11.9,"P, e",12321500,0.336,"P, e",2.933,P
2023-02-27 00:00:00+00:00,11.7,"P, e",12321500,0.33,"P, e",2.907,P
2023-02-28 00:00:00+00:00,11.3,"P, e",12321500,0.32,"P, e",2.89,P
2023-03-01 00:00:00+00:00,11.0,"P, e",12321500,0.312,"P, e",2.882,P
2023-03-02 00:00:00+00:00,11.4,"P, e",12321500,0.323,"P, e",2.87,P
2023-03-03 00:00:00+00:00,11.4,"P, e",12321500,0.322,"P, e",2.869,P
2023-03-04 00:00:00+00:00,11.4,"P, e",12321500,0.322,"P, e",2.868,P
2023-03-05 00:00:00+00:00,11.3,"P, e",12321500,0.32,"P, e",2.868,P
2023-03-06 00:00:00+00:00,11.2,"P, e",12321500,0.318,"P, e",2.865,P
2023-03-07 00:00:00+00:00,11.2,"P, e",12321500,0.316,"P, e",2.865,P
2023-03-08 00:00:00+00:00,15.5,"P, e",12321500,0.438,"P, e",2.862,P
2023-03-09 00:00:00+00:00,19.4,P,12321500,0.55,P,2.863,P
2023-03-10 00:00:00+00:00,19.3,P,12321500,0.546,P,2.862,P
2023-03-11 00:00:00+00:00,19.4,P,12321500,0.549,P,2.863,P
2023-03-12 00:00:00+00:00,19.4,P,12321500,0.55,P,2.863,P
2023-03-13 00:00:00+00:00,22.2,P,12321500,0.63,P,2.879,P
2023-03-14 00:00:00+00:00,26.0,P,12321500,0.737,P,2.899,P
2023-03-15 00:00:00+00:00,23.6,P,12321500,0.668,P,2.887,P
2023-03-16 00:00:00+00:00,22.0,P,12321500,0.623,P,2.878,P
2023-03-17 00:00:00+00:00,22.0,P,12321500,0.624,P,2.878,P
2023-03-18 00:00:00+00:00,22.1,P,12321500,0.627,P,2.879,P
2023-03-19 00:00:00+00:00,22.7,P,12321500,0.641,P,2.882,P
2023-03-20 00:00:00+00:00,23.7,P,12321500,0.672,P,2.888,P
2023-03-21 00:00:00+00:00,23.9,P,12321500,0.677,P,2.888,P
2023-03-22 00:00:00+00:00,24.5,P,12321500,0.694,P,2.892,P
2023-03-23 00:00:00+00:00,25.7,P,12321500,0.729,P,2.898,P
2023-03-24 00:00:00+00:00,26.8,P,12321500,0.759,P,2.903,P
2023-03-25 00:00:00+00:00,26.1,P,12321500,0.738,P,2.9,P
2023-03-26 00:00:00+00:00,25.8,P,12321500,0.73,P,2.898,P
2023-03-27 00:00:00+00:00,25.7,P,12321500,0.727,P,2.898,P
2023-03-28 00:00:00+00:00,25.1,P,12321500,0.71,P,2.894,P
2023-03-29 00:00:00+00:00,26.0,P,12321500,0.735,P,2.899,P
2023-03-30 00:00:00+00:00,27.3,P,12321500,0.773,P,2.905,P
2023-03-31 00:00:00+00:00,28.6,P,12321500,0.81,P,2.912,P
2023-04-01 00:00:00+00:00,29.2,P,12321500,0.828,P,2.915,P
2023-04-02 00:00:00+00:00,28.5,P,12321500,0.806,P,2.911,P
2023-04-03 00:00:00+00:00,26.4,P,12321500,0.746,P,2.9,P
2023-04-04 00:00:00+00:00,27.5,P,12321500,0.78,P,2.906,P
2023-04-05 00:00:00+00:00,26.1,P,12321500,0.739,P,2.899,P
2023-04-06 00:00:00+00:00,26.8,P,12321500,0.759,P,2.903,P
2023-04-07 00:00:00+00:00,27.6,P,12321500,0.783,P,2.907,P
2023-04-08 00:00:00+00:00,32.8,P,12321500,0.927,P,2.929,P
2023-04-09 00:00:00+00:00,39.1,P,12321500,1.11,P,2.954,P
2023-04-10 00:00:00+00:00,84.6,P,12321500,2.4,P,3.061,P
2023-04-11 00:00:00+00:00,479.0,P,12321500,13.6,P,3.49,P
2023-04-12 00:00:00+00:00,385.0,P,12321500,10.9,P,3.445,P
2023-04-13 00:00:00+00:00,239.0,P,12321500,6.77,P,3.313,P
2023-04-14 00:00:00+00:00,179.0,P,12321500,5.07,P,3.24,P
2023-04-15 00:00:00+00:00,147.0,P,12321500,4.15,P,3.195,P
2023-04-16 00:00:00+00:00,136.0,P,12321500,3.85,P,3.179,P
2023-04-17 00:00:00+00:00,148.0,P,12321500,4.18,P,3.196,P
2023-04-18 00:00:00+00:00,150.0,P,12321500,4.24,P,3.199,P
2023-04-19 00:00:00+00:00,131.0,P,12321500,3.71,P,3.172,P
2023-04-20 00:00:00+00:00,121.0,P,12321500,3.42,P,3.156,P
2023-04-21 00:00:00+00:00,118.0,P,12321500,3.33,P,3.151,P
2023-04-22 00:00:00+00:00,111.0,P,12321500,3.14,P,3.14,P
2023-04-23 00:00:00+00:00,111.0,P,12321500,3.14,P,3.14,P
2023-04-24 00:00:00+00:00,146.0,P,12321500,4.14,P,3.193,P
2023-04-25 00:00:00+00:00,182.0,P,12321500,5.14,P,3.243,P
2023-04-26 00:00:00+00:00,209.0,P,12321500,5.92,P,3.279,P
2023-04-27 00:00:00+00:00,262.0,P,12321500,7.43,P,3.339,P
2023-04-28 00:00:00+00:00,321.0,P,12321500,9.08,P,3.396,P
2023-04-29 00:00:00+00:00,474.0,P,12321500,13.4,P,3.515,P
2023-04-30 00:00:00+00:00,783.0,P,12321500,22.2,P,3.695,P
2023-05-01 00:00:00+00:00,1040.0,P,12321500,29.5,P,3.814,P
2023-05-02 00:00:00+00:00,1430.0,P,12321500,40.4,P,3.956,P
2023-05-03 00:00:00+00:00,1630.0,P,12321500,46.1,P,4.024,P
2023-05-04 00:00:00+00:00,1670.0,P,12321500,47.3,P,4.036,P
2023-05-05 00:00:00+00:00,1890.0,P,12321500,53.5,P,4.101,P
2023-05-06 00:00:00+00:00,2460.0,P,12321500,69.7,P,4.247,P
2023-05-07 00:00:00+00:00,1650.0,P,12321500,46.6,P,4.03,P
2023-05-08 00:00:00+00:00,1350.0,P,12321500,38.2,P,3.933,P
2023-05-09 00:00:00+00:00,1180.0,P,12321500,33.4,P,3.87,P
2023-05-10 00:00:00+00:00,1110.0,P,12321500,31.4,P,3.843,P
2023-05-11 00:00:00+00:00,1080.0,P,12321500,30.6,P,3.832,P
2023-05-12 00:00:00+00:00,1110.0,P,12321500,31.5,P,3.843,P
2023-05-13 00:00:00+00:00,1280.0,P,12321500,36.2,P,3.905,P
2023-05-14 00:00:00+00:00,1480.0,P,12321500,41.8,P,3.973,P
2023-05-15 00:00:00+00:00,1610.0,P,12321500,45.6,P,4.018,P
2023-05-16 00:00:00+00:00,1500.0,P,12321500,42.6,P,3.985,P
2023-05-17 00:00:00+00:00,1400.0,P,12321500,39.7,P,3.95,P
2023-05-18 00:00:00+00:00,1360.0,P,12321500,38.4,P,3.935,P
2023-05-19 00:00:00+00:00,1220.0,P,12321500,34.5,P,3.884,P
2023-05-20 00:00:00+00:00,1100.0,P,12321500,31.0,P,3.837,P
2023-05-21 00:00:00+00:00,1030.0,P,12321500,29.1,P,3.808,P
2023-05-22 00:00:00+00:00,934.0,P,12321500,26.5,P,3.768,P
2023-05-23 00:00:00+00:00,722.0,P,12321500,20.4,P,3.666,P
2023-05-24 00:00:00+00:00,603.0,P,12321500,17.1,P,3.599,P
2023-05-25 00:00:00+00:00,548.0,P,12321500,15.5,P,3.566,P
2023-05-26 00:00:00+00:00,532.0,P,12321500,15.1,P,3.556,P
2023-05-27 00:00:00+00:00,508.0,P,12321500,14.4,P,3.54,P
2023-05-28 00:00:00+00:00,507.0,P,12321500,14.3,P,3.538,P
2023-05-29 00:00:00+00:00,604.0,P,12321500,17.1,P,3.599,P
2023-05-30 00:00:00+00:00,452.0,P,12321500,12.8,P,3.502,P
2023-05-31 00:00:00+00:00,369.0,P,12321500,10.5,P,3.44,P
2023-06-01 00:00:00+00:00,315.0,P,12321500,8.93,P,3.394,P
2023-06-02 00:00:00+00:00,276.0,P,12321500,7.82,P,3.357,P
2023-06-03 00:00:00+00:00,248.0,P,12321500,7.01,P,3.328,P
2023-06-04 00:00:00+00:00,221.0,P,12321500,6.27,P,3.3,P
2023-06-05 00:00:00+00:00,198.0,P,12321500,5.62,P,3.273,P
2023-06-06 00:00:00+00:00,177.0,P,12321500,5.0,P,3.246,P
2023-06-07 00:00:00+00:00,160.0,P,12321500,4.53,P,3.223,P
2023-06-08 00:00:00+00:00,147.0,P,12321500,4.17,P,3.206,P
2023-06-09 00:00:00+00:00,157.0,P,12321500,4.44,P,3.218,P
2023-06-10 00:00:00+00:00,193.0,P,12321500,5.48,P,3.266,P
2023-06-11 00:00:00+00:00,153.0,P,12321500,4.34,P,3.214,P
2023-06-12 00:00:00+00:00,134.0,P,12321500,3.8,P,3.186,P
2023-06-13 00:00:00+00:00,121.0,P,12321500,3.42,P,3.164,P
2023-06-14 00:00:00+00:00,135.0,P,12321500,3.83,P,3.187,P
2023-06-15 00:00:00+00:00,129.0,P,12321500,3.64,P,3.177,P
2023-06-16 00:00:00+00:00,113.0,P,12321500,3.19,P,3.149,P
2023-06-17 00:00:00+00:00,105.0,P,12321500,2.96,P,3.133,P
2023-06-18 00:00:00+00:00,100.0,P,12321500,2.83,P,3.123,P
2023-06-19 00:00:00+00:00,110.0,P,12321500,3.1,P,3.143,P
2023-06-20 00:00:00+00:00,106.0,P,12321500,3.01,P,3.136,P
2023-06-21 00:00:00+00:00,111.0,P,12321500,3.15,P,3.147,P
2023-06-22 00:00:00+00:00,106.0,P,12321500,3.01,P,3.136,P
2023-06-23 00:00:00+00:00,94.4,P,12321500,2.67,P,3.111,P
2023-06-24 00:00:00+00:00,86.1,P,12321500,2.44,P,3.091,P
2023-06-25 00:00:00+00:00,80.9,P,12321500,2.29,P,3.079,P
2023-06-26 00:00:00+00:00,76.2,P,12321500,2.16,P,3.067,P
2023-06-27 00:00:00+00:00,71.9,P,12321500,2.04,P,3.056,P
2023-06-28 00:00:00+00:00,94.6,P,12321500,2.68,P,3.109,P
2023-06-29 00:00:00+00:00,83.1,P,12321500,2.35,P,3.084,P
2023-06-30 00:00:00+00:00,72.0,P,12321500,2.04,P,3.056,P
2023-07-01 00:00:00+00:00,64.5,P,12321500,1.83,P,3.036,P
2023-07-02 00:00:00+00:00,58.8,P,12321500,1.67,P,3.019,P
2023-07-03 00:00:00+00:00,54.4,P,12321500,1.54,P,3.006,P
2023-07-04 00:00:00+00:00,51.9,P,12321500,1.47,P,2.998,P
2023-07-05 00:00:00+00:00,50.3,P,12321500,1.43,P,2.993,P
2023-07-06 00:00:00+00:00,47.9,P,12321500,1.36,P,2.985,P
2023-07-07 00:00:00+00:00,45.8,P,12321500,1.3,P,2.978,P
2023-07-08 00:00:00+00:00,44.6,P,12321500,1.26,P,2.974,P
2023-07-09 00:00:00+00:00,42.0,P,12321500,1.19,P,2.965,P
2023-07-10 00:00:00+00:00,37.5,P,12321500,1.06,P,2.942,P
2023-07-11 00:00:00+00:00,32.0,P,12321500,0.907,P,2.916,P
2023-07-12 00:00:00+00:00,31.3,P,12321500,0.886,P,2.912,P
2023-07-13 00:00:00+00:00,30.4,P,12321500,0.86,P,2.907,P
2023-07-14 00:00:00+00:00,25.6,P,12321500,0.725,P,2.881,P
2023-07-15 00:00:00+00:00,22.7,P,12321500,0.643,P,2.863,P
2023-07-16 00:00:00+00:00,20.2,P,12321500,0.573,P,2.848,P
2023-07-17 00:00:00+00:00,18.5,P,12321500,0.525,P,2.837,P
2023-07-18 00:00:00+00:00,17.4,P,12321500,0.491,P,2.828,P
2023-07-19 00:00:00+00:00,16.0,P,12321500,0.454,P,2.819,P
2023-07-20 00:00:00+00:00,15.2,P,12321500,0.43,P,2.813,P
2023-07-21 00:00:00+00:00,14.3,P,12321500,0.405,P,2.806,P
