datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
2002-11-16 00:00:00+00:00,14800.0,A,12396500,88.36,A
2002-11-17 00:00:00+00:00,13500.0,A,12396500,88.59,A
2002-11-18 00:00:00+00:00,12900.0,A,12396500,88.36,A
2002-11-19 00:00:00+00:00,14200.0,A,12396500,88.47,A
2002-11-20 00:00:00+00:00,14500.0,A,12396500,89.36,A
2002-11-21 00:00:00+00:00,14500.0,A,12396500,89.29,A
2002-11-22 00:00:00+00:00,14000.0,A,12396500,88.52,A
2002-11-23 00:00:00+00:00,14100.0,A,12396500,88.09,A
2002-11-24 00:00:00+00:00,14200.0,A,12396500,88.26,A
2002-11-25 00:00:00+00:00,16300.0,A,12396500,88.5,A
2002-11-26 00:00:00+00:00,18500.0,A,12396500,88.72,A
2002-11-27 00:00:00+00:00,15000.0,A,12396500,89.1,A
2002-11-28 00:00:00+00:00,13000.0,A,12396500,88.54,A
2002-11-29 00:00:00+00:00,12200.0,A,12396500,88.47,A
2002-11-30 00:00:00+00:00,12800.0,A,12396500,89.18,A
2002-12-01 00:00:00+00:00,12900.0,A,12396500,89.19,A
2002-12-02 00:00:00+00:00,12600.0,A,12396500,88.26,A
2002-12-03 00:00:00+00:00,12400.0,A,12396500,87.72,A
2002-12-04 00:00:00+00:00,12600.0,A,12396500,88.29,A
2002-12-05 00:00:00+00:00,12700.0,A,12396500,88.51,A
2002-12-06 00:00:00+00:00,13000.0,A,12396500,88.51,A
2002-12-07 00:00:00+00:00,14400.0,A,12396500,88.28,A
2002-12-08 00:00:00+00:00,15200.0,A,12396500,89.46,A
2002-12-09 00:00:00+00:00,15600.0,A,12396500,89.12,A
2002-12-10 00:00:00+00:00,15800.0,A,12396500,89.07,A
2002-12-11 00:00:00+00:00,15900.0,A,12396500,89.22,A
2002-12-12 00:00:00+00:00,16000.0,A,12396500,88.75,A
2002-12-13 00:00:00+00:00,16200.0,A,12396500,88.05,A
2002-12-14 00:00:00+00:00,16400.0,A,12396500,86.86,A
2002-12-15 00:00:00+00:00,18500.0,A,12396500,88.66,A
2002-12-16 00:00:00+00:00,18800.0,A,12396500,89.13,A
2002-12-17 00:00:00+00:00,19800.0,A,12396500,89.58,A
2002-12-18 00:00:00+00:00,20800.0,A,12396500,89.41,A
2002-12-19 00:00:00+00:00,20900.0,A,12396500,89.53,A
2002-12-20 00:00:00+00:00,20900.0,A,12396500,90.12,A
2002-12-21 00:00:00+00:00,16800.0,A,12396500,88.61,A
2002-12-22 00:00:00+00:00,14800.0,A,12396500,87.66,A
2002-12-23 00:00:00+00:00,14700.0,A,12396500,87.27,A
2002-12-24 00:00:00+00:00,14300.0,A,12396500,86.22,A
2002-12-25 00:00:00+00:00,14200.0,A,12396500,86.66,A
2002-12-26 00:00:00+00:00,14900.0,A,12396500,88.84,A
2002-12-27 00:00:00+00:00,16300.0,A,12396500,87.89,A
2002-12-28 00:00:00+00:00,18300.0,A,12396500,88.65,A
2002-12-29 00:00:00+00:00,18600.0,A,12396500,89.22,A
2002-12-30 00:00:00+00:00,17600.0,A,12396500,88.58,A
2002-12-31 00:00:00+00:00,16300.0,A,12396500,88.74,A
2003-01-01 00:00:00+00:00,14700.0,A,12396500,88.51,A
2003-01-02 00:00:00+00:00,14500.0,A,12396500,88.27,A
2003-01-03 00:00:00+00:00,13600.0,A,12396500,86.79,A
2003-01-04 00:00:00+00:00,13300.0,A,12396500,86.28,A
2003-01-05 00:00:00+00:00,13200.0,A,12396500,87.38,A
2003-01-06 00:00:00+00:00,12200.0,A,12396500,86.6,A
2003-01-07 00:00:00+00:00,11600.0,A,12396500,85.6,A
2003-01-08 00:00:00+00:00,11600.0,A,12396500,86.13,A
2003-01-09 00:00:00+00:00,9560.0,A,12396500,85.16,A
2003-01-10 00:00:00+00:00,9260.0,A,12396500,84.08,A
2003-01-11 00:00:00+00:00,9070.0,A,12396500,84.09,A
2003-01-12 00:00:00+00:00,9170.0,A,12396500,86.48,A
2003-01-13 00:00:00+00:00,9990.0,A,12396500,88.43,A
2003-01-14 00:00:00+00:00,9770.0,A,12396500,88.62,A
2003-01-15 00:00:00+00:00,8350.0,A,12396500,86.48,A
2003-01-16 00:00:00+00:00,8110.0,A,12396500,85.32,A
2003-01-17 00:00:00+00:00,7650.0,A,12396500,85.44,A
2003-01-18 00:00:00+00:00,7860.0,A,12396500,86.06,A
2003-01-19 00:00:00+00:00,8760.0,A,12396500,87.19,A
2003-01-20 00:00:00+00:00,9580.0,A,12396500,88.46,A
2003-01-21 00:00:00+00:00,9640.0,A,12396500,88.59,A
2003-01-22 00:00:00+00:00,9710.0,A,12396500,88.23,A
2003-01-23 00:00:00+00:00,9230.0,A,12396500,88.28,A
2003-01-24 00:00:00+00:00,9230.0,A,12396500,87.76,A
2003-01-25 00:00:00+00:00,10400.0,A,12396500,87.87,A
2003-01-26 00:00:00+00:00,10700.0,A,12396500,87.96,A
2003-01-27 00:00:00+00:00,12000.0,A,12396500,87.9,A
2003-01-28 00:00:00+00:00,13900.0,A,12396500,87.41,A
2003-01-29 00:00:00+00:00,15500.0,A,12396500,89.11,A
2003-01-30 00:00:00+00:00,16600.0,A,12396500,89.04,A
2003-01-31 00:00:00+00:00,17300.0,A,12396500,89.33,A
2003-02-01 00:00:00+00:00,16000.0,A,12396500,88.18,A
2003-02-02 00:00:00+00:00,18800.0,A,12396500,89.64,A
2003-02-03 00:00:00+00:00,23500.0,A,12396500,90.69,A
2003-02-04 00:00:00+00:00,25100.0,A,12396500,90.44,A
2003-02-05 00:00:00+00:00,23900.0,A,12396500,89.79,A
2003-02-06 00:00:00+00:00,20500.0,A,12396500,88.7,A
2003-02-07 00:00:00+00:00,16900.0,A,12396500,87.69,A
2003-02-08 00:00:00+00:00,14600.0,A,12396500,85.87,A
2003-02-09 00:00:00+00:00,13800.0,A,12396500,85.78,A
2003-02-10 00:00:00+00:00,14200.0,A,12396500,87.33,A
2003-02-11 00:00:00+00:00,14800.0,A,12396500,86.77,A
2003-02-12 00:00:00+00:00,15600.0,A,12396500,87.98,A
2003-02-13 00:00:00+00:00,15900.0,A,12396500,88.98,A
2003-02-14 00:00:00+00:00,14800.0,A,12396500,88.73,A
2003-02-15 00:00:00+00:00,14600.0,A,12396500,87.7,A
2003-02-16 00:00:00+00:00,14700.0,A,12396500,87.83,A
2003-02-17 00:00:00+00:00,14900.0,A,12396500,88.68,A
2003-02-18 00:00:00+00:00,14800.0,A,12396500,88.32,A
2003-02-19 00:00:00+00:00,16200.0,A,12396500,88.46,A
2003-02-20 00:00:00+00:00,17300.0,A,12396500,89.02,A
2003-02-21 00:00:00+00:00,17300.0,A,12396500,88.43,A
2003-02-22 00:00:00+00:00,17100.0,A,12396500,87.32,A
2003-02-23 00:00:00+00:00,17300.0,A,12396500,88.07,A
2003-02-24 00:00:00+00:00,17100.0,A,12396500,88.06,A
2003-02-25 00:00:00+00:00,16900.0,A,12396500,88.19,A
2003-02-26 00:00:00+00:00,16900.0,A,12396500,87.83,A
2003-02-27 00:00:00+00:00,17100.0,A,12396500,87.82,A
2003-02-28 00:00:00+00:00,16900.0,A,12396500,87.9,A
2003-03-01 00:00:00+00:00,16300.0,A,12396500,87.48,A
2003-03-02 00:00:00+00:00,14300.0,A,12396500,88.52,A
2003-03-03 00:00:00+00:00,13100.0,A,12396500,86.9,A
2003-03-04 00:00:00+00:00,12100.0,A,12396500,86.09,A
2003-03-05 00:00:00+00:00,11700.0,A,12396500,86.69,A
2003-03-06 00:00:00+00:00,11600.0,A,12396500,86.31,A
2003-03-07 00:00:00+00:00,11300.0,A,12396500,85.59,A
2003-03-08 00:00:00+00:00,11300.0,A,12396500,84.67,A
2003-03-09 00:00:00+00:00,11100.0,A,12396500,86.1,A
2003-03-10 00:00:00+00:00,12300.0,A,12396500,88.52,A
2003-03-11 00:00:00+00:00,14200.0,A,12396500,88.57,A
2003-03-12 00:00:00+00:00,15500.0,A,12396500,88.36,A
2003-03-13 00:00:00+00:00,17800.0,A,12396500,88.38,A
2003-03-14 00:00:00+00:00,24700.0,A,12396500,89.69,A
2003-03-15 00:00:00+00:00,26900.0,A,12396500,90.73,A
2003-03-16 00:00:00+00:00,28100.0,A,12396500,91.32,A
2003-03-17 00:00:00+00:00,27900.0,A,12396500,90.84,A
2003-03-18 00:00:00+00:00,25500.0,A,12396500,90.83,A
2003-03-19 00:00:00+00:00,22100.0,A,12396500,89.91,A
2003-03-20 00:00:00+00:00,19600.0,A,12396500,89.76,A
2003-03-21 00:00:00+00:00,20000.0,A,12396500,89.51,A
2003-03-22 00:00:00+00:00,21600.0,A,12396500,90.25,A
2003-03-23 00:00:00+00:00,25900.0,A,12396500,90.74,A
2003-03-24 00:00:00+00:00,28100.0,A,12396500,90.88,A
2003-03-25 00:00:00+00:00,31800.0,A,12396500,91.98,A
2003-03-26 00:00:00+00:00,32900.0,A,12396500,92.52,A
2003-03-27 00:00:00+00:00,32700.0,A,12396500,92.44,A
2003-03-28 00:00:00+00:00,32100.0,A,12396500,91.72,A
2003-03-29 00:00:00+00:00,31200.0,A,12396500,91.3,A
2003-03-30 00:00:00+00:00,27600.0,A,12396500,91.38,A
2003-03-31 00:00:00+00:00,24700.0,A,12396500,89.99,A
2003-04-01 00:00:00+00:00,23600.0,A,12396500,89.8,A
2003-04-02 00:00:00+00:00,24500.0,A,12396500,89.33,A
2003-04-03 00:00:00+00:00,28500.0,A,12396500,90.22,A
2003-04-04 00:00:00+00:00,31700.0,A,12396500,91.35,A
2003-04-05 00:00:00+00:00,32600.0,A,12396500,91.67,A
2003-04-06 00:00:00+00:00,32000.0,A,12396500,91.6,A
2003-04-07 00:00:00+00:00,30600.0,A,12396500,91.02,A
2003-04-08 00:00:00+00:00,29300.0,A,12396500,90.77,A
2003-04-09 00:00:00+00:00,27800.0,A,12396500,91.97,A
2003-04-10 00:00:00+00:00,26200.0,A,12396500,91.67,A
2003-04-11 00:00:00+00:00,27100.0,A,12396500,92.1,A
2003-04-12 00:00:00+00:00,29000.0,A,12396500,91.79,A
2003-04-13 00:00:00+00:00,29900.0,A,12396500,91.69,A
2003-04-14 00:00:00+00:00,30900.0,A,12396500,92.11,A
2003-04-15 00:00:00+00:00,34500.0,A,12396500,92.98,A
2003-04-16 00:00:00+00:00,37700.0,A,12396500,93.35,A
2003-04-17 00:00:00+00:00,38500.0,A,12396500,93.27,A
2003-04-18 00:00:00+00:00,39100.0,A,12396500,93.29,A
2003-04-19 00:00:00+00:00,39200.0,A,12396500,93.28,A
2003-04-20 00:00:00+00:00,37200.0,A,12396500,93.76,A
2003-04-21 00:00:00+00:00,36500.0,A,12396500,94.03,A
2003-04-22 00:00:00+00:00,35700.0,A,12396500,93.73,A
2003-04-23 00:00:00+00:00,33900.0,A,12396500,92.82,A
2003-04-24 00:00:00+00:00,32700.0,A,12396500,91.62,A
2003-04-25 00:00:00+00:00,33200.0,A,12396500,91.89,A
2003-04-26 00:00:00+00:00,37400.0,A,12396500,92.64,A
2003-04-27 00:00:00+00:00,43000.0,A,12396500,94.2,A
2003-04-28 00:00:00+00:00,44800.0,A,12396500,95.56,A
2003-04-29 00:00:00+00:00,45100.0,A,12396500,95.25,A
2003-04-30 00:00:00+00:00,44700.0,A,12396500,94.95,A
2003-05-01 00:00:00+00:00,41000.0,A,12396500,94.19,A
2003-05-02 00:00:00+00:00,35400.0,A,12396500,93.82,A
2003-05-03 00:00:00+00:00,34300.0,A,12396500,93.24,A
2003-05-04 00:00:00+00:00,33000.0,A,12396500,92.79,A
2003-05-05 00:00:00+00:00,33800.0,A,12396500,92.54,A
2003-05-06 00:00:00+00:00,36300.0,A,12396500,93.18,A
2003-05-07 00:00:00+00:00,40300.0,A,12396500,94.27,A
2003-05-08 00:00:00+00:00,42200.0,A,12396500,94.96,A
2003-05-09 00:00:00+00:00,42400.0,A,12396500,94.98,A
2003-05-10 00:00:00+00:00,43000.0,A,12396500,94.79,A
2003-05-11 00:00:00+00:00,42400.0,A,12396500,94.89,A
2003-05-12 00:00:00+00:00,42500.0,A,12396500,94.66,A
2003-05-13 00:00:00+00:00,42700.0,A,12396500,95.31,A
2003-05-14 00:00:00+00:00,42500.0,A,12396500,94.54,A
2003-05-15 00:00:00+00:00,42100.0,A,12396500,94.41,A
2003-05-16 00:00:00+00:00,41300.0,A,12396500,94.56,A
2003-05-17 00:00:00+00:00,41100.0,A,12396500,94.74,A
2003-05-18 00:00:00+00:00,40800.0,A,12396500,94.9,A
2003-05-19 00:00:00+00:00,40700.0,A,12396500,94.36,A
2003-05-20 00:00:00+00:00,39600.0,A,12396500,94.07,A
2003-05-21 00:00:00+00:00,38200.0,A,12396500,93.32,A
2003-05-22 00:00:00+00:00,36600.0,A,12396500,93.05,A
2003-05-23 00:00:00+00:00,34500.0,A,12396500,92.46,A
2003-05-24 00:00:00+00:00,32000.0,A,12396500,92.07,A
2003-05-25 00:00:00+00:00,34600.0,A,12396500,93.41,A
2003-05-26 00:00:00+00:00,35500.0,A,12396500,93.82,A
2003-05-27 00:00:00+00:00,39700.0,A,12396500,94.51,A
2003-05-28 00:00:00+00:00,48000.0,A,12396500,96.75,A
2003-05-29 00:00:00+00:00,54400.0,A,12396500,99.2,A
2003-05-30 00:00:00+00:00,57300.0,A,12396500,99.51,A
2003-05-31 00:00:00+00:00,58000.0,A,12396500,99.35,A
2003-06-01 00:00:00+00:00,58400.0,A,12396500,99.59,A
2003-06-02 00:00:00+00:00,59100.0,A,12396500,99.78,A
2003-06-03 00:00:00+00:00,63300.0,A,12396500,101.37,A
2003-06-04 00:00:00+00:00,69200.0,A,12396500,102.25,A
2003-06-05 00:00:00+00:00,69200.0,A,12396500,102.21,A
2003-06-06 00:00:00+00:00,64900.0,A,12396500,101.58,A
2003-06-07 00:00:00+00:00,63300.0,A,12396500,101.26,A
2003-06-08 00:00:00+00:00,60100.0,A,12396500,100.46,A
2003-06-09 00:00:00+00:00,53300.0,A,12396500,98.78,A
2003-06-10 00:00:00+00:00,49600.0,A,12396500,97.63,A
2003-06-11 00:00:00+00:00,47600.0,A,12396500,96.93,A
2003-06-12 00:00:00+00:00,43600.0,A,12396500,95.98,A
2003-06-13 00:00:00+00:00,40700.0,A,12396500,95.01,A
2003-06-14 00:00:00+00:00,39500.0,A,12396500,94.42,A
2003-06-15 00:00:00+00:00,39600.0,A,12396500,94.77,A
2003-06-16 00:00:00+00:00,39800.0,A,12396500,95.09,A
2003-06-17 00:00:00+00:00,38300.0,A,12396500,94.26,A
2003-06-18 00:00:00+00:00,37200.0,A,12396500,93.95,A
2003-06-19 00:00:00+00:00,36900.0,A,12396500,94.2,A
2003-06-20 00:00:00+00:00,35600.0,A,12396500,93.66,A
2003-06-21 00:00:00+00:00,35900.0,A,12396500,93.75,A
2003-06-22 00:00:00+00:00,35900.0,A,12396500,93.84,A
2003-06-23 00:00:00+00:00,35800.0,A,12396500,93.73,A
2003-06-24 00:00:00+00:00,38300.0,A,12396500,94.5,A
2003-06-25 00:00:00+00:00,38000.0,A,12396500,94.36,A
2003-06-26 00:00:00+00:00,35900.0,A,12396500,93.9,A
2003-06-27 00:00:00+00:00,32500.0,A,12396500,93.01,A
2003-06-28 00:00:00+00:00,29000.0,A,12396500,92.15,A
2003-06-29 00:00:00+00:00,27800.0,A,12396500,91.63,A
2003-06-30 00:00:00+00:00,27500.0,A,12396500,91.67,A
2003-07-01 00:00:00+00:00,25600.0,A,12396500,90.52,A
2003-07-02 00:00:00+00:00,25400.0,A,12396500,91.39,A
2003-07-03 00:00:00+00:00,26400.0,A,12396500,90.78,A
2003-07-04 00:00:00+00:00,25800.0,A,12396500,91.6,A
2003-07-05 00:00:00+00:00,23800.0,A,12396500,89.97,A
2003-07-06 00:00:00+00:00,22200.0,A,12396500,89.68,A
2003-07-07 00:00:00+00:00,21600.0,A,12396500,89.99,A
2003-07-08 00:00:00+00:00,20100.0,A,12396500,89.72,A
2003-07-09 00:00:00+00:00,17900.0,A,12396500,89.25,A
2003-07-10 00:00:00+00:00,17500.0,A,12396500,88.45,A
2003-07-11 00:00:00+00:00,17100.0,A,12396500,88.87,A
2003-07-12 00:00:00+00:00,16500.0,A,12396500,88.44,A
2003-07-13 00:00:00+00:00,16000.0,A,12396500,87.66,A
2003-07-14 00:00:00+00:00,16000.0,A,12396500,88.02,A
2003-07-15 00:00:00+00:00,17200.0,A,12396500,89.2,A
2003-07-16 00:00:00+00:00,16700.0,A,12396500,89.26,A
2003-07-17 00:00:00+00:00,16200.0,A,12396500,88.91,A
2003-07-18 00:00:00+00:00,16700.0,A,12396500,88.49,A
2003-07-19 00:00:00+00:00,20000.0,A,12396500,89.93,A
2003-07-20 00:00:00+00:00,18300.0,A,12396500,88.91,A
2003-07-21 00:00:00+00:00,16600.0,A,12396500,89.0,A
