datetime,00060_Mean,00060_Mean_cd,site_no,63680_Mean,63680_Mean_cd,99409_2_Mean,99409_2_Mean_cd,99409_Mean,99409_Mean_cd
2014-10-21 00:00:00+00:00,10100.0,A,06329500,59.1,A,147.0,A,4010.0,A
2014-10-22 00:00:00+00:00,10100.0,A,06329500,39.8,A,104.0,A,2830.0,A
2014-10-23 00:00:00+00:00,9910.0,A,06329500,32.9,A,87.9,A,2350.0,A
2014-10-24 00:00:00+00:00,9810.0,A,06329500,26.4,A,72.2,A,1910.0,A
2014-10-25 00:00:00+00:00,9750.0,A,06329500,22.7,A,63.3,A,1670.0,A
2014-10-26 00:00:00+00:00,9520.0,A,06329500,22.9,A,63.3,A,1630.0,A
2014-10-27 00:00:00+00:00,9310.0,A,06329500,20.8,A,58.0,A,1460.0,A
2014-10-28 00:00:00+00:00,9260.0,A,06329500,19.1,A,53.7,A,1340.0,A
2014-10-29 00:00:00+00:00,9170.0,A,06329500,,,,,,
2014-10-30 00:00:00+00:00,9210.0,A,06329500,,,,,,
2014-10-31 00:00:00+00:00,9290.0,A,06329500,,,,,,
2014-11-01 00:00:00+00:00,9440.0,A,06329500,,,,,,
2014-11-02 00:00:00+00:00,9340.0,A,06329500,,,,,,
2014-11-03 00:00:00+00:00,9230.0,A,06329500,,,,,,
2014-11-04 00:00:00+00:00,9220.0,A,06329500,,,,,,
2014-11-05 00:00:00+00:00,9220.0,A,06329500,,,,,,
2014-11-06 00:00:00+00:00,9240.0,A,06329500,,,,,,
2014-11-07 00:00:00+00:00,9270.0,A,06329500,,,,,,
2014-11-08 00:00:00+00:00,9380.0,A,06329500,,,,,,
2014-11-09 00:00:00+00:00,9330.0,A,06329500,,,,,,
2014-11-10 00:00:00+00:00,9060.0,A,06329500,,,,,,
2014-11-11 00:00:00+00:00,8770.0,A,06329500,,,,,,
2014-11-12 00:00:00+00:00,8420.0,A,06329500,,,,,,
2014-11-13 00:00:00+00:00,8470.0,A,06329500,,,,,,
2014-11-14 00:00:00+00:00,7160.0,A,06329500,,,,,,
2014-11-15 00:00:00+00:00,5430.0,A,06329500,,,,,,
2014-11-16 00:00:00+00:00,4000.0,"A, e",06329500,,,,,,
2014-11-17 00:00:00+00:00,3500.0,"A, e",06329500,,,,,,
2014-11-18 00:00:00+00:00,2600.0,"A, e",06329500,,,,,,
2014-11-19 00:00:00+00:00,3000.0,"A, e",06329500,,,,,,
2014-11-20 00:00:00+00:00,4800.0,"A, e",06329500,,,,,,
2014-11-21 00:00:00+00:00,7500.0,"A, e",06329500,,,,,,
2014-11-22 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2014-11-23 00:00:00+00:00,9000.0,"A, e",06329500,,,,,,
2014-11-24 00:00:00+00:00,9500.0,"A, e",06329500,,,,,,
2014-11-25 00:00:00+00:00,9500.0,"A, e",06329500,,,,,,
2014-11-26 00:00:00+00:00,10200.0,"A, e",06329500,,,,,,
2014-11-27 00:00:00+00:00,10300.0,"A, e",06329500,,,,,,
2014-11-28 00:00:00+00:00,10200.0,"A, e",06329500,,,,,,
2014-11-29 00:00:00+00:00,10500.0,"A, e",06329500,,,,,,
2014-11-30 00:00:00+00:00,10200.0,"A, e",06329500,,,,,,
2014-12-01 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2014-12-02 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2014-12-03 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2014-12-04 00:00:00+00:00,6400.0,"A, e",06329500,,,,,,
2014-12-05 00:00:00+00:00,5200.0,"A, e",06329500,,,,,,
2014-12-06 00:00:00+00:00,5500.0,"A, e",06329500,,,,,,
2014-12-07 00:00:00+00:00,7000.0,"A, e",06329500,,,,,,
2014-12-08 00:00:00+00:00,9300.0,"A, e",06329500,,,,,,
2014-12-09 00:00:00+00:00,10500.0,"A, e",06329500,,,,,,
2014-12-10 00:00:00+00:00,11000.0,"A, e",06329500,,,,,,
2014-12-11 00:00:00+00:00,10500.0,"A, e",06329500,,,,,,
2014-12-12 00:00:00+00:00,9500.0,"A, e",06329500,,,,,,
2014-12-13 00:00:00+00:00,9300.0,"A, e",06329500,,,,,,
2014-12-14 00:00:00+00:00,9000.0,"A, e",06329500,,,,,,
2014-12-15 00:00:00+00:00,8800.0,"A, e",06329500,,,,,,
2014-12-16 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2014-12-17 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2014-12-18 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2014-12-19 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2014-12-20 00:00:00+00:00,7900.0,"A, e",06329500,,,,,,
2014-12-21 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2014-12-22 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2014-12-23 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2014-12-24 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2014-12-25 00:00:00+00:00,7900.0,"A, e",06329500,,,,,,
2014-12-26 00:00:00+00:00,7700.0,"A, e",06329500,,,,,,
2014-12-27 00:00:00+00:00,7700.0,"A, e",06329500,,,,,,
2014-12-28 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2014-12-29 00:00:00+00:00,7700.0,"A, e",06329500,,,,,,
2014-12-30 00:00:00+00:00,6700.0,"A, e",06329500,,,,,,
2014-12-31 00:00:00+00:00,6000.0,"A, e",06329500,,,,,,
2015-01-01 00:00:00+00:00,5200.0,"A, e",06329500,,,,,,
2015-01-02 00:00:00+00:00,4000.0,"A, e",06329500,,,,,,
2015-01-03 00:00:00+00:00,3700.0,"A, e",06329500,,,,,,
2015-01-04 00:00:00+00:00,3600.0,"A, e",06329500,,,,,,
2015-01-05 00:00:00+00:00,4500.0,"A, e",06329500,,,,,,
2015-01-06 00:00:00+00:00,4400.0,"A, e",06329500,,,,,,
2015-01-07 00:00:00+00:00,4300.0,"A, e",06329500,,,,,,
2015-01-08 00:00:00+00:00,4400.0,"A, e",06329500,,,,,,
2015-01-09 00:00:00+00:00,5000.0,"A, e",06329500,,,,,,
2015-01-10 00:00:00+00:00,5000.0,"A, e",06329500,,,,,,
2015-01-11 00:00:00+00:00,5900.0,"A, e",06329500,,,,,,
2015-01-12 00:00:00+00:00,6200.0,"A, e",06329500,,,,,,
2015-01-13 00:00:00+00:00,8300.0,"A, e",06329500,,,,,,
2015-01-14 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-01-15 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2015-01-16 00:00:00+00:00,9600.0,"A, e",06329500,,,,,,
2015-01-17 00:00:00+00:00,10000.0,"A, e",06329500,,,,,,
2015-01-18 00:00:00+00:00,10400.0,"A, e",06329500,,,,,,
2015-01-19 00:00:00+00:00,10000.0,"A, e",06329500,,,,,,
2015-01-20 00:00:00+00:00,9500.0,"A, e",06329500,,,,,,
2015-01-21 00:00:00+00:00,8900.0,"A, e",06329500,,,,,,
2015-01-22 00:00:00+00:00,8700.0,"A, e",06329500,,,,,,
2015-01-23 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-01-24 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-01-25 00:00:00+00:00,8600.0,"A, e",06329500,,,,,,
2015-01-26 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2015-01-27 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-01-28 00:00:00+00:00,8700.0,"A, e",06329500,,,,,,
2015-01-29 00:00:00+00:00,8900.0,"A, e",06329500,,,,,,
2015-01-30 00:00:00+00:00,9000.0,"A, e",06329500,,,,,,
2015-01-31 00:00:00+00:00,9100.0,"A, e",06329500,,,,,,
2015-02-01 00:00:00+00:00,9200.0,"A, e",06329500,,,,,,
2015-02-02 00:00:00+00:00,9200.0,"A, e",06329500,,,,,,
2015-02-03 00:00:00+00:00,8800.0,"A, e",06329500,,,,,,
2015-02-04 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-05 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-06 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-07 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-02-08 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-09 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-02-10 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-11 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-12 00:00:00+00:00,8300.0,"A, e",06329500,,,,,,
2015-02-13 00:00:00+00:00,8300.0,"A, e",06329500,,,,,,
2015-02-14 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2015-02-15 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-16 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-02-17 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-02-18 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2015-02-19 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2015-02-20 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-02-21 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2015-02-22 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2015-02-23 00:00:00+00:00,7900.0,"A, e",06329500,,,,,,
2015-02-24 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2015-02-25 00:00:00+00:00,7700.0,"A, e",06329500,,,,,,
2015-02-26 00:00:00+00:00,7600.0,"A, e",06329500,,,,,,
2015-02-27 00:00:00+00:00,7600.0,"A, e",06329500,,,,,,
2015-02-28 00:00:00+00:00,7600.0,"A, e",06329500,,,,,,
2015-03-01 00:00:00+00:00,7700.0,"A, e",06329500,,,,,,
2015-03-02 00:00:00+00:00,7600.0,"A, e",06329500,,,,,,
2015-03-03 00:00:00+00:00,7600.0,"A, e",06329500,,,,,,
2015-03-04 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-03-05 00:00:00+00:00,7400.0,"A, e",06329500,,,,,,
2015-03-06 00:00:00+00:00,6700.0,"A, e",06329500,,,,,,
2015-03-07 00:00:00+00:00,7400.0,"A, e",06329500,,,,,,
2015-03-08 00:00:00+00:00,7800.0,"A, e",06329500,,,,,,
2015-03-09 00:00:00+00:00,8000.0,"A, e",06329500,,,,,,
2015-03-10 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-03-11 00:00:00+00:00,8100.0,"A, e",06329500,,,,,,
2015-03-12 00:00:00+00:00,8200.0,"A, e",06329500,,,,,,
2015-03-13 00:00:00+00:00,8300.0,"A, e",06329500,,,,,,
2015-03-14 00:00:00+00:00,8400.0,"A, e",06329500,,,,,,
2015-03-15 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-03-16 00:00:00+00:00,8600.0,"A, e",06329500,,,,,,
2015-03-17 00:00:00+00:00,8500.0,"A, e",06329500,,,,,,
2015-03-18 00:00:00+00:00,8570.0,A,06329500,,,,,,
2015-03-19 00:00:00+00:00,8450.0,A,06329500,,,,,,
2015-03-20 00:00:00+00:00,8650.0,A,06329500,,,,,,
2015-03-21 00:00:00+00:00,9090.0,A,06329500,,,,,,
2015-03-22 00:00:00+00:00,9220.0,A,06329500,,,,,,
2015-03-23 00:00:00+00:00,9180.0,A,06329500,,,,,,
2015-03-24 00:00:00+00:00,9140.0,A,06329500,,,,,,
2015-03-25 00:00:00+00:00,9060.0,A,06329500,,,,,,
2015-03-26 00:00:00+00:00,9030.0,A,06329500,,,,,,
2015-03-27 00:00:00+00:00,9100.0,A,06329500,,,,,,
2015-03-28 00:00:00+00:00,9160.0,A,06329500,,,,,,
2015-03-29 00:00:00+00:00,9170.0,A,06329500,,,,,,
2015-03-30 00:00:00+00:00,8960.0,A,06329500,,,,,,
2015-03-31 00:00:00+00:00,8690.0,A,06329500,,,,,,
2015-04-01 00:00:00+00:00,8500.0,A,06329500,,,,,,
2015-04-02 00:00:00+00:00,8500.0,A,06329500,,,,,,
2015-04-03 00:00:00+00:00,8890.0,A,06329500,,,,,,
2015-04-04 00:00:00+00:00,9070.0,A,06329500,,,,,,
2015-04-05 00:00:00+00:00,9160.0,A,06329500,,,,,,
2015-04-06 00:00:00+00:00,9620.0,A,06329500,,,,,,
2015-04-07 00:00:00+00:00,9460.0,A,06329500,,,,,,
2015-04-08 00:00:00+00:00,9040.0,A,06329500,,,,,,
2015-04-09 00:00:00+00:00,8820.0,A,06329500,,,,,,
2015-04-10 00:00:00+00:00,8840.0,A,06329500,,,,,,
2015-04-11 00:00:00+00:00,8590.0,A,06329500,,,,,,
2015-04-12 00:00:00+00:00,8140.0,A,06329500,,,,,,
2015-04-13 00:00:00+00:00,7880.0,A,06329500,,,,,,
2015-04-14 00:00:00+00:00,7600.0,A,06329500,,,,,,
2015-04-15 00:00:00+00:00,7480.0,A,06329500,,,,,,
2015-04-16 00:00:00+00:00,7400.0,A,06329500,,,,,,
2015-04-17 00:00:00+00:00,7450.0,A,06329500,,,,,,
2015-04-18 00:00:00+00:00,7390.0,A,06329500,,,,,,
2015-04-19 00:00:00+00:00,7600.0,A,06329500,,,,,,
2015-04-20 00:00:00+00:00,7850.0,A,06329500,,,,,,
2015-04-21 00:00:00+00:00,8160.0,A,06329500,,,,,,
2015-04-22 00:00:00+00:00,7990.0,A,06329500,,,,,,
2015-04-23 00:00:00+00:00,8170.0,A,06329500,20.6,A,55.8,A,1230.0,A
2015-04-24 00:00:00+00:00,8830.0,A,06329500,23.9,A,64.6,A,1540.0,A
2015-04-25 00:00:00+00:00,8660.0,A,06329500,50.3,A,122.0,A,2860.0,A
2015-04-26 00:00:00+00:00,8820.0,A,06329500,56.9,A,137.0,A,3270.0,A
2015-04-27 00:00:00+00:00,9550.0,A,06329500,47.9,A,121.0,A,3120.0,A
2015-04-28 00:00:00+00:00,10500.0,A,06329500,76.4,A,186.0,A,5270.0,A
2015-04-29 00:00:00+00:00,10900.0,A,06329500,70.3,A,174.0,A,5110.0,A
2015-04-30 00:00:00+00:00,11200.0,A,06329500,58.9,A,150.0,A,4530.0,A
2015-05-01 00:00:00+00:00,10400.0,A,06329500,45.3,A,117.0,A,3310.0,A
2015-05-02 00:00:00+00:00,9410.0,A,06329500,32.7,A,86.2,A,2190.0,A
2015-05-03 00:00:00+00:00,9170.0,A,06329500,27.0,A,72.5,A,1790.0,A
2015-05-04 00:00:00+00:00,11300.0,A,06329500,28.7,A,80.9,A,2460.0,A
2015-05-05 00:00:00+00:00,13100.0,A,06329500,52.9,A,143.0,A,5040.0,A
2015-05-06 00:00:00+00:00,14100.0,A,06329500,63.2,A,170.0,A,6450.0,A
2015-05-07 00:00:00+00:00,14600.0,A,06329500,92.2,A,238.0,A,9390.0,A
2015-05-08 00:00:00+00:00,14600.0,A,06329500,88.0,A,228.0,A,8970.0,A
2015-05-09 00:00:00+00:00,15500.0,A,06329500,79.2,A,211.0,A,8820.0,A
2015-05-10 00:00:00+00:00,16800.0,A,06329500,74.2,A,203.0,A,9190.0,A
2015-05-11 00:00:00+00:00,17100.0,A,06329500,117.0,A,305.0,A,14100.0,A
2015-05-12 00:00:00+00:00,15700.0,A,06329500,102.0,A,263.0,A,11100.0,A
2015-05-13 00:00:00+00:00,14100.0,A,06329500,79.5,A,207.0,A,7840.0,A
2015-05-14 00:00:00+00:00,12700.0,A,06329500,65.3,A,170.0,A,5800.0,A
2015-05-15 00:00:00+00:00,11500.0,A,06329500,57.1,A,147.0,A,4590.0,A
2015-05-16 00:00:00+00:00,11200.0,A,06329500,54.1,A,140.0,A,4220.0,A
2015-05-17 00:00:00+00:00,12000.0,A,06329500,241.0,A,510.0,A,16500.0,A
2015-05-18 00:00:00+00:00,12900.0,A,06329500,248.0,A,545.0,A,19000.0,A
2015-05-19 00:00:00+00:00,16300.0,A,06329500,121.0,A,310.0,A,13600.0,A
2015-05-20 00:00:00+00:00,20900.0,A,06329500,200.0,A,510.0,A,28800.0,A
2015-05-21 00:00:00+00:00,20700.0,A,06329500,300.0,A,724.0,A,40500.0,A
2015-05-22 00:00:00+00:00,19000.0,A,06329500,302.0,A,714.0,A,36700.0,A
2015-05-23 00:00:00+00:00,18000.0,A,06329500,256.0,A,611.0,A,29700.0,A
2015-05-24 00:00:00+00:00,17100.0,A,06329500,287.0,A,665.0,A,30700.0,A
2015-05-25 00:00:00+00:00,16700.0,A,06329500,269.0,A,625.0,A,28200.0,A
2015-05-26 00:00:00+00:00,17600.0,A,06329500,261.0,A,617.0,A,29300.0,A
2015-05-27 00:00:00+00:00,20100.0,A,06329500,704.0,A,1510.0,A,81700.0,A
2015-05-28 00:00:00+00:00,22600.0,A,06329500,902.0,A,1930.0,A,118000.0,A
2015-05-29 00:00:00+00:00,25100.0,A,06329500,1260.0,A,2660.0,A,180000.0,A
2015-05-30 00:00:00+00:00,29100.0,A,06329500,,,,,,
2015-05-31 00:00:00+00:00,33100.0,A,06329500,,,,,,
2015-06-01 00:00:00+00:00,36200.0,A,06329500,1400.0,A,3190.0,A,312000.0,A
2015-06-02 00:00:00+00:00,37800.0,A,06329500,1140.0,A,2710.0,A,276000.0,A
2015-06-03 00:00:00+00:00,41000.0,A,06329500,1140.0,A,2780.0,A,308000.0,A
2015-06-04 00:00:00+00:00,45000.0,A,06329500,1090.0,A,2730.0,A,331000.0,A
2015-06-05 00:00:00+00:00,49000.0,A,06329500,1060.0,A,2710.0,A,359000.0,A
2015-06-06 00:00:00+00:00,55000.0,A,06329500,,,,,,
2015-06-07 00:00:00+00:00,55800.0,A,06329500,,,,,,
2015-06-08 00:00:00+00:00,54200.0,A,06329500,1180.0,A,3070.0,A,448000.0,A
2015-06-09 00:00:00+00:00,53700.0,A,06329500,853.0,A,2300.0,A,334000.0,A
2015-06-10 00:00:00+00:00,51800.0,A,06329500,859.0,A,2290.0,A,320000.0,A
2015-06-11 00:00:00+00:00,48300.0,A,06329500,846.0,A,2220.0,A,290000.0,A
2015-06-12 00:00:00+00:00,49600.0,A,06329500,797.0,A,2130.0,A,285000.0,A
2015-06-13 00:00:00+00:00,50800.0,A,06329500,505.0,A,1430.0,A,196000.0,A
2015-06-14 00:00:00+00:00,49100.0,A,06329500,115.0,A,391.0,A,51900.0,A
2015-06-15 00:00:00+00:00,47300.0,A,06329500,93.8,A,325.0,A,41500.0,A
2015-06-16 00:00:00+00:00,46500.0,A,06329500,65.6,A,237.0,A,29800.0,A
2015-06-17 00:00:00+00:00,43700.0,A,06329500,68.2,A,242.0,A,28500.0,A
2015-06-18 00:00:00+00:00,39900.0,A,06329500,58.0,A,205.0,A,22100.0,A
2015-06-19 00:00:00+00:00,38800.0,A,06329500,47.3,A,171.0,A,17900.0,A
2015-06-20 00:00:00+00:00,40000.0,A,06329500,50.1,A,181.0,A,19500.0,A
2015-06-21 00:00:00+00:00,38200.0,A,06329500,53.4,A,189.0,A,19400.0,A
2015-06-22 00:00:00+00:00,38300.0,A,06329500,51.5,A,183.0,A,18900.0,A
2015-06-23 00:00:00+00:00,36700.0,A,06329500,47.3,A,168.0,A,16600.0,A
2015-06-24 00:00:00+00:00,33800.0,A,06329500,48.1,A,167.0,A,15200.0,A
2015-06-25 00:00:00+00:00,31400.0,A,06329500,46.9,A,160.0,A,13600.0,A
2015-06-26 00:00:00+00:00,29400.0,A,06329500,46.0,A,155.0,A,12300.0,A
2015-06-27 00:00:00+00:00,27600.0,A,06329500,45.0,A,150.0,A,11100.0,A
2015-06-28 00:00:00+00:00,25700.0,A,06329500,41.5,A,137.0,A,9520.0,A
2015-06-29 00:00:00+00:00,23800.0,A,06329500,40.0,A,130.0,A,8360.0,A
2015-06-30 00:00:00+00:00,21900.0,A,06329500,,,,,,
2015-07-01 00:00:00+00:00,20100.0,A,06329500,,,,,,
2015-07-02 00:00:00+00:00,18600.0,A,06329500,,,,,,
2015-07-03 00:00:00+00:00,17100.0,A,06329500,,,,,,
2015-07-04 00:00:00+00:00,16200.0,A,06329500,,,,,,
2015-07-05 00:00:00+00:00,15600.0,A,06329500,,,,,,
2015-07-06 00:00:00+00:00,14700.0,A,06329500,,,,,,
2015-07-07 00:00:00+00:00,14100.0,A,06329500,,,,,,
2015-07-08 00:00:00+00:00,13400.0,A,06329500,,,,,,
2015-07-09 00:00:00+00:00,13000.0,A,06329500,60.2,A,159.0,A,5570.0,A
2015-07-10 00:00:00+00:00,12400.0,A,06329500,67.1,A,173.0,A,5800.0,A
2015-07-11 00:00:00+00:00,12100.0,A,06329500,63.7,A,164.0,A,5360.0,A
2015-07-12 00:00:00+00:00,11300.0,A,06329500,57.5,A,148.0,A,4500.0,A
2015-07-13 00:00:00+00:00,10500.0,A,06329500,51.6,A,132.0,A,3760.0,A
2015-07-14 00:00:00+00:00,9950.0,A,06329500,50.9,A,129.0,A,3450.0,A
2015-07-15 00:00:00+00:00,10400.0,A,06329500,47.6,A,123.0,A,3450.0,A
2015-07-16 00:00:00+00:00,10100.0,A,06329500,77.8,A,184.0,A,5000.0,A
2015-07-17 00:00:00+00:00,9580.0,A,06329500,96.1,A,221.0,A,5720.0,A
2015-07-18 00:00:00+00:00,9160.0,A,06329500,68.2,A,162.0,A,4010.0,A
2015-07-19 00:00:00+00:00,8790.0,A,06329500,59.7,A,143.0,A,3400.0,A
2015-07-20 00:00:00+00:00,8580.0,A,06329500,47.9,A,117.0,A,2720.0,A
2015-07-21 00:00:00+00:00,8460.0,A,06329500,43.3,A,107.0,A,2450.0,A
