datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
2000-10-01 00:00:00+00:00,6200.0,A,06329500,76.0,A,1270.0,A
2000-10-02 00:00:00+00:00,6220.0,A,06329500,65.0,A,1090.0,A
2000-10-03 00:00:00+00:00,6400.0,A,06329500,81.0,A,1400.0,A
2000-10-04 00:00:00+00:00,6420.0,A,06329500,99.0,A,1720.0,A
2000-10-05 00:00:00+00:00,6350.0,A,06329500,104.0,A,1780.0,A
2000-10-06 00:00:00+00:00,6460.0,A,06329500,88.0,A,1530.0,A
2000-10-07 00:00:00+00:00,7040.0,A,06329500,75.0,A,1430.0,A
2000-10-08 00:00:00+00:00,7020.0,A,06329500,69.0,A,1310.0,A
2000-10-09 00:00:00+00:00,6760.0,A,06329500,65.0,A,1190.0,A
2000-10-10 00:00:00+00:00,6790.0,A,06329500,60.0,A,1100.0,A
2000-10-11 00:00:00+00:00,6680.0,A,06329500,55.0,A,992.0,A
2000-10-12 00:00:00+00:00,6620.0,A,06329500,51.0,A,912.0,A
2000-10-13 00:00:00+00:00,6570.0,A,06329500,46.0,A,816.0,A
2000-10-14 00:00:00+00:00,6570.0,A,06329500,42.0,A,745.0,A
2000-10-15 00:00:00+00:00,6650.0,A,06329500,39.0,A,700.0,A
2000-10-16 00:00:00+00:00,6850.0,A,06329500,40.0,A,740.0,A
2000-10-17 00:00:00+00:00,6900.0,A,06329500,44.0,A,820.0,A
2000-10-18 00:00:00+00:00,6870.0,A,06329500,50.0,A,927.0,A
2000-10-19 00:00:00+00:00,6860.0,A,06329500,54.0,A,1000.0,A
2000-10-20 00:00:00+00:00,6880.0,A,06329500,54.0,A,1000.0,A
2000-10-21 00:00:00+00:00,6810.0,A,06329500,46.0,A,846.0,A
2000-10-22 00:00:00+00:00,6660.0,A,06329500,39.0,A,701.0,A
2000-10-23 00:00:00+00:00,5870.0,A,06329500,35.0,A,555.0,A
2000-10-24 00:00:00+00:00,6410.0,A,06329500,41.0,A,710.0,A
2000-10-25 00:00:00+00:00,6440.0,A,06329500,28.0,A,487.0,A
2000-10-26 00:00:00+00:00,6530.0,A,06329500,40.0,A,705.0,A
2000-10-27 00:00:00+00:00,6510.0,A,06329500,41.0,A,721.0,A
2000-10-28 00:00:00+00:00,6510.0,A,06329500,40.0,A,703.0,A
2000-10-29 00:00:00+00:00,6500.0,A,06329500,39.0,A,684.0,A
2000-10-30 00:00:00+00:00,6420.0,A,06329500,38.0,A,659.0,A
2000-10-31 00:00:00+00:00,6430.0,A,06329500,38.0,A,660.0,A
2000-11-01 00:00:00+00:00,6670.0,A,06329500,60.0,A,1080.0,A
2000-11-02 00:00:00+00:00,8290.0,A,06329500,4400.0,A,98500.0,A
2000-11-03 00:00:00+00:00,7280.0,A,06329500,2550.0,A,50100.0,A
2000-11-04 00:00:00+00:00,6890.0,A,06329500,1600.0,A,29800.0,A
2000-11-05 00:00:00+00:00,6790.0,A,06329500,1180.0,A,21600.0,A
2000-11-06 00:00:00+00:00,6740.0,A,06329500,820.0,A,14900.0,A
2000-11-07 00:00:00+00:00,6690.0,A,06329500,500.0,A,9030.0,A
2000-11-08 00:00:00+00:00,5580.0,A,06329500,255.0,A,3840.0,A
2000-11-09 00:00:00+00:00,4360.0,A,06329500,135.0,A,1590.0,A
2000-11-10 00:00:00+00:00,5010.0,A,06329500,105.0,A,1420.0,A
2000-11-11 00:00:00+00:00,4690.0,A,06329500,82.0,A,1040.0,A
2000-11-12 00:00:00+00:00,4630.0,A,06329500,58.0,A,725.0,A
2000-11-13 00:00:00+00:00,3780.0,A,06329500,44.0,A,449.0,A
2000-11-14 00:00:00+00:00,3210.0,A,06329500,60.0,A,520.0,A
2000-11-15 00:00:00+00:00,3280.0,A,06329500,88.0,A,779.0,A
2000-11-16 00:00:00+00:00,3840.0,A,06329500,101.0,A,1050.0,A
2000-11-17 00:00:00+00:00,4160.0,A,06329500,100.0,A,1120.0,A
2000-11-18 00:00:00+00:00,4670.0,A,06329500,96.0,A,1210.0,A
2000-11-19 00:00:00+00:00,5310.0,A,06329500,98.0,A,1410.0,A
2000-11-20 00:00:00+00:00,5170.0,A,06329500,110.0,A,1540.0,A
2000-11-21 00:00:00+00:00,6050.0,A,06329500,128.0,A,2090.0,A
2000-11-22 00:00:00+00:00,6340.0,A,06329500,141.0,A,2410.0,A
2000-11-23 00:00:00+00:00,6170.0,A,06329500,128.0,A,2130.0,A
2000-11-24 00:00:00+00:00,5800.0,"A, e",06329500,112.0,A,1750.0,A
2000-11-25 00:00:00+00:00,5800.0,"A, e",06329500,96.0,A,1500.0,A
2000-11-26 00:00:00+00:00,5800.0,"A, e",06329500,86.0,A,1350.0,A
2000-11-27 00:00:00+00:00,5800.0,"A, e",06329500,77.0,A,1210.0,A
2000-11-28 00:00:00+00:00,5800.0,"A, e",06329500,73.0,A,1140.0,A
2000-11-29 00:00:00+00:00,5800.0,"A, e",06329500,72.0,A,1130.0,A
2000-11-30 00:00:00+00:00,5800.0,"A, e",06329500,73.0,A,1140.0,A
2000-12-01 00:00:00+00:00,5800.0,"A, e",06329500,,,,
2000-12-02 00:00:00+00:00,5400.0,"A, e",06329500,,,,
2000-12-03 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-04 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-05 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-06 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-07 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-08 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-09 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-10 00:00:00+00:00,4100.0,"A, e",06329500,,,,
2000-12-11 00:00:00+00:00,3700.0,"A, e",06329500,,,,
2000-12-12 00:00:00+00:00,3300.0,"A, e",06329500,,,,
2000-12-13 00:00:00+00:00,3300.0,"A, e",06329500,,,,
2000-12-14 00:00:00+00:00,3000.0,"A, e",06329500,,,,
2000-12-15 00:00:00+00:00,4100.0,"A, e",06329500,,,,
2000-12-16 00:00:00+00:00,4300.0,"A, e",06329500,,,,
2000-12-17 00:00:00+00:00,4500.0,"A, e",06329500,,,,
2000-12-18 00:00:00+00:00,4800.0,"A, e",06329500,,,,
2000-12-19 00:00:00+00:00,5100.0,"A, e",06329500,,,,
2000-12-20 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2000-12-21 00:00:00+00:00,5100.0,"A, e",06329500,,,,
2000-12-22 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-23 00:00:00+00:00,4800.0,"A, e",06329500,,,,
2000-12-24 00:00:00+00:00,4500.0,"A, e",06329500,,,,
2000-12-25 00:00:00+00:00,4300.0,"A, e",06329500,,,,
2000-12-26 00:00:00+00:00,4300.0,"A, e",06329500,,,,
2000-12-27 00:00:00+00:00,3700.0,"A, e",06329500,,,,
2000-12-28 00:00:00+00:00,4400.0,"A, e",06329500,,,,
2000-12-29 00:00:00+00:00,4700.0,"A, e",06329500,,,,
2000-12-30 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2000-12-31 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-01 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-02 00:00:00+00:00,4500.0,"A, e",06329500,,,,
2001-01-03 00:00:00+00:00,4700.0,"A, e",06329500,,,,
2001-01-04 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-05 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-06 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-07 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-08 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-09 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-10 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-11 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-12 00:00:00+00:00,5200.0,"A, e",06329500,,,,
2001-01-13 00:00:00+00:00,4800.0,"A, e",06329500,,,,
2001-01-14 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-15 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-16 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-17 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-18 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-19 00:00:00+00:00,5000.0,"A, e",06329500,,,,
2001-01-20 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-21 00:00:00+00:00,4600.0,"A, e",06329500,,,,
2001-01-22 00:00:00+00:00,4700.0,"A, e",06329500,,,,
2001-01-23 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-24 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-25 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-26 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-27 00:00:00+00:00,4900.0,"A, e",06329500,,,,
2001-01-28 00:00:00+00:00,4900.0,"A, e",06329500,,,,
