datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,80154_Mean,80154_Mean_cd,80155_Mean,80155_Mean_cd
2010-10-01 00:00:00+00:00,,,12340000,547.0,A,4.0,A,5.9,A
2010-10-02 00:00:00+00:00,,,12340000,545.0,A,5.0,A,7.4,A
2010-10-03 00:00:00+00:00,,,12340000,541.0,A,5.0,A,7.3,A
2010-10-04 00:00:00+00:00,,,12340000,546.0,A,4.0,A,5.9,A
2010-10-05 00:00:00+00:00,,,12340000,555.0,A,5.0,A,7.5,A
2010-10-06 00:00:00+00:00,,,12340000,559.0,A,5.0,A,7.5,A
2010-10-07 00:00:00+00:00,,,12340000,575.0,A,5.0,A,7.8,A
2010-10-08 00:00:00+00:00,,,12340000,579.0,A,5.0,A,7.8,A
2010-10-09 00:00:00+00:00,,,12340000,584.0,A,5.0,A,7.9,A
2010-10-10 00:00:00+00:00,,,12340000,582.0,A,5.0,A,7.9,A
2010-10-11 00:00:00+00:00,,,12340000,586.0,A,5.0,A,7.9,A
2010-10-12 00:00:00+00:00,,,12340000,581.0,A,4.0,A,6.3,A
2010-10-13 00:00:00+00:00,,,12340000,582.0,A,4.0,A,6.3,A
2010-10-14 00:00:00+00:00,,,12340000,583.0,A,3.0,A,4.7,A
2010-10-15 00:00:00+00:00,,,12340000,582.0,A,3.0,A,4.7,A
2010-10-16 00:00:00+00:00,,,12340000,574.0,A,3.0,A,4.6,A
2010-10-17 00:00:00+00:00,,,12340000,571.0,A,3.0,A,4.6,A
2010-10-18 00:00:00+00:00,,,12340000,565.0,A,3.0,A,4.6,A
2010-10-19 00:00:00+00:00,,,12340000,561.0,A,2.0,A,3.0,A
2010-10-20 00:00:00+00:00,,,12340000,553.0,A,2.0,A,3.0,A
2010-10-21 00:00:00+00:00,,,12340000,552.0,A,2.0,A,3.0,A
2010-10-22 00:00:00+00:00,,,12340000,547.0,A,2.0,A,3.0,A
2010-10-23 00:00:00+00:00,,,12340000,542.0,A,2.0,A,2.9,A
2010-10-24 00:00:00+00:00,,,12340000,551.0,A,2.0,A,3.0,A
2010-10-25 00:00:00+00:00,,,12340000,553.0,A,3.0,A,4.5,A
2010-10-26 00:00:00+00:00,,,12340000,564.0,A,3.0,A,4.6,A
2010-10-27 00:00:00+00:00,,,12340000,560.0,A,2.0,A,3.0,A
2010-10-28 00:00:00+00:00,,,12340000,554.0,A,2.0,A,3.0,A
2010-10-29 00:00:00+00:00,,,12340000,554.0,A,3.0,A,4.5,A
2010-10-30 00:00:00+00:00,,,12340000,554.0,A,3.0,A,4.5,A
2010-10-31 00:00:00+00:00,,,12340000,549.0,A,3.0,A,4.4,A
2010-11-01 00:00:00+00:00,,,12340000,550.0,"A, e",3.0,A,4.5,A
2010-11-02 00:00:00+00:00,,,12340000,550.0,"A, e",3.0,A,4.5,A
2010-11-03 00:00:00+00:00,,,12340000,540.0,"A, e",3.0,A,4.4,A
2010-11-04 00:00:00+00:00,,,12340000,540.0,"A, e",3.0,A,4.4,A
2010-11-05 00:00:00+00:00,,,12340000,540.0,A,3.0,A,4.4,A
2010-11-06 00:00:00+00:00,,,12340000,541.0,A,3.0,A,4.4,A
2010-11-07 00:00:00+00:00,,,12340000,541.0,A,3.0,A,4.4,A
2010-11-08 00:00:00+00:00,,,12340000,541.0,A,2.0,A,2.9,A
2010-11-09 00:00:00+00:00,,,12340000,541.0,A,2.0,A,2.9,A
2010-11-10 00:00:00+00:00,,,12340000,540.0,A,3.0,A,4.4,A
2010-11-11 00:00:00+00:00,,,12340000,537.0,A,3.0,A,4.3,A
2010-11-12 00:00:00+00:00,,,12340000,533.0,A,3.0,A,4.3,A
2010-11-13 00:00:00+00:00,,,12340000,536.0,A,3.0,A,4.3,A
2010-11-14 00:00:00+00:00,,,12340000,542.0,A,2.0,A,2.9,A
2010-11-15 00:00:00+00:00,,,12340000,548.0,A,2.0,A,3.0,A
2010-11-16 00:00:00+00:00,,,12340000,629.0,A,3.0,A,5.1,A
2010-11-17 00:00:00+00:00,,,12340000,665.0,A,6.0,A,11.0,A
2010-11-18 00:00:00+00:00,,,12340000,634.0,A,3.0,A,5.1,A
2010-11-19 00:00:00+00:00,,,12340000,590.0,A,3.0,A,4.8,A
