datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32321_Mean,32321_Mean_cd
2023-10-01 00:00:00+00:00,12.5,P,14210000,805.0,A,68.0,P,9.7,P,,
2023-10-02 00:00:00+00:00,12.4,P,14210000,810.0,A,68.0,P,9.8,P,,
2023-10-03 00:00:00+00:00,12.3,P,14210000,1140.0,A,67.0,P,9.9,P,,
2023-10-04 00:00:00+00:00,12.2,P,14210000,969.0,A,67.0,P,9.9,P,,
2023-10-05 00:00:00+00:00,12.0,P,14210000,866.0,A,68.0,P,9.9,P,,
2023-10-06 00:00:00+00:00,12.2,P,14210000,803.0,P,67.0,P,9.9,P,,
2023-10-07 00:00:00+00:00,12.5,P,14210000,788.0,P,67.0,P,9.8,P,,
2023-10-08 00:00:00+00:00,12.8,P,14210000,772.0,P,67.0,P,9.7,P,,
2023-10-09 00:00:00+00:00,12.8,P,14210000,763.0,P,67.0,P,9.6,P,,
2023-10-10 00:00:00+00:00,12.8,P,14210000,828.0,P,67.0,P,9.6,P,,
2023-10-11 00:00:00+00:00,12.7,P,14210000,1360.0,P,67.0,P,9.8,P,,
2023-10-12 00:00:00+00:00,12.2,P,14210000,1990.0,P,67.0,P,10.3,P,,
2023-10-13 00:00:00+00:00,11.9,P,14210000,1420.0,P,66.0,P,10.0,P,,
2023-10-14 00:00:00+00:00,11.9,P,14210000,1170.0,P,64.0,P,9.9,P,,
2023-10-15 00:00:00+00:00,11.9,P,14210000,1050.0,P,62.0,P,9.9,P,,
2023-10-16 00:00:00+00:00,11.8,P,14210000,1090.0,P,60.0,P,10.5,P,,
2023-10-17 00:00:00+00:00,11.7,P,14210000,1250.0,P,61.0,P,10.1,P,,
2023-10-18 00:00:00+00:00,11.7,P,14210000,1100.0,P,61.0,P,10.0,P,,
2023-10-19 00:00:00+00:00,11.7,P,14210000,1010.0,P,61.0,P,9.9,P,,
2023-10-20 00:00:00+00:00,11.7,P,14210000,951.0,P,62.0,P,9.9,P,,
2023-10-21 00:00:00+00:00,11.6,P,14210000,916.0,P,62.0,P,9.9,P,,
2023-10-22 00:00:00+00:00,11.5,P,14210000,880.0,P,62.0,P,9.9,P,,
2023-10-23 00:00:00+00:00,11.3,P,14210000,860.0,P,62.0,P,10.0,P,,
2023-10-24 00:00:00+00:00,11.1,P,14210000,866.0,P,63.0,P,10.0,P,,
2023-10-25 00:00:00+00:00,10.8,P,14210000,1470.0,P,63.0,P,10.2,P,,
2023-10-26 00:00:00+00:00,10.5,P,14210000,1450.0,P,64.0,P,10.2,P,,
2023-10-27 00:00:00+00:00,9.9,P,14210000,1200.0,P,63.0,P,10.2,P,,
2023-10-28 00:00:00+00:00,9.2,P,14210000,1070.0,P,62.0,P,10.6,P,,
2023-10-29 00:00:00+00:00,8.8,P,14210000,1000.0,P,62.0,P,10.9,P,,
2023-10-30 00:00:00+00:00,8.4,P,14210000,950.0,P,62.0,P,11.0,P,,
2023-10-31 00:00:00+00:00,8.0,"P, [4]",14210000,919.0,P,62.0,"P, [4]",11.1,"P, [4]",,
2023-11-01 00:00:00+00:00,7.8,P,14210000,999.0,P,62.0,P,11.2,P,,
2023-11-02 00:00:00+00:00,7.6,P,14210000,1670.0,P,62.0,P,11.5,P,,
2023-11-03 00:00:00+00:00,7.3,P,14210000,1860.0,P,63.0,P,11.6,P,,
2023-11-04 00:00:00+00:00,7.9,P,14210000,2680.0,P,61.0,P,11.5,P,,
2023-11-05 00:00:00+00:00,8.9,P,14210000,3740.0,P,56.0,P,11.6,P,,
2023-11-06 00:00:00+00:00,9.6,P,14210000,3750.0,P,49.0,P,11.3,P,,
2023-11-07 00:00:00+00:00,9.5,P,14210000,5470.0,P,45.0,P,12.2,P,,
2023-11-08 00:00:00+00:00,8.9,P,14210000,3870.0,P,42.0,P,11.9,P,,
2023-11-09 00:00:00+00:00,8.4,P,14210000,2620.0,P,41.0,P,11.5,P,,
2023-11-10 00:00:00+00:00,8.0,P,14210000,2200.0,P,43.0,P,11.5,P,,
2023-11-11 00:00:00+00:00,7.6,P,14210000,1990.0,P,44.0,P,11.5,P,,
2023-11-12 00:00:00+00:00,7.8,P,14210000,1990.0,P,45.0,P,11.4,P,,
2023-11-13 00:00:00+00:00,8.0,P,14210000,1900.0,P,46.0,P,11.3,P,,
2023-11-14 00:00:00+00:00,7.9,P,14210000,1800.0,P,48.0,P,11.2,P,,
2023-11-15 00:00:00+00:00,8.0,P,14210000,1680.0,P,49.0,P,11.2,P,,
2023-11-16 00:00:00+00:00,8.0,P,14210000,1570.0,P,49.0,P,11.1,P,,
2023-11-17 00:00:00+00:00,7.9,P,14210000,1460.0,P,50.0,P,11.0,P,,
2023-11-18 00:00:00+00:00,7.9,P,14210000,1390.0,P,51.0,P,10.9,P,,
2023-11-19 00:00:00+00:00,8.1,P,14210000,1860.0,P,52.0,P,11.1,P,,
2023-11-20 00:00:00+00:00,7.5,P,14210000,1770.0,P,54.0,P,11.2,P,,
2023-11-21 00:00:00+00:00,7.4,P,14210000,1630.0,P,54.0,P,11.1,P,,
2023-11-22 00:00:00+00:00,7.4,P,14210000,1630.0,P,53.0,P,11.2,P,,
2023-11-23 00:00:00+00:00,7.0,P,14210000,1580.0,P,53.0,P,11.4,P,,
2023-11-24 00:00:00+00:00,6.7,P,14210000,1480.0,P,53.0,P,11.5,P,,
2023-11-25 00:00:00+00:00,6.5,P,14210000,1400.0,P,53.0,P,11.4,P,,
2023-11-26 00:00:00+00:00,6.3,P,14210000,1330.0,P,53.0,P,11.4,P,,
2023-11-27 00:00:00+00:00,6.0,P,14210000,1260.0,P,54.0,P,11.5,P,,
2023-11-28 00:00:00+00:00,5.7,P,14210000,1200.0,P,54.0,P,11.7,P,,
2023-11-29 00:00:00+00:00,5.0,P,14210000,1150.0,P,54.0,P,12.1,P,,
2023-11-30 00:00:00+00:00,4.7,P,14210000,1150.0,P,55.0,P,12.1,P,,
2023-12-01 00:00:00+00:00,4.6,P,14210000,1340.0,P,55.0,P,11.9,P,,
2023-12-02 00:00:00+00:00,4.3,P,14210000,2590.0,P,56.0,P,12.5,P,,
2023-12-03 00:00:00+00:00,5.0,P,14210000,9510.0,P,53.0,P,13.3,P,,
2023-12-04 00:00:00+00:00,7.3,P,14210000,12000.0,P,34.0,P,12.9,P,0.61,P
2023-12-05 00:00:00+00:00,7.8,P,14210000,9600.0,P,33.0,P,12.6,P,,
2023-12-06 00:00:00+00:00,8.2,P,14210000,7990.0,P,34.0,P,12.5,P,,
2023-12-07 00:00:00+00:00,8.1,P,14210000,7670.0,P,36.0,P,12.6,P,,
2023-12-08 00:00:00+00:00,7.2,P,14210000,5760.0,P,37.0,P,12.8,P,,
2023-12-09 00:00:00+00:00,6.4,P,14210000,4180.0,P,38.0,P,12.4,P,,
2023-12-10 00:00:00+00:00,6.1,P,14210000,9730.0,P,39.0,P,13.1,P,,
2023-12-11 00:00:00+00:00,7.3,P,14210000,10400.0,P,34.0,P,12.9,P,-0.0,P
2023-12-12 00:00:00+00:00,7.4,P,14210000,6820.0,P,35.0,P,12.9,P,,
2023-12-13 00:00:00+00:00,6.7,"P, [4]",14210000,4770.0,P,37.0,"P, [4]",12.3,"P, [4]",,
2023-12-14 00:00:00+00:00,6.3,P,14210000,3640.0,P,39.0,P,12.5,P,,
2023-12-15 00:00:00+00:00,6.2,P,14210000,3010.0,P,40.0,P,12.3,P,,
2023-12-16 00:00:00+00:00,6.1,P,14210000,2580.0,P,42.0,P,12.0,P,,
2023-12-17 00:00:00+00:00,5.8,P,14210000,2350.0,P,43.0,P,12.0,P,,
2023-12-18 00:00:00+00:00,5.6,P,14210000,2210.0,P,44.0,P,12.0,P,,
