datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
2007-10-01 00:00:00+00:00,140.0,A,06294000,140.0,A
2007-10-02 00:00:00+00:00,148.0,A,06294000,148.0,A
2007-10-03 00:00:00+00:00,137.0,A,06294000,137.0,A
2007-10-04 00:00:00+00:00,127.0,A,06294000,127.0,A
2007-10-05 00:00:00+00:00,141.0,A,06294000,141.0,A
2007-10-06 00:00:00+00:00,154.0,A,06294000,154.0,A
2007-10-07 00:00:00+00:00,160.0,A,06294000,160.0,A
2007-10-08 00:00:00+00:00,168.0,A,06294000,168.0,A
2007-10-09 00:00:00+00:00,168.0,A,06294000,168.0,A
2007-10-10 00:00:00+00:00,168.0,A,06294000,168.0,A
2007-10-11 00:00:00+00:00,163.0,A,06294000,163.0,A
2007-10-12 00:00:00+00:00,164.0,A,06294000,164.0,A
2007-10-13 00:00:00+00:00,168.0,A,06294000,168.0,A
2007-10-14 00:00:00+00:00,159.0,A,06294000,159.0,A
2007-10-15 00:00:00+00:00,167.0,A,06294000,167.0,A
2007-10-16 00:00:00+00:00,166.0,A,06294000,166.0,A
2007-10-17 00:00:00+00:00,168.0,A,06294000,168.0,A
2007-10-18 00:00:00+00:00,184.0,A,06294000,184.0,A
2007-10-19 00:00:00+00:00,204.0,A,06294000,204.0,A
2007-10-20 00:00:00+00:00,212.0,A,06294000,212.0,A
2007-10-21 00:00:00+00:00,184.0,A,06294000,184.0,A
2007-10-22 00:00:00+00:00,170.0,A,06294000,170.0,A
2007-10-23 00:00:00+00:00,162.0,A,06294000,162.0,A
2007-10-24 00:00:00+00:00,151.0,A,06294000,151.0,A
2007-10-25 00:00:00+00:00,150.0,A,06294000,150.0,A
2007-10-26 00:00:00+00:00,151.0,A,06294000,151.0,A
2007-10-27 00:00:00+00:00,152.0,A,06294000,152.0,A
2007-10-28 00:00:00+00:00,151.0,A,06294000,151.0,A
2007-10-29 00:00:00+00:00,146.0,A,06294000,146.0,A
2007-10-30 00:00:00+00:00,145.0,A,06294000,145.0,A
2007-10-31 00:00:00+00:00,154.0,A,06294000,154.0,A
2007-11-01 00:00:00+00:00,154.0,A,06294000,154.0,A
2007-11-02 00:00:00+00:00,152.0,A,06294000,152.0,A
2007-11-03 00:00:00+00:00,150.0,A,06294000,150.0,A
2007-11-04 00:00:00+00:00,144.0,A,06294000,144.0,A
2007-11-05 00:00:00+00:00,138.0,A,06294000,138.0,A
2007-11-06 00:00:00+00:00,138.0,A,06294000,138.0,A
2007-11-07 00:00:00+00:00,141.0,A,06294000,141.0,A
2007-11-08 00:00:00+00:00,139.0,A,06294000,139.0,A
2007-11-09 00:00:00+00:00,140.0,A,06294000,140.0,A
2007-11-10 00:00:00+00:00,139.0,A,06294000,139.0,A
2007-11-11 00:00:00+00:00,137.0,A,06294000,137.0,A
2007-11-12 00:00:00+00:00,135.0,A,06294000,135.0,A
2007-11-13 00:00:00+00:00,131.0,A,06294000,131.0,A
2007-11-14 00:00:00+00:00,125.0,A,06294000,125.0,A
2007-11-15 00:00:00+00:00,125.0,A,06294000,125.0,A
2007-11-16 00:00:00+00:00,125.0,A,06294000,125.0,A
2007-11-17 00:00:00+00:00,124.0,A,06294000,124.0,A
2007-11-18 00:00:00+00:00,130.0,A,06294000,130.0,A
2007-11-19 00:00:00+00:00,126.0,A,06294000,126.0,A
2007-11-20 00:00:00+00:00,128.0,A,06294000,128.0,A
2007-11-21 00:00:00+00:00,134.0,A,06294000,134.0,A
2007-11-22 00:00:00+00:00,130.0,A,06294000,130.0,A
2007-11-23 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
2007-11-24 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
2007-11-25 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
2007-11-26 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-11-27 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-11-28 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-11-29 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-11-30 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-01 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-02 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
2007-12-03 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-04 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-05 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-06 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-07 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-08 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-09 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-10 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-11 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-12 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-13 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-14 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-15 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
2007-12-16 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-17 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-18 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-19 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-20 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2007-12-21 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2007-12-22 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-23 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-24 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-25 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-26 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2007-12-27 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-28 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2007-12-29 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-30 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2007-12-31 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-01 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2008-01-02 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-03 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-04 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-05 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-06 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-07 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-08 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-09 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-10 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-11 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-12 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-13 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-14 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-15 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-16 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-17 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-18 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-19 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-20 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-21 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
2008-01-22 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
2008-01-23 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-24 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-25 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
2008-01-26 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
2008-01-27 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-28 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
2008-01-29 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
2008-01-30 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
2008-01-31 00:00:00+00:00,160.0,"A, e",06294000,160.0,"A, e"
2008-02-01 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
2008-02-02 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
2008-02-03 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
2008-02-04 00:00:00+00:00,150.0,"A, e",06294000,150.0,"A, e"
