datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2023-10-01 00:00:00+00:00,15.7,P,09406000,119.0,P,762.0,P,8.6,P,236.0,P
2023-10-02 00:00:00+00:00,15.6,P,09406000,149.0,P,673.0,P,8.6,P,373.0,P
2023-10-03 00:00:00+00:00,14.8,P,09406000,123.0,P,736.0,P,8.9,P,196.0,P
2023-10-04 00:00:00+00:00,15.2,P,09406000,117.0,P,790.0,P,9.0,P,132.0,P
2023-10-05 00:00:00+00:00,16.1,P,09406000,120.0,P,776.0,P,8.8,P,112.0,P
2023-10-06 00:00:00+00:00,16.5,P,09406000,109.0,P,793.0,P,8.8,P,90.1,P
2023-10-07 00:00:00+00:00,16.8,P,09406000,108.0,P,797.0,P,8.7,P,75.3,P
2023-10-08 00:00:00+00:00,16.8,P,09406000,107.0,P,794.0,P,8.7,P,83.9,P
2023-10-09 00:00:00+00:00,16.7,P,09406000,109.0,P,790.0,P,8.7,P,62.8,P
2023-10-10 00:00:00+00:00,16.3,P,09406000,114.0,P,776.0,P,8.6,P,77.2,P
2023-10-11 00:00:00+00:00,15.4,P,09406000,121.0,P,750.0,P,8.7,P,89.2,P
2023-10-12 00:00:00+00:00,13.6,P,09406000,120.0,P,746.0,P,9.2,P,71.1,P
2023-10-13 00:00:00+00:00,13.1,P,09406000,123.0,P,741.0,P,9.3,P,,
2023-10-14 00:00:00+00:00,13.1,P,09406000,119.0,P,746.0,P,9.3,P,69.2,P
2023-10-15 00:00:00+00:00,13.7,P,09406000,113.0,P,776.0,P,9.3,P,59.0,P
2023-10-16 00:00:00+00:00,14.5,P,09406000,114.0,P,776.0,P,9.1,P,64.4,P
2023-10-17 00:00:00+00:00,14.7,P,09406000,111.0,P,781.0,P,9.0,P,69.2,P
2023-10-18 00:00:00+00:00,14.8,P,09406000,113.0,P,781.0,P,8.7,P,139.0,P
