datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
2002-10-01 00:00:00+00:00,4570.0,A,06329500,78.0,A,962.0,A
2002-10-02 00:00:00+00:00,4830.0,A,06329500,85.0,A,1110.0,A
2002-10-03 00:00:00+00:00,4970.0,A,06329500,62.0,A,832.0,A
2002-10-04 00:00:00+00:00,5020.0,A,06329500,56.0,A,759.0,A
2002-10-05 00:00:00+00:00,5000.0,A,06329500,58.0,A,783.0,A
2002-10-06 00:00:00+00:00,5120.0,A,06329500,64.0,A,885.0,A
2002-10-07 00:00:00+00:00,5360.0,A,06329500,74.0,A,1070.0,A
2002-10-08 00:00:00+00:00,5440.0,A,06329500,84.0,A,1230.0,A
2002-10-09 00:00:00+00:00,5380.0,A,06329500,88.0,A,1280.0,A
2002-10-10 00:00:00+00:00,5310.0,A,06329500,86.0,A,1230.0,A
2002-10-11 00:00:00+00:00,5250.0,A,06329500,77.0,A,1090.0,A
2002-10-12 00:00:00+00:00,5250.0,A,06329500,67.0,A,950.0,A
2002-10-13 00:00:00+00:00,5220.0,A,06329500,57.0,A,803.0,A
2002-10-14 00:00:00+00:00,5160.0,A,06329500,50.0,A,697.0,A
2002-10-15 00:00:00+00:00,5240.0,A,06329500,48.0,A,679.0,A
2002-10-16 00:00:00+00:00,5200.0,A,06329500,47.0,A,660.0,A
2002-10-17 00:00:00+00:00,5180.0,A,06329500,46.0,A,643.0,A
2002-10-18 00:00:00+00:00,5200.0,A,06329500,45.0,A,632.0,A
2002-10-19 00:00:00+00:00,5160.0,A,06329500,44.0,A,613.0,A
2002-10-20 00:00:00+00:00,5120.0,A,06329500,42.0,A,581.0,A
2002-10-21 00:00:00+00:00,5170.0,A,06329500,37.0,A,516.0,A
2002-10-22 00:00:00+00:00,5220.0,A,06329500,31.0,A,437.0,A
2002-10-23 00:00:00+00:00,5180.0,A,06329500,26.0,A,364.0,A
2002-10-24 00:00:00+00:00,5110.0,A,06329500,25.0,A,345.0,A
2002-10-25 00:00:00+00:00,5090.0,A,06329500,28.0,A,385.0,A
