sids,uid,state,ll,name,elev
['057045 2'],4002,CO,"[-107.95, 39.75]",RIO BLANCO,7205.0
"['055573 2', 'USC00055573 6']",4003,CO,"[-102.46667, 39.83333]",MILDRED,4104.0
['050357 2'],4004,CO,"[-105.13333, 39.83333]",ARVADA,5505.0
"['056816 2', 'USC00056816 6', 'GDNC2 7']",4005,CO,"[-105.2352, 39.8297]",RALSTON RESERVOIR,5900.0
['051467 2'],4006,CO,"[-105.51667, 39.8]",CENTRAL CITY,8547.0
"['050674 2', 'USC00050674 6']",4007,CO,"[-105.78333, 39.8]",BERTHOUD PASS,11313.0
['051644 2'],4008,CO,"[-107.55, 39.83333]",CLIFF LAKES,9255.0
['050289 2'],4009,CO,"[-105.58333, 39.86667]",APEX 1 W,10407.0
"['053592 2', 'USC00053592 6', 'KMMC2 7']",4010,CO,"[-106.3333, 39.8789]",GREEN MT DAM,7740.0
"['050810 2', 'USC00050810 6']",4011,CO,"[-106.68333, 39.88333]",BOND,6706.0
"['03065 1', '93068 1', 'BJC 3', 'KBJC 5', 'USW00003065 32']",4012,CO,"[-105.11667, 39.9]",BROOMFIELD JEFFERSON COUNTY AP,5595.0
"['053850 2', 'USC00053850 6']",4013,CO,"[-105.28333, 39.93333]",HAWTHORNE,5925.0
['057197 2'],4014,CO,"[-105.48333, 39.9]",ROLLINSVILLE 1 SE,9026.0
['057195 2'],4015,CO,"[-105.5, 39.91667]",ROLLINSVILLE,8484.0
['93017 1'],4016,CO,"[-105.65, 39.9]",EAST PORTAL,
['052505 2'],4017,CO,"[-105.63333, 39.9]",EAST PORTAL,9216.0
"['059175 2', 'USC00059175 6', 'WTPC2 7']",4018,CO,"[-105.76206, 39.8898]",WINTER PARK,9095.0
['050576 2'],4019,CO,"[-105.78333, 39.91667]",BEAVER VILLAGE,8825.0
"['056342 2', 'USC00056342 6']",4020,CO,"[-106.11667, 39.91667]",PARSHALL 10 SSE,8274.0
"['053629 2', 'USC00053629 6', 'GRRC2 7']",4022,CO,"[-105.3502, 39.9363]",GROSS RESERVOIR,7970.0
"['055878 2', 'USC00055878 6']",4023,CO,"[-105.5, 39.98333]",NEDERLAND 2 NNE,8240.0
"['051342 2', 'USC00051342 6']",4024,CO,"[-105.51667, 40.0]",CARIBOU RANCH,8366.0
"['93006 1', '053113 2', 'FSR 3', 'USC00053113 6', 'FSR 7']",4025,CO,"[-105.83333, 39.95]",FRASER,8560.0
"['054155 2', 'USC00054155 6', 'HOYC2 7']",4026,CO,"[-104.08378, 39.98392]",HOYT,4838.0
"['050950 2', 'USC00050950 6', 'BRIC2 7']",4027,CO,"[-104.8361, 39.9436]",BRIGHTON 3 SE,5016.0
['94018 1'],4028,CO,"[-105.28333, 40.01667]",BOULDER ERL,5580.0
['050851 2'],4029,CO,"[-105.26667, 40.01667]",BOULDER KBOL,5482.0
"['050843 2', 'USC00050843 6', 'BLDC2 7']",4030,CO,"[-105.28125, 40.03399]",BOULDER 2,5427.0
"['056160 2', 'OROC2 7']",4031,CO,"[-105.33333, 40.0]",ORODELL 1 SW,5830.0
"['057648 2', 'USC00057648 6', 'NDRC2 7']",4032,CO,"[-105.57583, 40.03278]",SILVER LAKE,10360.0
"['058148 2', 'USC00058148 6']",4033,CO,"[-105.85, 40.0]",TABERNASH,8337.0
['053480 2'],4034,CO,"[-105.91667, 40.0]",GRANBY 8 S,8701.0
"['059096 2', 'USC00059096 6', 'WIFC2 7']",4035,CO,"[-106.2038, 40.0375]",WILLIAMS FORK DAM,7618.0
"['054673 2', 'KRMC2 7']",4036,CO,"[-106.43944, 40.03667]",KREMMLING 4 SW,7320.0
"['055414 2', 'USC00055414 6', 'MKRC2 7']",4037,CO,"[-107.43361, 40.02389]",MARVINE RANCH,7800.0
"['055408 2', 'USC00055408 6', 'MRVC2 7', 'MKRC2 7']",4038,CO,"[-107.55556, 40.02139]",MARVINE,7200.0
"['055487 2', 'USC00055487 6', 'MEKC2 7']",4039,CO,"[-107.91667, 40.03333]",MEEKER NO 2,6347.0
"['055048 2', 'USC00055048 6', 'MEEC2 7']",4040,CO,"[-108.2, 40.0]",LITTLE HILLS,6140.0
"['055484 2', 'USC00055484 6', 'MRKC2 7']",4041,CO,"[-107.9058, 40.0358]",MEEKER,6229.0
"['053027 2', 'USC00053027 6']",4042,CO,"[-104.78333, 40.06667]",FORT LUPTON 2 SE,5023.0
"['052731 2', 'USC00052731 6']",4043,CO,"[-105.05, 40.05]",ERIE,5010.0
"['054129 2', 'USC00054129 6']",4044,CO,"[-106.15, 40.05]",HOT SULPHUR SPRINGS 2 SW,7605.0
"['054664 2', 'USC00054664 6', 'KMLC2 7']",4045,CO,"[-106.368, 40.0576]",KREMMLING,7460.0
"['24050 1', 'RLG 3']",4046,CO,"[-106.4, 40.06667]",KREMMLING,
['054668 2'],4047,CO,"[-106.4, 40.06667]",KREMMLING 1 S,7365.0
"['056832 2', 'USC00056832 6', 'RNGC2 7']",4048,CO,"[-108.7727, 40.0889]",RANGELY 1E,5277.0
"['052535 2', 'USC00052535 6', 'EKLC2 7']",4050,CO,"[-102.4906, 40.1097]",ECKLEY,3953.0
"['059295 2', 'USC00059295 6', 'YUMC2 7']",4051,CO,"[-102.72171, 40.12367]",YUMA,4134.0
['94005 1'],4052,CO,"[-103.16667, 40.11667]",AKRON DET R2,
"['24015 1', '050114 2', 'AKO 3', 'KAKO 5', 'USW00024015 6', 'AKO 7', 'USW00024015 32']",4053,CO,"[-103.21458, 40.1743]",AKRON WASHINGTON COUNTY AP,4685.0
['050571 2'],4054,CO,"[-105.51667, 40.11667]",BEAVER RESERVOIR,9167.0
"['055489 2', 'USC00055489 6']",4055,CO,"[-107.98333, 40.13333]",MEEKER 10 NW,6434.0
"['050109 2', 'USC00050109 6', 'AKRC2 7']",4056,CO,"[-103.1418, 40.15507]",AKRON 4 E,4542.0
"['059025 2', 'USC00059025 6']",4057,CO,"[-104.18333, 40.15]",WIGGINS 7 SW,4715.0
"['057187 2', 'USC00057187 6']",4058,CO,"[-104.38333, 40.15]",ROGGEN 2 S,4744.0
"['055116 2', 'USC00055116 6', 'LONC2 7']",4059,CO,"[-105.0774, 40.16958]",LONGMONT 2 ESE,4950.0
"['053500 2', 'USC00053500 6', 'GDLC2 7']",4060,CO,"[-105.8666, 40.1849]",GRAND LAKE 6 SSW,8288.0
"['053423 2', 'USC00053423 6']",4061,CO,"[-106.46667, 40.15]",GORE PASS RANCH,7605.0
"['059265 2', 'USC00059265 6', 'YMPC2 7']",4062,CO,"[-106.91085, 40.15628]",YAMPA,7857.0
['059021 2'],4064,CO,"[-104.06667, 40.2]",WIGGINS 3 SSE,4554.0
"['050183 2', 'USC00050183 6', 'ALKC2 7']",4065,CO,"[-105.5019, 40.188]",ALLENSPARK 2SE,8243.0
['053492 2'],4066,CO,"[-105.85, 40.23333]",GRAND LAKE,8346.0
"['056797 2', 'USC00056797 6', 'OAKC2 7']",4067,CO,"[-107.08639, 40.24111]",PYRAMID,8009.0
"['056192 2', 'USC00056192 6']",4068,CO,"[-102.83333, 40.26667]",OTIS 11 NE,4180.0
['053044 2'],4069,CO,"[-103.85, 40.25]",FORT MORGAN KFTM,4327.0
"['055121 2', 'USC00055121 6', 'LMTC2 7']",4070,CO,"[-105.1463, 40.2466]",LONGMONT 6 NW,5150.0
['055141 2'],4071,CO,"[-105.55, 40.28333]",LONGS PEAK,8967.0
"['053496 2', 'USC00053496 6', 'GLKC2 7']",4072,CO,"[-105.8322, 40.2669]",GRAND LAKE 1 NW,8720.0
"['058896 2', 'WDNC2 7']",4073,CO,"[-103.93333, 40.33333]",WELDONA 2 SE,4350.0
"['059103 2', 'USC00059103 6']",4074,CO,"[-107.26667, 40.3]",WILLOW CREEK 4SE,7254.0
['053548 2'],4075,CO,"[-104.71667, 40.35]",GREELEY KFKA,4682.0
['052780 2'],4076,CO,"[-104.71667, 40.35]",EVANS KFKA RADIO STN,4692.0
"['052759 2', 'USC00052759 6', 'EPKC2 7']",4077,CO,"[-105.49444, 40.38528]",ESTES PARK,7614.0
['053977 2'],4078,CO,"[-105.63333, 40.38333]",HIDDEN VALLEY,9026.0
['050298 2'],4079,CO,"[-106.38333, 40.35]",ARAPAHO RIDGE,10978.0
"['056811 2', 'USC00056811 6']",4080,CO,"[-106.71667, 40.36667]",RABBIT EARS PASS 6 WSW,9347.0
"['053738 2', 'USC00053738 6', 'HAMC2 7']",4081,CO,"[-107.6116, 40.3722]",HAMILTON,6230.0
"['050474 2', 'BLZC2 7']",4082,CO,"[-103.46667, 40.4]",BALZAC,4091.0
"['24051 1', 'GXY 3', 'KGXY 5', 'USW00024051 6', 'GXY 7', 'USW00024051 32']",4083,CO,"[-104.63194, 40.43556]",GREELEY WELD COUNTY AIRPORT,4697.0
"['053546 2', 'USC00053546 6']",4084,CO,"[-104.68333, 40.41667]",GREELEY,4652.0
"['053553 2', 'USC00053553 6', 'GRLC2 7']",4085,CO,"[-104.6991, 40.4022]",GREELEY UNC,4715.0
['053549 2'],4086,CO,"[-104.68333, 40.4]",GREELEY KYOU,4682.0
"['058839 2', 'USC00058839 6', 'WTRC2 7']",4087,CO,"[-105.2103, 40.4256]",WATERDALE,5230.0
"['052354 2', 'DKEC2 7']",4088,CO,"[-105.3394, 40.4333]",DRAKE,6170.0
['057239 2'],4089,CO,"[-108.91667, 40.43333]",ROUND TOP MOUNTAIN,8586.0
"['059147 2', 'USC00059147 6', 'WIOC2 7']",4090,CO,"[-104.9, 40.46667]",WINDSOR,4781.0
"['057848 2', 'USC00057848 6', 'CSPC2 7']",4091,CO,"[-106.4475, 40.4725]",SPICER,8385.0
"['053867 2', 'USC00053867 6', 'HAYC2 7']",4092,CO,"[-107.2548, 40.4926]",HAYDEN,6467.0
"['051932 2', 'USC00051932 6', 'CRGC2 7']",4093,CO,"[-107.5906, 40.45155]",CRAIG 4SW,6496.0
"['057940 2', 'STMC2 7']",4094,CO,"[-106.83333, 40.48333]",STEAMBOAT SPRINGS RIVER,6695.0
"['054945 2', 'USC00054945 6', 'STLC2 7']",4095,CO,"[-102.99068, 40.51461]",LEROY 5 WSW,4467.0
['051236 2'],4096,CO,"[-105.9, 40.51667]",CAMERON PASS,10308.0
['051783 2'],4097,CO,"[-105.96667, 40.5]",COLORADO STATE FOREST HQ,9275.0
"['055446 2', 'USC00055446 6', 'MAYC2 7']",4098,CO,"[-108.09434, 40.51563]",MAYBELL,5946.0
"['058100 2', 'USC00058100 6']",4099,CO,"[-108.26667, 40.5]",SUNBEAM 7 SW,5863.0
"['94033 1', 'SBS 3', 'KSBS 5', 'USW00094033 32']",4100,CO,"[-106.86667, 40.51667]",STEAMBOAT SPRINGS ADAMS FIELD,6879.0
"['051928 2', 'USC00051928 6']",4101,CO,"[-107.55, 40.53333]",CRAIG,6280.0
"['054082 2', 'USC00054082 6', 'HOLC2 7']",4102,CO,"[-102.3412, 40.5454]",HOLYOKE,3780.0
['053008 2'],4103,CO,"[-105.1, 40.58333]",FORT COLLINS KCOL,5033.0
['058085 2'],4104,CO,"[-106.66667, 40.55]",SUMMIT LAKE 1 E,10397.0
"['056299 2', 'USC00056299 6']",4106,CO,"[-102.46667, 40.61667]",PAOLI,3904.0
['053854 2'],4107,CO,"[-102.61667, 40.63333]",HAXTUN,4032.0
"['057950 2', 'USC00057950 6', 'STRC2 7']",4108,CO,"[-103.2084, 40.6279]",STERLING,3974.0
"['055922 2', 'USC00055922 6', 'NRYC2 7']",4109,CO,"[-103.8461, 40.6088]",NEW RAYMER,4783.0
"['050945 2', 'USC00050945 6', 'BDLC2 7']",4110,CO,"[-104.32856, 40.63439]",BRIGGSDALE,4862.0
['050096 2'],4111,CO,"[-106.63333, 40.63333]",AGUA FRIA,10407.0
"['053609 2', 'USC00053609 6']",4112,CO,"[-108.66667, 40.61667]",GREYSTONE,6800.0
['94083 1'],4113,CO,"[-103.26667, 40.61667]",STERLING,
"['052944 2', 'USC00052944 6', 'FLMC2 7']",4114,CO,"[-102.83972, 40.68444]",FLEMING,4240.0
"['053007 2', 'FTCC2 7']",4115,CO,"[-105.2233, 40.6647]",FORT COLLINS 9 NW,5220.0
['050629 2'],4116,CO,"[-105.55, 40.66667]",BENNETT CREEK,8107.0
"['056023 2', 'USC00056023 6', 'NNNC2 7']",4117,CO,"[-104.75833, 40.70925]",NUNN,5199.0
['24071 1'],4118,CO,"[-104.85, 40.71667]",DOVER,
"['056930 2', 'USC00056930 6']",4119,CO,"[-105.51667, 40.73333]",RED FEATHER LAKES 6 SE,7605.0
"['057300 2', 'RFLC2 7']",4120,CO,"[-105.8, 40.7]",RUSTIC 12 WSW,8080.0
"['058756 2', 'USC00058756 6', 'WLDC2 7']",4121,CO,"[-106.2792, 40.7442]",WALDEN,8056.0
['053539 2'],4122,CO,"[-107.7, 40.71667]",GREAT DIVIDE 8 SE,7034.0
"['052880 2', 'USC00052880 6']",4123,CO,"[-107.65, 40.78333]",FERNDALE RANCH,7005.0
"['053538 2', 'USC00053538 6']",4124,CO,"[-107.83333, 40.78333]",GREAT DIVIDE,6873.0
"['056925 2', 'USC00056925 6']",4125,CO,"[-105.55, 40.78333]",RED FEATHER LAKES 2 SE,8165.0
['052112 2'],4126,CO,"[-105.76667, 40.8]",DEADMAN HILL,10246.0
"['053340 2', 'USC00053340 6']",4127,CO,"[-105.88333, 40.8]",GLENDEVEY,8274.0
['052511 2'],4128,CO,"[-106.05, 40.81667]",EAST UTE PASS,9885.0
['052940 2'],4129,CO,"[-106.6, 40.8]",FLATTOP MOUNTAIN 3 SE,9337.0
"['051017 2', 'USC00051017 6', 'BPRC2 7']",4130,CO,"[-108.91722, 40.80083]",BROWNS PARK REFUGE,5354.0
"['057515 2', 'USC00057515 6', 'SDGC2 7']",4131,CO,"[-102.51615, 40.8658]",SEDGWICK 5 S,3996.0
"['054460 2', 'USC00054460 6']",4132,CO,"[-103.9, 40.85]",KAUFFMAN 4 SSE,5250.0
"['053643 2', 'USC00053643 6']",4133,CO,"[-104.4, 40.85]",GROVER 10 W,5090.0
"['051792 2', 'USC00051792 6']",4134,CO,"[-106.96667, 40.85]",COLUMBINE,8707.0
"['057513 2', 'USC00057513 6', 'SGWC2 7']",4135,CO,"[-102.5253, 40.9383]",SEDGWICK,3584.0
['24074 1'],4136,CO,"[-102.56667, 40.93333]",HOLYOKE,
['056399 2'],4137,CO,"[-103.11667, 40.93333]",PEETZ,4432.0
['054570 2'],4138,CO,"[-106.15, 40.91667]",KINGS CANYON 6 ESE,9495.0
"['055982 2', 'NGPC2 7', 'NGTC2 7']",4139,CO,"[-106.33908, 40.93663]",NORTHGATE,7830.0
['050703 2'],4140,CO,"[-106.6, 40.9]",BIG CREEK LAKES,8927.0
['054415 2'],4141,CO,"[-102.25, 40.98333]",JULESBURG 1 S,3447.0
"['056225 2', 'USC00056225 6']",4142,CO,"[-102.38333, 40.96667]",OVID,3533.0
"['056382 2', 'USC00056382 6']",4143,CO,"[-106.56667, 40.96667]",PEARL,8507.0
['058505 2'],4144,CO,"[-106.61667, 40.95]",TWISTY PARK,9065.0
['051080 2'],4145,CO,"[-106.68333, 40.98333]",BUFFALO PARK 1 N,9767.0
"['053975 2', 'USC00053975 6']",4146,CO,"[-108.61667, 40.98333]",HIAWATHA,7106.0
"['054413 2', 'USC00054413 6', 'JLBC2 7']",4147,CO,"[-102.2653, 40.9879]",JULESBURG,3477.0
"['050102 2', 'USC00050102 6', 'AGLC2 7']",4148,CO,"[-104.6547, 37.4011]",AGUILAR,6400.0
"['050372 2', 'USC00050372 6', 'ASPC2 7']",4149,CO,"[-106.838, 39.1852]",ASPEN 1SW,8175.0
"['050840 2', 'USC00050840 6']",4150,CO,"[-104.23333, 38.21667]",BOONE 2 SE,4435.0
"['057735 2', 'SWEC2 7']",4151,CO,"[-107.45, 38.93333]",SOMERSET 1 E,6284.0
"['051964 2', 'USC00051964 6', 'CSTC2 7']",4152,CO,"[-105.68978, 37.98054]",CRESTONE 2 SE,8003.0
"['055984 2', 'USC00055984 6', 'NRTC2 7']",4153,CO,"[-105.0133, 39.8988]",NORTHGLENN,5407.0
"['056842 2', 'USC00056842 6']",4154,CO,"[-105.01667, 40.86667]",RAWHIDE RESERVOIR,5715.0
"['056977 2', 'USC00056977 6', 'RWNC2 7']",4155,CO,"[-105.31667, 37.71667]",RED WING 1 WSW,7900.0
"['057020 2', 'USC00057020 6', 'RGWC2 7']",4156,CO,"[-107.7583, 38.1499]",RIDGWAY,7049.0
"['051944 2', 'USC00051944 6', 'CDEC2 7']",4157,CO,"[-106.91667, 37.85]",CREEDE,8852.0
"['055797 2', 'USC00055797 6', 'IDHC2 7']",4158,CO,"[-105.59972, 39.65611]",MT EVANS RES STATION,10630.0
"['054726 2', 'USC00054726 6', 'LJNC2 7', 'HGBC2 7']",4159,CO,"[-103.47671, 37.75144]",LA JUNTA 20 S,4210.0
"['94025 1', 'HDN 3', 'KHDN 5', 'USW00094025 6', 'USW00094025 32']",4160,CO,"[-107.2175, 40.48111]",HAYDEN YAMPA VALLEY AP,6600.0
['052042 2'],4161,CO,"[-104.66667, 37.78333]",CUCHARAS DAM 4 NW,6007.0
"['057430 2', 'USC00057430 6', 'SLSC2 7']",4162,CO,"[-105.4244, 37.1954]",SAN LUIS 1 S,7943.0
"['056136 2', 'USC00056136 6', 'ODYC2 7']",4163,CO,"[-103.7059, 38.5301]",ORDWAY 21 N,4767.0
"['056116 2', 'USC00056116 6']",4164,CO,"[-108.0, 38.55]",OLATHE 4 SSW,5596.0
"['058022 2', 'USC00058022 6', 'SSDC2 7']",4165,CO,"[-105.1208, 39.4344]",STRONTIA SPRINGS DAM,5840.0
"['058575 2', 'USC00058575 6', 'VAIC2 7']",4166,CO,"[-106.35395, 39.63949]",VAIL,8297.0
"['057320 2', 'RYSC2 7']",4167,CO,"[-104.92977, 37.92584]",RYE SCHOOL,6786.0
"['057682 2', 'USC00057682 6']",4168,CO,"[-105.6, 40.58333]",SKY RANCH LUTHERN CAMP,9099.0
"['93096 1', 'C96 3']",4169,CO,"[-105.76667, 39.88333]",WINTER PARK BASIC,9089.0
"['054054 2', 'USC00054054 6', 'HORC2 7']",4170,CO,"[-105.99867, 40.96829]",HOHNHOLZ RANCH,7797.0
"['055422 2', 'USC00055422 6', 'MASC2 7']",4171,CO,"[-108.605, 40.2844]",MASSADONA 3E,6140.0
"['055493 2', 'WRMC2 7']",4172,CO,"[-108.0925, 40.01333]",MEEKER 3 E,6310.0
"['052438 2', 'DRGC2 7']",4173,CO,"[-107.87972, 37.27917]",DURANGO ANIMAS RIVER,6510.0
"['053366 2', 'GCOC2 7']",4174,CO,"[-107.33694, 39.555]",GLENWOOD SPRINGS 1 NW,5740.0
"['050191 2', 'ALEC2 7']",4175,CO,"[-106.8475, 38.66444]",ALMONT EAST RIVER,8010.0
"['050193 2', 'ALTC2 7']",4176,CO,"[-106.84472, 38.66444]",ALMONT TAYLOR RIVER,8011.0
"['057018 2', 'DRRC2 7']",4177,CO,"[-108.05972, 37.63889]",RICO 4 SSW,8430.0
"['059267 2', 'YRSC2 7']",4178,CO,"[-106.91667, 40.15]",YAMPA RANGER STATION,7880.0
"['050374 2', 'APNC2 7']",4179,CO,"[-106.80139, 39.18]",ASPEN 1 SE,8020.0
"['050917 2', 'USC00050917 6', 'BKRC2 7']",4180,CO,"[-106.0458, 39.4086]",BRECKENRIDGE 5 S,10230.0
"['056456 2', 'USC00056456 6', 'PGSC2 7']",4181,CO,"[-107.18333, 37.43333]",PIEDRA GUARD STATION,7670.0
"['057529 2', 'CCUC2 7']",4182,CO,"[-109.03333, 39.13333]",SHALE 4 WSW,4325.0
"['057942 2', 'SSPC2 7']",4183,CO,"[-106.85, 40.48333]",STEAMBOAT SPRINGS 1 W,6700.0
"['055455 2', 'MBLC2 7']",4184,CO,"[-108.02917, 40.50278]",MAYBELL 3 ESE,5925.0
"['053664 2', 'GUSC2 7']",4185,CO,"[-106.94917, 38.54194]",GUNNISON 1 WSW,7660.0
"['050583 2', 'DBDC2 7']",4186,CO,"[-108.83167, 38.35806]",BEDROCK 4 NE,4920.0
"['053116 2', 'USC00053116 6', 'FRZC2 7']",4187,CO,"[-105.8172, 39.9425]",FRASER,8560.0
"['055934 2', 'USC00055934 6', 'NMRC2 7']",4188,CO,"[-103.8678, 40.9319]",NEW RAYMER 21 N,5180.0
"['057572 2', 'USC00057572 6', 'SHPC2 7']",4189,CO,"[-105.2352, 37.715]",SHEEP MOUNTAIN,7744.0
"['051934 2', '74421 4', 'CRAC2 7']",4190,CO,"[-107.52417, 40.49278]",CRAIG 2 SE,6185.0
"['054546 2', 'USC00054546 6', 'KIXC2 7']",4191,CO,"[-103.2986, 37.115]",KIM 10SSE,5257.0
"['055734 2', 'USC00055734 6', 'MONC2 7']",4192,CO,"[-104.8675, 39.1025]",MONUMENT,7080.0
"['051060 2', 'USC00051060 6', 'BKMC2 7']",4193,CO,"[-105.2969, 40.6158]",BUCKHORN MTN 1 E,7400.0
"['054135 2', 'USC00054135 6', 'HOUC2 7']",4194,CO,"[-105.632, 40.583]",HOURGLASS RESERVOIR,9520.0
"['058904 2', 'WELC2 7']",4195,CO,"[-105.1, 40.7]",WELLINGTON 5 W,5180.0
"['056820 2', 'USC00056820 6', 'RNDC2 7']",4196,CO,"[-106.18444, 40.44861]",RAND,8630.0
"['055025 2', 'USC00055025 6', 'LNDC2 7']",4197,CO,"[-103.4986, 39.7555]",LINDON 5 WNW,4851.0
"['054724 2', 'USC00054724 6', 'LJTC2 7']",4198,CO,"[-103.54397, 37.98236]",LA JUNTA,4089.0
"['051946 2', 'USC00051946 6']",4199,CO,"[-106.93333, 37.85]",CREEDE 1 W,9025.0
"['059297 2', 'USC00059297 6', 'YMAC2 7']",4200,CO,"[-102.8116, 40.2094]",YUMA 10 NW,4110.0
"['055236 2', 'USC00055236 6', 'LVDC2 7']",4201,CO,"[-105.085, 40.435]",LOVELAND 2N,5080.0
"['052215 2', 'DVEC2 7']",4202,CO,"[-105.0, 39.73333]",DENVER METRO STATE COLLEGE,5242.0
['057263 2'],4203,CO,"[-107.1, 38.88333]",RUBY,9850.0
['053443 2'],4204,CO,"[-106.98333, 38.95]",GOTHIC,9474.0
"['056921 2', 'USC00056921 6', 'REFC2 7']",4205,CO,"[-105.58556, 40.79778]",RED FEATHER LAKES,8300.0
"['03011 1', 'TEX 3', 'KTEX 5', 'USW00003011 32']",4206,CO,"[-107.9, 37.95]",TELLURIDE REGIONAL AP,9091.0
"['052441 2', 'USC00052441 6', 'DUGC2 7']",4207,CO,"[-107.8563, 37.2911]",DURANGO,6761.0
"['057296 2', 'USC00057296 6', 'RUTC2 7']",4208,CO,"[-105.71193, 40.70082]",RUSTIC 9WSW,7697.0
"['050301 2', 'USC00050301 6', 'ARAC2 7']",4209,CO,"[-102.1675, 39.0372]",ARAPAHOE 14N,4142.0
"['059213 2', 'USC00059213 6', 'WOWC2 7']",4210,CO,"[-103.5677, 40.075]",WOODROW 6NNE,4374.0
"['050185 2', 'USC00050185 6', 'APKC2 7']",4211,CO,"[-105.51833, 40.22889]",ALLENSPARK 3NW,8500.0
"['053006 2', 'USC00053006 6', 'MSWC2 7']",4213,CO,"[-105.0236, 40.5756]",FORT COLLINS 4 E,4920.0
"['051681 2', 'USC00051681 6', 'CCCC2 7']",4214,CO,"[-105.3847, 39.8958]",COAL CREEK CANYON,8950.0
"['054512 2', 'USC00054512 6', 'KEYC2 7']",4215,CO,"[-105.8725, 39.59083]",KEYSTONE 5 E,10050.0
"['053331 2', 'USC00053331 6', 'GCMC2 7']",4216,CO,"[-105.45028, 40.38972]",GLEN COMFORT,7350.0
"['058907 2', 'USC00058907 6', 'WGTC2 7']",4217,CO,"[-105.10972, 40.72556]",WELLINGTON 5 WNW,5260.0
"['057249 2', 'USC00057249 6', 'ROXC2 7']",4218,CO,"[-105.0702, 39.4286]",ROXBOROUGH STATE PARK,6117.0
"['055427 2', 'USC00055427 6', 'MTHC2 7']",28719,CO,"[-103.8455, 39.1288]",MATHESON 8 SE,5830.0
"['058690 2', 'USC00058690 6', 'VDAC2 7', 'VADC2 7']",28724,CO,"[-105.2186, 40.9656]",VIRGINIA DALE 7 ENE,7015.0
"['054825 2', 'USC00054825 6', 'LKSC2 7']",28725,CO,"[-104.92, 39.27861]",LARKSPUR 4 NW,6850.0
"['056323 2', 'USC00056323 6', 'PKKC2 7']",28763,CO,"[-104.7502, 39.5144]",PARKER,5904.0
"['051996 2', 'USC00051996 6', 'CKKC2 7']",28767,CO,"[-102.803, 40.86]",CROOK,3709.0
"['052631 2', 'USC00052631 6', 'ELIC2 7']",28772,CO,"[-104.62878, 39.38039]",ELIZABETH 2NW,6611.0
"['056532 2', 'SMPC2 7']",28795,CO,"[-108.13167, 38.0425]",PLACERVILLE 5 WNW,7010.0
"['057251 2', 'RURC2 7']",28796,CO,"[-106.8175, 39.36583]",RUEDI RESERVOIR,7790.0
"['058590 2', 'USC00058590 6', 'VCRC2 7']",28797,CO,"[-107.58333, 37.38333]",VALLECITO RESERVOIR,7673.0
"['058124 2', 'LILC2 7']",28817,CO,"[-108.42361, 40.54722]",SUNBEAM 12 W,5710.0
"['054676 2', 'BGMC2 7']",28818,CO,"[-106.33333, 39.88028]",KREMMLING 13SSE BLUE R,7730.0
"['055881 2', 'USC00055881 6', 'NEDC2 7']",28836,CO,"[-105.5461, 40.0361]",NEDERLAND 5 NNW,10010.0
"['052934 2', 'USC00052934 6', 'FLTC2 7']",28854,CO,"[-105.2353, 40.3692]",FLATIRON RESERVOIR,5504.0
"['054606 2', 'USC00054606 6', 'KCCC2 7']",28855,CO,"[-102.7232, 38.8867]",KIT CARSON 9NNE,4346.0
"['057560 2', 'USC00057560 6', 'SHAC2 7']",28856,CO,"[-103.2922, 39.5719]",SHAW 4ENE,5000.0
"['051443 2', 'USC00051443 6', 'CEDC2 7']",28870,CO,"[-107.89125, 38.90435]",CEDAREDGE 3E,6838.0
"['050581 2', 'USC00050581 6', 'BEDC2 7']",28871,CO,"[-108.8902, 38.3188]",BEDROCK,4980.0
"['057317 2', 'USC00057317 6', 'RYEC2 7']",28924,CO,"[-104.9484, 37.9137]",RYE 1SW,7141.0
"['051829 2', 'USC00051829 6', 'CFRC2 7']",28932,CO,"[-105.36306, 39.525]",CONIFER 8 W,9500.0
"['053388 2', 'USC00053388 6', 'GONC2 7']",28967,CO,"[-105.32028, 39.78]",GOLDEN 6 NW,7600.0
"['050105 2', 'USC00050105 6', 'AGRC2 7']",28976,CO,"[-104.9504, 37.3169]",AGUILAR 18WSW,8644.0
"['051020 2', 'USC00051020 6', 'BROC2 7']",28997,CO,"[-109.0225, 40.86333]",BROWNS PARK REFUGE 8 NW,5620.0
"['051811 2', 'COOC2 7']",29054,CO,"[-105.79444, 39.16028]",COMO 13 SSE,9500.0
"['052223 2', 'USC00052223 6', 'DVNC2 7']",29058,CO,"[-105.00861, 39.72944]",DENVER WATER DEPARTMENT,5225.0
"['056208 2', 'ORAC2 7']",29079,CO,"[-107.66667, 38.01667]",OURAY HWY MAINT STN,8030.0
['057910 2'],29095,CO,"[-105.73333, 37.0]",STATE LINE,7390.0
['050856 2'],29154,CO,"[-105.28333, 40.0]",BOULDER NO 3,5390.0
"['052947 2', 'USC00052947 6', 'FMMC2 7']",29155,CO,"[-102.8594, 40.6483]",FLEMING 3SW,4256.0
"['052538 2', 'USC00052538 6', 'EKYC2 7']",29167,CO,"[-102.5275, 40.33694]",ECKLEY 14 N,3893.0
"['058614 2', 'USC00058614 6', 'VERC2 7']",29168,CO,"[-102.3825, 39.9181]",VERNON 4SW,3900.0
"['051809 2', 'USC00051809 6', 'COOC2 7']",29220,CO,"[-105.8272, 39.2877]",COMO 4SE,9518.0
