datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2021-10-01 00:00:00+00:00,16.7,A,09180500,3800.0,A,1260.0,A,,,,
2021-10-02 00:00:00+00:00,17.2,A,09180500,3630.0,A,1280.0,A,,,,
2021-10-03 00:00:00+00:00,17.3,A,09180500,3450.0,A,1240.0,A,,,,
2021-10-04 00:00:00+00:00,17.5,A,09180500,3360.0,A,1200.0,A,,,,
2021-10-05 00:00:00+00:00,17.1,A,09180500,3180.0,A,1200.0,A,,,,
2021-10-06 00:00:00+00:00,17.3,A,09180500,3100.0,A,1240.0,A,,,,
2021-10-07 00:00:00+00:00,17.3,A,09180500,3030.0,A,1270.0,A,,,,
2021-10-08 00:00:00+00:00,16.5,A,09180500,2910.0,A,1260.0,A,,,,
2021-10-09 00:00:00+00:00,16.0,A,09180500,2800.0,A,1260.0,A,,,,
2021-10-10 00:00:00+00:00,15.3,A,09180500,2800.0,A,1290.0,A,,,,
2021-10-11 00:00:00+00:00,14.5,A,09180500,2860.0,A,1310.0,A,,,,
2021-10-12 00:00:00+00:00,13.4,A,09180500,3290.0,A,1360.0,A,,,,
2021-10-13 00:00:00+00:00,11.9,A,09180500,3410.0,A,1360.0,A,,,,
2021-10-14 00:00:00+00:00,11.7,A,09180500,3350.0,A,1320.0,A,,,,
2021-10-15 00:00:00+00:00,11.1,A,09180500,3520.0,A,1290.0,A,,,,
2021-10-16 00:00:00+00:00,10.5,A,09180500,3420.0,A,1270.0,A,,,,
2021-10-17 00:00:00+00:00,10.5,A,09180500,3390.0,A,1250.0,A,,,,
2021-10-18 00:00:00+00:00,11.0,A,09180500,3390.0,A,1240.0,A,,,,
2021-10-19 00:00:00+00:00,11.2,A,09180500,3430.0,A,1230.0,A,,,,
2021-10-20 00:00:00+00:00,11.1,A,09180500,3390.0,A,1220.0,A,,,,
2021-10-21 00:00:00+00:00,10.9,A,09180500,3270.0,A,1210.0,A,,,,
2021-10-22 00:00:00+00:00,11.0,A,09180500,3290.0,A,1210.0,A,,,,
2021-10-23 00:00:00+00:00,10.8,A,09180500,3250.0,A,1230.0,A,,,,
2021-10-24 00:00:00+00:00,11.2,A,09180500,3190.0,A,1240.0,A,,,,
2021-10-25 00:00:00+00:00,11.7,A,09180500,3140.0,A,1230.0,A,,,,
2021-10-26 00:00:00+00:00,11.6,A,09180500,3570.0,A,1220.0,A,,,,
2021-10-27 00:00:00+00:00,10.8,A,09180500,4010.0,A,1210.0,A,,,,
2021-10-28 00:00:00+00:00,10.2,A,09180500,3670.0,A,1200.0,A,,,,
2021-10-29 00:00:00+00:00,10.2,A,09180500,3460.0,A,1190.0,A,,,,
2021-10-30 00:00:00+00:00,10.3,A,09180500,3650.0,A,1210.0,A,,,,
2021-10-31 00:00:00+00:00,10.4,A,09180500,3450.0,A,1190.0,A,,,,
