datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2021-10-01 00:00:00+00:00,16.8,A,09315000,2060.0,A,747.0,A,8.4,A,428.0,A
2021-10-02 00:00:00+00:00,17.0,A,09315000,2470.0,A,720.0,A,8.3,A,536.0,A
2021-10-03 00:00:00+00:00,17.3,A,09315000,2270.0,A,709.0,A,8.3,A,525.0,A
2021-10-04 00:00:00+00:00,17.0,A,09315000,2110.0,A,708.0,A,8.3,A,1540.0,A
2021-10-05 00:00:00+00:00,16.5,A,09315000,2060.0,A,709.0,A,8.2,A,,
2021-10-06 00:00:00+00:00,17.2,A,09315000,1970.0,A,737.0,A,8.3,A,1200.0,A
2021-10-07 00:00:00+00:00,16.9,A,09315000,2010.0,A,758.0,A,8.3,A,971.0,A
2021-10-08 00:00:00+00:00,15.8,A,09315000,2240.0,A,807.0,A,8.0,A,,
2021-10-09 00:00:00+00:00,15.7,A,09315000,2090.0,A,756.0,A,8.3,A,,
2021-10-10 00:00:00+00:00,15.1,A,09315000,2090.0,A,760.0,A,8.6,A,2220.0,A
2021-10-11 00:00:00+00:00,14.6,A,09315000,2040.0,A,724.0,A,8.7,A,1160.0,A
2021-10-12 00:00:00+00:00,13.7,A,09315000,2040.0,A,725.0,A,8.8,A,700.0,A
2021-10-13 00:00:00+00:00,13.1,A,09315000,2060.0,A,736.0,A,9.1,A,496.0,A
2021-10-14 00:00:00+00:00,12.3,A,09315000,2130.0,A,736.0,A,9.3,A,473.0,A
2021-10-15 00:00:00+00:00,11.2,A,09315000,2100.0,A,741.0,A,9.7,A,417.0,A
2021-10-16 00:00:00+00:00,10.8,A,09315000,2080.0,A,734.0,A,9.8,A,349.0,A
2021-10-17 00:00:00+00:00,10.6,A,09315000,2070.0,A,729.0,A,9.8,A,337.0,A
2021-10-18 00:00:00+00:00,10.6,A,09315000,2080.0,A,742.0,A,9.7,A,325.0,A
2021-10-19 00:00:00+00:00,10.4,A,09315000,2190.0,A,746.0,A,9.7,A,389.0,A
2021-10-20 00:00:00+00:00,10.3,A,09315000,2220.0,A,769.0,A,9.9,A,531.0,A
2021-10-21 00:00:00+00:00,10.4,A,09315000,2410.0,A,760.0,A,9.9,A,514.0,A
2021-10-22 00:00:00+00:00,10.8,A,09315000,2460.0,A,730.0,A,9.8,A,317.0,A
2021-10-23 00:00:00+00:00,10.4,A,09315000,2320.0,A,707.0,A,9.7,A,547.0,A
2021-10-24 00:00:00+00:00,10.3,A,09315000,2210.0,A,693.0,A,9.7,A,1520.0,A
2021-10-25 00:00:00+00:00,11.1,A,09315000,2170.0,A,731.0,A,9.6,A,564.0,A
2021-10-26 00:00:00+00:00,11.2,A,09315000,2230.0,A,743.0,A,9.4,A,543.0,A
2021-10-27 00:00:00+00:00,10.5,A,09315000,2140.0,A,745.0,A,9.7,A,499.0,A
2021-10-28 00:00:00+00:00,10.5,A,09315000,2360.0,A,732.0,A,9.9,A,275.0,A
2021-10-29 00:00:00+00:00,10.3,A,09315000,2640.0,A,725.0,A,9.9,A,341.0,A
2021-10-30 00:00:00+00:00,10.1,A,09315000,2460.0,A,708.0,A,9.9,A,574.0,A
