datetime,00010_2_Mean,00010_2_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1995-11-23 00:00:00+00:00,,,13010065,391.0,A
1995-11-24 00:00:00+00:00,,,13010065,383.0,A
1995-11-25 00:00:00+00:00,,,13010065,387.0,A
1995-11-26 00:00:00+00:00,,,13010065,468.0,A
1995-11-27 00:00:00+00:00,,,13010065,444.0,A
1995-11-28 00:00:00+00:00,,,13010065,443.0,A
1995-11-29 00:00:00+00:00,,,13010065,457.0,A
1995-11-30 00:00:00+00:00,,,13010065,482.0,A
1995-12-01 00:00:00+00:00,,,13010065,537.0,A
1995-12-02 00:00:00+00:00,,,13010065,607.0,A
1995-12-03 00:00:00+00:00,,,13010065,511.0,A
1995-12-04 00:00:00+00:00,,,13010065,538.0,A
1995-12-05 00:00:00+00:00,,,13010065,521.0,A
1995-12-06 00:00:00+00:00,,,13010065,532.0,A
1995-12-07 00:00:00+00:00,,,13010065,508.0,A
1995-12-08 00:00:00+00:00,,,13010065,495.0,A
1995-12-09 00:00:00+00:00,,,13010065,487.0,A
1995-12-10 00:00:00+00:00,,,13010065,499.0,A
1995-12-11 00:00:00+00:00,,,13010065,491.0,A
1995-12-12 00:00:00+00:00,,,13010065,505.0,A
1995-12-13 00:00:00+00:00,,,13010065,568.0,A
1995-12-14 00:00:00+00:00,,,13010065,567.0,A
1995-12-15 00:00:00+00:00,,,13010065,539.0,A
1995-12-16 00:00:00+00:00,,,13010065,513.0,A
1995-12-17 00:00:00+00:00,,,13010065,490.0,"A, e"
1995-12-18 00:00:00+00:00,,,13010065,460.0,"A, e"
1995-12-19 00:00:00+00:00,,,13010065,450.0,"A, e"
1995-12-20 00:00:00+00:00,,,13010065,440.0,"A, e"
1995-12-21 00:00:00+00:00,,,13010065,430.0,"A, e"
1995-12-22 00:00:00+00:00,,,13010065,420.0,"A, e"
1995-12-23 00:00:00+00:00,,,13010065,400.0,"A, e"
1995-12-24 00:00:00+00:00,,,13010065,400.0,"A, e"
1995-12-25 00:00:00+00:00,,,13010065,380.0,"A, e"
1995-12-26 00:00:00+00:00,,,13010065,360.0,"A, e"
1995-12-27 00:00:00+00:00,,,13010065,340.0,"A, e"
1995-12-28 00:00:00+00:00,,,13010065,370.0,"A, e"
1995-12-29 00:00:00+00:00,,,13010065,397.0,A
1995-12-30 00:00:00+00:00,,,13010065,391.0,A
1995-12-31 00:00:00+00:00,,,13010065,392.0,A
1996-01-01 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-02 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-01-03 00:00:00+00:00,,,13010065,370.0,"A, e"
1996-01-04 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-01-05 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-01-06 00:00:00+00:00,,,13010065,340.0,"A, e"
1996-01-07 00:00:00+00:00,,,13010065,350.0,"A, e"
1996-01-08 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-01-09 00:00:00+00:00,,,13010065,377.0,A
1996-01-10 00:00:00+00:00,,,13010065,384.0,A
1996-01-11 00:00:00+00:00,,,13010065,377.0,A
1996-01-12 00:00:00+00:00,,,13010065,350.0,"A, e"
1996-01-13 00:00:00+00:00,,,13010065,350.0,"A, e"
1996-01-14 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-01-15 00:00:00+00:00,,,13010065,368.0,A
1996-01-16 00:00:00+00:00,,,13010065,382.0,A
1996-01-17 00:00:00+00:00,,,13010065,392.0,A
1996-01-18 00:00:00+00:00,,,13010065,340.0,"A, e"
1996-01-19 00:00:00+00:00,,,13010065,350.0,"A, e"
1996-01-20 00:00:00+00:00,,,13010065,370.0,"A, e"
1996-01-21 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-22 00:00:00+00:00,,,13010065,370.0,"A, e"
1996-01-23 00:00:00+00:00,,,13010065,370.0,"A, e"
1996-01-24 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-25 00:00:00+00:00,,,13010065,390.0,"A, e"
1996-01-26 00:00:00+00:00,,,13010065,370.0,"A, e"
1996-01-27 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-28 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-29 00:00:00+00:00,,,13010065,390.0,"A, e"
1996-01-30 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-01-31 00:00:00+00:00,,,13010065,360.0,"A, e"
1996-02-01 00:00:00+00:00,,,13010065,330.0,"A, e"
1996-02-02 00:00:00+00:00,,,13010065,320.0,"A, e"
1996-02-03 00:00:00+00:00,,,13010065,310.0,"A, e"
1996-02-04 00:00:00+00:00,,,13010065,380.0,"A, e"
1996-02-05 00:00:00+00:00,,,13010065,429.0,A
1996-02-06 00:00:00+00:00,,,13010065,429.0,A
1996-02-07 00:00:00+00:00,,,13010065,450.0,"A, e"
1996-02-08 00:00:00+00:00,,,13010065,470.0,"A, e"
1996-02-09 00:00:00+00:00,,,13010065,467.0,A
1996-02-10 00:00:00+00:00,,,13010065,457.0,A
1996-02-11 00:00:00+00:00,,,13010065,443.0,A
1996-02-12 00:00:00+00:00,,,13010065,429.0,A
1996-02-13 00:00:00+00:00,,,13010065,423.0,A
1996-02-14 00:00:00+00:00,,,13010065,419.0,A
1996-02-15 00:00:00+00:00,,,13010065,406.0,A
1996-02-16 00:00:00+00:00,,,13010065,395.0,A
1996-02-17 00:00:00+00:00,,,13010065,387.0,A
1996-02-18 00:00:00+00:00,,,13010065,391.0,A
1996-02-19 00:00:00+00:00,,,13010065,395.0,A
1996-02-20 00:00:00+00:00,,,13010065,401.0,A
1996-02-21 00:00:00+00:00,,,13010065,399.0,A
1996-02-22 00:00:00+00:00,,,13010065,403.0,A
1996-02-23 00:00:00+00:00,,,13010065,415.0,A
1996-02-24 00:00:00+00:00,,,13010065,410.0,A
1996-02-25 00:00:00+00:00,,,13010065,417.0,A
1996-02-26 00:00:00+00:00,,,13010065,414.0,A
1996-02-27 00:00:00+00:00,,,13010065,411.0,A
1996-02-28 00:00:00+00:00,,,13010065,396.0,A
1996-02-29 00:00:00+00:00,,,13010065,389.0,A
1996-03-01 00:00:00+00:00,,,13010065,381.0,A
1996-03-02 00:00:00+00:00,,,13010065,378.0,A
1996-03-03 00:00:00+00:00,,,13010065,377.0,A
1996-03-04 00:00:00+00:00,,,13010065,391.0,A
1996-03-05 00:00:00+00:00,,,13010065,409.0,A
1996-03-06 00:00:00+00:00,,,13010065,405.0,A
1996-03-07 00:00:00+00:00,,,13010065,398.0,A
1996-03-08 00:00:00+00:00,,,13010065,399.0,A
1996-03-09 00:00:00+00:00,,,13010065,396.0,A
1996-03-10 00:00:00+00:00,,,13010065,393.0,A
1996-03-11 00:00:00+00:00,,,13010065,390.0,A
1996-03-12 00:00:00+00:00,,,13010065,385.0,A
1996-03-13 00:00:00+00:00,,,13010065,378.0,A
1996-03-14 00:00:00+00:00,,,13010065,368.0,A
1996-03-15 00:00:00+00:00,,,13010065,360.0,A
1996-03-16 00:00:00+00:00,,,13010065,357.0,A
1996-03-17 00:00:00+00:00,,,13010065,360.0,A
1996-03-18 00:00:00+00:00,,,13010065,351.0,A
1996-03-19 00:00:00+00:00,,,13010065,338.0,A
1996-03-20 00:00:00+00:00,,,13010065,336.0,A
1996-03-21 00:00:00+00:00,,,13010065,344.0,A
1996-03-22 00:00:00+00:00,,,13010065,349.0,A
1996-03-23 00:00:00+00:00,,,13010065,350.0,A
1996-03-24 00:00:00+00:00,,,13010065,340.0,A
1996-03-25 00:00:00+00:00,,,13010065,324.0,A
1996-03-26 00:00:00+00:00,,,13010065,318.0,A
1996-03-27 00:00:00+00:00,,,13010065,324.0,A
1996-03-28 00:00:00+00:00,,,13010065,352.0,A
1996-03-29 00:00:00+00:00,,,13010065,364.0,A
1996-03-30 00:00:00+00:00,,,13010065,364.0,A
1996-03-31 00:00:00+00:00,,,13010065,362.0,A
1996-04-01 00:00:00+00:00,,,13010065,363.0,A
1996-04-02 00:00:00+00:00,,,13010065,376.0,A
1996-04-03 00:00:00+00:00,,,13010065,377.0,A
1996-04-04 00:00:00+00:00,,,13010065,374.0,A
1996-04-05 00:00:00+00:00,,,13010065,360.0,A
1996-04-06 00:00:00+00:00,,,13010065,366.0,A
1996-04-07 00:00:00+00:00,,,13010065,386.0,A
1996-04-08 00:00:00+00:00,,,13010065,423.0,A
1996-04-09 00:00:00+00:00,,,13010065,498.0,A
1996-04-10 00:00:00+00:00,,,13010065,606.0,A
1996-04-11 00:00:00+00:00,,,13010065,782.0,A
1996-04-12 00:00:00+00:00,,,13010065,758.0,A
1996-04-13 00:00:00+00:00,,,13010065,689.0,A
1996-04-14 00:00:00+00:00,,,13010065,612.0,A
1996-04-15 00:00:00+00:00,,,13010065,573.0,A
1996-04-16 00:00:00+00:00,,,13010065,601.0,A
1996-04-17 00:00:00+00:00,,,13010065,648.0,A
1996-04-18 00:00:00+00:00,,,13010065,633.0,A
1996-04-19 00:00:00+00:00,,,13010065,618.0,A
1996-04-20 00:00:00+00:00,,,13010065,577.0,A
1996-04-21 00:00:00+00:00,,,13010065,570.0,A
1996-04-22 00:00:00+00:00,,,13010065,547.0,A
1996-04-23 00:00:00+00:00,,,13010065,553.0,A
1996-04-24 00:00:00+00:00,,,13010065,748.0,A
1996-04-25 00:00:00+00:00,,,13010065,940.0,A
1996-04-26 00:00:00+00:00,,,13010065,867.0,A
1996-04-27 00:00:00+00:00,,,13010065,876.0,A
1996-04-28 00:00:00+00:00,,,13010065,796.0,A
1996-04-29 00:00:00+00:00,,,13010065,740.0,A
1996-04-30 00:00:00+00:00,,,13010065,713.0,A
1996-05-01 00:00:00+00:00,,,13010065,704.0,A
1996-05-02 00:00:00+00:00,,,13010065,710.0,A
1996-05-03 00:00:00+00:00,,,13010065,692.0,A
1996-05-04 00:00:00+00:00,,,13010065,671.0,A
1996-05-05 00:00:00+00:00,,,13010065,647.0,A
1996-05-06 00:00:00+00:00,,,13010065,666.0,A
1996-05-07 00:00:00+00:00,,,13010065,810.0,A
1996-05-08 00:00:00+00:00,,,13010065,1010.0,A
1996-05-09 00:00:00+00:00,,,13010065,1260.0,A
1996-05-10 00:00:00+00:00,,,13010065,1520.0,A
1996-05-11 00:00:00+00:00,,,13010065,1820.0,A
1996-05-12 00:00:00+00:00,,,13010065,2510.0,A
1996-05-13 00:00:00+00:00,,,13010065,3440.0,A
1996-05-14 00:00:00+00:00,1.7,A,13010065,4960.0,A
1996-05-15 00:00:00+00:00,2.0,A,13010065,5790.0,A
1996-05-16 00:00:00+00:00,1.8,A,13010065,6910.0,A
1996-05-17 00:00:00+00:00,2.2,A,13010065,6980.0,A
1996-05-18 00:00:00+00:00,2.4,A,13010065,6870.0,A
1996-05-19 00:00:00+00:00,2.6,A,13010065,5510.0,A
1996-05-20 00:00:00+00:00,3.7,A,13010065,4260.0,A
1996-05-21 00:00:00+00:00,4.3,A,13010065,3900.0,A
1996-05-22 00:00:00+00:00,4.0,A,13010065,4320.0,A
1996-05-23 00:00:00+00:00,2.4,A,13010065,4420.0,A
1996-05-24 00:00:00+00:00,4.3,A,13010065,3560.0,A
1996-05-25 00:00:00+00:00,5.2,A,13010065,3350.0,A
1996-05-26 00:00:00+00:00,4.3,A,13010065,4120.0,A
1996-05-27 00:00:00+00:00,4.9,A,13010065,4590.0,A
1996-05-28 00:00:00+00:00,4.1,A,13010065,5580.0,A
1996-05-29 00:00:00+00:00,3.9,A,13010065,6110.0,A
1996-05-30 00:00:00+00:00,4.0,A,13010065,6160.0,A
1996-05-31 00:00:00+00:00,4.6,A,13010065,5540.0,A
1996-06-01 00:00:00+00:00,4.7,A,13010065,5580.0,A
1996-06-02 00:00:00+00:00,4.8,A,13010065,6490.0,A
1996-06-03 00:00:00+00:00,4.7,A,13010065,8090.0,A
1996-06-04 00:00:00+00:00,4.6,A,13010065,9010.0,A
1996-06-05 00:00:00+00:00,4.7,A,13010065,11300.0,A
1996-06-06 00:00:00+00:00,5.0,A,13010065,8900.0,A
1996-06-07 00:00:00+00:00,5.5,A,13010065,8370.0,A
1996-06-08 00:00:00+00:00,5.7,A,13010065,9020.0,A
1996-06-09 00:00:00+00:00,5.7,A,13010065,9550.0,A
1996-06-10 00:00:00+00:00,5.9,A,13010065,9090.0,A
1996-06-11 00:00:00+00:00,6.2,A,13010065,8950.0,A
1996-06-12 00:00:00+00:00,6.7,A,13010065,8400.0,A
1996-06-13 00:00:00+00:00,6.8,A,13010065,8120.0,A
1996-06-14 00:00:00+00:00,7.2,A,13010065,8160.0,A
1996-06-15 00:00:00+00:00,7.3,A,13010065,8130.0,A
1996-06-16 00:00:00+00:00,7.5,A,13010065,7660.0,A
1996-06-17 00:00:00+00:00,7.6,A,13010065,7200.0,A
1996-06-18 00:00:00+00:00,7.2,A,13010065,6350.0,A
1996-06-19 00:00:00+00:00,6.8,A,13010065,5300.0,A
1996-06-20 00:00:00+00:00,7.9,A,13010065,4820.0,A
1996-06-21 00:00:00+00:00,8.0,A,13010065,4800.0,A
1996-06-22 00:00:00+00:00,8.2,A,13010065,5050.0,A
1996-06-23 00:00:00+00:00,7.9,A,13010065,4600.0,A
1996-06-24 00:00:00+00:00,9.4,A,13010065,4350.0,A
1996-06-25 00:00:00+00:00,9.6,A,13010065,4460.0,A
1996-06-26 00:00:00+00:00,9.4,A,13010065,4220.0,A
1996-06-27 00:00:00+00:00,9.2,A,13010065,4240.0,A
1996-06-28 00:00:00+00:00,8.5,A,13010065,4010.0,A
1996-06-29 00:00:00+00:00,9.8,A,13010065,3490.0,A
1996-06-30 00:00:00+00:00,10.9,A,13010065,3320.0,A
1996-07-01 00:00:00+00:00,11.5,A,13010065,3210.0,A
1996-07-02 00:00:00+00:00,12.1,A,13010065,3100.0,A
1996-07-03 00:00:00+00:00,12.3,A,13010065,2950.0,A
1996-07-04 00:00:00+00:00,12.9,A,13010065,2830.0,A
1996-07-05 00:00:00+00:00,13.0,A,13010065,2770.0,A
1996-07-06 00:00:00+00:00,12.7,A,13010065,2420.0,A
1996-07-07 00:00:00+00:00,13.4,A,13010065,2150.0,A
1996-07-08 00:00:00+00:00,14.2,A,13010065,2000.0,A
1996-07-09 00:00:00+00:00,14.9,A,13010065,1880.0,A
1996-07-10 00:00:00+00:00,15.0,A,13010065,1780.0,A
1996-07-11 00:00:00+00:00,15.2,A,13010065,1690.0,A
1996-07-12 00:00:00+00:00,15.4,A,13010065,1560.0,A
1996-07-13 00:00:00+00:00,15.3,A,13010065,1470.0,A
1996-07-14 00:00:00+00:00,15.3,A,13010065,1380.0,A
1996-07-15 00:00:00+00:00,15.4,A,13010065,1310.0,A
1996-07-16 00:00:00+00:00,14.6,A,13010065,1350.0,A
1996-07-17 00:00:00+00:00,14.2,A,13010065,1360.0,A
1996-07-18 00:00:00+00:00,14.4,A,13010065,1210.0,A
1996-07-19 00:00:00+00:00,,,13010065,1140.0,A
1996-07-20 00:00:00+00:00,,,13010065,1080.0,A
1996-07-21 00:00:00+00:00,,,13010065,1010.0,A
