,nrcs_id,inu_pc_smn,inu_pc_smx,inu_pc_slt,inu_pc_umn,inu_pc_umx,inu_pc_ult,lka_pc_sse,lka_pc_use,dor_pc_pva,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_uyr,ari_ix_sav,ari_ix_uav,cmi_ix_uyr,snw_pc_uyr,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,wet_pc_sg1,wet_pc_sg2,wet_pc_ug1,wet_pc_ug2,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gwt_cm_sav,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,pre_mm_uyr,pet_mm_syr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_uyr,aet_mm_syr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_uyr,pop_ct_ssu,pop_ct_usu,clz_cl_smj,cls_cl_smj,glc_cl_smj,pnv_cl_smj,wet_cl_smj,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,lit_cl_smj,SUB_AREA,UP_AREA,COAST,ORDER_,ENDO
522,06724000:CO:USGS,1,1,4,1,1,4,5,5,1916,36,36,101,73,40,40,-60,13,0,0,0,23,0,0,0,0,0,0,1,48,21,0,0,6,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,47,21,0,0,6,0,0,0,0,0,1,6,6,6,6,23,24,28,28,32,31,8,8,0,0,1,1,5,5,18,18,36,36,46,46,26,27,34,34,36,36,37,37,38,38,34,31,30,29,30,32,6,6,817,821,58.10300064086914,58.98500061035156,4,4,939,900,509,515,74,75,83,84,459,33,3151,2857,6300.35888671875,6289.7587890625,49034.53515625,49025.52734375,418,1093,22,32,58,92,134,167,188,162,112,70,34,21,1092,356,7,10,19,32,49,60,62,49,32,20,9,6,357,3624.116943359375,3623.7919921875,9,59,12,10,11.0,8,402,7,143,3,62672.8,62672.8,0,3,0
523,10344300:CA:USGS,10,11,13,10,11,13,141,142,670,85,85,188,80,44,44,-57,17,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,16,2,16,2,47,47,1,1,24,24,1,1,0,0,0,0,5,5,17,16,33,33,50,49,26,25,36,36,48,55,57,54,46,36,25,18,15,16,24,36,0,0,1605,1607,63.98699951171875,64.08300018310547,5,5,1118,1100,779,780,79,79,85,85,523,240,153452,1339,1450.6070556640625,1450.60498046875,13182.220703125,13182.234375,451,1136,27,36,61,91,132,165,195,172,120,75,37,25,1136,327,12,18,31,44,55,52,43,28,17,11,8,8,328,448.18798828125,448.18701171875,8,45,4,12,1.0,13,430,4,126,2,7162.9,7162.9,0,1,2
524,10349300:NV:USGS,10,11,13,10,11,13,141,142,670,85,85,188,80,44,44,-57,17,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,16,2,16,2,47,47,1,1,24,24,1,1,0,0,0,0,5,5,17,16,33,33,50,49,26,25,36,36,48,55,57,54,46,36,25,18,15,16,24,36,0,0,1605,1607,63.98699951171875,64.08300018310547,5,5,1118,1100,779,780,79,79,85,85,523,240,153452,1339,1450.6070556640625,1450.60498046875,13182.220703125,13182.234375,451,1136,27,36,61,91,132,165,195,172,120,75,37,25,1136,327,12,18,31,44,55,52,43,28,17,11,8,8,328,448.18798828125,448.18701171875,8,45,4,12,1.0,13,430,4,126,2,7162.9,7162.9,0,1,2
525,10244950:NV:USGS,0,0,3,0,0,4,0,0,0,64,61,152,64,28,29,-71,17,0,0,0,29,0,0,0,0,2,0,3,63,2,2,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,1,0,1,66,1,1,0,0,0,0,0,1,0,0,1,1,0,0,29,28,1,1,65,66,0,0,0,0,0,0,1,0,17,16,35,35,48,48,15,15,27,27,31,34,36,36,33,28,22,17,16,18,21,25,23,25,1322,1097,0.6690000295639038,1.0720000267028809,0,0,77,100,59,57,36,39,36,40,689,78,6,0,1873.4119873046875,1380.56201171875,11680.0546875,10315.8251953125,307,1112,23,32,56,88,132,168,198,171,117,71,34,22,1090,265,7,10,19,31,42,44,40,29,19,12,7,5,267,9.276000022888184,9.1899995803833,8,54,12,12,9.0,13,430,4,127,1,13747.9,13747.9,0,1,2
526,06205000:MT:USGS,1,1,3,1,1,3,11,11,8,87,88,202,39,61,62,-39,29,0,0,0,43,0,0,0,0,0,0,0,34,17,2,0,2,0,0,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,33,17,2,0,2,0,0,0,1,0,0,5,4,5,4,43,44,12,11,43,43,4,3,0,0,2,2,27,28,16,15,38,38,46,46,30,30,52,52,57,61,62,62,61,58,48,39,37,40,44,49,22,23,2095,2140,5.129000186920166,5.186999797821045,0,0,249,200,102,101,38,37,39,38,505,195,14925,56,8090.2041015625,8020.77099609375,93794.8671875,93649.1015625,507,898,12,20,41,72,113,144,173,149,91,51,20,11,895,414,6,11,23,40,64,77,76,54,32,19,8,5,416,189.3520050048828,188.7100067138672,8,54,4,10,11.0,8,367,6,142,3,37388.3,37388.3,0,3,0
527,14037500:OR:USGS,0,0,0,0,0,0,0,0,0,100,100,242,67,43,43,-57,17,0,0,0,41,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,10,10,36,36,1,1,0,0,0,0,5,5,18,18,43,43,40,40,36,36,41,41,52,59,61,59,52,43,32,23,20,21,28,40,3,3,1258,1258,0.531000018119812,0.5320000052452087,0,0,29,0,56,56,25,25,23,23,893,111,10,0,3994.14404296875,3994.135009765625,46353.59375,46353.55859375,418,1005,17,26,51,82,123,154,186,162,105,60,24,15,1005,356,8,15,30,46,61,62,54,35,20,12,6,5,356,10.9350004196167,10.9350004196167,8,45,12,4,1.0,5,348,7,121,2,20521.3,20521.3,0,2,0
528,09288180:UT:USGS,0,0,2,0,0,2,9,9,4869,92,92,251,40,49,49,-51,32,0,0,0,53,0,0,0,0,0,0,1,29,14,0,0,3,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,29,14,0,0,3,0,0,0,0,0,0,4,3,4,3,53,53,6,6,47,47,6,6,0,0,3,3,17,17,18,18,36,36,46,46,30,30,44,44,52,57,59,58,53,44,35,30,29,31,36,43,2,2,1699,1697,2.4590001106262207,2.4600000381469727,0,0,313,300,62,62,32,32,35,35,523,52,1800,1737,965.7509765625,965.7529907226562,4868.7568359375,4868.76318359375,414,935,15,22,44,75,116,148,170,146,98,59,26,15,935,342,7,11,23,38,54,58,54,40,26,17,8,6,342,24.340999603271484,24.340999603271484,8,45,4,12,11.0,13,429,4,130,3,9912.7,9912.7,0,2,0
529,09285000:UT:USGS,0,0,2,0,0,2,9,9,4869,92,92,251,40,49,49,-51,32,0,0,0,53,0,0,0,0,0,0,1,29,14,0,0,3,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,29,14,0,0,3,0,0,0,0,0,0,4,3,4,3,53,53,6,6,47,47,6,6,0,0,3,3,17,17,18,18,36,36,46,46,30,30,44,44,52,57,59,58,53,44,35,30,29,31,36,43,2,2,1699,1697,2.4590001106262207,2.4600000381469727,0,0,313,300,62,62,32,32,35,35,523,52,1800,1737,965.7509765625,965.7529907226562,4868.7568359375,4868.76318359375,414,935,15,22,44,75,116,148,170,146,98,59,26,15,935,342,7,11,23,38,54,58,54,40,26,17,8,6,342,24.340999603271484,24.340999603271484,8,45,4,12,11.0,13,429,4,130,3,9912.7,9912.7,0,2,0
530,14375100:OR:USGS,2,3,3,2,3,3,2,2,72,139,139,320,89,103,103,-4,19,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,94,94,2,2,20,20,2,2,0,0,0,0,10,10,17,17,36,36,47,47,53,53,67,67,95,98,98,94,82,63,44,30,26,32,56,83,6,6,1456,1457,21.67099952697754,21.70199966430664,1,1,382,400,226,226,50,50,49,49,470,805,821,775,4703.7412109375,4703.73388671875,60219.76953125,60219.74609375,1054,1061,23,34,59,88,128,154,183,162,114,67,29,20,1061,588,22,34,58,82,101,91,73,46,29,21,16,17,588,288.1669921875,288.1669921875,10,61,4,4,11.0,5,357,5,123,3,13341.4,13341.7,0,1,0
531,09143500:CO:USGS,0,0,2,0,0,2,3,3,403,110,110,306,31,57,57,-44,34,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,5,4,5,4,77,77,5,5,40,40,5,5,0,0,3,4,15,15,13,13,35,35,52,52,44,44,50,50,59,63,65,64,58,47,39,36,36,38,43,50,4,4,2566,2569,4.6020002365112305,4.5980000495910645,0,0,166,200,97,97,34,34,40,40,513,144,1332,1172,4112.7919921875,4112.7900390625,43114.08984375,43114.01953125,493,956,16,24,47,76,118,152,167,144,102,64,30,17,956,402,8,13,27,44,61,64,59,48,34,23,11,7,402,95.45899963378906,95.45899963378906,7,37,4,4,11.0,5,353,4,130,3,20774.7,20774.7,0,3,0
532,12370000:MT:USGS,4,4,7,4,4,7,31,31,508,143,143,246,37,79,79,-21,39,0,0,0,77,0,0,0,0,0,0,0,13,4,1,0,3,0,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,13,4,1,0,3,0,0,0,2,0,0,10,7,10,7,77,77,5,5,12,12,2,2,0,0,0,0,31,31,14,14,39,38,46,46,43,42,68,68,81,89,90,87,80,71,58,46,43,46,54,67,10,10,1140,1139,5.757999897003174,5.760000228881836,0,0,280,300,72,72,28,28,30,30,537,483,9712,6038,7962.1220703125,7962.11376953125,130403.4453125,130403.0546875,633,824,9,17,36,66,108,135,165,140,83,42,15,8,824,505,7,15,32,56,84,93,90,62,35,19,7,5,505,123.25299835205078,123.25299835205078,7,37,4,6,11.0,5,361,6,120,3,23395.3,23395.3,0,4,0
533,06094100:MT:USGS,1,1,5,1,1,5,7,7,1210,29,29,70,54,40,40,-59,15,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,15,14,15,14,12,12,50,50,32,32,4,4,0,0,0,0,3,3,19,19,39,39,42,42,25,25,36,36,40,42,43,42,41,40,36,30,29,29,30,33,10,10,511,512,1.2769999504089355,1.274999976158142,0,0,193,200,68,68,30,30,30,30,417,111,2352,2163,3190.37109375,3190.3720703125,21235.408203125,21235.46875,359,909,10,19,41,77,121,149,175,150,90,50,18,10,909,314,4,7,16,30,48,59,59,44,25,14,5,3,314,30.18199920654297,30.18199920654297,8,54,13,10,11.0,8,396,6,142,3,23849.3,23849.3,0,2,0
534,15056210:AK:USGS,10,12,16,82,84,89,8,2,0,233,181,1036,31,151,195,48,39,0,0,0,3,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,17,1,18,21,11,12,39,35,50,53,109,137,87,89,100,100,100,98,91,78,67,62,67,82,94,99,0,0,3711,947,1.8070000410079956,0.0430000014603138,0,0,114,81,31,14,27,30,24,31,571,931,27,0,505.0190124511719,26.70400047302246,2327.044921875,58.00600051879883,1058,494,1,5,17,40,76,104,109,82,42,15,4,1,542,375,1,5,17,39,68,80,72,51,28,12,3,1,426,2.9649999141693115,0.0,6,19,21,13,10.0,11,420,5,103,9,1837.7,1837.7,1,0,0
535,15292700:AK:USGS,0,0,1,0,0,1,4,4,0,168,168,523,-38,123,123,18,62,0,1,0,1,0,6,0,0,7,0,11,6,1,49,2,0,0,1,0,1,13,0,0,1,0,1,0,6,0,0,7,0,11,6,1,49,2,0,0,1,0,1,14,0,1,0,1,0,9,9,0,0,0,0,0,0,4,4,47,47,2,2,12,12,43,42,45,44,131,131,90,90,100,100,100,98,90,80,75,75,81,89,95,99,0,0,3918,3932,0.0,0.0,0,0,6,0,0,0,1,1,1,1,489,710,131,0,2092.0009765625,2092.0,21987.119140625,21987.142578125,514,421,0,2,9,30,66,97,101,71,35,9,1,0,421,339,0,2,9,29,58,77,75,53,28,8,0,0,339,0.0,0.0,6,20,14,13,10.0,11,405,5,103,3,4604.8,4604.8,0,2,0
536,15485500:AK:USGS,0,0,5,2,2,5,1,7,0,61,119,125,-57,63,62,-39,57,0,0,0,28,0,3,0,0,25,0,19,7,1,14,0,0,0,0,0,2,1,0,0,0,0,28,0,3,0,0,22,0,10,5,3,18,0,0,0,0,0,4,8,0,35,34,15,14,31,31,0,0,0,0,0,0,0,3,31,50,0,18,12,11,43,42,44,44,100,111,63,60,72,76,78,76,67,56,50,49,51,54,58,63,0,0,1281,1582,0.7929999828338623,1.5820000171661377,0,0,171,100,19,31,14,12,13,11,126,343,5199,0,2891.010009765625,21549.12890625,59704.640625,327313.8125,307,516,0,0,7,37,89,126,124,86,39,8,0,0,510,286,0,0,5,27,58,69,62,42,19,4,0,0,272,5.335000038146973,98.37999725341797,7,36,4,6,10.0,6,375,11,101,3,7327.1,64097.6,0,2,0
537,15515500:AK:USGS,0,0,5,2,2,5,1,7,0,61,119,125,-57,63,62,-39,57,0,0,0,28,0,3,0,0,25,0,19,7,1,14,0,0,0,0,0,2,1,0,0,0,0,28,0,3,0,0,22,0,10,5,3,18,0,0,0,0,0,4,8,0,35,34,15,14,31,31,0,0,0,0,0,0,0,3,31,50,0,18,12,11,43,42,44,44,100,111,63,60,72,76,78,76,67,56,50,49,51,54,58,63,0,0,1281,1582,0.7929999828338623,1.5820000171661377,0,0,171,100,19,31,14,12,13,11,126,343,5199,0,2891.010009765625,21549.12890625,59704.640625,327313.8125,307,516,0,0,7,37,89,126,124,86,39,8,0,0,510,286,0,0,5,27,58,69,62,42,19,4,0,0,272,5.335000038146973,98.37999725341797,7,36,4,6,10.0,6,375,11,101,3,7327.1,64097.6,0,2,0
538,12117000:WA:USGS,17,30,41,88,94,96,40,1,0,81,53,197,107,190,118,15,10,0,0,0,68,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,22,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,27,23,51,51,69,24,2,1,1,0,0,0,0,0,0,0,14,2,9,9,39,28,52,63,99,75,83,75,100,100,100,99,93,82,67,55,54,66,85,98,0,0,729,199,758.5289916992188,1326.2249755859375,48,84,3889,6232,5075,7141,241,359,241,361,378,1135,1,0,1032.3360595703125,27.299999237060547,8370.2587890625,62.01599884033203,1011,804,15,24,46,72,106,123,140,121,81,44,19,13,861,607,15,24,46,71,97,98,91,65,43,29,16,13,563,2216.031982421875,270.1889953613281,10,60,4,4,11.0,5,364,5,103,3,3085.3,3085.3,1,0,0
539,12480000:WA:USGS,1,1,2,1,1,2,4,4,433,89,89,228,71,101,101,-27,21,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,5,5,5,5,48,48,15,15,38,38,10,10,0,0,0,0,10,10,14,14,41,41,45,45,55,55,50,50,65,69,69,66,59,50,38,30,27,33,44,55,2,2,2170,2161,22.722999572753906,22.79400062561035,1,1,779,800,256,256,78,78,70,71,716,308,1382,1322,3533.9609375,3533.972900390625,35573.8046875,35573.7265625,734,900,13,22,47,77,117,142,166,143,93,50,19,11,901,357,7,13,29,46,61,61,54,37,22,14,7,5,356,361.6759948730469,361.6759948730469,8,54,4,12,10.0,8,398,6,120,2,15930.4,15930.4,0,3,0
540,08302500:NM:USGS,0,0,1,0,0,3,1,2,1528,54,70,174,59,30,44,-56,19,0,0,0,39,0,0,0,0,0,0,2,53,3,1,0,0,0,0,0,0,0,2,0,0,0,56,0,0,0,0,0,0,1,31,8,0,0,4,0,0,0,0,0,1,1,1,5,5,39,56,2,6,49,39,2,6,0,0,0,1,13,13,16,14,34,33,50,52,23,34,28,39,33,34,34,31,26,21,20,23,26,26,28,30,18,13,1010,1240,70.46800231933594,23.006999969482422,5,2,1037,400,705,274,89,51,95,55,804,26,4302,3325,1632.6419677734375,6078.72607421875,22442.87109375,59909.9609375,430,1283,35,46,79,115,159,191,195,169,127,87,48,33,1089,306,11,14,24,32,37,36,38,39,31,22,12,9,354,1028.4849853515625,1128.75,9,65,12,12,9.0,13,429,6,132,1,14659.0,49334.1,0,1,0
541,13052200:ID:USGS,0,0,1,0,0,1,8,8,70,50,50,141,27,62,62,-38,45,0,0,0,71,0,0,0,0,0,0,0,6,6,1,0,17,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,6,6,1,0,17,0,0,0,0,0,0,5,4,5,4,71,71,16,16,19,19,14,14,0,0,0,0,18,18,15,15,42,42,42,42,36,36,56,56,66,75,79,77,70,60,47,36,33,34,41,52,26,26,641,642,4.9720001220703125,4.991000175476074,0,0,343,300,54,53,47,47,38,38,218,305,425,188,2246.534912109375,2246.532958984375,18543.45703125,18543.466796875,534,890,10,17,37,68,112,144,174,151,95,52,19,9,890,442,6,12,28,50,76,82,77,52,30,17,7,4,442,41.71699905395508,41.71699905395508,7,37,4,6,11.0,5,367,6,122,3,8455.5,8455.9,0,2,0
542,06108000:MT:USGS,1,1,5,1,1,5,7,7,1210,29,29,70,54,40,40,-59,15,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,15,14,15,14,12,12,50,50,32,32,4,4,0,0,0,0,3,3,19,19,39,39,42,42,25,25,36,36,40,42,43,42,41,40,36,30,29,29,30,33,10,10,511,512,1.2769999504089355,1.274999976158142,0,0,193,200,68,68,30,30,30,30,417,111,2352,2163,3190.37109375,3190.3720703125,21235.408203125,21235.46875,359,909,10,19,41,77,121,149,175,150,90,50,18,10,909,314,4,7,16,30,48,59,59,44,25,14,5,3,314,30.18199920654297,30.18199920654297,8,54,13,10,11.0,8,396,6,142,3,23849.3,23849.3,0,2,0
543,13055000:ID:USGS,0,0,1,0,0,1,8,8,70,50,50,141,27,62,62,-38,45,0,0,0,71,0,0,0,0,0,0,0,6,6,1,0,17,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,6,6,1,0,17,0,0,0,0,0,0,5,4,5,4,71,71,16,16,19,19,14,14,0,0,0,0,18,18,15,15,42,42,42,42,36,36,56,56,66,75,79,77,70,60,47,36,33,34,41,52,26,26,641,642,4.9720001220703125,4.991000175476074,0,0,343,300,54,53,47,47,38,38,218,305,425,188,2246.534912109375,2246.532958984375,18543.45703125,18543.466796875,534,890,10,17,37,68,112,144,174,151,95,52,19,9,890,442,6,12,28,50,76,82,77,52,30,17,7,4,442,41.71699905395508,41.71699905395508,7,37,4,6,11.0,5,367,6,122,3,8455.5,8455.9,0,2,0
544,12175500:WA:USGS,3,4,6,3,4,6,9,9,233,232,232,639,45,208,208,48,40,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,0,0,0,82,0,1,0,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,5,3,5,3,83,83,3,3,2,2,0,0,2,2,1,1,57,57,7,7,43,42,50,50,113,112,86,86,100,100,100,99,95,85,70,59,58,72,90,99,11,11,5750,5755,10.227999687194824,10.258999824523926,1,1,206,200,103,103,30,30,31,31,833,1220,2529,2456,3661.303955078125,3661.31005859375,53116.125,53116.046875,1448,701,10,17,34,58,92,113,133,114,72,37,13,8,701,542,10,17,34,58,86,93,90,65,41,26,12,8,543,81.60199737548828,81.60199737548828,6,32,4,6,11.0,5,358,5,103,8,8183.2,8183.2,0,1,0
545,12301300:MT:USGS,3,3,5,2,2,3,21,12,449,149,173,331,23,95,101,-1,43,0,0,0,79,0,6,0,0,0,0,0,10,1,1,0,1,0,0,0,2,0,0,0,0,0,75,0,3,0,0,1,0,1,10,1,6,0,1,0,0,0,3,0,0,5,3,3,1,85,78,1,1,1,2,0,0,0,0,0,4,4,10,10,13,41,40,50,46,74,69,73,77,93,97,98,94,85,74,59,47,43,48,62,80,11,35,785,1809,2.4110000133514404,2.506999969482422,0,0,133,200,44,34,27,23,27,22,564,423,8655,7434,8528.94921875,14456.544921875,202466.96875,272359.71875,722,811,8,16,35,67,109,134,164,138,82,39,13,7,742,524,7,15,34,62,90,96,92,62,35,18,7,5,510,45.020999908447266,93.35700225830078,7,34,4,6,11.0,5,361,6,120,3,19508.2,38389.2,0,3,0
546,09119000:CO:USGS,0,0,2,0,0,2,3,3,403,110,110,306,31,57,57,-44,34,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,5,4,5,4,77,77,5,5,40,40,5,5,0,0,3,4,15,15,13,13,35,35,52,52,44,44,50,50,59,63,65,64,58,47,39,36,36,38,43,50,4,4,2566,2569,4.6020002365112305,4.5980000495910645,0,0,166,200,97,97,34,34,40,40,513,144,1332,1172,4112.7919921875,4112.7900390625,43114.08984375,43114.01953125,493,956,16,24,47,76,118,152,167,144,102,64,30,17,956,402,8,13,27,44,61,64,59,48,34,23,11,7,402,95.45899963378906,95.45899963378906,7,37,4,4,11.0,5,353,4,130,3,20774.7,20774.7,0,3,0
547,09115500:CO:USGS,0,0,2,0,0,2,3,3,403,110,110,306,31,57,57,-44,34,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,5,4,5,4,77,77,5,5,40,40,5,5,0,0,3,4,15,15,13,13,35,35,52,52,44,44,50,50,59,63,65,64,58,47,39,36,36,38,43,50,4,4,2566,2569,4.6020002365112305,4.5980000495910645,0,0,166,200,97,97,34,34,40,40,513,144,1332,1172,4112.7919921875,4112.7900390625,43114.08984375,43114.01953125,493,956,16,24,47,76,118,152,167,144,102,64,30,17,956,402,8,13,27,44,61,64,59,48,34,23,11,7,402,95.45899963378906,95.45899963378906,7,37,4,4,11.0,5,353,4,130,3,20774.7,20774.7,0,3,0
548,06306300:MT:USGS,0,0,1,0,0,1,1,1,337,50,50,116,64,40,40,-60,18,0,0,0,20,0,0,0,0,0,0,0,42,35,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,42,35,1,0,1,0,0,0,0,0,0,1,1,1,1,20,20,7,7,76,76,2,2,0,0,0,0,1,1,15,15,36,36,49,49,17,17,36,36,40,42,42,43,43,41,35,27,25,27,30,33,7,7,1232,1234,2.2160000801086426,2.2320001125335693,0,0,190,200,74,73,41,41,43,43,675,47,213,200,1614.9820556640625,1614.97705078125,11521.650390625,11521.6787109375,398,1019,13,22,48,86,130,163,194,167,102,58,23,12,1019,343,5,9,19,35,54,66,63,43,25,15,6,4,343,31.246000289916992,31.246000289916992,8,54,12,10,11.0,8,396,6,142,3,13980.7,13982.0,0,3,0
549,06298000:WY:USGS,0,0,1,0,0,1,1,1,337,50,50,116,64,40,40,-60,18,0,0,0,20,0,0,0,0,0,0,0,42,35,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,42,35,1,0,1,0,0,0,0,0,0,1,1,1,1,20,20,7,7,76,76,2,2,0,0,0,0,1,1,15,15,36,36,49,49,17,17,36,36,40,42,42,43,43,41,35,27,25,27,30,33,7,7,1232,1234,2.2160000801086426,2.2320001125335693,0,0,190,200,74,73,41,41,43,43,675,47,213,200,1614.9820556640625,1614.97705078125,11521.650390625,11521.6787109375,398,1019,13,22,48,86,130,163,194,167,102,58,23,12,1019,343,5,9,19,35,54,66,63,43,25,15,6,4,343,31.246000289916992,31.246000289916992,8,54,12,10,11.0,8,396,6,142,3,13980.7,13982.0,0,3,0
550,09499000:AZ:USGS,1,1,3,1,1,3,4,4,5744,94,94,235,122,41,41,-59,6,0,0,0,90,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,2,1,90,90,0,0,34,34,0,0,0,0,0,0,9,9,19,19,35,35,46,46,35,35,39,39,50,54,55,49,37,26,23,29,32,32,35,42,11,11,3128,3131,2.559999942779541,2.562999963760376,0,0,149,100,85,85,30,30,33,33,673,21,2180,2113,965.718994140625,965.718017578125,4836.623046875,4836.62890625,540,1363,44,55,85,121,164,195,197,172,135,97,57,42,1363,457,21,29,45,57,56,45,46,50,42,30,19,17,457,41.176998138427734,41.176998138427734,9,65,4,4,11.0,5,346,4,131,3,16142.0,16142.0,0,4,0
551,13083000:ID:USGS,1,1,1,1,1,2,9,11,512,42,64,109,46,30,45,-55,31,0,0,0,26,0,0,0,0,1,0,1,40,15,2,0,15,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,23,10,1,0,13,0,0,0,0,0,0,2,1,3,2,26,52,26,19,54,35,19,15,0,0,0,0,6,14,19,17,41,40,39,42,20,27,29,41,36,40,42,41,37,31,24,18,16,17,21,26,24,28,443,851,8.892000198364258,8.5600004196167,1,0,426,400,134,117,62,52,69,55,627,102,7374,5529,6909.97802734375,15487.443359375,109713.4375,212874.484375,405,1053,16,25,51,86,131,163,196,170,111,64,27,15,962,274,5,9,21,34,47,49,44,29,17,11,5,3,344,245.0330047607422,508.13800048828125,8,54,12,12,2.0,13,434,6,122,1,27779.6,59816.2,0,1,0
