,nrcs_id,inu_pc_smn,inu_pc_smx,inu_pc_slt,inu_pc_umn,inu_pc_umx,inu_pc_ult,lka_pc_sse,lka_pc_use,dor_pc_pva,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_uyr,ari_ix_sav,ari_ix_uav,cmi_ix_uyr,snw_pc_uyr,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,wet_pc_sg1,wet_pc_sg2,wet_pc_ug1,wet_pc_ug2,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gwt_cm_sav,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,pre_mm_uyr,pet_mm_syr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_uyr,aet_mm_syr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_uyr,pop_ct_ssu,pop_ct_usu,clz_cl_smj,cls_cl_smj,glc_cl_smj,pnv_cl_smj,wet_cl_smj,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,lit_cl_smj,SUB_AREA,UP_AREA,COAST,ORDER_,ENDO
96,12433200:WA:USGS,2,2,3,2,2,3,14,14,58,113,113,165,66,81,81,-19,29,0,0,0,79,0,0,0,0,0,0,0,8,6,1,0,4,0,0,0,1,0,1,0,0,0,79,0,0,0,0,0,0,0,8,6,1,0,4,0,0,0,1,0,1,3,2,3,2,80,80,14,14,8,8,1,1,0,0,0,0,1,1,10,10,43,43,46,46,66,66,65,65,85,92,93,89,80,66,50,37,33,37,51,71,2,2,845,846,38.040000915527344,37.952999114990234,3,3,945,900,378,377,70,70,71,71,535,425,1624,421,6016.48583984375,6016.4970703125,93909.765625,93909.765625,736,919,11,20,43,76,120,146,180,154,95,48,17,10,918,521,9,18,39,67,93,93,84,55,31,17,8,7,521,645.7680053710938,645.7670288085938,8,51,4,4,11.0,5,361,6,120,3,17353.6,17353.6,0,3,0
97,12452500:WA:USGS,3,3,6,2,3,4,30,21,648,204,158,646,34,106,88,-15,41,0,0,0,70,0,0,0,0,0,0,0,17,3,8,0,1,0,0,0,0,1,0,0,0,0,66,0,5,0,0,0,0,1,11,3,8,1,1,0,0,0,2,2,0,4,0,4,2,70,71,7,4,7,8,2,1,1,1,1,3,33,12,10,12,41,39,49,48,68,65,64,67,82,86,87,84,75,62,49,38,35,40,56,72,11,20,6812,1947,4.8979997634887695,7.77400016784668,0,0,366,300,90,82,33,33,33,32,800,564,214098,68935,4945.4619140625,102905.484375,310069.25,3235354.5,646,802,9,17,38,67,106,131,156,133,83,42,14,8,782,420,7,14,31,52,73,74,68,46,27,15,7,5,459,16.88599967956543,1671.251953125,8,54,4,6,1.0,5,358,6,120,9,4457.9,228648.3,0,2,0
98,15493000:AK:USGS,1,1,2,1,1,2,1,1,0,125,125,182,-50,57,57,-43,54,0,3,0,40,0,12,0,0,19,0,15,4,1,3,0,0,0,0,0,2,0,0,0,3,0,40,0,12,0,0,19,0,15,4,1,3,0,0,0,0,0,2,0,0,5,5,5,5,55,55,0,0,0,0,0,0,0,0,47,47,19,19,12,12,43,43,45,45,127,127,58,58,67,70,73,71,63,53,46,44,46,48,52,56,0,0,103,103,13.682999610900879,13.73900032043457,1,1,603,600,150,150,42,43,41,41,348,263,13,0,1049.279052734375,1049.2779541015625,6838.8720703125,6838.8798828125,292,515,0,0,5,35,89,128,126,87,38,7,0,0,515,266,0,0,3,25,55,66,58,39,17,3,0,0,266,73.80899810791016,73.80899810791016,7,36,4,6,10.0,11,416,11,102,8,5504.7,5504.8,0,3,0
99,11277300:CA:USGS,1,4,8,1,4,8,17,17,1681,110,110,332,99,75,75,-25,22,0,0,0,71,0,0,0,0,0,0,0,18,7,1,0,3,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,18,7,1,0,3,0,0,0,0,0,0,13,12,13,12,71,71,7,7,15,15,8,8,0,0,0,0,42,42,15,15,31,31,54,54,33,33,56,56,79,87,89,86,74,54,37,25,21,22,37,61,10,10,3851,3847,47.34400177001953,47.47100067138672,2,2,497,500,404,405,58,58,61,61,505,384,3490,3428,1493.45703125,1493.45703125,15583.75390625,15583.7451171875,789,1148,32,41,66,93,133,162,187,166,120,79,41,29,1149,519,25,35,56,76,89,77,59,36,21,16,14,17,519,236.91099548339844,236.91099548339844,12,84,4,4,11.0,5,366,5,125,9,5030.0,5030.0,0,3,0
100,10384000:OR:USGS,7,7,10,7,7,10,76,76,0,65,65,130,69,36,37,-63,17,0,0,0,45,0,0,0,0,0,0,0,46,3,3,0,1,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0,46,3,3,0,1,0,0,0,1,0,0,16,10,16,10,45,46,5,5,45,44,4,4,0,0,0,0,3,3,17,17,38,37,45,45,32,32,35,35,44,50,53,51,45,37,28,20,17,18,24,33,0,0,563,563,0.17900000512599945,0.17900000512599945,0,0,14,0,44,44,25,25,25,25,644,71,5267,0,133.47300720214844,133.4739990234375,183.48599243164062,183.48599243164062,369,1036,20,29,52,83,125,154,187,163,110,65,28,19,1036,318,9,14,26,40,54,54,48,31,18,11,6,6,318,0.41499999165534973,0.41499999165534973,8,54,12,12,10.0,13,434,4,124,1,2319.4,2319.4,0,1,2
101,07206000:NM:USGS,0,0,1,0,0,1,2,2,0,55,55,144,79,37,37,-63,9,0,0,0,51,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,4,4,4,4,51,51,2,2,63,63,1,1,0,0,0,0,2,2,17,17,34,34,49,49,31,31,33,33,36,36,35,32,30,29,29,33,35,33,33,33,19,19,829,830,1.2610000371932983,1.2580000162124634,0,0,97,100,92,91,41,41,46,46,690,11,92,0,350.3110046386719,350.3110046386719,1290.64404296875,1290.64404296875,429,1183,32,41,71,105,145,173,182,158,119,82,44,30,1183,366,11,14,23,32,43,48,54,53,40,27,14,9,366,14.074000358581543,14.074000358581543,9,59,4,10,11.0,8,402,6,144,3,11213.7,11213.9,0,3,0
102,07207000:NM:USGS,0,0,1,0,0,1,2,2,0,55,55,144,79,37,37,-63,9,0,0,0,51,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,4,4,4,4,51,51,2,2,63,63,1,1,0,0,0,0,2,2,17,17,34,34,49,49,31,31,33,33,36,36,35,32,30,29,29,33,35,33,33,33,19,19,829,830,1.2610000371932983,1.2580000162124634,0,0,97,100,92,91,41,41,46,46,690,11,92,0,350.3110046386719,350.3110046386719,1290.64404296875,1290.64404296875,429,1183,32,41,71,105,145,173,182,158,119,82,44,30,1183,366,11,14,23,32,43,48,54,53,40,27,14,9,366,14.074000358581543,14.074000358581543,9,59,4,10,11.0,8,402,6,144,3,11213.7,11213.9,0,3,0
103,10172500:UT:USGS,17,23,25,21,26,28,157,189,1164,85,90,189,76,48,50,-50,22,0,0,0,45,0,0,0,0,0,0,1,24,10,1,0,3,0,0,0,13,0,3,0,0,0,49,0,0,0,0,0,0,1,15,10,2,0,4,0,0,0,16,0,4,17,2,20,2,45,49,9,10,26,23,6,7,0,0,0,0,7,9,19,20,38,39,42,40,23,25,44,45,53,59,62,62,56,45,33,26,24,27,34,42,18,20,1852,1963,131.3179931640625,157.9340057373047,9,11,1701,2000,1391,1657,104,117,119,131,379,164,2502,2401,2654.39599609375,2302.2451171875,19369.056640625,18132.982421875,504,1066,19,28,54,86,130,165,191,165,112,67,31,18,1060,406,9,16,32,51,69,69,59,40,26,18,10,7,417,1959.52001953125,1949.239990234375,9,59,4,10,1.0,13,430,4,127,11,14977.0,14977.0,0,2,1
104,14209500:OR:USGS,3,4,8,3,4,8,5,5,97,99,99,246,90,176,176,36,19,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,12,0,0,0,0,2,2,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,11,0,0,0,0,2,2,5,4,5,4,69,69,17,17,8,8,6,6,0,0,0,0,7,7,16,16,41,41,43,43,70,70,78,78,100,100,100,99,92,78,59,43,40,52,78,97,1,1,1349,1348,83.29000091552734,82.552001953125,5,5,950,900,677,671,93,93,87,87,351,1191,4146,3354,13812.666015625,13812.6513671875,233763.296875,233762.671875,1612,944,19,29,53,80,116,140,165,146,99,57,24,16,944,647,19,29,53,78,105,106,91,61,39,29,20,16,647,2367.31005859375,2367.30810546875,10,60,4,4,11.0,5,352,7,121,2,28949.1,28949.1,0,2,0
105,14210000:OR:USGS,3,4,8,3,4,8,5,5,97,99,99,246,90,176,176,36,19,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,12,0,0,0,0,2,2,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,11,0,0,0,0,2,2,5,4,5,4,69,69,17,17,8,8,6,6,0,0,0,0,7,7,16,16,41,41,43,43,70,70,78,78,100,100,100,99,92,78,59,43,40,52,78,97,1,1,1349,1348,83.29000091552734,82.552001953125,5,5,950,900,677,671,93,93,87,87,351,1191,4146,3354,13812.666015625,13812.6513671875,233763.296875,233762.671875,1612,944,19,29,53,80,116,140,165,146,99,57,24,16,944,647,19,29,53,78,105,106,91,61,39,29,20,16,647,2367.31005859375,2367.30810546875,10,60,4,4,11.0,5,352,7,121,2,28949.1,28949.1,0,2,0
106,12324680:MT:USGS,0,0,1,0,0,1,3,3,81,114,114,235,30,49,49,-51,36,0,0,0,65,0,0,0,0,0,0,0,22,9,2,0,3,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,22,9,2,0,3,0,0,0,0,0,0,3,3,3,3,65,65,5,5,26,26,5,5,0,0,0,0,3,3,15,15,38,38,47,47,36,36,45,45,51,55,57,56,53,49,41,33,31,33,36,41,27,27,1076,1076,5.820000171661377,5.8460001945495605,0,0,415,400,119,119,45,45,41,41,777,167,235,120,1210.574951171875,1210.5770263671875,7180.55908203125,7180.55615234375,412,858,11,18,38,67,108,137,170,146,88,48,18,10,858,359,5,10,20,36,56,66,66,48,27,15,6,4,359,55.68600082397461,55.68600082397461,7,37,4,6,11.0,5,367,7,121,8,9542.3,9542.3,0,3,0
107,12340400:MT:USGS,0,0,1,0,0,1,3,3,81,114,114,235,30,49,49,-51,36,0,0,0,65,0,0,0,0,0,0,0,22,9,2,0,3,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,22,9,2,0,3,0,0,0,0,0,0,3,3,3,3,65,65,5,5,26,26,5,5,0,0,0,0,3,3,15,15,38,38,47,47,36,36,45,45,51,55,57,56,53,49,41,33,31,33,36,41,27,27,1076,1076,5.820000171661377,5.8460001945495605,0,0,415,400,119,119,45,45,41,41,777,167,235,120,1210.574951171875,1210.5770263671875,7180.55908203125,7180.55615234375,412,858,11,18,38,67,108,137,170,146,88,48,18,10,858,359,5,10,20,36,56,66,66,48,27,15,6,4,359,55.68600082397461,55.68600082397461,7,37,4,6,11.0,5,367,7,121,8,9542.3,9542.3,0,3,0
108,12340500:MT:USGS,1,1,7,0,0,2,1,3,49,149,118,261,32,59,53,-47,38,0,0,0,77,0,0,0,0,0,0,0,11,6,1,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,0,0,23,7,1,0,2,0,0,0,0,0,0,12,12,4,4,77,66,2,4,5,24,1,4,0,0,0,0,30,7,17,15,41,37,42,47,41,37,54,48,64,71,74,71,66,58,47,36,34,36,41,51,0,26,920,1008,127.64299774169922,6.953000068664551,9,0,2152,300,1175,117,131,37,119,35,652,285,471,141,149.9429931640625,2349.205078125,2270.199951171875,15764.28125,447,874,10,19,39,70,112,140,174,149,89,46,16,9,861,425,6,12,28,48,70,78,76,52,29,16,6,4,386,47.625,109.50900268554688,8,37,4,4,11.0,5,367,6,120,8,378.4,15899.6,0,3,0
109,12354500:MT:USGS,0,0,2,0,0,2,1,2,39,180,139,270,34,66,55,-45,36,0,0,0,90,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,18,6,1,0,2,0,0,0,0,0,0,1,1,4,3,90,72,2,4,1,15,1,4,0,0,0,0,0,9,9,13,42,39,49,48,68,46,58,50,72,79,81,78,71,61,48,37,34,37,46,58,1,15,911,1282,3.3340001106262207,7.468999862670898,0,0,294,300,69,101,42,37,43,36,705,400,606,244,1872.343994140625,5449.43212890625,32472.95703125,56453.3203125,471,894,11,19,40,71,114,143,178,153,92,47,16,10,873,464,7,15,32,54,78,84,80,54,31,17,7,5,400,15.406000137329102,207.58799743652344,7,37,4,4,11.0,5,361,6,120,3,4735.1,28030.2,0,3,0
110,12391950:ID:USGS,5,5,7,2,3,5,46,20,296,151,142,266,37,91,69,-31,37,0,0,0,78,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,75,0,1,0,0,0,0,0,15,4,1,0,2,0,0,0,2,0,0,8,3,7,5,87,76,2,4,3,12,0,3,0,0,0,0,2,16,8,13,42,39,50,47,75,48,71,60,93,97,98,94,84,71,55,42,38,43,58,79,5,12,961,1180,5.651000022888184,6.5370001792907715,0,0,261,300,76,86,39,34,39,34,590,479,11030,6775,5435.9580078125,18847.57421875,171419.28125,358272.71875,580,881,10,18,40,72,116,143,175,149,90,44,15,9,855,545,9,18,39,67,96,98,91,60,34,19,8,7,462,43.387001037597656,374.2279968261719,7,44,4,4,11.0,5,361,6,120,3,8789.0,60214.6,0,3,0
111,12353000:MT:USGS,0,0,2,0,0,2,1,2,39,180,139,270,34,66,55,-45,36,0,0,0,90,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,18,6,1,0,2,0,0,0,0,0,0,1,1,4,3,90,72,2,4,1,15,1,4,0,0,0,0,0,9,9,13,42,39,49,48,68,46,58,50,72,79,81,78,71,61,48,37,34,37,46,58,1,15,911,1282,3.3340001106262207,7.468999862670898,0,0,294,300,69,101,42,37,43,36,705,400,606,244,1872.343994140625,5449.43212890625,32472.95703125,56453.3203125,471,894,11,19,40,71,114,143,178,153,92,47,16,10,873,464,7,15,32,54,78,84,80,54,31,17,7,5,400,15.406000137329102,207.58799743652344,7,37,4,4,11.0,5,361,6,120,3,4735.1,28030.2,0,3,0
112,12389000:MT:USGS,5,5,7,2,3,5,46,20,296,151,142,266,37,91,69,-31,37,0,0,0,78,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,75,0,1,0,0,0,0,0,15,4,1,0,2,0,0,0,2,0,0,8,3,7,5,87,76,2,4,3,12,0,3,0,0,0,0,2,16,8,13,42,39,50,47,75,48,71,60,93,97,98,94,84,71,55,42,38,43,58,79,5,12,961,1180,5.651000022888184,6.5370001792907715,0,0,261,300,76,86,39,34,39,34,590,479,11030,6775,5435.9580078125,18847.57421875,171419.28125,358272.71875,580,881,10,18,40,72,116,143,175,149,90,44,15,9,855,545,9,18,39,67,96,98,91,60,34,19,8,7,462,43.387001037597656,374.2279968261719,7,44,4,4,11.0,5,361,6,120,3,8789.0,60214.6,0,3,0
113,06207500:MT:USGS,1,1,3,1,1,3,11,11,8,87,88,202,39,61,62,-39,29,0,0,0,43,0,0,0,0,0,0,0,34,17,2,0,2,0,0,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,33,17,2,0,2,0,0,0,1,0,0,5,4,5,4,43,44,12,11,43,43,4,3,0,0,2,2,27,28,16,15,38,38,46,46,30,30,52,52,57,61,62,62,61,58,48,39,37,40,44,49,22,23,2095,2140,5.129000186920166,5.186999797821045,0,0,249,200,102,101,38,37,39,38,505,195,14925,56,8090.2041015625,8020.77099609375,93794.8671875,93649.1015625,507,898,12,20,41,72,113,144,173,149,91,51,20,11,895,414,6,11,23,40,64,77,76,54,32,19,8,5,416,189.3520050048828,188.7100067138672,8,54,4,10,11.0,8,367,6,142,3,37388.3,37388.3,0,3,0
114,12479000:WA:USGS,1,1,2,1,1,2,4,4,433,89,89,228,71,101,101,-27,21,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,32,5,1,0,13,0,0,0,0,0,0,5,5,5,5,48,48,15,15,38,38,10,10,0,0,0,0,10,10,14,14,41,41,45,45,55,55,50,50,65,69,69,66,59,50,38,30,27,33,44,55,2,2,2170,2161,22.722999572753906,22.79400062561035,1,1,779,800,256,256,78,78,70,71,716,308,1382,1322,3533.9609375,3533.972900390625,35573.8046875,35573.7265625,734,900,13,22,47,77,117,142,166,143,93,50,19,11,901,357,7,13,29,46,61,61,54,37,22,14,7,5,356,361.6759948730469,361.6759948730469,8,54,4,12,10.0,8,398,6,120,2,15930.4,15930.4,0,3,0
115,10194200:UT:USGS,2,2,3,1,1,2,7,5,1048,89,86,268,59,33,35,-65,24,0,0,0,41,0,0,0,0,0,0,2,37,15,1,0,4,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,1,31,11,1,0,3,0,0,0,0,0,0,2,1,1,1,41,53,7,5,29,27,7,6,0,0,0,0,2,2,18,17,36,35,47,47,23,27,32,34,38,42,45,44,39,31,24,20,20,22,25,30,31,20,1570,1408,5.6519999504089355,3.7750000953674316,0,0,353,300,151,127,48,40,62,49,637,85,874,800,1450.8919677734375,1790.7950439453125,11604.2626953125,12626.955078125,366,1115,22,31,57,90,135,172,194,168,118,72,34,21,1083,303,8,12,24,37,49,49,42,32,22,15,8,6,315,56.37799835205078,60.87900161743164,8,54,4,4,11.0,5,368,4,127,6,9980.4,16130.8,0,1,1
116,06719505:CO:USGS,1,1,4,1,1,4,5,5,1916,36,36,101,73,40,40,-60,13,0,0,0,23,0,0,0,0,0,0,1,48,21,0,0,6,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,47,21,0,0,6,0,0,0,0,0,1,6,6,6,6,23,24,28,28,32,31,8,8,0,0,1,1,5,5,18,18,36,36,46,46,26,27,34,34,36,36,37,37,38,38,34,31,30,29,30,32,6,6,817,821,58.10300064086914,58.98500061035156,4,4,939,900,509,515,74,75,83,84,459,33,3151,2857,6300.35888671875,6289.7587890625,49034.53515625,49025.52734375,418,1093,22,32,58,92,134,167,188,162,112,70,34,21,1092,356,7,10,19,32,49,60,62,49,32,20,9,6,357,3624.116943359375,3623.7919921875,9,59,12,10,11.0,8,402,7,143,3,62672.8,62672.8,0,3,0
117,11470099:CA:USGS,2,3,8,2,4,10,37,36,2451,35,28,73,74,37,35,-65,16,0,0,0,70,0,0,0,0,0,0,0,18,3,1,0,8,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,20,2,1,0,9,0,0,0,0,0,0,12,10,15,13,70,68,12,12,11,12,13,12,0,0,0,0,7,7,19,19,39,39,42,40,32,29,36,35,48,55,58,55,47,37,26,18,15,17,25,36,0,0,327,316,1.4950000047683716,1.9190000295639038,0,0,133,100,96,87,22,20,19,18,386,159,1203,853,1066.6719970703125,688.1170043945312,3903.552001953125,2885.35302734375,383,1079,22,32,56,87,129,158,191,168,116,69,30,20,1093,339,10,17,32,47,58,56,46,30,17,12,7,7,328,14.10200023651123,11.506999969482422,8,45,4,4,11.0,5,354,5,123,2,9501.7,9501.7,0,2,2
118,13340000:ID:USGS,0,0,1,0,0,1,2,2,331,146,146,356,49,75,75,-25,35,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,2,2,2,2,84,84,9,9,6,6,0,0,0,0,0,0,22,22,10,10,42,42,48,48,75,75,65,65,79,88,90,88,81,69,53,40,36,39,50,65,9,9,1699,1701,2.4030001163482666,2.4019999504089355,0,0,134,100,56,55,22,22,22,22,600,520,4419,4391,7960.4677734375,7960.44287109375,108611.2890625,108610.8984375,684,921,13,21,43,73,115,144,179,156,96,51,19,11,921,537,10,18,39,63,91,97,90,60,34,20,9,7,537,57.310001373291016,57.310001373291016,7,37,4,4,11.0,5,361,7,121,9,24293.9,24293.9,0,2,0
119,13342500:ID:USGS,0,0,1,0,0,1,2,2,331,146,146,356,49,75,75,-25,35,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,2,2,2,2,84,84,9,9,6,6,0,0,0,0,0,0,22,22,10,10,42,42,48,48,75,75,65,65,79,88,90,88,81,69,53,40,36,39,50,65,9,9,1699,1701,2.4030001163482666,2.4019999504089355,0,0,134,100,56,55,22,22,22,22,600,520,4419,4391,7960.4677734375,7960.44287109375,108611.2890625,108610.8984375,684,921,13,21,43,73,115,144,179,156,96,51,19,11,921,537,10,18,39,63,91,97,90,60,34,20,9,7,537,57.310001373291016,57.310001373291016,7,37,4,4,11.0,5,361,7,121,9,24293.9,24293.9,0,2,0
120,10243700:NV:USGS,0,0,3,0,0,4,0,0,0,64,61,152,64,28,29,-71,17,0,0,0,29,0,0,0,0,2,0,3,63,2,2,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,1,0,1,66,1,1,0,0,0,0,0,1,0,0,1,1,0,0,29,28,1,1,65,66,0,0,0,0,0,0,1,0,17,16,35,35,48,48,15,15,27,27,31,34,36,36,33,28,22,17,16,18,21,25,23,25,1322,1097,0.6690000295639038,1.0720000267028809,0,0,77,100,59,57,36,39,36,40,689,78,6,0,1873.4119873046875,1380.56201171875,11680.0546875,10315.8251953125,307,1112,23,32,56,88,132,168,198,171,117,71,34,22,1090,265,7,10,19,31,42,44,40,29,19,12,7,5,267,9.276000022888184,9.1899995803833,8,54,12,12,9.0,13,430,4,127,1,13747.9,13747.9,0,1,2
121,10242000:UT:USGS,1,1,2,1,1,2,1,2,95,56,56,171,78,29,29,-71,17,0,0,0,31,0,0,0,0,1,0,3,59,4,1,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,2,59,4,1,0,2,0,0,0,0,0,0,1,1,1,1,31,31,3,3,48,47,3,3,0,0,0,0,2,2,18,18,34,34,48,48,19,19,27,27,32,35,38,38,33,26,20,18,18,19,22,26,15,14,1241,1241,4.026000022888184,4.050000190734863,0,0,256,300,134,134,40,40,46,46,712,61,81,48,1139.6519775390625,1139.6490478515625,8137.462890625,8137.4599609375,329,1194,26,36,64,98,144,182,203,175,124,78,38,25,1194,282,8,12,23,35,45,43,37,30,22,14,8,6,282,33.95199966430664,33.95199966430664,8,59,12,12,11.0,13,430,4,127,1,8367.3,8367.3,0,2,1
122,09118450:CO:USGS,0,0,2,0,0,2,3,3,403,110,110,306,31,57,57,-44,34,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,11,8,1,0,3,0,0,0,0,0,0,5,4,5,4,77,77,5,5,40,40,5,5,0,0,3,4,15,15,13,13,35,35,52,52,44,44,50,50,59,63,65,64,58,47,39,36,36,38,43,50,4,4,2566,2569,4.6020002365112305,4.5980000495910645,0,0,166,200,97,97,34,34,40,40,513,144,1332,1172,4112.7919921875,4112.7900390625,43114.08984375,43114.01953125,493,956,16,24,47,76,118,152,167,144,102,64,30,17,956,402,8,13,27,44,61,64,59,48,34,23,11,7,402,95.45899963378906,95.45899963378906,7,37,4,4,11.0,5,353,4,130,3,20774.7,20774.7,0,3,0
123,09379900:AZ:USGS,2,3,3,1,1,1,9,4,2290,76,78,234,64,18,35,-65,21,0,0,0,12,0,0,0,0,0,0,12,51,2,23,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,5,42,6,7,0,1,0,0,0,0,0,0,2,0,2,2,12,39,0,3,45,53,0,2,0,0,0,1,29,12,18,16,33,34,49,50,16,26,18,33,23,25,26,24,19,14,11,11,12,13,15,17,35,8,1178,1735,1.024999976158142,3.2750000953674316,0,0,63,200,41,75,25,37,28,40,952,26,48975,36872,3679.1279296875,48802.046875,123487.5,789318.4375,347,1253,30,42,73,109,155,189,202,174,127,82,43,28,1084,188,6,10,18,24,28,24,22,20,15,10,6,4,294,14.722999572753906,930.4110107421875,9,65,12,12,2.0,13,429,4,130,3,14353.6,285991.7,0,1,0
124,09019000:CO:USGS,0,0,2,0,0,2,8,8,1047,120,120,291,11,67,67,-33,44,0,0,0,85,0,0,0,0,0,0,0,4,9,1,0,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,4,9,1,0,1,0,0,0,0,0,0,6,5,6,5,85,85,4,4,27,27,3,3,0,0,5,5,22,22,11,11,35,35,54,54,55,55,58,58,66,71,74,74,69,59,49,44,42,43,48,55,30,30,2272,2275,5.13700008392334,5.1529998779296875,0,0,422,400,94,94,45,45,53,53,467,132,1347,1251,1432.9139404296875,1432.9119873046875,11674.984375,11674.986328125,533,841,13,19,37,65,104,136,154,133,91,54,23,13,841,436,8,12,26,45,67,75,71,55,36,22,10,7,436,43.68199920654297,43.68199920654297,7,37,4,6,11.0,5,353,4,130,9,8833.4,8833.4,0,2,0
125,09095500:CO:USGS,0,0,2,0,0,2,1,4,456,120,131,343,25,45,59,-41,39,0,0,0,84,0,0,0,0,0,0,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,1,1,3,2,84,86,5,3,59,37,5,3,0,0,0,4,3,19,16,13,37,36,47,51,34,48,42,52,50,54,57,56,51,41,32,28,27,30,35,41,2,25,3081,2909,16.475000381469727,11.293999671936035,1,1,568,500,156,126,49,49,62,59,603,122,1658,1524,1704.7239990234375,4339.30615234375,27391.76171875,47977.6171875,498,1043,19,28,52,85,129,164,183,157,109,67,31,19,908,379,9,14,28,45,61,62,54,41,29,19,10,7,412,120.4729995727539,255.22799682617188,8,45,4,4,11.0,13,429,4,130,3,7342.1,22895.3,0,2,0
