datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2018-10-01 00:00:00+00:00,17.6,A,14150000,742.0,A,736.0,A,1440.0,A
2018-10-02 00:00:00+00:00,17.4,A,14150000,742.0,A,734.0,A,1450.0,A
2018-10-03 00:00:00+00:00,17.1,A,14150000,744.0,A,735.0,A,1510.0,A
2018-10-04 00:00:00+00:00,17.0,A,14150000,747.0,A,735.0,A,1540.0,A
2018-10-05 00:00:00+00:00,16.6,A,14150000,747.0,A,731.0,A,1540.0,A
2018-10-06 00:00:00+00:00,16.6,A,14150000,748.0,A,731.0,A,1530.0,A
2018-10-07 00:00:00+00:00,16.4,A,14150000,751.0,A,734.0,A,1500.0,A
2018-10-08 00:00:00+00:00,16.3,A,14150000,747.0,A,731.0,A,1460.0,A
2018-10-09 00:00:00+00:00,16.5,A,14150000,745.0,A,731.0,A,1460.0,A
2018-10-10 00:00:00+00:00,16.3,A,14150000,745.0,A,737.0,A,1460.0,A
2018-10-11 00:00:00+00:00,16.1,A,14150000,747.0,A,737.0,A,1470.0,A
2018-10-12 00:00:00+00:00,16.0,A,14150000,748.0,A,738.0,A,1470.0,A
2018-10-13 00:00:00+00:00,15.8,A,14150000,748.0,A,738.0,A,1470.0,A
2018-10-14 00:00:00+00:00,15.7,A,14150000,751.0,"A, [4]",739.0,A,1470.0,A
2018-10-15 00:00:00+00:00,15.4,A,14150000,752.0,A,739.0,A,1480.0,A
2018-10-16 00:00:00+00:00,15.2,A,14150000,751.0,A,738.0,A,1470.0,A
2018-10-17 00:00:00+00:00,15.2,A,14150000,749.0,A,737.0,A,1470.0,A
2018-10-18 00:00:00+00:00,15.1,A,14150000,750.0,A,737.0,A,1480.0,A
2018-10-19 00:00:00+00:00,15.0,A,14150000,751.0,A,737.0,A,1470.0,A
2018-10-20 00:00:00+00:00,14.9,A,14150000,748.0,A,735.0,A,1470.0,A
2018-10-21 00:00:00+00:00,14.9,A,14150000,745.0,A,734.0,A,1480.0,A
2018-10-22 00:00:00+00:00,14.9,A,14150000,744.0,A,733.0,A,1490.0,A
2018-10-23 00:00:00+00:00,14.7,A,14150000,746.0,A,730.0,A,1480.0,A
2018-10-24 00:00:00+00:00,14.8,A,14150000,748.0,A,732.0,A,1480.0,A
2018-10-25 00:00:00+00:00,14.5,A,14150000,749.0,A,731.0,A,1440.0,A
2018-10-26 00:00:00+00:00,14.7,A,14150000,749.0,A,729.0,A,1380.0,A
2018-10-27 00:00:00+00:00,14.8,A,14150000,746.0,A,732.0,A,1390.0,A
2018-10-28 00:00:00+00:00,14.7,A,14150000,747.0,A,731.0,A,1390.0,A
2018-10-29 00:00:00+00:00,14.4,A,14150000,752.0,A,732.0,A,1370.0,A
2018-10-30 00:00:00+00:00,14.3,A,14150000,754.0,A,730.0,A,1370.0,A
2018-10-31 00:00:00+00:00,14.1,A,14150000,752.0,A,726.0,A,1370.0,A
2018-11-01 00:00:00+00:00,14.3,A,14150000,753.0,A,729.0,A,1360.0,A
2018-11-02 00:00:00+00:00,14.2,A,14150000,753.0,A,733.0,A,1370.0,A
2018-11-03 00:00:00+00:00,14.0,A,14150000,753.0,A,737.0,A,1370.0,A
2018-11-04 00:00:00+00:00,14.0,A,14150000,749.0,A,734.0,A,1370.0,A
2018-11-05 00:00:00+00:00,13.9,A,14150000,751.0,A,734.0,A,1380.0,A
2018-11-06 00:00:00+00:00,13.7,A,14150000,752.0,A,734.0,A,1380.0,A
2018-11-07 00:00:00+00:00,13.3,A,14150000,755.0,A,733.0,"A, [4]",1370.0,A
2018-11-08 00:00:00+00:00,13.0,A,14150000,757.0,A,738.0,"A, [4]",1380.0,A
2018-11-09 00:00:00+00:00,12.7,A,14150000,753.0,A,739.0,A,1380.0,A
2018-11-10 00:00:00+00:00,12.3,A,14150000,753.0,A,738.0,A,1410.0,A
2018-11-11 00:00:00+00:00,12.1,A,14150000,753.0,A,738.0,A,1410.0,A
2018-11-12 00:00:00+00:00,11.9,A,14150000,755.0,A,738.0,A,1410.0,A
2018-11-13 00:00:00+00:00,11.7,A,14150000,756.0,A,739.0,A,1410.0,A
2018-11-14 00:00:00+00:00,11.6,A,14150000,756.0,A,739.0,A,1410.0,A
2018-11-15 00:00:00+00:00,11.4,A,14150000,753.0,A,739.0,A,1420.0,A
2018-11-16 00:00:00+00:00,11.4,A,14150000,750.0,A,738.0,A,1430.0,A
2018-11-17 00:00:00+00:00,11.4,A,14150000,748.0,A,737.0,A,1430.0,A
2018-11-18 00:00:00+00:00,11.1,A,14150000,749.0,A,735.0,A,1420.0,A
2018-11-19 00:00:00+00:00,10.9,A,14150000,748.0,A,734.0,A,1420.0,A
2018-11-20 00:00:00+00:00,10.8,A,14150000,745.0,A,731.0,A,1430.0,A
2018-11-21 00:00:00+00:00,10.7,A,14150000,742.0,A,727.0,A,1420.0,A
2018-11-22 00:00:00+00:00,10.6,A,14150000,741.0,A,727.0,A,1410.0,A
2018-11-23 00:00:00+00:00,10.5,A,14150000,742.0,A,730.0,A,1400.0,A
2018-11-24 00:00:00+00:00,10.4,A,14150000,749.0,A,735.0,A,1400.0,A
2018-11-25 00:00:00+00:00,10.3,A,14150000,750.0,A,735.0,A,1400.0,A
2018-11-26 00:00:00+00:00,10.3,A,14150000,746.0,A,734.0,A,1390.0,A
2018-11-27 00:00:00+00:00,10.4,A,14150000,742.0,A,732.0,A,1390.0,A
2018-11-28 00:00:00+00:00,10.4,A,14150000,740.0,A,733.0,A,1390.0,A
2018-11-29 00:00:00+00:00,10.1,A,14150000,736.0,A,726.0,A,1380.0,A
2018-11-30 00:00:00+00:00,10.1,A,14150000,743.0,A,731.0,A,1380.0,A
2018-12-01 00:00:00+00:00,9.8,A,14150000,743.0,A,730.0,A,1380.0,A
2018-12-02 00:00:00+00:00,9.8,A,14150000,750.0,A,735.0,"A, [4]",1360.0,A
2018-12-03 00:00:00+00:00,9.3,A,14150000,752.0,A,734.0,"A, [4]",1360.0,A
2018-12-04 00:00:00+00:00,9.0,A,14150000,749.0,A,734.0,A,1360.0,A
2018-12-05 00:00:00+00:00,8.6,A,14150000,747.0,A,733.0,A,1360.0,A
2018-12-06 00:00:00+00:00,8.2,A,14150000,,,732.0,A,1370.0,A
2018-12-07 00:00:00+00:00,8.0,A,14150000,,,733.0,A,1370.0,A
2018-12-08 00:00:00+00:00,8.0,A,14150000,753.0,A,738.0,A,1380.0,A
