datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2020-10-01 00:00:00+00:00,14.2,A,14162200,548.0,A,38.0,A,10.3,A,,,,,,
2020-10-02 00:00:00+00:00,14.6,A,14162200,543.0,A,39.0,A,10.2,A,,,,,,
2020-10-03 00:00:00+00:00,15.2,A,14162200,539.0,A,39.0,A,10.0,A,,,,,,
2020-10-04 00:00:00+00:00,15.8,A,14162200,534.0,A,40.0,A,9.9,A,,,,,,
2020-10-05 00:00:00+00:00,16.3,A,14162200,531.0,A,41.0,A,9.8,A,,,,,,
2020-10-06 00:00:00+00:00,16.7,A,14162200,526.0,A,41.0,A,9.7,A,,,,,,
2020-10-07 00:00:00+00:00,16.9,A,14162200,522.0,A,42.0,A,9.7,A,,,,,,
2020-10-08 00:00:00+00:00,17.0,A,14162200,517.0,A,42.0,A,9.6,A,,,,,,
2020-10-09 00:00:00+00:00,17.1,A,14162200,514.0,A,42.0,A,9.6,A,,,,,,
2020-10-10 00:00:00+00:00,17.2,A,14162200,511.0,A,42.0,A,9.6,A,,,,,,
2020-10-11 00:00:00+00:00,17.1,A,14162200,507.0,A,44.0,A,9.7,A,,,,,,
2020-10-12 00:00:00+00:00,16.7,A,14162200,505.0,A,44.0,A,9.8,A,,,,,,
2020-10-13 00:00:00+00:00,16.2,A,14162200,508.0,A,43.0,A,9.9,A,,,,,,
2020-10-14 00:00:00+00:00,16.0,A,14162200,504.0,A,44.0,A,10.0,A,,,,,,
2020-10-15 00:00:00+00:00,15.6,A,14162200,500.0,A,42.0,A,10.1,A,,,,,,
2020-10-16 00:00:00+00:00,15.6,A,14162200,496.0,A,42.0,A,10.0,A,,,,,,
2020-10-17 00:00:00+00:00,15.7,A,14162200,492.0,A,42.0,A,10.0,A,,,,,,
2020-10-18 00:00:00+00:00,15.8,A,14162200,487.0,A,42.0,A,10.0,A,,,,,,
2020-10-19 00:00:00+00:00,15.9,A,14162200,482.0,A,42.0,A,9.9,A,,,,,,
2020-10-20 00:00:00+00:00,16.0,A,14162200,480.0,A,42.0,A,9.9,A,,,,,,
2020-10-21 00:00:00+00:00,16.1,A,14162200,517.0,A,42.0,A,9.8,A,,,,,,
2020-10-22 00:00:00+00:00,16.2,A,14162200,512.0,A,42.0,A,9.9,A,,,,,,
2020-10-23 00:00:00+00:00,16.1,A,14162200,506.0,A,41.0,A,9.8,A,,,,,,
2020-10-24 00:00:00+00:00,15.6,A,14162200,500.0,A,41.0,A,9.9,A,,,,,,
2020-10-25 00:00:00+00:00,15.5,A,14162200,495.0,A,41.0,A,10.0,A,,,,,,
2020-10-26 00:00:00+00:00,15.0,A,14162200,486.0,A,41.0,A,10.1,A,,,,,,
2020-10-27 00:00:00+00:00,13.8,A,14162200,483.0,A,41.0,A,10.4,A,,,,,,
2020-10-28 00:00:00+00:00,13.7,A,14162200,478.0,A,42.0,A,10.3,A,,,,,,
2020-10-29 00:00:00+00:00,13.7,A,14162200,471.0,A,42.0,A,10.3,A,,,,,,
2020-10-30 00:00:00+00:00,13.7,A,14162200,464.0,A,42.0,A,10.3,A,,,,,,
2020-10-31 00:00:00+00:00,13.7,A,14162200,459.0,A,42.0,A,10.3,A,,,,,,
2020-11-01 00:00:00+00:00,13.5,A,14162200,475.0,A,42.0,A,10.3,A,,,,,,
2020-11-02 00:00:00+00:00,13.5,A,14162200,453.0,A,42.0,A,10.3,A,,,,,,
2020-11-03 00:00:00+00:00,13.6,A,14162200,434.0,A,42.0,A,10.2,A,,,,,,
2020-11-04 00:00:00+00:00,13.6,A,14162200,426.0,A,42.0,A,10.3,A,,,,,,
2020-11-05 00:00:00+00:00,13.7,A,14162200,417.0,A,42.0,A,10.2,A,,,,,,
2020-11-06 00:00:00+00:00,13.5,A,14162200,406.0,A,43.0,A,10.1,A,,,,,,
