datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2020-11-19 00:00:00+00:00,7.5,A,14159500,736.0,A,722.0,A,1190.0,A,46.0,A,11.0,A,,,,,,
2020-11-20 00:00:00+00:00,7.4,A,14159500,739.0,A,723.0,A,1190.0,A,45.0,A,11.1,A,,,,,,
2020-11-21 00:00:00+00:00,7.2,A,14159500,737.0,A,,,1180.0,A,45.0,A,11.1,A,,,,,,
2020-11-22 00:00:00+00:00,7.0,A,14159500,729.0,A,,,1180.0,A,44.0,A,11.1,A,,,,,,
2020-11-23 00:00:00+00:00,6.8,A,14159500,731.0,A,,,1170.0,A,45.0,A,10.9,A,,,,,,
2020-11-24 00:00:00+00:00,6.7,A,14159500,731.0,A,,,1160.0,A,44.0,A,11.1,A,,,,,,
2020-11-25 00:00:00+00:00,6.7,A,14159500,733.0,A,719.0,A,1160.0,A,44.0,A,11.1,A,,,,,,
2020-11-26 00:00:00+00:00,6.6,A,14159500,739.0,A,719.0,A,1160.0,A,44.0,A,11.0,A,,,,,,
2020-11-27 00:00:00+00:00,6.5,A,14159500,736.0,A,720.0,A,1150.0,A,43.0,A,11.3,A,,,,,,
2020-11-28 00:00:00+00:00,6.4,A,14159500,736.0,A,718.0,A,1150.0,A,43.0,A,11.3,A,,,,,,
2020-11-29 00:00:00+00:00,6.2,A,14159500,733.0,A,717.0,A,1140.0,A,43.0,A,11.3,A,,,,,,
2020-11-30 00:00:00+00:00,6.1,A,14159500,736.0,A,715.0,A,1130.0,A,43.0,A,11.2,A,,,,,,
2020-12-01 00:00:00+00:00,6.0,A,14159500,738.0,A,715.0,A,1110.0,A,43.0,A,11.2,A,,,,,,
2020-12-02 00:00:00+00:00,5.8,A,14159500,734.0,A,715.0,A,1080.0,A,43.0,A,11.1,A,,,,,,
2020-12-03 00:00:00+00:00,5.8,A,14159500,736.0,A,,,945.0,A,43.0,A,11.5,A,,,,,,
2020-12-04 00:00:00+00:00,5.7,A,14159500,737.0,A,,,676.0,A,44.0,A,11.9,A,,,,,,
2020-12-05 00:00:00+00:00,5.7,A,14159500,732.0,A,,,451.0,A,44.0,A,11.9,A,,,,,,
2020-12-06 00:00:00+00:00,5.7,A,14159500,739.0,A,,,417.0,A,44.0,A,11.8,A,,,,,,
2020-12-07 00:00:00+00:00,5.6,A,14159500,738.0,A,,,433.0,A,44.0,A,11.9,A,,,,,,
2020-12-08 00:00:00+00:00,5.6,A,14159500,734.0,A,,,420.0,A,44.0,A,11.8,A,,,,,,
2020-12-09 00:00:00+00:00,5.7,A,14159500,736.0,A,757.0,A,411.0,A,44.0,A,12.2,A,,,,,,
2020-12-10 00:00:00+00:00,5.4,A,14159500,731.0,A,740.0,"A, [4]",432.0,A,44.0,A,11.9,A,,,,,,
2020-12-11 00:00:00+00:00,5.4,A,14159500,730.0,A,741.0,A,444.0,A,44.0,A,11.8,A,,,,,,
2020-12-12 00:00:00+00:00,5.3,A,14159500,731.0,A,741.0,A,460.0,A,44.0,A,11.8,A,,,,,,
2020-12-13 00:00:00+00:00,5.4,A,14159500,729.0,A,742.0,A,469.0,A,44.0,A,11.8,A,,,,,,
2020-12-14 00:00:00+00:00,5.4,A,14159500,735.0,A,767.0,A,720.0,A,44.0,A,12.3,A,,,,,,
2020-12-15 00:00:00+00:00,5.4,A,14159500,733.0,A,778.0,A,1040.0,A,44.0,A,12.4,A,,,,,,
2020-12-16 00:00:00+00:00,5.3,A,14159500,728.0,A,767.0,A,1040.0,A,44.0,A,12.2,A,,,,,,
2020-12-17 00:00:00+00:00,5.4,A,14159500,730.0,A,770.0,A,1070.0,A,43.0,A,12.3,A,,,,,,
2020-12-18 00:00:00+00:00,5.4,A,14159500,735.0,A,772.0,A,1110.0,A,43.0,"A, [4]",12.4,"A, [4]",10.1,P,1.66,"P, [4]",0.25,"P, [4]"
2020-12-19 00:00:00+00:00,5.6,A,14159500,735.0,A,778.0,A,1060.0,A,42.0,A,12.5,A,10.6,P,1.44,P,0.21,P
2020-12-20 00:00:00+00:00,6.2,A,14159500,733.0,A,779.0,A,1100.0,A,40.0,A,12.4,A,14.0,P,1.83,P,0.23,P
2020-12-21 00:00:00+00:00,6.4,A,14159500,727.0,A,783.0,A,1190.0,A,38.0,A,12.4,A,13.9,P,1.35,P,0.18,P
2020-12-22 00:00:00+00:00,6.3,A,14159500,736.0,A,787.0,A,1180.0,A,36.0,A,12.5,A,15.6,P,1.23,P,0.17,P
2020-12-23 00:00:00+00:00,6.2,A,14159500,738.0,A,790.0,A,1260.0,A,36.0,A,12.6,A,16.5,P,1.21,P,0.17,P
2020-12-24 00:00:00+00:00,6.1,A,14159500,732.0,A,800.0,A,1920.0,A,36.0,A,12.8,A,16.1,P,1.3,P,0.2,P
2020-12-25 00:00:00+00:00,6.0,A,14159500,724.0,A,795.0,A,1930.0,A,36.0,A,12.8,A,15.7,P,1.23,P,0.2,P
2020-12-26 00:00:00+00:00,5.9,A,14159500,730.0,A,798.0,A,1960.0,A,37.0,A,12.8,A,14.9,P,1.16,P,0.2,P
2020-12-27 00:00:00+00:00,5.8,A,14159500,729.0,A,797.0,A,1980.0,A,37.0,A,12.9,A,14.6,P,1.16,P,0.21,P
2020-12-28 00:00:00+00:00,5.7,A,14159500,729.0,A,797.0,A,1990.0,A,37.0,A,12.9,A,14.2,P,1.15,P,0.21,P
2020-12-29 00:00:00+00:00,5.5,A,14159500,735.0,A,781.0,A,2010.0,A,38.0,A,12.6,A,13.7,P,1.12,P,0.22,P
2020-12-30 00:00:00+00:00,5.4,A,14159500,730.0,A,759.0,A,2140.0,A,38.0,A,12.2,A,13.4,P,1.08,P,0.22,P
2020-12-31 00:00:00+00:00,5.4,A,14159500,732.0,A,758.0,A,2070.0,A,38.0,A,12.2,A,12.9,P,1.06,P,0.22,P
2021-01-01 00:00:00+00:00,5.4,A,14159500,729.0,A,741.0,A,2230.0,A,38.0,A,11.9,A,12.7,P,1.32,P,0.22,P
2021-01-02 00:00:00+00:00,5.4,A,14159500,728.0,A,744.0,A,2440.0,A,38.0,A,11.9,A,12.3,P,0.92,P,0.19,P
2021-01-03 00:00:00+00:00,5.5,A,14159500,728.0,A,744.0,A,2420.0,A,38.0,A,11.9,A,12.1,P,0.91,P,0.19,P
2021-01-04 00:00:00+00:00,5.7,A,14159500,724.0,A,763.0,A,2240.0,A,37.0,A,12.3,A,12.0,P,0.89,P,0.18,P
2021-01-05 00:00:00+00:00,5.7,A,14159500,732.0,A,778.0,A,2030.0,A,38.0,A,12.6,A,12.4,P,0.83,P,0.17,P
2021-01-06 00:00:00+00:00,5.8,A,14159500,729.0,A,763.0,A,1730.0,A,38.0,A,12.3,A,12.4,P,0.82,P,0.17,P
2021-01-07 00:00:00+00:00,5.8,A,14159500,733.0,A,749.0,A,1600.0,A,37.0,A,12.1,A,12.2,P,0.8,P,0.17,P
2021-01-08 00:00:00+00:00,5.7,A,14159500,734.0,A,730.0,A,1430.0,A,37.0,A,11.8,A,11.8,P,0.78,P,0.17,P
2021-01-09 00:00:00+00:00,5.6,A,14159500,735.0,A,729.0,A,1210.0,A,37.0,A,11.8,A,11.6,P,0.75,P,0.18,P
2021-01-10 00:00:00+00:00,5.6,A,14159500,734.0,A,729.0,A,1070.0,A,38.0,A,11.8,A,11.2,P,0.72,P,0.18,P
2021-01-11 00:00:00+00:00,5.7,A,14159500,731.0,A,733.0,A,1040.0,A,38.0,A,11.9,A,10.9,P,0.73,P,0.18,P
2021-01-12 00:00:00+00:00,5.8,A,14159500,726.0,A,734.0,A,1020.0,A,38.0,A,11.8,A,11.4,P,0.75,P,0.17,P
2021-01-13 00:00:00+00:00,6.1,A,14159500,737.0,A,797.0,A,956.0,A,37.0,A,12.9,A,11.7,P,0.85,P,0.17,P
2021-01-14 00:00:00+00:00,5.9,A,14159500,738.0,A,733.0,A,1120.0,A,37.0,A,11.8,A,10.8,P,0.72,P,0.17,P
2021-01-15 00:00:00+00:00,6.0,A,14159500,738.0,A,736.0,A,1200.0,A,37.0,A,11.8,A,12.4,P,0.76,P,0.16,P
2021-01-16 00:00:00+00:00,6.0,A,14159500,738.0,A,739.0,A,1920.0,A,37.0,A,11.9,A,13.4,P,0.78,P,0.17,P
2021-01-17 00:00:00+00:00,5.9,A,14159500,739.0,A,740.0,A,1910.0,A,36.0,A,11.9,A,13.0,P,0.76,P,0.17,P
2021-01-18 00:00:00+00:00,5.9,A,14159500,739.0,A,740.0,A,1890.0,A,36.0,A,12.0,A,12.7,P,0.74,P,0.17,P
2021-01-19 00:00:00+00:00,5.8,A,14159500,737.0,A,736.0,A,1520.0,A,36.0,A,12.0,A,12.2,P,0.73,P,0.18,P
2021-01-20 00:00:00+00:00,5.7,A,14159500,732.0,A,732.0,A,1320.0,A,37.0,A,11.9,A,11.8,P,0.71,P,0.18,P
2021-01-21 00:00:00+00:00,5.6,A,14159500,728.0,A,731.0,A,1320.0,A,37.0,A,11.9,A,11.6,P,0.71,P,0.19,P
2021-01-22 00:00:00+00:00,5.5,A,14159500,726.0,A,729.0,A,1310.0,A,37.0,A,11.8,A,11.4,P,0.69,P,0.19,P
2021-01-23 00:00:00+00:00,5.4,A,14159500,730.0,A,728.0,A,1290.0,A,37.0,A,11.8,A,11.1,P,0.68,P,0.2,P
2021-01-24 00:00:00+00:00,5.3,A,14159500,724.0,A,726.0,A,1180.0,A,37.0,A,11.9,A,11.0,P,0.71,P,0.2,P
2021-01-25 00:00:00+00:00,5.3,A,14159500,725.0,A,725.0,A,837.0,A,38.0,A,11.9,A,10.7,P,0.71,P,0.21,P
2021-01-26 00:00:00+00:00,5.1,A,14159500,718.0,A,721.0,A,668.0,A,38.0,A,11.8,A,10.6,P,0.75,P,0.23,P
2021-01-27 00:00:00+00:00,5.1,A,14159500,717.0,A,720.0,A,666.0,A,38.0,A,11.8,A,10.3,P,0.75,P,0.23,P
2021-01-28 00:00:00+00:00,5.1,A,14159500,720.0,A,721.0,A,666.0,A,39.0,A,11.8,A,10.1,P,0.74,P,0.22,P
2021-01-29 00:00:00+00:00,5.1,A,14159500,724.0,A,721.0,A,666.0,A,39.0,A,11.7,A,10.0,P,0.74,P,0.23,P
2021-01-30 00:00:00+00:00,5.2,A,14159500,727.0,A,723.0,A,665.0,A,39.0,A,11.8,A,9.7,P,0.82,P,0.22,P
2021-01-31 00:00:00+00:00,5.2,A,14159500,727.0,A,724.0,A,663.0,A,39.0,A,11.8,A,9.6,P,0.92,P,0.23,P
2021-02-01 00:00:00+00:00,5.2,A,14159500,723.0,A,723.0,A,457.0,A,39.0,A,11.8,A,9.4,P,1.06,P,0.23,P
2021-02-02 00:00:00+00:00,5.2,A,14159500,727.0,A,724.0,A,371.0,A,39.0,A,11.8,A,9.5,P,1.16,P,0.24,P
2021-02-03 00:00:00+00:00,5.1,A,14159500,732.0,A,724.0,A,373.0,A,39.0,A,11.9,A,9.4,P,1.31,P,0.25,P
2021-02-04 00:00:00+00:00,5.0,A,14159500,739.0,A,727.0,A,372.0,A,40.0,A,11.9,A,9.1,P,1.35,P,0.26,P
2021-02-05 00:00:00+00:00,5.1,A,14159500,737.0,A,727.0,A,374.0,A,40.0,A,11.9,A,8.9,P,1.71,P,0.26,P
2021-02-06 00:00:00+00:00,5.1,A,14159500,734.0,A,727.0,A,372.0,A,40.0,A,11.9,A,8.8,P,1.81,P,0.27,P
2021-02-07 00:00:00+00:00,5.1,A,14159500,731.0,A,725.0,A,375.0,A,40.0,A,11.9,A,8.8,P,1.87,P,0.27,P
2021-02-08 00:00:00+00:00,5.1,A,14159500,729.0,A,725.0,A,376.0,A,40.0,A,11.9,A,8.6,P,2.0,P,0.28,P
2021-02-09 00:00:00+00:00,5.1,A,14159500,730.0,A,725.0,A,375.0,A,40.0,A,11.9,A,8.4,P,2.7,P,0.32,P
2021-02-10 00:00:00+00:00,5.1,A,14159500,731.0,A,727.0,A,376.0,A,40.0,A,12.0,A,8.1,P,3.11,P,0.33,P
2021-02-11 00:00:00+00:00,5.2,A,14159500,726.0,A,725.0,A,376.0,A,40.0,A,11.9,A,8.1,P,3.67,P,0.34,P
2021-02-12 00:00:00+00:00,4.9,A,14159500,726.0,A,720.0,A,379.0,A,41.0,A,11.6,A,8.7,P,2.17,P,0.3,P
2021-02-13 00:00:00+00:00,5.1,A,14159500,725.0,A,719.0,A,391.0,A,40.0,A,11.5,A,10.3,P,2.02,P,0.29,P
2021-02-14 00:00:00+00:00,5.2,A,14159500,726.0,A,723.0,A,391.0,A,40.0,A,11.8,A,8.7,P,2.61,P,0.3,P
2021-02-15 00:00:00+00:00,5.4,A,14159500,723.0,A,729.0,A,378.0,A,40.0,A,11.9,A,9.3,P,2.94,P,0.32,P
2021-02-16 00:00:00+00:00,5.3,A,14159500,732.0,A,728.0,A,397.0,A,39.0,A,11.9,A,9.1,P,3.09,P,0.32,P
2021-02-17 00:00:00+00:00,5.3,A,14159500,736.0,A,,,396.0,A,39.0,A,12.0,A,8.9,P,3.33,P,0.33,P
2021-02-18 00:00:00+00:00,5.3,A,14159500,732.0,A,730.0,A,399.0,A,37.0,A,12.0,A,9.3,P,3.52,P,0.33,P
2021-02-19 00:00:00+00:00,5.4,A,14159500,731.0,A,731.0,A,404.0,A,38.0,A,12.0,A,9.5,P,3.38,P,0.33,P
2021-02-20 00:00:00+00:00,5.3,A,14159500,736.0,A,732.0,A,406.0,A,39.0,A,12.0,A,9.2,P,2.95,P,0.32,P
2021-02-21 00:00:00+00:00,5.3,A,14159500,742.0,A,735.0,A,405.0,A,38.0,A,12.1,A,9.3,P,3.41,P,0.33,P
2021-02-22 00:00:00+00:00,5.4,A,14159500,739.0,A,734.0,A,377.0,A,38.0,A,12.1,A,9.4,P,2.81,P,0.31,P
2021-02-23 00:00:00+00:00,5.4,A,14159500,739.0,A,734.0,A,347.0,A,38.0,A,12.1,A,9.3,P,2.57,P,0.29,P
2021-02-24 00:00:00+00:00,5.4,A,14159500,740.0,A,735.0,A,323.0,A,37.0,A,12.1,A,9.2,P,2.24,P,0.29,P
2021-02-25 00:00:00+00:00,5.3,A,14159500,737.0,A,735.0,A,340.0,A,37.0,"A, [4]",12.1,"A, [4]",9.1,"P, [4]",2.44,"P, [4]",0.29,"P, [4]"
2021-02-26 00:00:00+00:00,5.4,A,14159500,732.0,A,733.0,A,342.0,A,38.0,A,12.1,A,8.9,P,2.2,P,0.27,P
2021-02-27 00:00:00+00:00,5.4,A,14159500,735.0,A,734.0,A,343.0,A,38.0,A,12.1,A,8.9,P,1.95,P,0.26,P
2021-02-28 00:00:00+00:00,5.5,A,14159500,735.0,A,735.0,A,344.0,A,38.0,A,12.1,A,8.7,P,1.99,P,0.27,P
2021-03-01 00:00:00+00:00,5.7,A,14159500,730.0,A,735.0,A,345.0,A,38.0,A,12.0,A,8.4,P,1.71,P,0.25,P
2021-03-02 00:00:00+00:00,5.6,A,14159500,728.0,A,733.0,A,346.0,A,38.0,A,12.0,A,8.4,P,1.82,P,0.26,P
2021-03-03 00:00:00+00:00,5.6,A,14159500,724.0,A,731.0,A,347.0,A,38.0,A,12.0,A,8.3,P,1.93,P,0.27,P
2021-03-04 00:00:00+00:00,5.6,A,14159500,727.0,A,732.0,A,347.0,A,37.0,A,12.0,A,8.0,P,1.95,P,0.32,P
2021-03-05 00:00:00+00:00,5.6,A,14159500,728.0,A,731.0,A,348.0,A,37.0,A,12.0,A,7.6,P,2.29,P,0.42,P
2021-03-06 00:00:00+00:00,5.6,A,14159500,729.0,A,732.0,A,348.0,A,37.0,A,12.0,A,7.7,P,2.01,P,0.44,P
2021-03-07 00:00:00+00:00,5.8,A,14159500,731.0,A,735.0,"A, [4]",350.0,"A, e",36.0,A,12.0,A,7.1,P,2.44,P,0.45,P
2021-03-08 00:00:00+00:00,6.0,A,14159500,727.0,A,735.0,A,355.0,"A, e",37.0,A,12.0,A,6.7,P,3.23,P,0.52,P
2021-03-09 00:00:00+00:00,5.9,A,14159500,727.0,A,734.0,A,357.0,"A, e",37.0,A,12.0,A,6.8,P,3.58,P,0.57,P
2021-03-10 00:00:00+00:00,5.8,A,14159500,726.0,A,734.0,A,357.0,A,36.0,A,12.0,A,7.0,P,3.73,P,0.52,P
2021-03-11 00:00:00+00:00,6.0,A,14159500,733.0,A,738.0,A,353.0,A,37.0,A,12.1,A,6.8,P,4.7,P,0.51,P
2021-03-12 00:00:00+00:00,6.2,A,14159500,735.0,A,740.0,A,354.0,A,37.0,A,12.1,A,6.5,P,5.21,P,0.52,P
2021-03-13 00:00:00+00:00,6.2,A,14159500,732.0,A,739.0,A,355.0,A,37.0,A,12.1,A,6.8,P,5.11,P,0.51,P
2021-03-14 00:00:00+00:00,6.0,A,14159500,728.0,A,736.0,A,354.0,A,37.0,A,12.0,A,7.0,P,6.33,P,0.46,P
2021-03-15 00:00:00+00:00,5.9,A,14159500,731.0,A,737.0,A,356.0,A,37.0,A,12.1,A,7.1,P,5.06,P,0.45,P
2021-03-16 00:00:00+00:00,5.7,A,14159500,730.0,A,735.0,A,357.0,A,36.0,A,12.1,A,7.5,P,3.99,P,0.39,P
2021-03-17 00:00:00+00:00,6.1,A,14159500,727.0,A,737.0,A,357.0,A,37.0,A,12.1,A,6.9,P,5.64,P,0.4,P
2021-03-18 00:00:00+00:00,6.2,A,14159500,725.0,A,736.0,A,358.0,A,38.0,A,12.1,A,6.8,P,6.49,P,0.43,P
2021-03-19 00:00:00+00:00,6.2,A,14159500,730.0,A,738.0,A,357.0,A,38.0,A,12.1,A,6.8,P,5.24,P,0.38,P
2021-03-20 00:00:00+00:00,6.4,A,14159500,734.0,A,740.0,A,357.0,A,38.0,A,12.1,A,6.7,P,5.76,P,0.37,P
2021-03-21 00:00:00+00:00,6.5,A,14159500,737.0,A,742.0,A,358.0,A,39.0,A,12.1,A,6.6,P,5.13,P,0.36,P
2021-03-22 00:00:00+00:00,6.3,A,14159500,733.0,A,739.0,A,353.0,A,39.0,A,12.0,A,6.9,P,4.69,P,0.36,P
2021-03-23 00:00:00+00:00,6.6,A,14159500,738.0,A,744.0,A,348.0,A,39.0,A,12.1,A,6.7,P,4.44,P,0.37,P
2021-03-24 00:00:00+00:00,6.5,A,14159500,730.0,A,739.0,A,349.0,A,39.0,A,12.0,A,6.6,P,4.51,P,0.37,P
2021-03-25 00:00:00+00:00,6.6,A,14159500,727.0,A,739.0,A,350.0,A,38.0,A,12.0,A,6.5,P,4.39,P,0.37,P
2021-03-26 00:00:00+00:00,6.8,A,14159500,734.0,A,743.0,A,349.0,A,39.0,A,12.0,A,6.3,P,4.36,P,0.38,P
2021-03-27 00:00:00+00:00,7.1,A,14159500,736.0,A,745.0,A,350.0,A,39.0,A,12.0,A,6.1,P,4.19,P,0.36,P
2021-03-28 00:00:00+00:00,7.4,A,14159500,733.0,A,745.0,A,350.0,A,39.0,A,11.9,A,5.9,P,4.12,P,0.35,P
2021-03-29 00:00:00+00:00,7.3,A,14159500,737.0,A,777.0,A,344.0,A,38.0,A,12.3,A,6.2,P,4.54,P,0.37,P
2021-03-30 00:00:00+00:00,7.1,A,14159500,737.0,A,790.0,A,336.0,A,38.0,"A, [4]",12.6,A,6.5,P,4.74,P,0.39,P
2021-03-31 00:00:00+00:00,7.7,A,14159500,733.0,A,786.0,A,336.0,A,38.0,"A, [4]",12.3,A,5.9,P,4.06,P,0.37,P
2021-04-01 00:00:00+00:00,7.4,A,14159500,727.0,A,804.0,A,569.0,A,38.0,A,12.8,A,6.3,P,4.14,P,0.43,P
2021-04-02 00:00:00+00:00,7.4,A,14159500,728.0,A,822.0,A,717.0,A,38.0,A,13.0,A,6.2,P,4.11,P,0.42,P
2021-04-03 00:00:00+00:00,7.6,A,14159500,731.0,A,824.0,A,717.0,A,38.0,A,13.0,A,6.4,P,4.09,P,0.41,P
2021-04-04 00:00:00+00:00,7.4,A,14159500,732.0,A,826.0,A,717.0,A,39.0,A,13.1,A,6.9,P,4.18,P,0.42,P
2021-04-05 00:00:00+00:00,7.1,A,14159500,732.0,A,827.0,A,717.0,A,38.0,A,13.2,A,6.5,P,4.73,P,0.44,P
2021-04-06 00:00:00+00:00,7.8,A,14159500,730.0,A,829.0,A,862.0,A,38.0,A,13.0,A,5.8,P,3.78,P,0.4,P
2021-04-07 00:00:00+00:00,7.5,A,14159500,732.0,A,838.0,A,1080.0,A,39.0,A,13.2,A,6.3,P,3.63,P,0.41,P
2021-04-08 00:00:00+00:00,7.9,A,14159500,735.0,A,842.0,A,1120.0,A,39.0,A,13.1,A,6.0,P,3.69,P,0.39,P
2021-04-09 00:00:00+00:00,7.7,A,14159500,732.0,A,806.0,A,880.0,A,39.0,A,12.6,A,6.0,P,3.62,P,0.4,P
2021-04-10 00:00:00+00:00,7.9,A,14159500,734.0,A,745.0,A,464.0,A,39.0,A,11.7,A,5.7,P,3.39,P,0.39,P
2021-04-11 00:00:00+00:00,7.6,A,14159500,733.0,A,745.0,A,450.0,A,39.0,A,11.8,A,6.0,P,3.58,P,0.43,P
