datetime,00010_Mean,00010_Mean_cd,site_no,00020_Mean,00020_Mean_cd,00060_Mean,00060_Mean_cd,00065_Mean,00065_Mean_cd
2020-10-01 00:00:00+00:00,10.0,A,12117000,,,23.7,A,1.93,A
2020-10-02 00:00:00+00:00,9.9,A,12117000,,,23.0,A,1.92,A
2020-10-03 00:00:00+00:00,9.7,A,12117000,,,23.0,A,1.92,A
2020-10-04 00:00:00+00:00,9.5,A,12117000,,,23.0,A,1.92,A
2020-10-05 00:00:00+00:00,9.5,A,12117000,,,22.7,A,1.92,A
2020-10-06 00:00:00+00:00,9.4,A,12117000,,,22.1,A,1.91,A
2020-10-07 00:00:00+00:00,9.5,A,12117000,,,22.1,A,1.91,A
2020-10-08 00:00:00+00:00,9.6,A,12117000,,,22.1,A,1.91,A
2020-10-09 00:00:00+00:00,9.7,A,12117000,,,22.1,A,1.91,A
2020-10-10 00:00:00+00:00,10.1,A,12117000,,,50.0,A,2.13,A
2020-10-11 00:00:00+00:00,9.4,A,12117000,,,40.7,A,2.06,A
2020-10-12 00:00:00+00:00,9.9,A,12117000,,,62.6,A,2.21,A
2020-10-13 00:00:00+00:00,9.6,A,12117000,,,74.6,A,2.28,A
2020-10-14 00:00:00+00:00,9.4,A,12117000,,,58.1,A,2.2,A
2020-10-15 00:00:00+00:00,8.9,A,12117000,,,49.4,A,2.14,A
2020-10-16 00:00:00+00:00,9.4,A,12117000,,,50.2,A,2.13,A
2020-10-17 00:00:00+00:00,9.7,A,12117000,,,88.9,A,2.36,A
2020-10-18 00:00:00+00:00,9.7,A,12117000,,,85.6,A,2.35,A
2020-10-19 00:00:00+00:00,9.7,A,12117000,,,90.7,A,2.37,A
2020-10-20 00:00:00+00:00,8.9,A,12117000,,,85.1,A,2.35,A
2020-10-21 00:00:00+00:00,8.0,A,12117000,,,89.9,A,2.37,A
2020-10-22 00:00:00+00:00,7.0,A,12117000,,,75.0,A,2.29,A
2020-10-23 00:00:00+00:00,6.9,A,12117000,,,74.0,A,2.29,A
2020-10-24 00:00:00+00:00,7.1,A,12117000,,,84.3,A,2.34,A
2020-10-25 00:00:00+00:00,5.8,A,12117000,,,68.4,A,2.26,A
2020-10-26 00:00:00+00:00,6.0,A,12117000,,,61.2,A,2.22,A
2020-10-27 00:00:00+00:00,6.8,A,12117000,,,55.1,A,2.18,A
2020-10-28 00:00:00+00:00,6.9,A,12117000,,,51.0,A,2.15,A
2020-10-29 00:00:00+00:00,7.8,A,12117000,,,47.0,A,2.12,A
2020-10-30 00:00:00+00:00,7.9,A,12117000,,,50.4,A,2.15,A
2020-10-31 00:00:00+00:00,7.1,A,12117000,,,44.0,A,2.1,A
2020-11-01 00:00:00+00:00,7.1,A,12117000,,,41.1,A,2.08,A
2020-11-02 00:00:00+00:00,7.5,A,12117000,,,38.8,A,2.06,A
2020-11-03 00:00:00+00:00,7.9,A,12117000,,,74.7,A,2.26,A
2020-11-04 00:00:00+00:00,9.6,A,12117000,,,123.0,A,2.51,A
2020-11-05 00:00:00+00:00,9.2,A,12117000,,,243.0,A,2.91,A
2020-11-06 00:00:00+00:00,7.8,A,12117000,,,205.0,A,2.81,A
2020-11-07 00:00:00+00:00,6.7,A,12117000,,,140.0,A,2.58,A
2020-11-08 00:00:00+00:00,5.6,A,12117000,,,109.0,A,2.46,A
2020-11-09 00:00:00+00:00,5.3,A,12117000,,,90.8,A,2.38,A
2020-11-10 00:00:00+00:00,5.4,A,12117000,,,106.0,A,2.44,A
2020-11-11 00:00:00+00:00,5.7,A,12117000,,,92.9,A,2.38,A
2020-11-12 00:00:00+00:00,5.9,A,12117000,,,85.8,A,2.35,A
2020-11-13 00:00:00+00:00,6.2,A,12117000,,,178.0,A,2.72,A
2020-11-14 00:00:00+00:00,6.4,A,12117000,,,133.0,A,2.56,A
2020-11-15 00:00:00+00:00,6.7,A,12117000,,,156.0,A,2.64,A
2020-11-16 00:00:00+00:00,6.9,A,12117000,,,145.0,A,2.61,A
2020-11-17 00:00:00+00:00,7.4,A,12117000,,,143.0,A,2.6,A
2020-11-18 00:00:00+00:00,7.0,A,12117000,,,153.0,A,2.64,A
2020-11-19 00:00:00+00:00,6.6,A,12117000,,,150.0,A,2.62,A
2020-11-20 00:00:00+00:00,6.8,A,12117000,,,143.0,A,2.6,A
2020-11-21 00:00:00+00:00,6.7,A,12117000,,,126.0,A,2.53,A
2020-11-22 00:00:00+00:00,6.4,A,12117000,,,114.0,A,2.48,A
2020-11-23 00:00:00+00:00,6.5,A,12117000,,,118.0,A,2.5,A
2020-11-24 00:00:00+00:00,6.6,A,12117000,,,119.0,A,2.5,A
2020-11-25 00:00:00+00:00,6.4,A,12117000,,,138.0,A,2.58,A
2020-11-26 00:00:00+00:00,6.5,A,12117000,,,139.0,A,2.58,A
2020-11-27 00:00:00+00:00,6.5,A,12117000,,,128.0,A,2.54,A
2020-11-28 00:00:00+00:00,6.6,A,12117000,,,131.0,A,2.55,A
2020-11-29 00:00:00+00:00,6.0,A,12117000,,,118.0,A,2.5,A
2020-11-30 00:00:00+00:00,6.4,A,12117000,,,117.0,A,2.49,A
2020-12-01 00:00:00+00:00,5.7,A,12117000,,,103.0,A,2.43,A
2020-12-02 00:00:00+00:00,6.0,A,12117000,,,95.2,A,2.4,A
2020-12-03 00:00:00+00:00,6.2,A,12117000,,,88.5,A,2.36,A
2020-12-04 00:00:00+00:00,6.2,A,12117000,,,83.6,A,2.34,A
2020-12-05 00:00:00+00:00,6.5,A,12117000,,,79.7,A,2.32,A
2020-12-06 00:00:00+00:00,6.8,A,12117000,,,76.2,A,2.3,A
2020-12-07 00:00:00+00:00,7.0,A,12117000,,,73.4,A,2.29,A
2020-12-08 00:00:00+00:00,7.5,A,12117000,,,93.8,A,2.38,A
2020-12-09 00:00:00+00:00,7.2,A,12117000,,,128.0,A,2.54,A
2020-12-10 00:00:00+00:00,6.2,A,12117000,,,114.0,A,2.48,A
2020-12-11 00:00:00+00:00,5.9,A,12117000,,,108.0,A,2.45,A
2020-12-12 00:00:00+00:00,5.1,A,12117000,,,97.2,A,2.41,A
2020-12-13 00:00:00+00:00,5.2,A,12117000,,,93.0,A,2.39,A
2020-12-14 00:00:00+00:00,5.7,A,12117000,,,107.0,A,2.45,A
2020-12-15 00:00:00+00:00,6.0,A,12117000,,,126.0,A,2.53,A
2020-12-16 00:00:00+00:00,6.3,A,12117000,,,146.0,A,2.61,A
2020-12-17 00:00:00+00:00,6.2,A,12117000,,,213.0,A,2.83,A
2020-12-18 00:00:00+00:00,6.3,A,12117000,,,218.0,A,2.85,A
2020-12-19 00:00:00+00:00,6.6,A,12117000,6.2,P,222.0,A,2.86,A
2020-12-20 00:00:00+00:00,7.1,A,12117000,8.5,P,254.0,A,2.95,A
2020-12-21 00:00:00+00:00,7.0,A,12117000,6.7,P,251.0,A,2.94,A
2020-12-22 00:00:00+00:00,5.7,A,12117000,1.5,P,257.0,A,2.96,A
2020-12-23 00:00:00+00:00,5.3,A,12117000,0.4,P,210.0,A,2.83,A
2020-12-24 00:00:00+00:00,5.3,A,12117000,2.8,P,175.0,A,2.71,A
2020-12-25 00:00:00+00:00,5.5,A,12117000,4.0,P,156.0,A,2.65,A
2020-12-26 00:00:00+00:00,5.8,A,12117000,3.5,P,151.0,A,2.63,A
2020-12-27 00:00:00+00:00,6.1,A,12117000,4.1,P,137.0,A,2.58,A
2020-12-28 00:00:00+00:00,5.5,A,12117000,1.1,P,126.0,A,2.53,A
