datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2021-10-01 00:00:00+00:00,8.0,A,14158850,528.0,A,58.0,A,11.3,A,1.05,P,0.76,P,0.31,P
2021-10-02 00:00:00+00:00,7.9,A,14158850,530.0,A,58.0,A,11.3,A,1.03,P,0.71,P,0.31,P
2021-10-03 00:00:00+00:00,7.8,A,14158850,526.0,A,58.0,A,11.3,A,1.0,P,0.69,P,0.31,P
2021-10-04 00:00:00+00:00,7.7,A,14158850,524.0,A,58.0,A,11.3,A,1.0,P,0.73,P,0.31,P
2021-10-05 00:00:00+00:00,7.6,A,14158850,526.0,A,59.0,A,11.4,A,1.0,P,0.97,P,0.32,P
2021-10-06 00:00:00+00:00,7.6,A,14158850,524.0,A,58.0,A,11.4,A,1.01,P,0.71,P,0.31,P
2021-10-07 00:00:00+00:00,7.5,A,14158850,534.0,A,59.0,A,11.4,A,0.95,P,0.76,P,0.31,P
2021-10-08 00:00:00+00:00,7.5,A,14158850,530.0,A,58.0,A,11.4,A,0.94,P,0.76,P,0.31,P
2021-10-09 00:00:00+00:00,7.3,A,14158850,518.0,A,58.0,A,11.5,A,0.93,P,0.75,P,0.31,P
2021-10-10 00:00:00+00:00,7.4,A,14158850,523.0,A,58.0,A,11.5,A,0.96,P,0.69,P,0.3,P
2021-10-11 00:00:00+00:00,7.2,A,14158850,530.0,A,58.0,A,11.5,A,1.01,P,0.72,P,0.3,P
2021-10-12 00:00:00+00:00,7.0,A,14158850,523.0,A,58.0,A,11.6,A,1.0,P,0.69,P,0.31,P
2021-10-13 00:00:00+00:00,7.3,A,14158850,480.0,A,58.0,A,11.5,A,1.12,P,0.81,P,0.31,P
2021-10-14 00:00:00+00:00,7.0,A,14158850,524.0,A,59.0,A,11.6,A,1.06,P,1.12,P,0.33,P
2021-10-15 00:00:00+00:00,7.1,A,14158850,521.0,A,59.0,A,11.5,A,1.05,P,0.9,P,0.31,P
2021-10-16 00:00:00+00:00,7.0,A,14158850,522.0,A,59.0,A,11.5,A,0.97,P,0.97,P,0.31,P
2021-10-17 00:00:00+00:00,6.9,A,14158850,517.0,A,59.0,A,11.5,A,1.0,P,0.97,P,0.33,P
2021-10-18 00:00:00+00:00,7.0,"A, [4]",14158850,502.0,A,58.0,"A, [4]",11.7,"A, [4]",1.07,"P, [4]",1.64,"P, [4]",0.35,"P, [4]"
2021-10-19 00:00:00+00:00,7.2,A,14158850,490.0,A,58.0,A,11.8,A,1.06,P,2.11,P,0.38,P
2021-10-20 00:00:00+00:00,7.3,A,14158850,515.0,A,58.0,A,11.8,A,1.04,P,2.16,P,0.37,P
2021-10-21 00:00:00+00:00,7.4,A,14158850,514.0,A,58.0,A,11.7,A,1.09,P,2.37,P,0.36,P
2021-10-22 00:00:00+00:00,7.6,A,14158850,544.0,A,57.0,A,11.5,A,1.33,P,2.65,P,0.33,P
2021-10-23 00:00:00+00:00,7.3,A,14158850,550.0,A,58.0,A,11.5,A,1.57,P,2.87,P,0.37,P
2021-10-24 00:00:00+00:00,7.1,A,14158850,551.0,A,58.0,A,11.4,A,1.67,P,2.9,P,0.38,P
2021-10-25 00:00:00+00:00,6.9,A,14158850,562.0,A,58.0,A,11.6,A,1.72,P,3.08,P,0.4,P
2021-10-26 00:00:00+00:00,6.8,A,14158850,565.0,A,58.0,A,11.7,A,1.82,P,3.63,P,0.41,P
2021-10-27 00:00:00+00:00,6.8,A,14158850,547.0,A,58.0,A,11.9,A,1.94,P,3.68,P,0.42,P
2021-10-28 00:00:00+00:00,6.6,A,14158850,543.0,A,59.0,A,11.9,A,1.77,P,2.43,P,0.4,P
2021-10-29 00:00:00+00:00,6.6,A,14158850,594.0,A,58.0,A,11.8,A,1.95,P,2.82,P,0.4,P
2021-10-30 00:00:00+00:00,6.6,A,14158850,624.0,A,58.0,A,11.7,A,1.98,P,3.26,P,0.4,P
2021-10-31 00:00:00+00:00,6.5,A,14158850,603.0,A,58.0,A,11.8,A,1.77,P,4.08,P,0.42,P
2021-11-01 00:00:00+00:00,6.4,A,14158850,571.0,A,58.0,A,11.8,A,1.79,P,4.61,P,0.42,P
2021-11-02 00:00:00+00:00,6.4,A,14158850,556.0,A,58.0,A,11.8,A,1.95,P,4.33,P,0.43,P
2021-11-03 00:00:00+00:00,6.4,A,14158850,559.0,A,58.0,A,11.8,A,2.0,P,3.29,P,0.42,P
2021-11-04 00:00:00+00:00,6.4,A,14158850,662.0,A,57.0,A,11.8,A,2.15,P,3.09,P,0.42,P
2021-11-05 00:00:00+00:00,6.3,A,14158850,693.0,A,57.0,A,11.8,A,2.66,P,3.0,P,0.42,P
2021-11-06 00:00:00+00:00,6.2,A,14158850,714.0,A,57.0,A,11.8,A,2.36,P,2.36,P,0.42,P
2021-11-07 00:00:00+00:00,6.1,A,14158850,706.0,A,57.0,A,11.9,A,2.38,P,2.28,P,0.43,P
2021-11-08 00:00:00+00:00,6.2,A,14158850,711.0,A,57.0,A,11.8,A,2.37,P,2.43,P,0.41,P
2021-11-09 00:00:00+00:00,6.3,A,14158850,698.0,A,56.0,A,12.0,A,2.8,P,2.84,P,0.41,P
2021-11-10 00:00:00+00:00,6.0,A,14158850,702.0,A,57.0,A,11.9,A,2.6,P,2.42,P,0.42,P
2021-11-11 00:00:00+00:00,6.1,A,14158850,1160.0,A,55.0,A,11.9,A,4.14,P,2.39,P,0.41,P
