datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2019-10-01 00:00:00+00:00,17.0,A,14150000,748.0,A,734.0,A,1520.0,A
2019-10-02 00:00:00+00:00,16.7,A,14150000,747.0,A,732.0,A,1490.0,A
2019-10-03 00:00:00+00:00,16.7,A,14150000,747.0,A,733.0,A,1510.0,A
2019-10-04 00:00:00+00:00,16.6,A,14150000,751.0,A,735.0,A,1510.0,A
2019-10-05 00:00:00+00:00,16.5,A,14150000,754.0,A,738.0,A,1510.0,A
2019-10-06 00:00:00+00:00,16.2,A,14150000,751.0,A,737.0,A,1500.0,A
2019-10-07 00:00:00+00:00,16.3,A,14150000,748.0,A,736.0,A,1510.0,A
2019-10-08 00:00:00+00:00,16.2,A,14150000,747.0,A,734.0,A,1510.0,A
2019-10-09 00:00:00+00:00,15.9,A,14150000,752.0,A,737.0,A,1510.0,A
2019-10-10 00:00:00+00:00,15.6,A,14150000,752.0,A,734.0,A,1520.0,A
2019-10-11 00:00:00+00:00,15.4,A,14150000,747.0,A,731.0,A,1520.0,A
2019-10-12 00:00:00+00:00,15.2,A,14150000,745.0,A,729.0,A,1520.0,A
2019-10-13 00:00:00+00:00,15.3,A,14150000,745.0,A,730.0,A,1530.0,A
2019-10-14 00:00:00+00:00,15.1,A,14150000,747.0,A,730.0,A,1530.0,A
2019-10-15 00:00:00+00:00,15.2,A,14150000,746.0,A,732.0,A,1530.0,A
2019-10-16 00:00:00+00:00,15.1,A,14150000,742.0,A,729.0,A,1530.0,A
2019-10-17 00:00:00+00:00,15.0,A,14150000,743.0,A,733.0,A,1520.0,A
2019-10-18 00:00:00+00:00,15.0,A,14150000,746.0,A,736.0,A,1520.0,A
2019-10-19 00:00:00+00:00,14.8,A,14150000,745.0,A,735.0,A,1510.0,A
2019-10-20 00:00:00+00:00,14.6,A,14150000,749.0,A,737.0,A,1510.0,A
2019-10-21 00:00:00+00:00,14.8,A,14150000,754.0,A,742.0,A,1510.0,A
2019-10-22 00:00:00+00:00,14.8,A,14150000,755.0,A,743.0,A,1510.0,A
2019-10-23 00:00:00+00:00,14.8,A,14150000,756.0,A,745.0,A,1510.0,A
2019-10-24 00:00:00+00:00,14.6,A,14150000,753.0,A,743.0,A,1500.0,A
2019-10-25 00:00:00+00:00,14.5,A,14150000,752.0,A,742.0,A,1510.0,A
2019-10-26 00:00:00+00:00,14.1,A,14150000,753.0,A,740.0,A,1510.0,A
2019-10-27 00:00:00+00:00,14.0,A,14150000,753.0,A,739.0,A,1520.0,A
2019-10-28 00:00:00+00:00,13.5,A,14150000,750.0,A,736.0,A,1530.0,A
2019-10-29 00:00:00+00:00,13.2,A,14150000,752.0,A,736.0,A,1540.0,A
2019-10-30 00:00:00+00:00,12.8,A,14150000,752.0,A,734.0,A,1560.0,A
2019-10-31 00:00:00+00:00,12.4,A,14150000,754.0,A,736.0,A,1560.0,A
2019-11-01 00:00:00+00:00,12.3,A,14150000,753.0,A,735.0,A,1550.0,A
2019-11-02 00:00:00+00:00,12.2,A,14150000,751.0,A,734.0,A,1560.0,A
2019-11-03 00:00:00+00:00,12.1,A,14150000,750.0,A,734.0,A,1540.0,A
2019-11-04 00:00:00+00:00,12.0,A,14150000,750.0,A,734.0,A,1530.0,A
2019-11-05 00:00:00+00:00,12.0,A,14150000,749.0,A,733.0,A,1520.0,A
2019-11-06 00:00:00+00:00,11.9,A,14150000,750.0,A,740.0,A,1560.0,A
2019-11-07 00:00:00+00:00,11.7,A,14150000,750.0,A,733.0,A,1520.0,A
2019-11-08 00:00:00+00:00,11.7,A,14150000,750.0,A,734.0,A,1520.0,A
2019-11-09 00:00:00+00:00,11.5,A,14150000,751.0,A,734.0,A,1500.0,A
2019-11-10 00:00:00+00:00,11.6,A,14150000,751.0,A,736.0,A,1500.0,A
2019-11-11 00:00:00+00:00,11.7,A,14150000,750.0,A,736.0,A,1490.0,A
2019-11-12 00:00:00+00:00,11.7,A,14150000,749.0,A,735.0,A,1500.0,A
