datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2015-10-01 00:00:00+00:00,16900.0,A,12396500,86.63,A,84.46,A
2015-10-02 00:00:00+00:00,18600.0,A,12396500,87.18,A,84.99,A
2015-10-03 00:00:00+00:00,19500.0,A,12396500,87.38,A,85.18,A
2015-10-04 00:00:00+00:00,20000.0,A,12396500,88.32,A,86.73,A
2015-10-05 00:00:00+00:00,20400.0,A,12396500,88.4,A,86.76,A
2015-10-06 00:00:00+00:00,20800.0,A,12396500,87.71,A,85.39,A
2015-10-07 00:00:00+00:00,20900.0,A,12396500,87.73,A,85.35,A
2015-10-08 00:00:00+00:00,22400.0,A,12396500,88.48,A,86.48,A
2015-10-09 00:00:00+00:00,22300.0,A,12396500,88.28,A,86.15,A
2015-10-10 00:00:00+00:00,23400.0,A,12396500,88.48,A,86.24,A
2015-10-11 00:00:00+00:00,25000.0,A,12396500,90.03,A,88.61,A
2015-10-12 00:00:00+00:00,26000.0,A,12396500,90.63,A,89.34,A
2015-10-13 00:00:00+00:00,25200.0,A,12396500,90.13,A,88.74,A
2015-10-14 00:00:00+00:00,23000.0,A,12396500,89.15,A,87.55,A
2015-10-15 00:00:00+00:00,23000.0,A,12396500,88.74,A,86.89,A
2015-10-16 00:00:00+00:00,22900.0,A,12396500,88.77,A,86.94,A
2015-10-17 00:00:00+00:00,22600.0,A,12396500,88.52,A,86.56,A
2015-10-18 00:00:00+00:00,22700.0,A,12396500,88.78,A,86.98,A
2015-10-19 00:00:00+00:00,23300.0,A,12396500,89.12,A,87.45,A
2015-10-20 00:00:00+00:00,23400.0,A,12396500,89.43,A,87.92,A
2015-10-21 00:00:00+00:00,22800.0,A,12396500,88.84,A,87.1,A
2015-10-22 00:00:00+00:00,22800.0,A,12396500,89.42,A,87.99,A
2015-10-23 00:00:00+00:00,22400.0,A,12396500,89.17,A,87.68,A
2015-10-24 00:00:00+00:00,22000.0,A,12396500,88.51,A,86.63,A
2015-10-25 00:00:00+00:00,22000.0,A,12396500,88.2,A,86.12,A
2015-10-26 00:00:00+00:00,22300.0,A,12396500,88.6,A,86.76,A
2015-10-27 00:00:00+00:00,21800.0,A,12396500,88.5,A,86.7,A
2015-10-28 00:00:00+00:00,21200.0,A,12396500,88.14,A,86.15,A
2015-10-29 00:00:00+00:00,20900.0,A,12396500,87.85,A,85.69,A
2015-10-30 00:00:00+00:00,19800.0,A,12396500,87.58,A,85.47,A
2015-10-31 00:00:00+00:00,19400.0,A,12396500,87.26,A,84.84,A
2015-11-01 00:00:00+00:00,20000.0,A,12396500,88.26,A,86.61,A
2015-11-02 00:00:00+00:00,19500.0,A,12396500,88.17,A,86.59,A
2015-11-03 00:00:00+00:00,19200.0,A,12396500,87.93,A,86.24,A
2015-11-04 00:00:00+00:00,18600.0,A,12396500,87.41,A,85.47,A
2015-11-05 00:00:00+00:00,18100.0,A,12396500,87.63,A,85.99,A
2015-11-06 00:00:00+00:00,16800.0,A,12396500,87.26,A,85.55,A
2015-11-07 00:00:00+00:00,16000.0,A,12396500,86.41,A,84.31,A
2015-11-08 00:00:00+00:00,16500.0,A,12396500,87.27,A,85.74,A
2015-11-09 00:00:00+00:00,16800.0,A,12396500,87.42,A,85.82,A
2015-11-10 00:00:00+00:00,17600.0,A,12396500,86.79,A,84.55,A
2015-11-11 00:00:00+00:00,19000.0,A,12396500,88.23,A,86.78,A
2015-11-12 00:00:00+00:00,19300.0,A,12396500,88.1,A,86.52,A
2015-11-13 00:00:00+00:00,20600.0,A,12396500,88.69,A,87.17,A
2015-11-14 00:00:00+00:00,19800.0,A,12396500,87.56,A,85.43,A
2015-11-15 00:00:00+00:00,20000.0,A,12396500,87.55,A,85.37,A
2015-11-16 00:00:00+00:00,20900.0,A,12396500,88.46,A,86.73,A
2015-11-17 00:00:00+00:00,21100.0,A,12396500,88.27,A,86.41,A
2015-11-18 00:00:00+00:00,20000.0,A,12396500,88.19,A,86.53,A
2015-11-19 00:00:00+00:00,18900.0,A,12396500,88.07,A,86.57,A
2015-11-20 00:00:00+00:00,16600.0,A,12396500,87.3,A,85.75,A
2015-11-21 00:00:00+00:00,15000.0,A,12396500,86.22,A,84.35,A
2015-11-22 00:00:00+00:00,12300.0,A,12396500,86.46,A,85.38,A
2015-11-23 00:00:00+00:00,11900.0,A,12396500,85.44,A,83.72,A
2015-11-24 00:00:00+00:00,12000.0,A,12396500,84.65,A,81.96,A
2015-11-25 00:00:00+00:00,14400.0,A,12396500,85.73,A,83.54,A
2015-11-26 00:00:00+00:00,14900.0,A,12396500,86.88,A,85.41,A
2015-11-27 00:00:00+00:00,12900.0,A,12396500,86.11,A,84.64,A
2015-11-28 00:00:00+00:00,12100.0,A,12396500,84.9,A,82.7,A
2015-11-29 00:00:00+00:00,12200.0,A,12396500,85.03,A,82.91,A
2015-11-30 00:00:00+00:00,14500.0,A,12396500,85.78,A,83.58,A
2015-12-01 00:00:00+00:00,14600.0,A,12396500,86.68,A,85.2,A
2015-12-02 00:00:00+00:00,12100.0,A,12396500,86.27,A,85.11,A
2015-12-03 00:00:00+00:00,10900.0,A,12396500,85.72,A,84.56,A
2015-12-04 00:00:00+00:00,12000.0,A,12396500,86.25,A,85.12,A
2015-12-05 00:00:00+00:00,11700.0,A,12396500,87.09,A,86.31,A
2015-12-06 00:00:00+00:00,11200.0,A,12396500,86.56,A,85.72,A
2015-12-07 00:00:00+00:00,10900.0,A,12396500,86.52,A,85.69,A
2015-12-08 00:00:00+00:00,12900.0,A,12396500,86.52,A,85.07,A
2015-12-09 00:00:00+00:00,23300.0,A,12396500,88.87,A,87.02,A
2015-12-10 00:00:00+00:00,26100.0,A,12396500,89.44,A,87.51,A
2015-12-11 00:00:00+00:00,27200.0,A,12396500,89.9,A,88.1,A
2015-12-12 00:00:00+00:00,27200.0,A,12396500,90.45,A,88.93,A
2015-12-13 00:00:00+00:00,25800.0,A,12396500,90.95,A,89.76,A
2015-12-14 00:00:00+00:00,18000.0,A,12396500,88.65,A,87.55,A
2015-12-15 00:00:00+00:00,11400.0,A,12396500,85.07,A,83.17,A
2015-12-16 00:00:00+00:00,17100.0,A,12396500,86.56,A,84.22,A
2015-12-17 00:00:00+00:00,19000.0,A,12396500,87.17,A,84.92,A
2015-12-18 00:00:00+00:00,19200.0,A,12396500,87.44,A,85.42,A
2015-12-19 00:00:00+00:00,16900.0,A,12396500,87.07,A,85.32,A
2015-12-20 00:00:00+00:00,16600.0,A,12396500,86.87,A,85.01,A
2015-12-21 00:00:00+00:00,17700.0,A,12396500,86.94,A,84.88,A
2015-12-22 00:00:00+00:00,18000.0,A,12396500,87.63,A,85.98,A
2015-12-23 00:00:00+00:00,17500.0,A,12396500,87.02,A,85.08,A
2015-12-24 00:00:00+00:00,16200.0,A,12396500,87.66,A,86.41,A
2015-12-25 00:00:00+00:00,14500.0,A,12396500,88.92,A,88.28,A
2015-12-26 00:00:00+00:00,12800.0,A,12396500,88.09,A,87.45,A
2015-12-27 00:00:00+00:00,12400.0,A,12396500,87.5,A,86.78,A
2015-12-28 00:00:00+00:00,11100.0,A,12396500,87.36,A,86.71,A
2015-12-29 00:00:00+00:00,9580.0,A,12396500,85.4,A,84.43,A
2015-12-30 00:00:00+00:00,9110.0,A,12396500,85.2,A,84.25,A
2015-12-31 00:00:00+00:00,8880.0,A,12396500,85.59,A,84.85,A
2016-01-01 00:00:00+00:00,9090.0,A,12396500,87.5,A,87.09,A
2016-01-02 00:00:00+00:00,9270.0,A,12396500,86.64,A,86.05,A
2016-01-03 00:00:00+00:00,8830.0,A,12396500,86.7,A,86.17,A
2016-01-04 00:00:00+00:00,9310.0,A,12396500,86.07,A,85.23,A
2016-01-05 00:00:00+00:00,9550.0,A,12396500,85.16,A,84.04,A
2016-01-06 00:00:00+00:00,9520.0,A,12396500,84.99,A,83.8,A
2016-01-07 00:00:00+00:00,9180.0,A,12396500,84.54,A,83.03,A
2016-01-08 00:00:00+00:00,9330.0,A,12396500,83.98,A,82.01,A
2016-01-09 00:00:00+00:00,9930.0,A,12396500,84.12,A,81.99,A
2016-01-10 00:00:00+00:00,12100.0,A,12396500,85.67,A,84.08,A
2016-01-11 00:00:00+00:00,14600.0,A,12396500,87.3,A,86.12,A
2016-01-12 00:00:00+00:00,16600.0,A,12396500,87.38,A,85.86,A
2016-01-13 00:00:00+00:00,17200.0,A,12396500,87.21,A,85.49,A
2016-01-14 00:00:00+00:00,17700.0,A,12396500,88.31,A,87.11,A
2016-01-15 00:00:00+00:00,17300.0,A,12396500,87.54,A,85.98,A
2016-01-16 00:00:00+00:00,16200.0,A,12396500,86.54,A,84.54,A
2016-01-17 00:00:00+00:00,13300.0,A,12396500,86.21,A,84.76,A
2016-01-18 00:00:00+00:00,12700.0,A,12396500,86.83,A,85.81,A
