datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,63680_Mean,63680_Mean_cd,99409_2_Mean,99409_2_Mean_cd,99409_Mean,99409_Mean_cd
2016-01-31 00:00:00+00:00,,,06329500,6300.0,"A, e",,,,,,
2016-02-01 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-02-02 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-02-03 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-02-04 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-02-05 00:00:00+00:00,,,06329500,6200.0,"A, e",,,,,,
2016-02-06 00:00:00+00:00,,,06329500,6000.0,"A, e",,,,,,
2016-02-07 00:00:00+00:00,,,06329500,5900.0,"A, e",,,,,,
2016-02-08 00:00:00+00:00,,,06329500,6100.0,"A, e",,,,,,
2016-02-09 00:00:00+00:00,,,06329500,6340.0,A,,,,,,
2016-02-10 00:00:00+00:00,,,06329500,6410.0,A,,,,,,
2016-02-11 00:00:00+00:00,,,06329500,6500.0,"A, e",,,,,,
2016-02-12 00:00:00+00:00,,,06329500,6600.0,"A, e",,,,,,
2016-02-13 00:00:00+00:00,,,06329500,6700.0,"A, e",,,,,,
2016-02-14 00:00:00+00:00,,,06329500,6700.0,"A, e",,,,,,
2016-02-15 00:00:00+00:00,,,06329500,6800.0,"A, e",,,,,,
2016-02-16 00:00:00+00:00,,,06329500,6900.0,"A, e",,,,,,
2016-02-17 00:00:00+00:00,,,06329500,6800.0,"A, e",,,,,,
2016-02-18 00:00:00+00:00,,,06329500,6800.0,"A, e",,,,,,
2016-02-19 00:00:00+00:00,,,06329500,6700.0,"A, e",,,,,,
2016-02-20 00:00:00+00:00,,,06329500,6700.0,"A, e",,,,,,
2016-02-21 00:00:00+00:00,,,06329500,6800.0,"A, e",,,,,,
2016-02-22 00:00:00+00:00,,,06329500,7000.0,"A, e",,,,,,
2016-02-23 00:00:00+00:00,,,06329500,6900.0,"A, e",,,,,,
2016-02-24 00:00:00+00:00,,,06329500,6900.0,"A, e",,,,,,
2016-02-25 00:00:00+00:00,,,06329500,6800.0,"A, e",,,,,,
2016-02-26 00:00:00+00:00,,,06329500,6700.0,"A, e",,,,,,
2016-02-27 00:00:00+00:00,,,06329500,6600.0,"A, e",,,,,,
2016-02-28 00:00:00+00:00,,,06329500,6500.0,"A, e",,,,,,
2016-02-29 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-03-01 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-03-02 00:00:00+00:00,,,06329500,6400.0,"A, e",,,,,,
2016-03-03 00:00:00+00:00,,,06329500,6300.0,"A, e",,,,,,
2016-03-04 00:00:00+00:00,,,06329500,6300.0,"A, e",,,,,,
2016-03-05 00:00:00+00:00,,,06329500,6300.0,"A, e",,,,,,
2016-03-06 00:00:00+00:00,,,06329500,6320.0,A,,,,,,
2016-03-07 00:00:00+00:00,,,06329500,6230.0,A,,,,,,
2016-03-08 00:00:00+00:00,,,06329500,6170.0,A,,,,,,
2016-03-09 00:00:00+00:00,,,06329500,6130.0,A,,,,,,
2016-03-10 00:00:00+00:00,,,06329500,6030.0,A,,,,,,
2016-03-11 00:00:00+00:00,,,06329500,5990.0,A,,,,,,
2016-03-12 00:00:00+00:00,,,06329500,6000.0,A,,,,,,
2016-03-13 00:00:00+00:00,,,06329500,6020.0,A,,,,,,
2016-03-14 00:00:00+00:00,,,06329500,5970.0,A,,,,,,
2016-03-15 00:00:00+00:00,,,06329500,5690.0,A,,,,,,
2016-03-16 00:00:00+00:00,,,06329500,5630.0,A,,,,,,
2016-03-17 00:00:00+00:00,,,06329500,5650.0,A,,,,,,
2016-03-18 00:00:00+00:00,,,06329500,5660.0,A,,,,,,
2016-03-19 00:00:00+00:00,,,06329500,5650.0,A,,,,,,
2016-03-20 00:00:00+00:00,,,06329500,5650.0,A,,,,,,
2016-03-21 00:00:00+00:00,,,06329500,5610.0,A,,,,,,
2016-03-22 00:00:00+00:00,,,06329500,5510.0,A,,,,,,
2016-03-23 00:00:00+00:00,,,06329500,5490.0,A,,,,,,
2016-03-24 00:00:00+00:00,,,06329500,5430.0,A,,,,,,
2016-03-25 00:00:00+00:00,,,06329500,5320.0,A,,,,,,
2016-03-26 00:00:00+00:00,,,06329500,5430.0,A,,,,,,
2016-03-27 00:00:00+00:00,,,06329500,5500.0,A,,,,,,
2016-03-28 00:00:00+00:00,,,06329500,5540.0,A,,,,,,
2016-03-29 00:00:00+00:00,,,06329500,5470.0,A,,,,,,
2016-03-30 00:00:00+00:00,,,06329500,5420.0,A,,,,,,
2016-03-31 00:00:00+00:00,,,06329500,5370.0,A,,,,,,
2016-04-01 00:00:00+00:00,,,06329500,5410.0,A,,,,,,
2016-04-02 00:00:00+00:00,,,06329500,5590.0,A,,,,,,
2016-04-03 00:00:00+00:00,,,06329500,5700.0,A,,,,,,
2016-04-04 00:00:00+00:00,,,06329500,5900.0,A,,,,,,
2016-04-05 00:00:00+00:00,,,06329500,5980.0,A,,,,,,
2016-04-06 00:00:00+00:00,,,06329500,5880.0,A,17.6,A,44.6,A,708.0,A
2016-04-07 00:00:00+00:00,,,06329500,5810.0,A,16.0,A,41.0,A,644.0,A
2016-04-08 00:00:00+00:00,,,06329500,5780.0,A,19.6,A,48.8,A,762.0,A
2016-04-09 00:00:00+00:00,,,06329500,5770.0,A,32.8,A,76.2,A,1190.0,A
2016-04-10 00:00:00+00:00,,,06329500,5930.0,A,38.0,A,87.5,A,1400.0,A
2016-04-11 00:00:00+00:00,,,06329500,6050.0,A,31.8,A,75.2,A,1230.0,A
2016-04-12 00:00:00+00:00,,,06329500,6030.0,A,25.3,A,61.6,A,1000.0,A
2016-04-13 00:00:00+00:00,,,06329500,5970.0,A,22.4,A,55.3,A,891.0,A
2016-04-14 00:00:00+00:00,,,06329500,6190.0,A,24.0,A,59.3,A,991.0,A
2016-04-15 00:00:00+00:00,,,06329500,6710.0,A,28.5,A,70.4,A,1280.0,A
2016-04-16 00:00:00+00:00,,,06329500,6940.0,A,101.0,A,210.0,A,3920.0,A
2016-04-17 00:00:00+00:00,,,06329500,7340.0,A,66.6,A,150.0,A,2980.0,A
2016-04-18 00:00:00+00:00,,,06329500,8370.0,A,71.5,A,166.0,A,3740.0,A
2016-04-19 00:00:00+00:00,,,06329500,9170.0,A,79.8,A,186.0,A,4610.0,A
2016-04-20 00:00:00+00:00,,,06329500,8760.0,A,126.0,A,273.0,A,6460.0,A
2016-04-21 00:00:00+00:00,,,06329500,8260.0,A,122.0,A,262.0,A,5850.0,A
2016-04-22 00:00:00+00:00,,,06329500,7670.0,A,122.0,A,257.0,A,5330.0,A
2016-04-23 00:00:00+00:00,,,06329500,7720.0,A,152.0,A,313.0,A,6530.0,A
2016-04-24 00:00:00+00:00,,,06329500,8340.0,A,128.0,A,274.0,A,6170.0,A
2016-04-25 00:00:00+00:00,,,06329500,9870.0,A,155.0,A,337.0,A,8990.0,A
2016-04-26 00:00:00+00:00,,,06329500,12600.0,A,907.0,A,1640.0,A,55700.0,A
2016-04-27 00:00:00+00:00,,,06329500,13500.0,A,1460.0,A,2590.0,A,94400.0,A
2016-04-28 00:00:00+00:00,,,06329500,14000.0,A,994.0,A,1870.0,A,70700.0,A
2016-04-29 00:00:00+00:00,,,06329500,13400.0,A,720.0,A,1390.0,A,50300.0,A
2016-04-30 00:00:00+00:00,,,06329500,13500.0,A,488.0,A,995.0,A,36400.0,A
2016-05-01 00:00:00+00:00,,,06329500,13200.0,A,426.0,A,880.0,A,31400.0,A
2016-05-02 00:00:00+00:00,,,06329500,12300.0,A,519.0,A,1020.0,A,34000.0,A
2016-05-03 00:00:00+00:00,,,06329500,11400.0,A,508.0,A,987.0,A,30300.0,A
2016-05-04 00:00:00+00:00,,,06329500,10900.0,A,592.0,A,1110.0,A,32800.0,A
2016-05-05 00:00:00+00:00,,,06329500,10100.0,A,771.0,A,1380.0,A,37700.0,A
2016-05-06 00:00:00+00:00,,,06329500,9310.0,A,586.0,A,1060.0,A,26700.0,A
2016-05-07 00:00:00+00:00,,,06329500,9030.0,A,459.0,A,852.0,A,20800.0,A
2016-05-08 00:00:00+00:00,,,06329500,9900.0,A,373.0,A,729.0,A,19500.0,A
2016-05-09 00:00:00+00:00,,,06329500,12700.0,A,441.0,A,901.0,A,30900.0,A
2016-05-10 00:00:00+00:00,16.8,A,06329500,15500.0,A,439.0,A,941.0,A,39300.0,A
2016-05-11 00:00:00+00:00,14.1,A,06329500,16800.0,A,521.0,A,1110.0,A,50400.0,A
2016-05-12 00:00:00+00:00,11.8,A,06329500,19300.0,A,615.0,A,1340.0,A,69700.0,A
2016-05-13 00:00:00+00:00,10.8,A,06329500,22000.0,A,840.0,A,1810.0,A,107000.0,A
2016-05-14 00:00:00+00:00,10.9,A,06329500,20300.0,A,727.0,A,1560.0,A,85500.0,A
2016-05-15 00:00:00+00:00,12.3,A,06329500,18400.0,A,449.0,A,1000.0,A,49600.0,A
2016-05-16 00:00:00+00:00,14.0,A,06329500,17000.0,A,360.0,A,811.0,A,37200.0,A
2016-05-17 00:00:00+00:00,15.1,A,06329500,16200.0,A,366.0,A,813.0,A,35600.0,A
2016-05-18 00:00:00+00:00,16.2,A,06329500,16500.0,A,367.0,A,817.0,A,36400.0,A
2016-05-19 00:00:00+00:00,17.0,A,06329500,17600.0,A,317.0,A,732.0,A,34800.0,A
2016-05-20 00:00:00+00:00,17.7,A,06329500,17800.0,A,220.0,A,534.0,A,25600.0,A
2016-05-21 00:00:00+00:00,18.4,A,06329500,16900.0,A,167.0,A,415.0,A,18900.0,A
2016-05-22 00:00:00+00:00,19.1,A,06329500,17700.0,A,165.0,A,416.0,A,19900.0,A
2016-05-23 00:00:00+00:00,19.0,A,06329500,20000.0,A,197.0,A,500.0,A,26900.0,A
2016-05-24 00:00:00+00:00,18.3,A,06329500,23300.0,A,270.0,A,683.0,A,42900.0,A
2016-05-25 00:00:00+00:00,17.0,A,06329500,25600.0,A,278.0,A,718.0,A,49600.0,A
2016-05-26 00:00:00+00:00,16.4,A,06329500,24800.0,A,247.0,A,642.0,A,43000.0,A
2016-05-27 00:00:00+00:00,16.5,A,06329500,22800.0,A,193.0,A,507.0,A,31200.0,A
2016-05-28 00:00:00+00:00,17.4,A,06329500,21300.0,A,166.0,A,437.0,A,25100.0,A
2016-05-29 00:00:00+00:00,17.7,A,06329500,20100.0,A,146.0,A,386.0,A,21000.0,A
2016-05-30 00:00:00+00:00,17.4,A,06329500,19900.0,A,121.0,A,326.0,A,17500.0,A
2016-05-31 00:00:00+00:00,16.6,A,06329500,20200.0,A,111.0,A,304.0,A,16600.0,A
2016-06-01 00:00:00+00:00,16.3,A,06329500,20700.0,A,265.0,A,651.0,A,36400.0,A
2016-06-02 00:00:00+00:00,17.1,A,06329500,20500.0,A,264.0,A,648.0,A,35800.0,A
2016-06-03 00:00:00+00:00,17.8,A,06329500,20800.0,A,239.0,A,596.0,A,33400.0,A
2016-06-04 00:00:00+00:00,18.5,A,06329500,20600.0,A,177.0,A,458.0,A,25500.0,A
2016-06-05 00:00:00+00:00,19.9,A,06329500,20400.0,A,123.0,A,333.0,A,18400.0,A
2016-06-06 00:00:00+00:00,20.5,A,06329500,21400.0,A,100.0,A,281.0,A,16200.0,A
2016-06-07 00:00:00+00:00,21.1,A,06329500,22900.0,A,102.0,A,291.0,A,17900.0,A
2016-06-08 00:00:00+00:00,21.8,A,06329500,25100.0,A,127.0,A,361.0,A,24400.0,A
2016-06-09 00:00:00+00:00,22.8,A,06329500,27500.0,A,163.0,A,458.0,A,34000.0,A
2016-06-10 00:00:00+00:00,23.3,A,06329500,29600.0,A,390.0,A,978.0,A,78200.0,A
2016-06-11 00:00:00+00:00,22.9,A,06329500,30500.0,A,312.0,A,826.0,A,68100.0,A
2016-06-12 00:00:00+00:00,22.4,A,06329500,31400.0,A,221.0,A,618.0,A,52400.0,A
2016-06-13 00:00:00+00:00,22.2,A,06329500,31200.0,A,225.0,A,626.0,A,52700.0,A
2016-06-14 00:00:00+00:00,21.9,A,06329500,30500.0,A,403.0,A,1020.0,A,83900.0,A
2016-06-15 00:00:00+00:00,21.5,A,06329500,28500.0,A,391.0,A,988.0,A,75900.0,A
2016-06-16 00:00:00+00:00,20.7,A,06329500,25400.0,A,239.0,A,628.0,A,43100.0,A
2016-06-17 00:00:00+00:00,21.7,A,06329500,22900.0,A,,,,,,
2016-06-18 00:00:00+00:00,22.3,A,06329500,21200.0,A,,,,,,
2016-06-19 00:00:00+00:00,22.5,A,06329500,20400.0,A,,,,,,
2016-06-20 00:00:00+00:00,22.2,A,06329500,19100.0,A,,,,,,
2016-06-21 00:00:00+00:00,22.6,A,06329500,17200.0,A,58.4,A,166.0,A,7730.0,A
2016-06-22 00:00:00+00:00,22.1,A,06329500,15900.0,A,54.8,A,154.0,A,6640.0,A
2016-06-23 00:00:00+00:00,22.2,A,06329500,15300.0,A,42.9,A,124.0,A,5110.0,A
2016-06-24 00:00:00+00:00,23.2,A,06329500,14300.0,A,38.2,A,110.0,A,4240.0,A
2016-06-25 00:00:00+00:00,22.4,A,06329500,13500.0,A,41.7,A,117.0,A,4250.0,A
2016-06-26 00:00:00+00:00,21.4,A,06329500,12800.0,A,39.7,A,110.0,A,3810.0,A
2016-06-27 00:00:00+00:00,22.1,A,06329500,11700.0,A,34.6,A,95.8,A,3040.0,A
2016-06-28 00:00:00+00:00,23.1,A,06329500,10800.0,A,36.3,A,97.3,A,2830.0,A
2016-06-29 00:00:00+00:00,23.5,A,06329500,9820.0,A,43.3,A,111.0,A,2940.0,A
2016-06-30 00:00:00+00:00,23.4,A,06329500,8870.0,A,39.5,A,99.9,A,2390.0,A
2016-07-01 00:00:00+00:00,23.0,A,06329500,8000.0,A,29.0,A,74.4,A,1610.0,A
2016-07-02 00:00:00+00:00,24.0,A,06329500,7260.0,A,30.0,A,74.8,A,1470.0,A
2016-07-03 00:00:00+00:00,25.2,A,06329500,6840.0,A,30.0,A,73.8,A,1360.0,A
2016-07-04 00:00:00+00:00,25.7,A,06329500,6790.0,A,27.3,A,68.0,A,1250.0,A
2016-07-05 00:00:00+00:00,24.8,A,06329500,7190.0,A,54.9,A,123.0,A,2390.0,A
2016-07-06 00:00:00+00:00,23.5,A,06329500,6970.0,A,38.8,A,92.5,A,1740.0,A
2016-07-07 00:00:00+00:00,22.0,A,06329500,7360.0,A,71.1,A,148.0,A,2940.0,A
2016-07-08 00:00:00+00:00,21.9,A,06329500,6800.0,A,570.0,A,934.0,A,17200.0,A
2016-07-09 00:00:00+00:00,23.7,A,06329500,6660.0,A,127.0,A,255.0,A,4590.0,A
2016-07-10 00:00:00+00:00,24.6,A,06329500,6470.0,A,74.9,A,162.0,A,2820.0,A
2016-07-11 00:00:00+00:00,23.0,A,06329500,6650.0,A,123.0,A,248.0,A,4460.0,A
2016-07-12 00:00:00+00:00,20.5,A,06329500,5960.0,A,454.0,A,753.0,A,12100.0,A
2016-07-13 00:00:00+00:00,20.2,A,06329500,5820.0,A,140.0,A,270.0,A,4240.0,A
2016-07-14 00:00:00+00:00,20.7,A,06329500,6000.0,A,104.0,A,210.0,A,3410.0,A
2016-07-15 00:00:00+00:00,21.0,A,06329500,6840.0,A,147.0,A,294.0,A,5420.0,A
2016-07-16 00:00:00+00:00,22.3,A,06329500,7460.0,A,306.0,A,565.0,A,11400.0,A
2016-07-17 00:00:00+00:00,22.8,A,06329500,8230.0,A,335.0,A,623.0,A,13900.0,A
2016-07-18 00:00:00+00:00,23.2,A,06329500,7350.0,A,989.0,A,1540.0,A,30600.0,A
2016-07-19 00:00:00+00:00,24.2,A,06329500,6520.0,A,1270.0,A,1900.0,A,33400.0,A
2016-07-20 00:00:00+00:00,25.6,A,06329500,6060.0,A,458.0,A,767.0,A,12600.0,A
2016-07-21 00:00:00+00:00,26.4,A,06329500,5520.0,A,206.0,A,374.0,A,5570.0,A
