 116 2008  13 102 951      FORECAST PRECIPITATION PERCENTILES  (INCHES)                              MEANS      TRAN. ST.DEV. TRANS 
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD    PO
2008   1   1   1  .00  4.75  5.36  5.91  6.61  7.13  7.59  8.01  8.47  8.94  9.52 10.34 11.02 11.81  8.06  8.06  .5805  .5805  .6696
2008   1   1   2  .00  6.36  7.07  7.74  8.62  9.31  9.91 10.50 11.13 11.82 12.67 13.92 15.00 16.29 10.66 10.66  .1332  .1332  .2934
2008   1   1   3  .00  5.86  6.42  6.92  7.55  8.02  8.42  8.79  9.18  9.59 10.08 10.77 11.34 11.99  8.82  8.82  .6780  .6780  .7611
2008   1   1   4  .44  6.93  7.61  8.25  9.08  9.72 10.29 10.83 11.42 12.06 12.84 13.98 14.96 16.14 11.00 11.19  .1131  .1262  .2820
2008   1   1   5  .00  5.21  5.82  6.36  7.04  7.54  7.96  8.36  8.77  9.20  9.72 10.44 11.03 11.72  8.37  8.37  .9622  .9622  .8441
2008   1   1   6  .43  5.62  6.26  6.85  7.61  8.19  8.70  9.19  9.71 10.26 10.94 11.92 12.75 13.73  9.31  8.88  .2751  .3052  .4615
2008   1   1   7  .47  6.17  6.82  7.43  8.22  8.83  9.37  9.89 10.45 11.06 11.81 12.90 13.83 14.96 10.05 10.35  .1345  .1522  .3092
2008   1   1   8  .00  5.17  6.02  6.76  7.65  8.29  8.83  9.32  9.84 10.36 10.99 11.84 12.53 13.31  9.30  9.30 2.7375 2.7375 1.1029
2008   1   1   9  .34  6.26  7.14  7.90  8.83  9.50 10.07 10.59 11.13 11.69 12.35 13.25 13.99 14.83 10.58 10.46 2.5107 2.6682 1.0564
2008   1   1  10  .31  5.91  6.71  7.46  8.42  9.16  9.81 10.43 11.10 11.81 12.69 13.94 15.01 16.28 10.59 11.01  .3815  .4011  .4947
2008   1   1  11  .38  7.91  8.85  9.70 10.76 11.54 12.21 12.84 13.50 14.19 15.02 16.17 17.13 18.23 12.90 13.11 1.1911 1.2874  .7959
2008   1   1  12  .33  5.05  5.85  6.62  7.63  8.42  9.13  9.81 10.55 11.35 12.34 13.79 15.04 16.55 10.04 10.95  .2967  .3148  .4102
2008   1   1  13  .41  5.43  6.55  7.54  8.76  9.66 10.43 11.14 11.88 12.65 13.57 14.85 15.89 17.09 11.17 11.80 2.2382 2.4531  .9303
2008   1   1  14  .00  2.96  3.40  3.82  4.37  4.79  5.16  5.53  5.92  6.34  6.86  7.62  8.27  9.06  5.64  5.64  .2389  .2389  .4293
2008   1   1  15  .00   .74  1.33  1.80  2.35  2.73  3.04  3.32  3.60  3.90  4.24  4.70  5.06  5.47  3.29  3.29 1.7793 1.7793 1.2232
2008   1   1  16  .00   .96  1.23  1.49  1.84  2.12  2.38  2.62  2.90  3.19  3.56  4.10  4.57  5.14  2.73  2.73  .3088  .3088  .4951
2008   1   1  17  .00   .94  1.17  1.40  1.73  2.00  2.25  2.49  2.77  3.09  3.49  4.10  4.66  5.36  2.64  2.64  .1519  .1519  .2829
2008   1   1  18  .44   .91  1.12  1.32  1.58  1.79  1.97  2.15  2.34  2.55  2.81  3.18  3.50  3.88  2.21  2.17  .2626  .2927  .5228
2008   1   1  19  .41  1.13  1.30  1.47  1.70  1.88  2.04  2.19  2.36  2.55  2.78  3.12  3.42  3.78  2.26  2.18  .1275  .1399  .3368
2008   1   1  20  .39  1.98  2.21  2.42  2.69  2.89  3.07  3.24  3.42  3.61  3.85  4.18  4.46  4.80  3.28  3.09  .2043  .2218  .5227
2008   1   1  21  .09  2.38  2.68  2.95  3.28  3.52  3.72  3.91  4.11  4.32  4.57  4.91  5.19  5.52  3.92  3.76  .5886  .5911  .8921
2008   1   1  22  .00  3.73  4.19  4.63  5.19  5.61  5.99  6.35  6.74  7.16  7.67  8.40  9.03  9.78  6.44  6.44  .2376  .2376  .4488
2008   1   1  23  .00  4.20  4.86  5.45  6.17  6.70  7.15  7.57  8.01  8.46  9.01  9.76 10.37 11.08  7.58  7.58 1.3274 1.3274  .9235
2008   1   1  24  .30  5.48  6.19  6.82  7.59  8.15  8.63  9.07  9.53 10.01 10.59 11.38 12.03 12.78  9.09  9.03 1.4184 1.4879  .9304
2008   1   1  25  .00  3.84  4.43  4.97  5.68  6.21  6.68  7.12  7.59  8.10  8.71  9.59 10.33 11.20  7.22  7.22  .4816  .4816  .5941
2008   1   1  26  .00  2.47  2.97  3.44  4.04  4.50  4.90  5.28  5.69  6.12  6.64  7.39  8.02  8.76  5.35  5.35  .5799  .5799  .6616
2008   1   1  27  .00  2.25  2.76  3.22  3.81  4.26  4.64  5.00  5.38  5.79  6.28  6.96  7.53  8.20  5.06  5.06  .7690  .7690  .7671
2008   1   1  28  .00  1.90  2.27  2.62  3.09  3.47  3.80  4.13  4.49  4.88  5.37  6.09  6.72  7.49  4.28  4.28  .2302  .2302  .4004
2008   1   1  29  .00  1.62  1.95  2.27  2.71  3.07  3.39  3.70  4.05  4.44  4.93  5.65  6.30  7.09  3.86  3.86  .1802  .1802  .3316
2008   1   1  30  .18  1.35  1.66  1.96  2.37  2.70  2.99  3.28  3.59  3.94  4.37  5.00  5.56  6.24  3.40  3.39  .2579  .2624  .4302
2008   1   1  31  .41  1.80  2.06  2.31  2.63  2.88  3.09  3.30  3.53  3.78  4.08  4.51  4.89  5.33  3.37  3.17  .2001  .2199  .4507
2008   1   1  32  .44  1.97  2.16  2.33  2.55  2.71  2.85  2.99  3.13  3.28  3.47  3.73  3.95  4.20  3.01  2.86  .1693  .1882  .5245
2008   1   1  33  .43  3.48  4.00  4.49  5.13  5.62  6.05  6.47  6.92  7.40  7.99  8.85  9.58 10.46  6.59  6.73  .3041  .3366  .4767
2008   1   1  34  .40  2.54  3.00  3.43  4.01  4.45  4.84  5.22  5.63  6.07  6.62  7.40  8.08  8.88  5.34  5.51  .3393  .3709  .5014
2008   1   1  35  .13  1.65  2.01  2.36  2.85  3.25  3.61  3.98  4.38  4.83  5.40  6.27  7.05  8.02  4.18  4.20  .1658  .1673  .2928
2008   1   1  36  .08  2.13  2.62  3.10  3.75  4.27  4.74  5.19  5.69  6.24  6.92  7.93  8.81  9.88  5.38  5.67  .3250  .3260  .4381
2008   1   1  37  .00  1.55  1.80  2.05  2.37  2.64  2.87  3.10  3.36  3.64  3.99  4.51  4.97  5.53  3.21  3.21  .1287  .1287  .2996
2008   1   1  38  .18  6.64  7.60  8.49  9.65 10.53 11.30 12.05 12.84 13.69 14.73 16.22 17.49 18.99 12.23 11.64  .4850  .4929  .5254
2008   1   1  39  .24  7.35  8.32  9.23 10.41 11.33 12.13 12.90 13.73 14.62 15.72 17.31 18.67 20.29 13.12 12.76  .3281  .3379  .4389
2008   1   1  40  .00  6.28  7.13  7.94  9.02  9.88 10.65 11.39 12.21 13.11 14.23 15.89 17.35 19.13 11.66 11.66  .1320  .1320  .2602
2008   1   1  41  .00  4.82  5.50  6.14  6.98  7.63  8.21  8.78  9.38 10.04 10.86 12.05 13.07 14.31  8.96  8.96  .2310  .2310  .3841
2008   1   1  42  .29  4.12  4.74  5.34  6.14  6.78  7.35  7.91  8.53  9.20 10.05 11.30 12.41 13.76  8.16  8.36  .1462  .1525  .2811
2008   1   1  43  .37  3.66  4.26  4.84  5.61  6.23  6.78  7.32  7.91  8.56  9.37 10.57 11.63 12.92  7.55  8.24  .1849  .1989  .3218
2008   1   1  44  .34  1.97  2.41  2.86  3.48  3.99  4.46  4.93  5.46  6.04  6.79  7.93  8.96 10.24  5.21  5.70  .1774  .1888  .2853
2008   1   1  45  .36  1.12  1.44  1.78  2.26  2.65  3.03  3.40  3.83  4.31  4.93  5.88  6.75  7.84  3.66  3.83  .2018  .2159  .3025
2008   1   1  46  .40  1.67  1.95  2.22  2.57  2.85  3.09  3.33  3.59  3.88  4.23  4.74  5.19  5.72  3.42  3.48  .1960  .2140  .4083
2008   1   1  47  .36  1.46  1.68  1.90  2.19  2.42  2.63  2.84  3.07  3.32  3.63  4.11  4.53  5.04  2.94  3.00  .0973  .1041  .2499
2008   1   1  48  .00  2.15  2.47  2.77  3.15  3.44  3.69  3.94  4.20  4.47  4.81  5.29  5.70  6.19  3.99  3.99  .3032  .3032  .5620
2008   1   1  49  .43  1.52  1.67  1.82  2.00  2.15  2.27  2.39  2.53  2.67  2.84  3.10  3.32  3.58  2.43  2.38  .0787  .0874  .2941
2008   1   1  50  .10  7.99  9.20 10.33 11.81 12.95 13.95 14.91 15.95 17.06 18.43 20.40 22.09 24.09 15.18 15.00  .4817  .4842  .4893
2008   1   1  51  .36  8.18  9.31 10.36 11.74 12.80 13.74 14.64 15.62 16.66 17.96 19.82 21.42 23.34 14.91 14.84  .3511  .3757  .4353
2008   1   1  52  .31  5.87  6.66  7.41  8.42  9.22  9.94 10.64 11.41 12.26 13.32 14.90 16.30 18.00 10.95 11.46  .1077  .1134  .2303
2008   1   1  53  .29  3.42  3.99  4.53  5.27  5.85  6.38  6.90  7.48  8.10  8.90 10.08 11.12 12.40  7.14  7.79  .1558  .1628  .2883
2008   1   1  54  .43  1.79  2.15  2.52  3.02  3.43  3.81  4.18  4.59  5.05  5.64  6.53  7.32  8.31  4.38  4.86  .1554  .1717  .2818
2008   1   1  55  .17   .77  1.01  1.26  1.63  1.94  2.23  2.52  2.86  3.24  3.74  4.52  5.23  6.13  2.74  2.98  .1838  .1864  .2870
2008   1   1  56  .29  6.70  7.81  8.85 10.18 11.20 12.10 12.95 13.86 14.84 16.03 17.74 19.19 20.89 13.16 14.15  .6739  .7050  .5763
2008   1   1  57  .40  7.89  9.13 10.30 11.85 13.05 14.12 15.16 16.28 17.49 19.00 21.19 23.09 25.36 15.51 16.77  .3585  .3913  .4156
2008   1   1  58  .16  7.95  9.35 10.69 12.46 13.84 15.06 16.24 17.52 18.90 20.61 23.09 25.23 27.79 16.63 17.21  .5066  .5134  .4660
