 116 2003  13 102 951      FORECAST PRECIPITATION PERCENTILES  (INCHES)                              MEANS      TRAN. ST.DEV. TRANS 
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD    PO
2003   1   1   1 0.00  4.75  5.36  5.91  6.61  7.13  7.59  8.01  8.47  8.94  9.52 10.34 11.02 11.81  8.06  8.06 0.5805 0.5805 0.6696
2003   1   1   2 0.00  6.36  7.07  7.74  8.62  9.31  9.91 10.50 11.13 11.82 12.67 13.92 15.00 16.29 10.66 10.66 0.1332 0.1332 0.2934
2003   1   1   3 0.00  5.86  6.42  6.92  7.55  8.02  8.42  8.79  9.18  9.59 10.08 10.77 11.34 11.99  8.82  8.82 0.6780 0.6780 0.7611
2003   1   1   4 0.00  6.64  7.38  8.08  9.00  9.71 10.34 10.96 11.62 12.34 13.23 14.53 15.66 17.03 11.19 11.19 0.1262 0.1262 0.2820
2003   1   1   5 0.00  5.11  5.72  6.26  6.94  7.43  7.85  8.25  8.66  9.09  9.61 10.33 10.92 11.60  8.28  8.37 0.9622 0.9622 0.8441
2003   1   1   6 0.11  4.63  5.26  5.86  6.63  7.23  7.75  8.26  8.80  9.38 10.10 11.13 12.01 13.07  8.40  8.88 0.3033 0.3052 0.4615
2003   1   1   7 0.14  5.99  6.70  7.38  8.26  8.95  9.56 10.16 10.80 11.49 12.36 13.62 14.71 16.03 10.36 10.35 0.1507 0.1522 0.3092
2003   1   1   8 0.05  5.11  5.96  6.70  7.59  8.23  8.77  9.26  9.78 10.30 10.93 11.78 12.47 13.25  9.25  9.30 2.7335 2.7375 1.1029
2003   1   1   9 0.13  5.76  6.69  7.50  8.48  9.19  9.78 10.33 10.90 11.49 12.19 13.14 13.92 14.81 10.33 10.46 2.6459 2.6682 1.0564
2003   1   1  10 0.15  6.14  6.99  7.78  8.81  9.59 10.28 10.94 11.65 12.42 13.35 14.69 15.83 17.19 11.12 11.01 0.3967 0.4011 0.4947
