 114 2009  13 102 951      FORECAST PRECIPITATION PERCENTILES  (INCHES)                              MEANS      TRAN. ST.DEV. TRANS 
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD    PO
2009   1   1   1  .00  4.75  5.36  5.91  6.61  7.13  7.59  8.01  8.47  8.94  9.52 10.34 11.02 11.81  8.06  8.06  .5805  .5805  .6696
2009   1   1   2  .00  6.36  7.07  7.74  8.62  9.31  9.91 10.50 11.13 11.82 12.67 13.92 15.00 16.29 10.66 10.66  .1332  .1332  .2934
2009   1   1   3  .00  5.86  6.42  6.92  7.55  8.02  8.42  8.79  9.18  9.59 10.08 10.77 11.34 11.99  8.82  8.82  .6780  .6780  .7611
2009   1   1   4  .00  6.64  7.38  8.08  9.00  9.71 10.34 10.96 11.62 12.34 13.23 14.53 15.66 17.03 11.19 11.19  .1262  .1262  .2820
2009   1   1   5  .00  5.21  5.82  6.36  7.04  7.54  7.96  8.36  8.77  9.20  9.72 10.44 11.03 11.72  8.37  8.37  .9622  .9622  .8441
2009   1   1   6  .45  5.47  6.10  6.68  7.42  7.99  8.48  8.96  9.47 10.01 10.68 11.63 12.44 13.40  9.08  8.88  .2729  .3052  .4615
2009   1   1   7  .00  5.90  6.62  7.30  8.19  8.88  9.49 10.09 10.73 11.43 12.30 13.57 14.68 16.01 10.35 10.35  .1522  .1522  .3092
2009   1   1   8  .00  5.17  6.02  6.76  7.65  8.29  8.83  9.32  9.84 10.36 10.99 11.84 12.53 13.31  9.30  9.30 2.7375 2.7375 1.1029
2009   1   1   9  .00  5.87  6.80  7.62  8.61  9.32  9.92 10.47 11.05 11.64 12.35 13.31 14.09 14.98 10.46 10.46 2.6682 2.6682 1.0564
2009   1   1  10  .33  6.13  6.94  7.69  8.66  9.41 10.06 10.68 11.35 12.07 12.94 14.20 15.27 16.54 10.84 11.01  .3783  .4011  .4947
2009   1   1  11  .31  7.85  8.82  9.70 10.78 11.59 12.28 12.92 13.60 14.31 15.17 16.35 17.34 18.48 12.99 13.11 1.2247 1.2874  .7959
2009   1   1  12  .27  4.99  5.81  6.59  7.62  8.43  9.15  9.84 10.60 11.42 12.44 13.93 15.22 16.77 10.09 10.95  .3030  .3148  .4102
2009   1   1  13  .41  5.51  6.63  7.62  8.85  9.75 10.51 11.22 11.97 12.74 13.66 14.94 15.99 17.19 11.26 11.80 2.2403 2.4531  .9303
2009   1   1  14  .00  2.96  3.40  3.82  4.37  4.79  5.16  5.53  5.92  6.34  6.86  7.62  8.27  9.06  5.64  5.64  .2389  .2389  .4293
2009   1   1  15  .00   .74  1.33  1.80  2.35  2.73  3.04  3.32  3.60  3.90  4.24  4.70  5.06  5.47  3.29  3.29 1.7793 1.7793 1.2232
2009   1   1  16  .00   .96  1.23  1.49  1.84  2.12  2.38  2.62  2.90  3.19  3.56  4.10  4.57  5.14  2.73  2.73  .3088  .3088  .4951
2009   1   1  17  .00   .94  1.17  1.40  1.73  2.00  2.25  2.49  2.77  3.09  3.49  4.10  4.66  5.36  2.64  2.64  .1519  .1519  .2829
2009   1   1  18  .00   .78  1.00  1.21  1.49  1.71  1.92  2.11  2.32  2.55  2.84  3.26  3.63  4.06  2.17  2.17  .2927  .2927  .5228
2009   1   1  19  .00  1.01  1.19  1.37  1.60  1.79  1.96  2.13  2.31  2.51  2.76  3.14  3.47  3.87  2.18  2.18  .1399  .1399  .3368
2009   1   1  20  .00  1.74  1.97  2.19  2.47  2.68  2.87  3.05  3.24  3.44  3.69  4.05  4.35  4.71  3.09  3.09  .2218  .2218  .5227
2009   1   1  21  .00  2.22  2.52  2.79  3.11  3.36  3.56  3.75  3.95  4.16  4.41  4.75  5.03  5.36  3.76  3.76  .5911  .5911  .8921
2009   1   1  22  .00  3.73  4.19  4.63  5.19  5.61  5.99  6.35  6.74  7.16  7.67  8.40  9.03  9.78  6.44  6.44  .2376  .2376  .4488
2009   1   1  23  .00  4.20  4.86  5.45  6.17  6.70  7.15  7.57  8.01  8.46  9.01  9.76 10.37 11.08  7.58  7.58 1.3274 1.3274  .9235
2009   1   1  24  .30  5.65  6.36  6.99  7.76  8.32  8.80  9.25  9.71 10.19 10.77 11.56 12.21 12.96  9.27  9.03 1.4194 1.4879  .9304
2009   1   1  25  .00  3.84  4.43  4.97  5.68  6.21  6.68  7.12  7.59  8.10  8.71  9.59 10.33 11.20  7.22  7.22  .4816  .4816  .5941
2009   1   1  26  .00  2.47  2.97  3.44  4.04  4.50  4.90  5.28  5.69  6.12  6.64  7.39  8.02  8.76  5.35  5.35  .5799  .5799  .6616
2009   1   1  27  .00  2.25  2.76  3.22  3.81  4.26  4.64  5.00  5.38  5.79  6.28  6.96  7.53  8.20  5.06  5.06  .7690  .7690  .7671
2009   1   1  28  .00  1.90  2.27  2.62  3.09  3.47  3.80  4.13  4.49  4.88  5.37  6.09  6.72  7.49  4.28  4.28  .2302  .2302  .4004
