 120 2010  13 102 950      FORECAST TEMPERATURE PERCENTILES  (DEGREES F)                              MEANS       STAN. DEV         
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD      
2010   1   1   1  .00 20.95 21.94 22.81 23.87 24.64 25.29 25.89 26.51 27.16 27.93 28.99 29.86 30.85 25.89 25.89 2.4074 2.4074
2010   1   1   2  .00 27.42 28.27 29.02 29.93 30.60 31.16 31.67 32.21 32.77 33.44 34.35 35.10 35.95 31.67 31.67 2.0741 2.0741
2010   1   1   3  .00 25.78 26.77 27.65 28.72 29.50 30.16 30.77 31.40 32.06 32.84 33.91 34.79 35.79 30.77 30.77 2.4363 2.4363
2010   1   1   4  .00 32.77 33.60 34.32 35.21 35.85 36.39 36.90 37.42 37.97 38.61 39.50 40.22 41.05 36.90 36.90 2.0139 2.0139
2010   1   1   5  .00 29.94 30.92 31.79 32.85 33.62 34.27 34.87 35.50 36.14 36.91 37.97 38.84 39.83 34.87 34.87 2.4055 2.4055
2010   1   1   6  .00 34.50 35.53 36.43 37.53 38.34 39.01 39.64 40.29 40.97 41.77 42.88 43.78 44.81 39.64 39.64 2.5083 2.5083
2010   1   1   7  .00 38.81 39.62 40.34 41.22 41.86 42.40 42.90 43.41 43.95 44.59 45.47 46.19 47.00 42.90 42.90 1.9943 1.9943
2010   1   1   8  .00 33.16 34.04 34.82 35.77 36.47 37.05 37.59 38.15 38.74 39.43 40.38 41.16 42.04 37.59 37.59 2.1622 2.1622
2010   1   1   9  .00 38.09 38.94 39.69 40.61 41.27 41.83 42.35 42.89 43.45 44.11 45.03 45.78 46.63 42.35 42.35 2.0763 2.0763
2010   1   1  10  .42 44.57 45.31 45.96 46.76 47.34 47.83 48.28 48.75 49.24 49.82 50.62 51.27 52.02 48.28 48.37 1.8124 2.0002
2010   1   1  11  .45 42.98 43.66 44.26 45.00 45.54 45.99 46.40 46.84 47.29 47.83 48.56 49.16 49.85 46.40 46.50 1.6719 1.8721
2010   1   1  12  .43 50.60 51.32 51.94 52.71 53.27 53.74 54.18 54.63 55.10 55.66 56.43 57.05 57.77 54.18 54.53 1.7436 1.9351
2010   1   1  13  .45 48.40 49.10 49.72 50.48 51.03 51.49 51.92 52.37 52.83 53.38 54.13 54.75 55.46 51.92 52.11 1.7177 1.9280
2010   1   1  14  .44 23.99 25.02 25.92 27.02 27.82 28.50 29.12 29.77 30.45 31.25 32.35 33.25 34.28 29.12 28.17 2.5025 2.7825
2010   1   1  15  .47 19.62 21.01 22.24 23.73 24.82 25.74 26.59 27.47 28.39 29.48 30.98 32.20 33.59 26.59 25.37 3.3998 3.8436
2010   1   1  16  .50 19.85 21.39 22.75 24.40 25.61 26.62 27.57 28.54 29.56 30.77 32.42 33.78 35.32 27.57 26.59 3.7647 4.3533
2010   1   1  17  .51 22.54 24.01 25.30 26.87 28.02 28.98 29.88 30.81 31.78 32.92 34.50 35.78 37.25 29.88 29.23 3.5797 4.1618
2010   1   1  18  .51 26.07 27.44 28.64 30.11 31.18 32.08 32.91 33.78 34.68 35.75 37.22 38.42 39.78 32.91 32.35 3.3358 3.8903
2010   1   1  19  .49 25.98 27.42 28.69 30.25 31.38 32.33 33.21 34.13 35.08 36.21 37.76 39.03 40.48 33.21 32.34 3.5290 4.0478
2010   1   1  20  .47 29.39 30.49 31.47 32.66 33.52 34.25 34.92 35.63 36.36 37.22 38.41 39.38 40.49 34.92 34.23 2.7006 3.0666
2010   1   1  21  .47 30.39 31.26 32.02 32.95 33.63 34.20 34.73 35.28 35.85 36.53 37.46 38.22 39.09 34.73 33.86 2.1153 2.3991
2010   1   1  22  .50 28.57 29.50 30.32 31.32 32.05 32.66 33.23 33.82 34.44 35.16 36.16 36.98 37.92 33.23 32.51 2.2731 2.6300
2010   1   1  23  .45 32.13 33.11 33.96 35.01 35.77 36.41 37.00 37.62 38.26 39.02 40.07 40.92 41.90 37.00 36.68 2.3754 2.6582
2010   1   1  24  .44 35.25 36.31 37.23 38.36 39.19 39.88 40.52 41.19 41.89 42.71 43.84 44.77 45.82 40.52 40.39 2.5718 2.8629
2010   1   1  25  .43 30.75 31.85 32.81 33.99 34.85 35.57 36.24 36.93 37.65 38.51 39.69 40.65 41.75 36.24 35.56 2.6755 2.9580
2010   1   1  26  .46 24.86 26.03 27.06 28.31 29.22 29.99 30.70 31.44 32.21 33.12 34.38 35.40 36.57 30.70 29.63 2.8483 3.2142
2010   1   1  27  .39 24.65 26.09 27.35 28.89 30.02 30.96 31.84 32.75 33.70 34.82 36.36 37.62 39.06 31.84 30.68 3.5061 3.8042
2010   1   1  28  .43 23.93 25.41 26.70 28.28 29.43 30.40 31.30 32.24 33.21 34.36 35.94 37.23 38.71 31.30 30.67 3.5951 3.9869
2010   1   1  29  .42 27.02 28.36 29.53 30.97 32.01 32.89 33.71 34.56 35.44 36.48 37.92 39.09 40.43 33.71 33.39 3.2621 3.5911
2010   1   1  30  .43 28.59 29.79 30.85 32.13 33.07 33.86 34.60 35.36 36.15 37.09 38.37 39.43 40.63 34.60 34.31 2.9294 3.2507
2010   1   1  31  .48 29.65 30.55 31.34 32.30 33.00 33.60 34.14 34.71 35.30 36.00 36.97 37.75 38.65 34.14 33.87 2.1893 2.4893
2010   1   1  32  .43 27.95 28.85 29.64 30.61 31.31 31.90 32.45 33.03 33.62 34.32 35.29 36.08 36.98 32.45 32.11 2.1970 2.4358
2010   1   1  33  .43 30.44 31.70 32.80 34.16 35.14 35.97 36.74 37.54 38.37 39.35 40.70 41.81 43.07 36.74 36.28 3.0725 3.4005
2010   1   1  34  .47 29.38 30.71 31.87 33.29 34.33 35.20 36.01 36.85 37.72 38.76 40.18 41.34 42.67 36.01 35.60 3.2323 3.6670
2010   1   1  35  .37 32.30 33.40 34.36 35.53 36.39 37.11 37.78 38.47 39.19 40.05 41.22 42.19 43.28 37.78 37.67 2.6716 2.8763
