,site_id,week_start_date,SWE_depth_m
0,american_river_folsom_lake,1985-01-01,0.15282102285714286
1,american_river_folsom_lake,1985-01-08,0.16474501142857143
2,american_river_folsom_lake,1985-01-15,0.16298867857142857
3,american_river_folsom_lake,1985-01-22,0.165138114
4,american_river_folsom_lake,1985-02-01,0.17668248
5,american_river_folsom_lake,1985-02-08,0.19796657571428572
6,american_river_folsom_lake,1985-02-15,0.2005272257142857
7,american_river_folsom_lake,1985-02-22,0.19935849142857145
8,american_river_folsom_lake,1985-03-01,0.20741563285714285
9,american_river_folsom_lake,1985-03-08,0.23065660142857142
10,american_river_folsom_lake,1985-03-15,0.2215789757142857
11,american_river_folsom_lake,1985-03-22,0.208220377
12,american_river_folsom_lake,1985-04-01,0.2207822114285714
13,american_river_folsom_lake,1985-04-08,0.1897218314285714
14,american_river_folsom_lake,1985-04-15,0.14121833
15,american_river_folsom_lake,1985-04-22,0.14769475666666668
16,american_river_folsom_lake,1985-05-01,0.13803719714285714
17,american_river_folsom_lake,1985-05-08,0.13255256285714284
18,american_river_folsom_lake,1985-05-15,0.12697628085714285
19,american_river_folsom_lake,1985-05-22,0.0993973594
20,american_river_folsom_lake,1985-06-01,0.09076927357142858
21,american_river_folsom_lake,1985-06-08,0.053176818285714286
22,american_river_folsom_lake,1985-06-15,0.014970889571428572
23,american_river_folsom_lake,1985-06-22,0.002776939188888889
24,american_river_folsom_lake,1985-07-01,0.0003994609178714286
25,american_river_folsom_lake,1985-07-08,0.0
26,american_river_folsom_lake,1985-07-15,0.0
27,american_river_folsom_lake,1985-07-22,0.0
28,american_river_folsom_lake,1985-08-01,0.0
29,american_river_folsom_lake,1985-08-08,0.0
30,american_river_folsom_lake,1985-08-15,0.0
31,american_river_folsom_lake,1985-08-22,0.0
32,american_river_folsom_lake,1985-09-01,0.0012743935285714286
33,american_river_folsom_lake,1985-09-08,0.006322911342857143
34,american_river_folsom_lake,1985-09-15,0.004836657642857143
35,american_river_folsom_lake,1985-09-22,0.0016163521677777777
36,american_river_folsom_lake,1985-10-01,0.000599460923
37,american_river_folsom_lake,1985-10-08,0.007345013771428571
38,american_river_folsom_lake,1985-10-15,0.006526145614285715
39,american_river_folsom_lake,1985-10-22,0.0164403776
40,american_river_folsom_lake,1985-11-01,0.011030727642857143
41,american_river_folsom_lake,1985-11-08,0.038292184
42,american_river_folsom_lake,1985-11-15,0.06310835685714286
43,american_river_folsom_lake,1985-11-22,0.08480083788888888
44,american_river_folsom_lake,1985-12-01,0.12394070142857143
45,american_river_folsom_lake,1985-12-08,0.13558867857142856
46,american_river_folsom_lake,1985-12-15,0.13411536714285716
47,american_river_folsom_lake,1985-12-22,0.131643776
48,american_river_folsom_lake,1986-01-01,0.15681293857142856
49,american_river_folsom_lake,1986-01-08,0.17835472142857142
50,american_river_folsom_lake,1986-01-15,0.16828355714285714
51,american_river_folsom_lake,1986-01-22,0.17293887
52,american_river_folsom_lake,1986-02-01,0.2127433942857143
53,american_river_folsom_lake,1986-02-08,0.23063935
54,american_river_folsom_lake,1986-02-15,0.35565391
55,american_river_folsom_lake,1986-02-22,0.38626361285714284
56,american_river_folsom_lake,1986-03-01,0.3557854471428571
57,american_river_folsom_lake,1986-03-08,0.3800787071428572
58,american_river_folsom_lake,1986-03-15,0.40870619571428574
59,american_river_folsom_lake,1986-03-22,0.396287926
60,american_river_folsom_lake,1986-04-01,0.39027007
61,american_river_folsom_lake,1986-04-08,0.39505930285714286
62,american_river_folsom_lake,1986-04-15,0.3870614571428571
63,american_river_folsom_lake,1986-04-22,0.30233836000000003
64,american_river_folsom_lake,1986-05-01,0.26975525
65,american_river_folsom_lake,1986-05-08,0.3111218385714286
66,american_river_folsom_lake,1986-05-15,0.2953423157142857
67,american_river_folsom_lake,1986-05-22,0.26833397
68,american_river_folsom_lake,1986-06-01,0.19491051285714286
69,american_river_folsom_lake,1986-06-08,0.1582641457142857
70,american_river_folsom_lake,1986-06-15,0.12257520228571428
71,american_river_folsom_lake,1986-06-22,0.08215010433333332
72,american_river_folsom_lake,1986-07-01,0.04436549928571428
73,american_river_folsom_lake,1986-07-08,0.028025876571428573
74,american_river_folsom_lake,1986-07-15,0.01649272242857143
75,american_river_folsom_lake,1986-07-22,0.00928075454
76,american_river_folsom_lake,1986-08-01,0.0033929918428571427
77,american_river_folsom_lake,1986-08-08,0.0006684636100000001
78,american_river_folsom_lake,1986-08-15,3.665768142857143e-05
79,american_river_folsom_lake,1986-08-22,0.0
80,american_river_folsom_lake,1986-09-01,0.0
81,american_river_folsom_lake,1986-09-08,0.0
82,american_river_folsom_lake,1986-09-15,0.0011083558714285713
83,american_river_folsom_lake,1986-09-22,0.015678406722222222
84,american_river_folsom_lake,1986-10-01,0.01522587607142857
85,american_river_folsom_lake,1986-10-08,0.006256064814285714
86,american_river_folsom_lake,1986-10-15,0.003377897642857143
87,american_river_folsom_lake,1986-10-22,0.0024301886599999998
88,american_river_folsom_lake,1986-11-01,0.0017185984142857145
89,american_river_folsom_lake,1986-11-08,0.0016016172428571427
90,american_river_folsom_lake,1986-11-15,0.001681401657142857
