,period_start,period_end,2m_dewpoint_temperature_K,surface_air_pressure_Pa,total_precipitation_m,evaporation_m,snowfall_mwe,snowmelt_mwe,runoff_m,snow_depth_mwe,potential_evaporation_m,2m_temperature_K,volumetric_soil_water_layer1_m3_per_m3,volumetric_soil_water_layer2_m3_per_m3,volumetric_soil_water_layer3_m3_per_m3,volumetric_soil_water_layer4_m3_per_m4,surface_net_solar_radiation_J_per_m2,surface_net_thermal_radiation_J_per_m2,wind_speed
0,1990-09-01,1990-09-30,274.51062,69499.555,0.0031593745,-0.0019517709,0.0002506049,0.00020097646,0.0014774688,0.00038232334,-0.01590849,281.04654,0.3713736,0.36619717,0.34153092,0.39589188,17041062.0,-6890249.0,0.404134
0,1990-09-01,1990-09-30,274.2318,70010.41,0.002300037,-0.0018548347,0.00011596854,0.000106183674,0.00085609924,0.0001947101,-0.017235642,281.53387,0.3245592,0.310313,0.28332105,0.3827578,17068326.0,-6769150.5,0.35739914
0,1990-09-01,1990-09-30,276.04483,76395.36,0.001898723,-0.0016047617,0.00014732381,0.00014626038,0.00029763844,0.00029134675,-0.011552579,285.25397,0.21546505,0.23292857,0.25392517,0.32976782,15687540.0,-8059538.5,0.5264367
0,1990-09-01,1990-09-30,275.63025,72896.414,0.0025686591,-0.0019345025,3.463804e-06,3.4567317e-06,0.0005858912,4.9505848e-06,-0.018249732,282.89297,0.3127674,0.28913102,0.2564897,0.3721453,16819908.0,-6352979.0,0.6275841
0,1990-09-01,1990-09-30,277.57394,86716.69,0.001050302,-0.0011981874,0.0,2.910383e-11,0.00019354044,1.1641532e-10,-0.029684786,290.37918,0.26699877,0.2802673,0.3299631,0.43130648,19315110.0,-8572991.0,0.40910736
0,1990-09-01,1990-09-30,273.98807,77974.25,0.0013686568,-0.0013548405,2.6816015e-06,2.777735e-06,0.00020600227,3.6940037e-06,-0.020250829,285.6338,0.27534527,0.30446434,0.35565636,0.4531976,19495548.0,-8577639.0,0.3423869
0,1990-09-01,1990-09-30,275.55078,80540.42,0.001156355,-0.0012531255,6.3118046e-06,6.247819e-06,0.00019663504,8.182114e-06,-0.018866086,287.23636,0.24672724,0.27228436,0.32109916,0.4101505,19372030.0,-8619338.0,0.3127506
0,1990-09-01,1990-09-30,278.93585,91442.2,4.0391642e-05,-0.001182331,0.0,2.910383e-11,0.00023769378,1.1641532e-10,-0.023317622,291.6198,0.15662466,0.18809244,0.2347645,0.345784,16357169.0,-8163144.5,0.22976042
0,1990-09-01,1990-09-30,279.0303,86141.03,0.0009126434,-0.0018629604,0.0,2.910383e-11,0.0007670366,1.1641532e-10,-0.017890265,285.9487,0.3107544,0.32366884,0.28958,0.37998447,16063307.0,-7133595.5,0.32742816
0,1990-09-01,1990-09-30,280.68768,89416.04,0.00053489575,-0.0016338582,0.0,2.910383e-11,0.0003982026,1.1641532e-10,-0.022751994,288.38568,0.21241564,0.21455318,0.24228556,0.36393744,17434192.0,-7322622.0,0.2775266
0,1990-09-01,1990-09-30,278.47,81373.77,0.0015824508,-0.0015047855,0.0,2.910383e-11,2.9274792e-05,1.1641532e-10,-0.010471278,291.18625,0.18118201,0.19866338,0.18839969,0.23070362,16285186.0,-8379860.0,0.6352941
0,1990-09-01,1990-09-30,279.21835,87095.09,0.0011060521,-0.0018700532,0.0,1.7995358e-08,0.00068860763,1.1641532e-10,-0.017389668,285.52756,0.32524315,0.33506054,0.2972474,0.37712735,15760209.0,-6896172.5,0.118271664
0,1990-09-01,1990-09-30,275.9963,79546.18,0.0012294056,-0.0012218843,8.108e-05,8.013097e-05,0.00018603312,0.00017125533,-0.009158233,288.12466,0.14657848,0.20519419,0.24342847,0.2842377,15314658.0,-8654281.0,0.6223815
0,1990-09-01,1990-09-30,278.295,73066.516,0.0049158456,-0.0023170835,0.0,2.910383e-11,0.0029598144,1.1641532e-10,-0.020830402,284.58124,0.37953025,0.38315606,0.3700088,0.40913934,17775882.0,-5413842.0,0.29086962
0,1990-09-01,1990-09-30,273.7155,84397.56,0.00015153177,-0.00048480104,0.0,2.910383e-11,2.763615e-05,1.1641532e-10,-0.0066905385,292.70532,0.044609945,0.16921808,0.22930348,0.2791518,17578096.0,-11173797.0,0.4921033
0,1990-10-01,1990-10-31,270.05646,82501.73,0.0048747244,-0.0007562778,0.0028620504,0.0016029563,0.0005022366,0.033079445,-0.006381077,273.86014,0.35556364,0.3345083,0.2806995,0.3631691,7146152.5,-4439723.0,1.4924176
0,1990-10-01,1990-10-31,268.18546,76334.695,0.0024456095,-0.0009086244,0.001701223,0.0009759142,0.00039758306,0.017543875,-0.010759436,274.2465,0.3314759,0.3141123,0.26143587,0.3584108,10034868.0,-5932681.5,1.205095
0,1990-10-01,1990-10-31,268.94592,74401.67,0.001791503,-0.0013761655,0.0012116347,0.0010470453,0.00030752027,0.006374276,-0.008854499,276.9908,0.31703985,0.3043857,0.28368285,0.29993376,12195356.0,-7175304.0,1.4873321
0,1990-10-01,1990-10-31,267.7753,78629.05,0.0007607919,-0.0007867136,0.00045754065,0.00038392167,2.2274435e-05,0.001220428,-0.004854613,279.31354,0.090870745,0.16336516,0.22507407,0.2667941,10438543.0,-7701479.0,4.1885033
0,1990-10-01,1990-10-31,267.70325,79452.21,0.0014618514,-0.0007837872,0.00093999377,0.00070287456,0.00021397881,0.007376043,-0.0075203027,274.93488,0.26505595,0.23464948,0.24086703,0.32530007,8992662.0,-5962325.0,1.5649059
0,1990-10-01,1990-10-31,267.68518,70858.516,0.002406573,-0.001129066,0.0012888999,0.0011330601,0.0009575187,0.0062474282,-0.011147681,275.5327,0.3811074,0.3798025,0.35628694,0.3800786,13571884.0,-7174820.5,0.6512876
0,1990-10-01,1990-10-31,269.25516,76794.41,0.0021658333,-0.001281494,0.0007512935,0.00064813305,0.00016447809,0.003452113,-0.011173877,278.1337,0.28571495,0.24621765,0.22106878,0.32104132,11922999.0,-6956111.0,1.3393602
0,1990-10-01,1990-10-31,268.56882,82975.586,0.0036520408,-0.0005691728,0.002057569,0.000782165,0.0005105778,0.02009858,-0.005538528,272.12308,0.3111058,0.29040387,0.25331068,0.34717733,6533794.0,-4109289.8,1.0236237
0,1990-10-01,1990-10-31,269.78583,82128.86,0.0014090058,-0.0008501727,0.0004631975,0.00037252594,0.00023148107,0.0022037178,-0.009177674,277.90283,0.24524169,0.2237274,0.238338,0.33951253,10694011.0,-6492715.0,0.62431294
0,1990-10-01,1990-10-31,275.70752,90930.42,0.009953304,-0.001444365,0.0006602625,0.0005692436,0.001422526,0.0013546438,-0.0048455955,277.76434,0.39576867,0.3903706,0.3477705,0.36728376,6889929.0,-3236892.0,0.84642345
0,1990-10-01,1990-10-31,265.73337,68623.26,0.0019249792,-0.00079668354,0.0015342677,0.001152197,0.00083011074,0.009846287,-0.011880584,273.24637,0.3762242,0.3682101,0.33383512,0.3825889,12490264.0,-6872157.0,1.2222679
0,1990-10-01,1990-10-31,265.64957,68900.85,0.002393432,-0.0009375854,0.002027929,0.0015205257,0.0011106994,0.0147229815,-0.010948885,272.25012,0.38923183,0.3841497,0.3549518,0.38899863,11498149.0,-6753255.5,1.5183325
0,1990-10-01,1990-10-31,266.01865,69474.19,0.0028262176,-0.00088390725,0.0020492792,0.0016149441,0.0006426291,0.013823815,-0.0107778935,272.72052,0.3818227,0.36828756,0.30599472,0.3734965,11563312.0,-6313492.0,0.9589309
0,1990-10-01,1990-10-31,267.4954,75857.31,0.0010126791,-0.0008497669,0.0006101336,0.0004287832,0.00021637922,0.005028428,-0.007367675,275.60974,0.23006675,0.25369725,0.25576112,0.32472318,10863496.0,-7013272.0,2.0092936
0,1990-10-01,1990-10-31,266.56482,72448.7,0.0014270799,-0.0009372801,0.0008626189,0.0006996294,0.00041285568,0.005224224,-0.012914272,274.38275,0.32951647,0.31335267,0.26664153,0.36280718,12395805.0,-6421785.5,0.78076863
0,1990-10-01,1990-10-31,274.5911,86749.56,0.00084945234,-0.0011679342,5.448463e-05,3.42759e-05,0.00013694115,6.5222586e-05,-0.023768364,286.19193,0.30871892,0.31038648,0.32396343,0.42418677,14654793.0,-8378304.5,0.4965013
0,1990-10-01,1990-10-31,270.5811,77943.11,0.00027083454,-0.0010170075,0.00012431585,6.614928e-05,0.00012355694,0.00014300272,-0.016719261,282.04526,0.27607954,0.32004932,0.3498044,0.4464212,15516599.0,-8553925.0,0.300246
0,1990-10-01,1990-10-31,272.04517,80536.375,0.00019048354,-0.00092634215,6.982968e-05,3.086677e-05,0.00012284252,7.791206e-05,-0.015574049,283.86356,0.2447001,0.28340608,0.31504497,0.40416884,15563013.0,-8684078.0,0.44573438
0,1990-10-01,1990-10-31,273.17755,91141.89,0.0020259547,-0.00077956717,0.0001143974,0.00011382407,0.00019085311,0.0003345493,-0.009545068,279.26535,0.24528955,0.201282,0.22774352,0.33805862,8151616.0,-5249836.5,0.888436
0,1990-10-01,1990-10-31,270.8855,85595.67,0.009574968,-0.00047310884,0.005629359,0.0010365939,0.0012914191,0.06508437,-0.0037606847,272.8694,0.3803242,0.37874323,0.3475082,0.37326747,5517087.5,-3083626.8,0.6796816
0,1990-10-01,1990-10-31,275.27643,89323.63,0.0052000913,-0.0013331046,0.0003368538,0.00022459292,0.00045548455,0.0004915833,-0.009775503,279.27203,0.32411543,0.28888428,0.25165477,0.3544184,9275176.0,-4583831.0,1.1881249
0,1990-10-01,1990-10-31,270.11484,81258.53,0.0006800078,-0.0010331401,2.1956123e-05,2.0675128e-05,1.6370563e-05,5.7273897e-05,-0.009139409,284.43036,0.18135853,0.19801596,0.18668377,0.22919904,14867953.0,-9312429.0,0.4233627
0,1990-10-01,1990-10-31,271.4524,86507.81,0.008839103,-0.00055679283,0.0047070817,0.0015163452,0.0014059667,0.04798376,-0.003860629,273.3671,0.3887821,0.38733667,0.36382666,0.37326407,5225046.0,-2848829.8,0.8893221
0,1990-10-01,1990-10-31,268.721,78978.02,0.0012127869,-0.0008948332,0.0008346682,0.00060075196,0.00014195446,0.0057238243,-0.0056563565,277.82043,0.19910267,0.21815409,0.24145783,0.28165442,9723531.0,-6876171.0,2.018044
0,1990-10-01,1990-10-31,269.5675,72632.766,0.0015599013,-0.001499593,0.00026722875,0.00023817604,0.0018554479,0.0008875467,-0.021072365,279.35162,0.35418096,0.35944277,0.37093538,0.4021491,15892597.0,-7346185.0,1.2571604
0,1990-10-01,1990-10-31,269.65338,84350.79,0.0005417207,-0.00063216244,3.381536e-05,3.0969757e-05,2.733927e-05,8.9333174e-05,-0.0041516237,282.27325,0.072071336,0.16381389,0.22526963,0.27745435,11744724.0,-8193306.0,1.8470976
0,1990-11-01,1990-11-30,267.3,82314.81,0.006284176,-0.00030699323,0.0055782003,0.0005423795,0.00042979678,0.10128254,-0.002694486,269.79144,0.3681147,0.3692702,0.34124005,0.3604271,3703759.2,-3589486.8,1.5281184
0,1990-11-01,1990-11-30,264.63947,76118.86,0.003275718,-0.0004118499,0.0031365224,0.00037598063,0.00030929781,0.0636065,-0.0037559604,268.00073,0.34333292,0.3379777,0.29033864,0.3529537,5091398.5,-4294359.0,0.8814131
0,1990-11-01,1990-11-30,263.4178,74124.914,0.0014011264,-0.0005863103,0.0012357531,0.00063903513,0.000254853,0.015848344,-0.005102708,270.71136,0.3284206,0.32200566,0.29214567,0.29857317,7631110.5,-6305157.5,1.4814819
0,1990-11-01,1990-11-30,265.31186,78443.23,0.0015856582,-0.0005427219,0.0013448083,0.0007403893,2.2996355e-05,0.013183104,-0.0014688129,270.90775,0.1982702,0.18716928,0.22317217,0.26598483,4451988.5,-5637119.0,4.24114
0,1990-11-01,1990-11-30,264.18274,79266.32,0.001621378,-0.00040562946,0.0015164389,0.00042208878,0.00017017974,0.016350452,-0.0038372322,269.65143,0.3036594,0.2822438,0.24959782,0.3213616,4869849.5,-4899154.5,1.4875301
0,1990-11-01,1990-11-30,262.4554,70522.6,0.0030698695,-0.0004781709,0.0028666947,0.0010043201,0.0008772326,0.034488298,-0.005102495,268.1423,0.38068965,0.37945944,0.36924484,0.3789113,7597837.5,-5807357.0,0.6160491
0,1990-11-01,1990-11-30,264.79117,76573.23,0.0021079995,-0.0005665629,0.0018501701,0.00084450096,0.00013403736,0.014403994,-0.004829406,270.65967,0.31630823,0.2973113,0.23688896,0.3169299,6056786.5,-5158896.5,0.9571541
0,1990-11-01,1990-11-30,265.53088,82767.41,0.005061964,-0.00014621638,0.0041727005,0.00053283817,0.00041427,0.08302895,-0.0017709879,267.75015,0.3390167,0.3374535,0.29693747,0.3418526,3009445.2,-2940850.8,0.94853175
0,1990-11-01,1990-11-30,266.18124,82043.09,0.0015186922,-0.0004171372,0.0012773195,0.00046369512,0.00018603279,0.008356515,-0.0044112173,271.54037,0.29134953,0.27157184,0.2461298,0.33446428,6457483.5,-5216036.5,0.67047936
0,1990-11-01,1990-11-30,273.26944,90857.36,0.015937159,-0.00046638228,0.004023675,0.0024949082,0.012436618,0.014155105,-0.0020857735,274.6475,0.4084156,0.41172412,0.41462415,0.41712314,3151474.8,-2134202.2,1.2510898
0,1990-11-01,1990-11-30,260.06073,68265.37,0.0021062386,-0.0003968179,0.0020702914,0.00054514344,0.00069552823,0.03330686,-0.0063476106,266.45245,0.3715022,0.36836618,0.35116816,0.37868506,7661643.5,-5738569.5,0.8061088
0,1990-11-01,1990-11-30,259.9068,68554.06,0.0019847841,-0.00043194363,0.001955281,0.0006403567,0.00093924056,0.028422482,-0.006552314,266.41257,0.37862635,0.37649632,0.36877307,0.38606727,7614428.5,-5999595.5,1.2379298
0,1990-11-01,1990-11-30,260.52203,69128.81,0.0023255139,-0.00041308464,0.0022596896,0.0006718946,0.0005231563,0.029983804,-0.00649238,266.3478,0.37332213,0.36913887,0.34448615,0.3696545,7361200.0,-5493726.0,0.78742003
0,1990-11-01,1990-11-30,263.63504,75631.84,0.0021645597,-0.0003014904,0.0020094907,0.0003984231,0.00017748025,0.028980007,-0.0024375368,268.27185,0.28856578,0.27402607,0.26251036,0.32133988,4724092.5,-4577184.0,1.331879
0,1990-11-01,1990-11-30,262.65228,72139.92,0.0025596188,-0.0003457318,0.0024686025,0.0006333758,0.00033242404,0.02409085,-0.0052921465,267.08926,0.34921438,0.337711,0.28826112,0.3569119,6023570.0,-4457775.5,0.46891952
0,1990-11-01,1990-11-30,270.2278,86821.305,0.0011152282,-0.0008439374,0.00056592515,0.00029512067,0.000110466775,0.0026067852,-0.0145028485,278.95358,0.34947914,0.31968954,0.3225977,0.41882092,9979250.0,-7288743.0,0.80277866
0,1990-11-01,1990-11-30,263.63217,77798.92,0.0010117892,-0.0005129912,0.0009138319,0.0005095601,0.000114915194,0.0049097333,-0.010188272,274.28268,0.30236495,0.3059972,0.34770268,0.44123587,9851358.0,-7057272.5,0.52497584
0,1990-11-01,1990-11-30,265.82443,80451.77,0.00082909124,-0.00050960644,0.00056718785,0.00037612885,0.00011298632,0.0028140596,-0.009881344,276.44153,0.2740045,0.2735473,0.312595,0.39945897,10415572.0,-7390645.0,0.506987
0,1990-11-01,1990-11-30,272.05963,91076.95,0.002187072,-0.00045992152,0.00073594897,0.0005821116,0.0001706823,0.0020798955,-0.0032613443,274.88968,0.35327476,0.3338943,0.24803737,0.33298174,4164775.5,-3875972.5,1.2105752
0,1990-11-01,1990-11-30,268.5519,85429.64,0.016804356,-0.0001498653,0.013459531,0.00063824764,0.001690273,0.30144724,-0.0014439302,270.1927,0.38136882,0.38702095,0.3981319,0.3841091,2663889.5,-2381336.5,0.8050251
0,1990-11-01,1990-11-30,272.54147,89347.58,0.0064736796,-0.0005871892,0.003140738,0.0018010803,0.0010431788,0.011256297,-0.00385409,274.97067,0.39931792,0.39872834,0.36644843,0.36043388,4542336.0,-3017466.5,1.5157408
0,1990-11-01,1990-11-30,265.6176,81103.13,0.0012623894,-0.0004786977,0.00070499757,0.00029782494,1.6208964e-05,0.003782143,-0.0049905563,276.06052,0.19465035,0.1926134,0.18528235,0.22810979,9486541.0,-7558067.0,0.784948
0,1990-11-01,1990-11-30,269.04727,86331.125,0.015649773,-0.00020505584,0.0113018835,0.0009539542,0.0035485693,0.22162679,-0.0016465029,270.59976,0.38301173,0.3875582,0.40347332,0.3999463,2674724.0,-2416560.2,0.98285514
0,1990-11-01,1990-11-30,264.98477,78786.164,0.0019207504,-0.00037774467,0.0017357884,0.0007076164,0.00011957624,0.030951077,-0.0019519909,270.10147,0.27048895,0.2538262,0.24358106,0.2799006,4058449.8,-4861660.5,2.1824968
0,1990-11-01,1990-11-30,265.29477,72323.586,0.0023138223,-0.0008133085,0.0015279164,0.0010760027,0.0013474261,0.009564763,-0.0110590365,272.69037,0.3751301,0.37099555,0.34702462,0.39451593,10025587.0,-6160547.0,0.8639032
0,1990-11-01,1990-11-30,267.5924,84339.414,0.0009311272,-0.00048519069,0.00057524466,0.00024101663,2.601574e-05,0.0025310055,-0.0017393498,274.93658,0.11935161,0.1670312,0.22300962,0.27613276,7012471.0,-6164587.0,1.891982
0,1990-12-01,1990-12-31,255.7336,82254.805,0.0036629266,-0.000102647486,0.0035358807,7.239068e-06,0.000423075,0.24001896,-0.00094973005,258.5973,0.336888,0.3407734,0.34769183,0.36368334,2576627.0,-2685575.8,0.7255059
0,1990-12-01,1990-12-31,255.34483,75660.125,0.002289404,-0.0001229574,0.0022818302,1.0554411e-06,0.0002639377,0.1277357,-0.0015844831,258.81323,0.31386504,0.31517744,0.3011714,0.34963825,4029704.5,-3881256.8,0.7434908
0,1990-12-01,1990-12-31,255.95792,73592.32,0.001048298,-0.0002183125,0.001029128,0.00015625099,0.00021847067,0.022243124,-0.0036365022,263.35526,0.31462446,0.3110846,0.29757926,0.298215,6172425.0,-6110447.5,1.4431313
0,1990-12-01,1990-12-31,255.04489,78037.96,0.00089101633,-0.0001841221,0.0008856304,5.8201334e-05,1.6284794e-05,0.019911421,-0.0006095972,259.94598,0.22259066,0.21690668,0.2235777,0.2652825,3121454.2,-4937518.0,3.5835392
0,1990-12-01,1990-12-31,253.69841,78978.766,0.001241648,-0.00013539373,0.0012308906,3.6484304e-05,0.00014414922,0.040299047,-0.001384321,258.124,0.29280877,0.28420517,0.25828394,0.3186174,3030562.8,-3731168.5,1.0838326
0,1990-12-01,1990-12-31,255.65909,69978.2,0.002876695,-0.00017907901,0.0028695557,0.00010151117,0.00080000743,0.07917909,-0.0030974203,261.20102,0.3534131,0.35660672,0.36610523,0.3788782,6440864.0,-5517983.5,0.6114043
0,1990-12-01,1990-12-31,256.49988,76131.76,0.0019489219,-0.00016488972,0.0019291206,0.00012966782,0.00011178853,0.04683317,-0.002141269,260.8424,0.31081468,0.30227667,0.25517875,0.3144816,3826936.2,-4100809.8,0.8504534
0,1990-12-01,1990-12-31,254.1344,82867.53,0.002701857,-3.7079724e-05,0.002646128,7.2422663e-06,0.00034437366,0.1980888,-0.0004968329,257.03714,0.3132797,0.31646097,0.31630668,0.34137598,2062992.9,-2555510.8,0.5175201
0,1990-12-01,1990-12-31,256.6453,81731.586,0.0017668698,-0.000115981704,0.0016958048,0.0001063365,0.00015520953,0.04293352,-0.0015479248,260.3976,0.29777446,0.28407428,0.25667965,0.33093932,3567656.8,-3952196.2,0.638414
0,1990-12-01,1990-12-31,265.02533,90894.65,0.007391377,-0.00015103542,0.0056810705,0.00065988366,0.004112972,0.13296725,-0.0011987713,267.23642,0.37656102,0.38085514,0.35843444,0.41865635,2123627.8,-2437063.8,0.71678597
0,1990-12-01,1990-12-31,253.07512,67635.12,0.0014835063,-0.0002051805,0.0014776023,0.000102925056,0.0006195277,0.05344767,-0.0034854398,258.61932,0.35466626,0.35347182,0.3517426,0.37630716,6337202.0,-5639673.0,1.0352933
0,1990-12-01,1990-12-31,252.98529,67917.875,0.0012826115,-0.00022926653,0.0012779045,0.00019508874,0.00083659973,0.04385334,-0.0035740302,258.31683,0.36752546,0.36228767,0.363068,0.38398585,6124639.0,-5872426.0,1.3532186
0,1990-12-01,1990-12-31,253.31909,68514.38,0.0018153489,-0.00016872365,0.0018080055,3.3497676e-05,0.00046746005,0.06459831,-0.0033011602,258.40155,0.34810767,0.35105634,0.3518797,0.36815205,5906566.0,-5235201.0,0.91746885
0,1990-12-01,1990-12-31,254.0459,75145.26,0.0013556001,-6.379226e-05,0.0013502749,3.5853e-05,0.00015274122,0.06406385,-0.0010073538,258.30884,0.29471618,0.2796819,0.26803783,0.31893528,3298847.2,-4059756.5,1.3128278
0,1990-12-01,1990-12-31,255.155,71577.65,0.0020677866,-0.00010875354,0.0020606208,0.0,0.00028083342,0.078052,-0.0024179318,259.24152,0.32243577,0.3223531,0.3028768,0.35338545,4956693.0,-4158051.2,0.5607831
0,1990-12-01,1990-12-31,265.73062,86606.36,0.0015917353,-0.0006125045,0.0012412352,0.00047296027,9.199345e-05,0.016241428,-0.0074301516,271.67157,0.40212747,0.37741122,0.3276577,0.41489628,6904550.0,-5877245.5,0.77172273
0,1990-12-01,1990-12-31,258.37723,77433.61,0.0017218613,-0.00028649287,0.0016638536,0.00034653023,9.321037e-05,0.025711231,-0.0055716885,266.50278,0.39203006,0.34432012,0.34979314,0.4376369,6252565.5,-5620687.0,0.5267399
0,1990-12-01,1990-12-31,260.87347,80145.07,0.0015678782,-0.0003429281,0.0013011938,0.00029833132,9.335246e-05,0.018311605,-0.0056880866,268.89532,0.35400108,0.31300795,0.3142061,0.39602944,6977569.5,-6091399.0,0.7378469
0,1990-12-01,1990-12-31,260.67062,91324.61,0.0021802501,-0.00013686593,0.0015447941,0.00030987192,0.00014858284,0.025151724,-0.0012886588,263.73965,0.3616781,0.3583607,0.30866793,0.330823,2163691.5,-2837704.5,0.31412813
0,1990-12-01,1990-12-31,259.97064,85423.82,0.008379563,-6.874325e-05,0.008306403,0.0,0.0013142183,0.6936146,-0.00067909306,262.26123,0.3476032,0.35337546,0.3785129,0.39341223,2170349.8,-2587552.5,0.43556416
0,1990-12-01,1990-12-31,263.96585,89235.68,0.005189612,-0.0001995615,0.00413356,0.000623223,0.0016445233,0.10074396,-0.0016899965,266.73807,0.3758796,0.38147,0.39489096,0.38490435,3076711.8,-3094578.2,0.8658025
0,1990-12-01,1990-12-31,258.66647,80820.91,0.0013048905,-0.0002464828,0.0011373685,0.0002515319,1.3278476e-05,0.017756594,-0.0022613837,266.50616,0.26881862,0.23796862,0.18772312,0.22749138,5881968.0,-5990933.5,0.89327085
0,1990-12-01,1990-12-31,260.0621,86410.3,0.008274891,-8.452457e-05,0.008213153,0.0,0.002025699,0.570391,-0.0006902071,262.22046,0.34753487,0.35282132,0.35794985,0.4045384,2164839.0,-2603192.2,0.5196161
0,1990-12-01,1990-12-31,255.14244,78420.19,0.000931025,-0.00016038834,0.0009186104,0.00010675481,0.00010034579,0.038388968,-0.0010746889,260.58737,0.28664932,0.27920574,0.24894303,0.2785836,3435698.8,-4637520.0,1.6528548
0,1990-12-01,1990-12-31,258.34296,71817.266,0.0021812962,-0.00027338634,0.0020871495,0.00018482681,0.0009863481,0.02449572,-0.008534886,266.55658,0.35455298,0.35304564,0.34256482,0.38839865,8285204.0,-6098274.0,1.3787879
0,1990-12-01,1990-12-31,258.65424,84088.875,0.0009163459,-0.00018479435,0.000808742,0.00018088329,2.2989962e-05,0.0139527265,-0.0004937808,263.93808,0.20113103,0.18139917,0.22199847,0.27499315,3586174.5,-4573879.0,1.5493886
0,1991-01-01,1991-01-31,260.921,82523.02,0.0032157782,-6.0883893e-05,0.0031221258,1.5049364e-06,0.0004098309,0.36112905,-0.0012627468,263.36465,0.32444373,0.3276492,0.338041,0.36268213,3186207.2,-3050563.0,0.65258807
0,1991-01-01,1991-01-31,259.14627,75999.1,0.0018203236,-6.129045e-05,0.0018119041,2.3433488e-07,0.00023741357,0.19265932,-0.0019102476,262.21198,0.30257204,0.30380595,0.30102146,0.34686366,4578467.0,-4155520.8,0.706667
0,1991-01-01,1991-01-31,257.57092,73833.734,0.0006329172,-0.00024649315,0.0006232327,0.00016972463,0.00019776108,0.038476583,-0.0033156548,263.0915,0.3227684,0.3070867,0.29574552,0.297896,6269654.0,-5801261.0,1.369107
0,1991-01-01,1991-01-31,259.35126,78316.766,0.00044199874,-0.00014363708,0.00043621057,1.8772951e-05,1.5065769e-05,0.035614066,-0.00030824117,263.37186,0.23047897,0.21792206,0.22447489,0.26461938,2730258.0,-4753828.5,3.4517934
0,1991-01-01,1991-01-31,258.83368,79292.375,0.0008625933,-6.175489e-05,0.0008473123,1.7578527e-06,0.00012938454,0.07249226,-0.0013416549,262.3763,0.28442073,0.27687538,0.26203552,0.31635046,3310202.5,-3757239.2,1.1525114
0,1991-01-01,1991-01-31,258.45917,70165.4,0.0015696036,-0.00011566459,0.0015657389,0.0,0.00070154417,0.1637835,-0.003418606,263.11966,0.33494857,0.3384477,0.34844851,0.3765834,7549253.5,-6245274.5,0.6803468
0,1991-01-01,1991-01-31,258.96982,76412.8,0.0014628198,-6.684401e-05,0.0014591229,0.0,0.00010215757,0.10004458,-0.0018095033,262.59335,0.28976318,0.28805125,0.26275083,0.31267244,4115860.2,-3917924.5,0.6517319
0,1991-01-01,1991-01-31,256.22534,83166.32,0.0014681058,-6.4327714e-06,0.0014319326,4.5433117e-06,0.0003292385,0.25682887,-0.0009312076,259.57483,0.3014735,0.3038771,0.31039232,0.34016755,3080419.5,-3367753.8,0.44296867
0,1991-01-01,1991-01-31,261.058,82054.2,0.0018170561,-7.146771e-05,0.0014798901,8.504216e-05,0.00014230561,0.0980337,-0.0018347732,264.8037,0.30134994,0.29210752,0.2640932,0.32812726,4183773.0,-4384416.0,0.840943
0,1991-01-01,1991-01-31,268.03497,91130.984,0.0068944925,-0.00017098979,0.0032964398,0.0016619408,0.0038530447,0.2629698,-0.002060752,270.48502,0.37326664,0.37607524,0.36975142,0.41035986,3101817.2,-3031809.2,0.614449
0,1991-01-01,1991-01-31,255.04248,67867.44,0.00086441427,-0.00013348152,0.00086129043,0.0,0.0005530259,0.089387804,-0.0035511458,259.58273,0.3383808,0.33825913,0.34121352,0.3736712,7213794.0,-5932843.5,1.1161945
0,1991-01-01,1991-01-31,254.85623,68169.1,0.0010095986,-0.00015850102,0.0010050591,1.0390456e-05,0.00072870665,0.071093954,-0.0035598492,259.3485,0.34980938,0.3448607,0.34742993,0.38102725,7009005.5,-5960174.5,1.3974128
0,1991-01-01,1991-01-31,255.67912,68765.5,0.0014097871,-8.5934975e-05,0.0014048623,0.0,0.00043478012,0.11391303,-0.0032355578,260.13614,0.3332121,0.33591378,0.3433191,0.3665599,6708812.0,-5366992.0,0.6789129
0,1991-01-01,1991-01-31,257.91718,75471.695,0.0007648282,-3.871994e-05,0.00075743545,2.4234e-06,0.00013686622,0.09571274,-0.0011538741,261.57608,0.28941262,0.27488658,0.26989985,0.31687477,3778361.2,-4274063.0,1.4716986
0,1991-01-01,1991-01-31,258.79315,71922.68,0.0015458452,-5.046971e-05,0.0015423655,0.0,0.00025430648,0.13478717,-0.0026875655,262.53058,0.3096662,0.31005976,0.30407366,0.3505532,5604581.0,-4528217.5,0.40191898
0,1991-01-01,1991-01-31,268.6712,86805.57,0.00047296844,-0.00062547973,0.00023584971,0.00083859987,9.163088e-05,0.012889948,-0.0098308185,274.70117,0.4211043,0.41325715,0.34961867,0.41201183,8484156.0,-6597631.5,1.0909687
0,1991-01-01,1991-01-31,263.46875,77690.16,0.00038621278,-0.0003430294,0.0003354419,0.0008413233,0.00012637454,0.04075156,-0.006006155,269.84128,0.41356897,0.3878683,0.35652322,0.43481308,7058788.0,-6041613.5,0.8635335
0,1991-01-01,1991-01-31,265.2633,80370.69,0.00057864585,-0.00039815102,0.0003417773,0.0005402381,0.00010713613,0.030385094,-0.0056621237,271.4978,0.37643582,0.35754105,0.32523167,0.39335623,7577509.0,-6065697.5,0.7831788
