,period_start,period_end,2m_dewpoint_temperature_K,surface_air_pressure_Pa,total_precipitation_m,evaporation_m,snowfall_mwe,snowmelt_mwe,runoff_m,snow_depth_mwe,potential_evaporation_m,2m_temperature_K,volumetric_soil_water_layer1_m3_per_m3,volumetric_soil_water_layer2_m3_per_m3,volumetric_soil_water_layer3_m3_per_m3,volumetric_soil_water_layer4_m3_per_m4,surface_net_solar_radiation_J_per_m2,surface_net_thermal_radiation_J_per_m2,wind_speed
0,1981-02-01,1981-02-28,262.50085,83048.97,0.0022659579,-8.2351675e-05,0.0019885418,0.00017557731,0.00035291218,0.21713845,-0.0029451565,265.82217,0.31739384,0.318282,0.31830084,0.34040242,5077259.0,-4129793.0,0.565029
0,1981-02-01,1981-02-28,265.1052,81971.16,0.0024319827,-0.00021966743,0.0014056034,0.000775613,0.0003315131,0.14168952,-0.0035001268,268.54752,0.35507855,0.35432616,0.34229138,0.34331104,6608440.0,-4884345.0,0.6301867
0,1981-02-01,1981-02-28,270.18268,90840.26,0.008978517,-0.00042694458,0.002326449,0.0024800613,0.0062674885,0.033370353,-0.0037932566,272.45575,0.3962498,0.39463568,0.37743095,0.41574937,5225365.5,-3334988.8,0.6577732
0,1981-02-01,1981-02-28,256.37598,68031.555,0.00085878454,-0.0004428302,0.00084975356,0.000606185,0.00071923214,0.0167038,-0.007994479,262.79272,0.41460684,0.34797865,0.30196562,0.35437325,10460998.0,-6234972.5,1.2784467
0,1981-02-01,1981-02-28,256.71072,68313.0,0.0010961212,-0.00042914532,0.0010744907,0.0006438333,0.0007911843,0.018304596,-0.007430679,262.56464,0.4119119,0.3566199,0.31050837,0.36000663,9805220.0,-6236170.0,1.6555152
0,1981-02-01,1981-02-28,256.90634,68913.336,0.0012663616,-0.00041756287,0.0012466966,0.00022868991,0.00038073468,0.033114087,-0.0069720107,262.56985,0.4096185,0.34879097,0.31445894,0.35389897,9420332.0,-5572302.5,0.91180754
0,1981-02-01,1981-02-28,261.03412,75511.89,0.0008186722,-0.00030206155,0.00078213064,0.00021025924,0.0001963036,0.08896063,-0.0029242155,265.95435,0.31846407,0.309824,0.29156876,0.3238549,6404570.5,-5241722.0,1.6006714
0,1981-02-01,1981-02-28,260.19943,71997.42,0.0013052153,-0.00026788027,0.0012789684,-2.3283064e-10,0.00021454804,0.10671113,-0.0061362996,265.003,0.307375,0.3060364,0.2979852,0.34593636,8280727.0,-5240469.5,0.53247726
0,1981-02-01,1981-02-28,271.943,86699.29,0.0035291736,-0.00095201965,0.0011817594,0.0023304487,0.0019265199,0.08595826,-0.008237956,275.94745,0.4571979,0.45940244,0.47284836,0.45072955,9386951.0,-5366895.5,0.73492473
0,1981-02-01,1981-02-28,266.129,77635.75,0.003568185,-0.0005085554,0.002643675,0.0012030858,0.00045388308,0.24151926,-0.005578003,270.9231,0.44661036,0.44666967,0.43183145,0.442681,7453211.0,-5156902.5,0.43892553
0,1981-02-01,1981-02-28,268.03403,80317.39,0.003095723,-0.0005982653,0.0019097199,0.0012640835,0.00041514356,0.15625037,-0.0057122544,272.99557,0.42746457,0.4263786,0.41120163,0.4123582,8461084.0,-5399526.0,0.63573664
0,1981-02-01,1981-02-28,268.57852,91287.234,0.0027703666,-0.00040364475,0.0004138973,0.0009176423,0.00075551,0.011564934,-0.0040292167,272.37332,0.39142174,0.3921837,0.39539573,0.36813006,6524760.5,-4335627.0,0.51307064
0,1981-02-01,1981-02-28,266.5463,85512.375,0.008714264,-0.00012753799,0.008008224,7.0095295e-05,0.0011022054,0.566607,-0.003264579,269.29077,0.3562022,0.36051068,0.3715775,0.38947406,5034668.5,-4018429.0,0.4016502
0,1981-02-01,1981-02-28,270.16547,89150.266,0.0064009284,-0.00055113895,0.0019367497,0.0031606085,0.0045870394,0.028916853,-0.0052792258,272.79724,0.3947658,0.39345184,0.38259882,0.41303805,6455071.0,-3871987.8,0.90405685
0,1981-02-01,1981-02-28,264.95294,81050.914,0.00089548517,-0.0007365201,0.00070920086,0.0012473621,7.381425e-05,0.012915236,-0.0044331164,273.26984,0.30360433,0.27631587,0.22738157,0.30603427,9843054.0,-6547915.5,0.6341385
0,1981-02-01,1981-02-28,266.57156,86455.84,0.0075227777,-0.00019825401,0.006340632,0.0002484057,0.0015119187,0.43618473,-0.0036095781,269.46094,0.364481,0.36829516,0.3664705,0.3969625,5147942.5,-4064742.8,0.5383892
0,1981-02-01,1981-02-28,261.32065,78731.17,0.00075565244,-0.00045532198,0.0007089145,0.00056087034,8.946905e-05,0.037118513,-0.0024854534,267.52533,0.2697373,0.26640463,0.25069702,0.26582533,6871621.0,-5574466.5,1.7722535
0,1981-02-01,1981-02-28,259.12717,72127.39,0.0007458919,-0.00038603676,0.0005781944,0.0004531918,0.00046480045,0.004982078,-0.016720321,271.23633,0.34911337,0.33319443,0.3186759,0.36630446,13713734.0,-7224921.5,1.3188109
0,1981-02-01,1981-02-28,267.4408,84230.914,0.0010844317,-0.00072257937,0.00046837472,0.0008558604,5.4418033e-05,0.007853735,-0.0013203654,272.27118,0.32470936,0.30798435,0.2640439,0.28163275,7984882.5,-5522547.5,1.671982
0,1981-03-01,1981-03-31,267.1851,82406.11,0.0019986024,-0.00032203287,0.0016464647,0.0003405433,0.00058712624,0.2715368,-0.008097006,271.8376,0.3439644,0.3453381,0.35067752,0.3715862,9415890.0,-5523343.5,0.3585156
0,1981-03-01,1981-03-31,265.2399,75825.25,0.0024344304,-0.00037779493,0.0021884833,0.000115061215,0.0002629401,0.23898792,-0.008891133,269.78738,0.31442624,0.31418082,0.31366086,0.34959078,10299540.0,-5731530.0,0.28991678
0,1981-03-01,1981-03-31,263.49484,73730.53,0.00227531,-0.0007403715,0.0019967707,0.0006662953,8.793027e-05,0.029636234,-0.006739408,269.3671,0.3320201,0.30373168,0.24845591,0.2793924,10903839.0,-5629478.0,0.9453037
0,1981-03-01,1981-03-31,265.60516,78198.7,0.0017885502,-0.0009992453,0.0015644359,0.001163722,5.5262306e-05,0.007861971,-0.0023230005,272.61087,0.22469467,0.23179516,0.24753998,0.26073074,10437553.0,-6301038.5,1.1410139
0,1981-03-01,1981-03-31,264.69553,79144.28,0.0015532421,-0.0005275896,0.0013169898,0.0006031384,0.00020267924,0.06968809,-0.0065522455,271.13882,0.35197222,0.3446934,0.3207603,0.32420936,10144284.0,-5897870.5,0.5614916
0,1981-03-01,1981-03-31,262.52167,70044.82,0.0039498582,-0.0004117668,0.0038396372,0.00012189764,0.00035851117,0.088231504,-0.0070617637,267.04178,0.36982134,0.3624035,0.34952503,0.36038145,11750976.0,-5711049.0,0.51180106
0,1981-03-01,1981-03-31,265.3389,76175.98,0.0027211942,-0.00065662415,0.0023983577,0.00074499025,0.00010851761,0.05327019,-0.0068059936,270.4553,0.34814653,0.33451918,0.28781587,0.31952682,10086361.0,-5371722.0,0.6090248
0,1981-03-01,1981-03-31,266.37778,83043.055,0.0015315817,-0.0002723299,0.0011579196,0.00059564615,0.00037703212,0.25524944,-0.0075508305,271.30228,0.3201176,0.32078072,0.31959468,0.3400895,8855870.0,-5396607.0,0.37671873
0,1981-03-01,1981-03-31,268.3183,81671.53,0.0025214697,-0.00066855585,0.0016494121,0.0010206436,0.0004432625,0.15020642,-0.006491919,272.61856,0.35480154,0.3568041,0.35581034,0.35294473,10698799.0,-5904083.5,0.41952792
0,1981-03-01,1981-03-31,272.20624,90746.445,0.0037444413,-0.0009660521,0.0016559766,0.0019051901,0.0038544165,0.01829103,-0.007869785,275.37408,0.40019372,0.39833167,0.3682861,0.41778654,9871447.0,-4342337.5,0.3959469
0,1981-03-01,1981-03-31,260.04443,67800.34,0.0026700126,-0.00041758746,0.0026318617,3.504305e-05,0.00023402326,0.049538486,-0.008161404,265.0694,0.407668,0.3591786,0.3013302,0.35167986,11662163.0,-5313786.0,0.71070325
0,1981-03-01,1981-03-31,260.65866,68118.81,0.0032303578,-0.00038438573,0.0031810678,4.9476796e-05,0.00029202655,0.062345292,-0.007933763,265.3321,0.4038766,0.36836419,0.30935293,0.35717306,11357248.0,-5543608.0,0.8244222
0,1981-03-01,1981-03-31,260.64792,68674.375,0.003442933,-0.00036844527,0.00338016,3.102837e-05,0.00025392976,0.08762393,-0.0079150945,265.40088,0.3910084,0.3516803,0.3145382,0.3517648,11054293.0,-5235142.5,0.5644376
0,1981-03-01,1981-03-31,264.57773,75328.34,0.0020260955,-0.00059132493,0.0018395414,0.0003948949,0.00018929032,0.105229,-0.0049555716,269.89462,0.3147837,0.31090117,0.29478118,0.3222709,9596895.0,-5752926.0,0.72319937
0,1981-03-01,1981-03-31,263.37482,71716.914,0.0036846541,-0.00032670377,0.0035340257,8.529052e-07,0.00019536419,0.16503675,-0.007126265,267.08694,0.30089766,0.3013286,0.29804248,0.34359103,10256124.0,-4532248.5,0.28518903
0,1981-03-01,1981-03-31,273.19244,86390.41,0.0067284256,-0.0012861574,0.002890676,0.0016811423,0.0036945778,0.08543772,-0.009478618,276.81625,0.4588779,0.46100596,0.4689799,0.47006187,11863860.0,-4883895.0,0.4719733
0,1981-03-01,1981-03-31,267.55762,77303.69,0.00640737,-0.00060297,0.005589575,0.000689382,0.00064482895,0.3373459,-0.0060608,271.07147,0.4372859,0.4388908,0.44344303,0.44928566,8959548.0,-4647356.5,0.2253483
0,1981-03-01,1981-03-31,269.27362,79996.27,0.0059564305,-0.0007605021,0.003981331,0.00097019726,0.0011323782,0.2172363,-0.0061994796,272.9689,0.42547566,0.42673913,0.42449722,0.42664492,10459575.0,-4932119.5,0.31312475
0,1981-03-01,1981-03-31,271.88358,91087.945,0.0019856498,-0.0011334991,0.00025831346,0.00017558168,0.0010967698,0.0006900813,-0.008488788,276.82083,0.37526867,0.37704393,0.39177758,0.38777906,11199006.0,-5366165.5,0.16939285
0,1981-03-01,1981-03-31,268.7439,85478.78,0.002878096,-0.0003324169,0.002675891,7.964307e-05,0.0009271402,0.72545373,-0.007463416,272.46997,0.34266382,0.34579775,0.35183868,0.38603637,9036908.0,-5179156.5,0.24559702
0,1981-03-01,1981-03-31,271.92758,88991.805,0.0047195028,-0.00096731755,0.0024528992,0.001704993,0.003618008,0.007600743,-0.008105614,275.0281,0.40027395,0.39881113,0.37502316,0.41661805,10468865.0,-4247236.5,0.5237518
0,1981-03-01,1981-03-31,268.47958,80699.14,0.0034796656,-0.0010544828,0.002522443,0.0018405394,9.1335336e-05,0.0229205,-0.0042046187,273.74533,0.3655746,0.34687078,0.26299688,0.30399406,11764913.0,-6061305.0,0.37219524
0,1981-03-01,1981-03-31,268.732,86441.1,0.002448165,-0.0005114885,0.0022145305,0.00019676535,0.0011536911,0.5600622,-0.008226705,272.66507,0.346569,0.34903193,0.3505149,0.3917316,9328397.0,-5326937.5,0.35980693
0,1981-03-01,1981-03-31,265.4648,78611.56,0.0018774617,-0.00079285866,0.0016212859,0.00085805135,8.705015e-05,0.0418695,-0.003758278,272.1506,0.27376166,0.27792552,0.25652617,0.2649562,10422457.0,-6110793.5,0.70240307
0,1981-03-01,1981-03-31,263.58344,71889.086,0.0030201068,-0.00075579603,0.0026648387,0.00043166586,0.0004057085,0.050857592,-0.014633435,269.7408,0.35701817,0.35040146,0.3246191,0.36303732,13904507.0,-5579335.0,1.3055831
0,1981-03-01,1981-03-31,269.84125,83885.914,0.001972432,-0.0013511339,0.0008727639,0.00080777117,5.984646e-05,0.002687885,-0.0024721187,275.84717,0.2915985,0.3026246,0.28094307,0.28151673,12226371.0,-6433725.5,0.8622603
0,1981-04-01,1981-04-30,268.92282,82495.266,0.0033675404,-0.00041460805,0.00217799,0.0046008015,0.0016193116,0.31857133,-0.011053448,273.5187,0.37549022,0.37433457,0.36338943,0.37261903,12556075.0,-4858227.5,1.4019008
0,1981-04-01,1981-04-30,268.63657,76173.85,0.0026735063,-0.0004558025,0.0019016957,0.004234143,0.00081188243,0.28628296,-0.011754327,273.28848,0.35922515,0.3538625,0.33294743,0.3495884,13524581.0,-5553576.5,1.0108867
0,1981-04-01,1981-04-30,266.7278,74237.31,0.0008452357,-0.0016958325,0.00026560028,0.00096109486,0.0002959525,0.019969549,-0.01394864,277.78482,0.30832034,0.30978352,0.26193362,0.27822447,19087318.0,-8190998.5,1.2719165
0,1981-04-01,1981-04-30,269.4333,78496.35,0.0012858051,-0.0021246052,0.00053851167,0.00058869645,6.2729494e-05,0.0047598197,-0.005313471,278.9086,0.21559907,0.26475635,0.25177658,0.26033694,16290686.0,-7707734.5,3.4843423
0,1981-04-01,1981-04-30,267.81058,79348.914,0.0019947782,-0.0011527903,0.00093664194,0.0023467191,0.0005208195,0.07670187,-0.009196924,274.57425,0.36601728,0.3625232,0.33972967,0.3261804,13553902.0,-5706162.0,1.4007603
0,1981-04-01,1981-04-30,266.14294,70648.336,0.0014006898,-0.0008754285,0.00096588343,0.0033598472,0.0010575311,0.118974164,-0.014734568,274.40155,0.3857851,0.3829267,0.36491713,0.36261085,17749420.0,-7730308.5,0.67413354
0,1981-04-01,1981-04-30,269.17535,76608.83,0.0014813954,-0.0017318721,0.00077743555,0.0026017004,0.00042379354,0.05172835,-0.012925957,276.98892,0.35339472,0.35665092,0.3277948,0.32031164,16857252.0,-7032958.0,1.1892729
0,1981-04-01,1981-04-30,267.79745,82992.08,0.0023652797,-0.0005051967,0.0015909692,0.0030248484,0.0010394095,0.2748717,-0.011084735,273.1418,0.34472632,0.34158686,0.33145857,0.34581783,12516880.0,-5404662.5,1.2178426
0,1981-04-01,1981-04-30,270.87167,81962.78,0.002290484,-0.0012397862,0.00074348727,0.0037453005,0.0014523324,0.15309119,-0.009295136,275.9095,0.36699903,0.37058237,0.37109184,0.36535776,15132113.0,-5848455.5,0.5452394
0,1981-04-01,1981-04-30,273.09857,90918.79,0.0070254663,-0.0010718232,0.0030562475,0.0038947794,0.0049203583,0.04124701,-0.008341489,276.01492,0.4061446,0.40742978,0.405639,0.41679212,11142867.0,-3651514.0,0.93108743
0,1981-04-01,1981-04-30,263.8713,68432.96,0.0010216681,-0.0007589638,0.0007437882,0.002023339,0.0012258333,0.07229689,-0.015968433,272.4145,0.41814163,0.38032934,0.30514908,0.34927416,17311954.0,-7498686.5,1.2136441
0,1981-04-01,1981-04-30,264.74512,68724.32,0.0016253511,-0.0007053249,0.0012211644,0.0020406423,0.0010693094,0.1054464,-0.015045428,271.96252,0.41316265,0.38614196,0.3144642,0.35464397,16475815.0,-7553221.5,1.4156146
0,1981-04-01,1981-04-30,264.8022,69280.02,0.0016698189,-0.0007399437,0.0013078158,0.0023990266,0.00086494046,0.1390252,-0.01532787,271.94785,0.39527962,0.37607548,0.3218843,0.35010538,16680451.0,-7319850.5,1.0259495
0,1981-04-01,1981-04-30,268.45322,75693.14,0.001665377,-0.0011703495,0.00092853693,0.002818217,0.00055950414,0.12029183,-0.0076231677,274.48697,0.3323133,0.33726233,0.31556252,0.3215425,14082110.0,-6385883.0,1.5356877
0,1981-04-01,1981-04-30,267.44992,72206.01,0.0017762458,-0.00063131173,0.0011238221,0.0032302462,0.00060380687,0.22494745,-0.012715337,272.43317,0.3475122,0.33606243,0.31057492,0.34191987,15189622.0,-5688999.0,0.87101907
0,1981-04-01,1981-04-30,275.03412,86582.86,0.0015751803,-0.0020124929,0.0006805086,0.0034784214,0.003724972,0.08534961,-0.019228635,281.512,0.42918727,0.43705127,0.43870333,0.47735277,19255922.0,-6965217.0,0.40060544
0,1981-04-01,1981-04-30,271.21756,77630.3,0.0017213695,-0.0009914073,0.001147604,0.00841904,0.003734664,0.36059135,-0.009665879,275.8694,0.46368214,0.46508595,0.46508405,0.46341538,14825549.0,-6157947.5,0.19148959
0,1981-04-01,1981-04-30,273.03726,80267.08,0.0019061576,-0.0013186089,0.0008435718,0.005106194,0.0029575068,0.23344198,-0.0105890455,278.10574,0.4291036,0.4334034,0.430196,0.43970487,16321018.0,-6470023.0,0.33644122
0,1981-04-01,1981-04-30,272.65125,91130.14,0.0016901224,-0.0020536105,0.00028184042,0.0004372958,0.0010549951,0.0015143433,-0.013050006,279.1542,0.3686137,0.37237316,0.37943977,0.3876522,15634791.0,-5843005.5,1.0973837
0,1981-04-01,1981-04-30,269.3952,85563.33,0.0055652093,-0.00036831427,0.0043065813,0.0031684053,0.001590284,0.8494644,-0.008242816,272.71823,0.35926193,0.35812396,0.34765923,0.381461,10885370.0,-4359715.0,0.79011834
0,1981-04-01,1981-04-30,273.5523,89268.51,0.004127666,-0.0011756583,0.002909431,0.004003517,0.0039814063,0.03411406,-0.010093479,276.71912,0.40264207,0.4047673,0.40521586,0.41567162,12618732.0,-3827432.5,1.1808524
0,1981-04-01,1981-04-30,270.4683,80991.8,0.0011113455,-0.0026047286,0.000317869,0.001000165,0.00013839966,0.009387193,-0.010221619,282.93643,0.28766063,0.31542295,0.30427602,0.30393094,20331632.0,-8737901.0,0.31105366
0,1981-04-01,1981-04-30,269.66595,86493.01,0.0051804823,-0.00054735004,0.0036936034,0.003450658,0.0016468373,0.6554403,-0.008922539,273.06036,0.36423638,0.3625576,0.3485142,0.3858637,11377563.0,-4409419.5,0.97731733
0,1981-04-01,1981-04-30,269.2607,78857.96,0.0014754715,-0.0017581189,0.000858163,0.0011807948,0.00018426628,0.054858327,-0.0072360393,278.03027,0.26328248,0.29177168,0.2687263,0.26478532,15293000.0,-7172549.5,2.0084984
0,1981-04-01,1981-04-30,266.45184,72478.16,0.00145732,-0.001483617,0.00045593773,0.0019138188,0.00065239274,0.025648093,-0.02625612,277.87436,0.38142747,0.3775115,0.354872,0.36153546,20069408.0,-6985883.0,1.3228011
0,1981-04-01,1981-04-30,272.0355,84149.81,0.0011838002,-0.0023131613,0.00018576396,0.0002463939,5.615059e-05,0.00071567704,-0.0045607737,280.6184,0.23078988,0.28855357,0.29343504,0.28265476,17546454.0,-7361809.5,1.2621195
0,1981-05-01,1981-05-31,273.934,82543.16,0.0042823986,-0.00078083953,0.0011503899,0.008233459,0.009785325,0.13054805,-0.01263773,278.5384,0.41095462,0.41481107,0.41610396,0.41817343,14266847.0,-4246829.5,0.3872472
0,1981-05-01,1981-05-31,272.29642,76046.57,0.0048755654,-0.000887786,0.0021755367,0.0061467458,0.004122181,0.16958535,-0.012060639,276.34656,0.40814367,0.41101596,0.41120225,0.39241776,15214623.0,-4772796.0,0.5366777
0,1981-05-01,1981-05-31,272.27505,74086.875,0.0030876247,-0.0021428973,0.00047727974,0.0005398186,0.00026558578,0.0032638889,-0.013140978,279.85376,0.29989293,0.2874363,0.2748387,0.27777484,20327334.0,-7018491.0,0.8210095
0,1981-05-01,1981-05-31,274.25357,78369.06,0.0030837657,-0.0025244346,0.00039017803,0.00039503802,5.8496647e-05,0.00074086705,-0.0052557494,281.14694,0.23801106,0.24958827,0.25453818,0.2602578,17825344.0,-7034818.5,2.0300705
0,1981-05-01,1981-05-31,273.63788,79289.91,0.005521749,-0.001700731,0.0020321647,0.0030717137,0.002014651,0.025240298,-0.008850144,278.394,0.39373592,0.39572358,0.3928945,0.3529294,14755973.0,-4672784.5,0.48889697
