datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2018-10-01 00:00:00+00:00,8.6,A,14159500,725.0,A,726.0,A,353.0,A,,,,
2018-10-02 00:00:00+00:00,8.8,A,14159500,725.0,"A, [4]",725.0,A,353.0,A,,,,
2018-10-03 00:00:00+00:00,9.1,A,14159500,,,,,352.0,A,,,,
2018-10-04 00:00:00+00:00,9.0,A,14159500,729.0,"A, [4]",,,351.0,A,,,,
2018-10-05 00:00:00+00:00,9.0,A,14159500,730.0,A,,,350.0,A,,,,
2018-10-06 00:00:00+00:00,9.4,A,14159500,730.0,A,,,351.0,A,,,,
2018-10-07 00:00:00+00:00,9.4,A,14159500,733.0,A,,,350.0,A,,,,
2018-10-08 00:00:00+00:00,9.4,A,14159500,729.0,A,,,351.0,A,,,,
2018-10-09 00:00:00+00:00,9.7,A,14159500,727.0,A,,,367.0,A,,,,
2018-10-10 00:00:00+00:00,9.8,A,14159500,728.0,A,730.0,A,364.0,A,,,,
2018-10-11 00:00:00+00:00,9.5,A,14159500,730.0,A,728.0,A,349.0,A,,,,
2018-10-12 00:00:00+00:00,9.6,A,14159500,730.0,A,727.0,A,342.0,A,,,,
2018-10-13 00:00:00+00:00,9.6,A,14159500,731.0,A,728.0,A,339.0,A,,,,
2018-10-14 00:00:00+00:00,9.9,A,14159500,734.0,A,726.0,A,339.0,A,,,,
2018-10-15 00:00:00+00:00,9.7,A,14159500,735.0,A,727.0,A,339.0,A,,,,
2018-10-16 00:00:00+00:00,9.6,A,14159500,734.0,A,727.0,A,339.0,A,,,,
2018-10-17 00:00:00+00:00,9.8,A,14159500,732.0,A,725.0,A,338.0,A,,,,
2018-10-18 00:00:00+00:00,9.7,A,14159500,733.0,A,726.0,A,338.0,A,,,,
2018-10-19 00:00:00+00:00,9.8,A,14159500,734.0,A,726.0,A,337.0,A,,,,
2018-10-20 00:00:00+00:00,9.8,A,14159500,731.0,"A, [4]",,,337.0,A,,,,
2018-10-21 00:00:00+00:00,9.7,A,14159500,,,,,336.0,A,,,,
2018-10-22 00:00:00+00:00,9.8,A,14159500,,,,,337.0,A,,,,
2018-10-23 00:00:00+00:00,9.7,A,14159500,,,,,337.0,A,,,,
2018-10-24 00:00:00+00:00,9.8,A,14159500,,,,,337.0,A,,,,
2018-10-25 00:00:00+00:00,9.8,A,14159500,,,,,336.0,A,,,,
2018-10-26 00:00:00+00:00,9.8,A,14159500,,,,,336.0,A,,,,
2018-10-27 00:00:00+00:00,9.8,A,14159500,,,,,337.0,A,,,,
2018-10-28 00:00:00+00:00,10.0,A,14159500,,,,,337.0,A,,,,
2018-10-29 00:00:00+00:00,9.7,A,14159500,,,,,338.0,A,,,,
2018-10-30 00:00:00+00:00,9.8,A,14159500,,,,,338.0,A,,,,
2018-10-31 00:00:00+00:00,9.7,A,14159500,,,,,338.0,A,,,,
2018-11-01 00:00:00+00:00,9.8,A,14159500,,,,,354.0,A,,,,
2018-11-02 00:00:00+00:00,9.8,A,14159500,,,,,351.0,A,,,,
2018-11-03 00:00:00+00:00,9.6,A,14159500,,,,,340.0,A,,,,
2018-11-04 00:00:00+00:00,9.7,A,14159500,,,,,337.0,A,,,,
2018-11-05 00:00:00+00:00,9.7,A,14159500,,,,,337.0,A,,,,
2018-11-06 00:00:00+00:00,9.5,A,14159500,,,,,337.0,A,,,,
2018-11-07 00:00:00+00:00,9.5,A,14159500,,,,,335.0,A,,,,
2018-11-08 00:00:00+00:00,9.5,A,14159500,740.0,A,725.0,A,333.0,A,,,,
2018-11-09 00:00:00+00:00,9.3,A,14159500,736.0,A,723.0,A,331.0,A,,,,
2018-11-10 00:00:00+00:00,9.0,A,14159500,735.0,A,723.0,A,331.0,A,,,,
2018-11-11 00:00:00+00:00,9.1,A,14159500,737.0,A,722.0,A,332.0,A,,,,
2018-11-12 00:00:00+00:00,9.0,A,14159500,738.0,A,722.0,A,333.0,A,,,,
2018-11-13 00:00:00+00:00,8.8,A,14159500,739.0,A,723.0,A,332.0,A,,,,
2018-11-14 00:00:00+00:00,8.7,A,14159500,739.0,A,723.0,A,330.0,A,,,,
2018-11-15 00:00:00+00:00,8.6,A,14159500,736.0,A,721.0,A,330.0,A,,,,
2018-11-16 00:00:00+00:00,8.5,A,14159500,733.0,A,719.0,A,329.0,A,,,,
2018-11-17 00:00:00+00:00,8.5,A,14159500,732.0,A,719.0,A,330.0,A,,,,
2018-11-18 00:00:00+00:00,8.4,A,14159500,732.0,A,719.0,A,327.0,A,,,,
2018-11-19 00:00:00+00:00,8.4,A,14159500,731.0,A,718.0,A,329.0,A,,,,
