datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2018-10-01 00:00:00+00:00,19.8,A,12321500,,,,
2018-10-02 00:00:00+00:00,28.4,A,12321500,,,,
2018-10-03 00:00:00+00:00,43.0,A,12321500,,,,
2018-10-04 00:00:00+00:00,28.5,A,12321500,,,,
2018-10-05 00:00:00+00:00,24.5,A,12321500,,,,
2018-10-06 00:00:00+00:00,23.5,A,12321500,,,,
2018-10-07 00:00:00+00:00,22.4,A,12321500,,,,
2018-10-08 00:00:00+00:00,21.6,A,12321500,,,,
2018-10-09 00:00:00+00:00,21.3,A,12321500,,,,
2018-10-10 00:00:00+00:00,20.6,A,12321500,,,,
2018-10-11 00:00:00+00:00,20.0,A,12321500,,,,
2018-10-12 00:00:00+00:00,19.8,A,12321500,,,,
2018-10-13 00:00:00+00:00,19.8,A,12321500,,,,
2018-10-14 00:00:00+00:00,19.4,A,12321500,,,,
2018-10-15 00:00:00+00:00,19.2,A,12321500,,,,
2018-10-16 00:00:00+00:00,19.1,A,12321500,,,,
2018-10-17 00:00:00+00:00,19.0,A,12321500,,,,
2018-10-18 00:00:00+00:00,19.0,A,12321500,,,,
2018-10-19 00:00:00+00:00,18.9,A,12321500,,,,
2018-10-20 00:00:00+00:00,18.9,A,12321500,,,,
2018-10-21 00:00:00+00:00,18.7,A,12321500,,,,
2018-10-22 00:00:00+00:00,18.4,A,12321500,,,,
2018-10-23 00:00:00+00:00,18.3,A,12321500,,,,
2018-10-24 00:00:00+00:00,18.4,A,12321500,,,,
2018-10-25 00:00:00+00:00,18.5,A,12321500,,,,
2018-10-26 00:00:00+00:00,23.2,A,12321500,,,,
2018-10-27 00:00:00+00:00,31.7,A,12321500,,,,
2018-10-28 00:00:00+00:00,35.9,A,12321500,,,,
2018-10-29 00:00:00+00:00,45.0,A,12321500,,,,
2018-10-30 00:00:00+00:00,34.9,A,12321500,,,,
2018-10-31 00:00:00+00:00,30.0,A,12321500,,,,
2018-11-01 00:00:00+00:00,29.2,A,12321500,,,,
2018-11-02 00:00:00+00:00,115.0,A,12321500,,,,
2018-11-03 00:00:00+00:00,88.2,A,12321500,,,,
2018-11-04 00:00:00+00:00,113.0,A,12321500,,,,
2018-11-05 00:00:00+00:00,91.9,A,12321500,,,,
2018-11-06 00:00:00+00:00,60.3,A,12321500,,,,
2018-11-07 00:00:00+00:00,48.9,A,12321500,,,,
2018-11-08 00:00:00+00:00,33.6,A,12321500,,,,
2018-11-09 00:00:00+00:00,34.2,A,12321500,,,,
2018-11-10 00:00:00+00:00,32.4,A,12321500,,,,
2018-11-11 00:00:00+00:00,33.9,A,12321500,,,,
2018-11-12 00:00:00+00:00,24.5,A,12321500,,,,
2018-11-13 00:00:00+00:00,28.1,A,12321500,,,,
2018-11-14 00:00:00+00:00,32.0,A,12321500,,,,
2018-11-15 00:00:00+00:00,31.9,A,12321500,,,,
2018-11-16 00:00:00+00:00,31.1,A,12321500,,,,
2018-11-17 00:00:00+00:00,24.3,A,12321500,,,,
2018-11-18 00:00:00+00:00,15.1,"A, e",12321500,,,,
2018-11-19 00:00:00+00:00,14.2,"A, e",12321500,,,,
2018-11-20 00:00:00+00:00,13.9,"A, e",12321500,,,,
2018-11-21 00:00:00+00:00,14.9,"A, e",12321500,,,,
2018-11-22 00:00:00+00:00,15.3,"A, e",12321500,,,,
2018-11-23 00:00:00+00:00,27.6,"A, e",12321500,,,,
2018-11-24 00:00:00+00:00,28.8,A,12321500,,,,
2018-11-25 00:00:00+00:00,27.7,A,12321500,,,,
2018-11-26 00:00:00+00:00,26.7,A,12321500,,,,
2018-11-27 00:00:00+00:00,27.8,A,12321500,,,,
2018-11-28 00:00:00+00:00,30.5,A,12321500,,,,
2018-11-29 00:00:00+00:00,31.9,A,12321500,,,,
2018-11-30 00:00:00+00:00,30.3,A,12321500,,,,
2018-12-01 00:00:00+00:00,28.6,A,12321500,,,,
2018-12-02 00:00:00+00:00,27.7,A,12321500,,,,
2018-12-03 00:00:00+00:00,27.0,A,12321500,,,,
2018-12-04 00:00:00+00:00,22.3,"A, e",12321500,,,,
2018-12-05 00:00:00+00:00,18.6,"A, e",12321500,,,,
2018-12-06 00:00:00+00:00,13.5,"A, e",12321500,,,,
2018-12-07 00:00:00+00:00,14.3,"A, e",12321500,,,,
2018-12-08 00:00:00+00:00,18.6,"A, e",12321500,,,,
2018-12-09 00:00:00+00:00,21.7,"A, e",12321500,,,,
2018-12-10 00:00:00+00:00,22.1,"A, e",12321500,,,,
2018-12-11 00:00:00+00:00,22.1,"A, e",12321500,,,,
2018-12-12 00:00:00+00:00,23.3,"A, e",12321500,,,,
2018-12-13 00:00:00+00:00,23.4,"A, e",12321500,,,,
2018-12-14 00:00:00+00:00,23.3,"A, e",12321500,,,,
2018-12-15 00:00:00+00:00,25.6,"A, e",12321500,,,,
2018-12-16 00:00:00+00:00,26.1,A,12321500,,,,
2018-12-17 00:00:00+00:00,26.8,A,12321500,,,,
2018-12-18 00:00:00+00:00,30.9,A,12321500,,,,
2018-12-19 00:00:00+00:00,31.2,A,12321500,,,,
2018-12-20 00:00:00+00:00,30.1,A,12321500,,,,
2018-12-21 00:00:00+00:00,29.3,A,12321500,,,,
2018-12-22 00:00:00+00:00,22.9,"A, e",12321500,,,,
2018-12-23 00:00:00+00:00,21.2,"A, e",12321500,,,,
2018-12-24 00:00:00+00:00,23.9,"A, e",12321500,,,,
2018-12-25 00:00:00+00:00,22.8,"A, e",12321500,,,,
2018-12-26 00:00:00+00:00,23.5,"A, e",12321500,,,,
2018-12-27 00:00:00+00:00,23.5,"A, e",12321500,,,,
2018-12-28 00:00:00+00:00,24.6,"A, e",12321500,,,,
2018-12-29 00:00:00+00:00,25.5,A,12321500,,,,
2018-12-30 00:00:00+00:00,26.3,A,12321500,,,,
2018-12-31 00:00:00+00:00,25.7,A,12321500,0.729,A,2.901,A
2019-01-01 00:00:00+00:00,24.3,"A, e",12321500,0.689,"A, e",2.904,A
2019-01-02 00:00:00+00:00,24.6,"A, e",12321500,0.697,"A, e",2.897,A
2019-01-03 00:00:00+00:00,25.5,A,12321500,0.721,A,2.9,A
2019-01-04 00:00:00+00:00,26.2,A,12321500,0.741,A,2.903,A
2019-01-05 00:00:00+00:00,26.7,A,12321500,0.757,A,2.906,A
2019-01-06 00:00:00+00:00,26.3,A,12321500,0.746,A,2.904,A
2019-01-07 00:00:00+00:00,26.0,A,12321500,0.736,A,2.902,A
2019-01-08 00:00:00+00:00,24.8,"A, e",12321500,0.703,"A, e",2.908,A
2019-01-09 00:00:00+00:00,24.5,"A, e",12321500,0.695,"A, e",2.96,A
2019-01-10 00:00:00+00:00,24.7,"A, e",12321500,0.698,"A, e",2.947,A
2019-01-11 00:00:00+00:00,24.7,"A, e",12321500,0.699,"A, e",2.915,A
2019-01-12 00:00:00+00:00,24.6,"A, e",12321500,0.698,"A, e",2.913,A
2019-01-13 00:00:00+00:00,24.6,"A, e",12321500,0.697,"A, e",2.907,A
2019-01-14 00:00:00+00:00,24.7,"A, e",12321500,0.698,"A, e",2.902,A
2019-01-15 00:00:00+00:00,24.8,"A, e",12321500,0.702,"A, e",2.916,A
2019-01-16 00:00:00+00:00,24.9,"A, e",12321500,0.706,"A, e",3.028,A
2019-01-17 00:00:00+00:00,25.1,"A, e",12321500,0.712,"A, e",3.076,A
2019-01-18 00:00:00+00:00,25.4,"A, e",12321500,0.72,"A, e",3.033,A
2019-01-19 00:00:00+00:00,26.1,"A, e",12321500,0.74,"A, e",2.913,A
2019-01-20 00:00:00+00:00,26.2,A,12321500,0.742,A,2.903,A
2019-01-21 00:00:00+00:00,24.2,"A, e",12321500,0.685,"A, e",2.898,A
2019-01-22 00:00:00+00:00,24.9,"A, e",12321500,0.704,"A, e",2.916,A
2019-01-23 00:00:00+00:00,25.8,A,12321500,0.732,A,2.902,A
2019-01-24 00:00:00+00:00,26.1,A,12321500,0.739,A,2.903,A
2019-01-25 00:00:00+00:00,27.4,A,12321500,0.775,A,2.909,A
2019-01-26 00:00:00+00:00,25.5,A,12321500,0.722,A,2.9,A
2019-01-27 00:00:00+00:00,25.2,A,12321500,0.714,A,2.898,A
2019-01-28 00:00:00+00:00,24.0,"A, e",12321500,0.679,"A, e",2.894,A
2019-01-29 00:00:00+00:00,22.2,"A, e",12321500,0.628,"A, e",2.901,A
