datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2020-02-02 00:00:00+00:00,198.0,"A, e",12321500,5.6,"A, e",3.276,A
2020-02-03 00:00:00+00:00,175.0,"A, e",12321500,4.95,"A, e",3.255,A
2020-02-04 00:00:00+00:00,150.0,A,12321500,4.26,A,3.216,A
2020-02-05 00:00:00+00:00,145.0,A,12321500,4.11,A,3.21,A
2020-02-06 00:00:00+00:00,132.0,A,12321500,3.75,A,3.193,A
2020-02-07 00:00:00+00:00,117.0,A,12321500,3.32,A,3.171,A
2020-02-08 00:00:00+00:00,108.0,A,12321500,3.05,A,3.157,A
2020-02-09 00:00:00+00:00,97.9,A,12321500,2.77,A,3.142,A
2020-02-10 00:00:00+00:00,92.9,A,12321500,2.63,A,3.134,A
2020-02-11 00:00:00+00:00,90.0,A,12321500,2.55,A,3.13,A
2020-02-12 00:00:00+00:00,83.3,A,12321500,2.36,A,3.119,A
2020-02-13 00:00:00+00:00,81.5,A,12321500,2.31,A,3.117,A
2020-02-14 00:00:00+00:00,81.5,A,12321500,2.31,A,3.118,A
2020-02-15 00:00:00+00:00,77.1,A,12321500,2.18,A,3.111,A
2020-02-16 00:00:00+00:00,75.3,A,12321500,2.13,A,3.109,A
2020-02-17 00:00:00+00:00,70.5,A,12321500,2.0,A,3.099,A
2020-02-18 00:00:00+00:00,62.8,A,12321500,1.78,A,3.082,A
2020-02-19 00:00:00+00:00,54.5,"A, e",12321500,1.54,"A, e",3.066,A
2020-02-20 00:00:00+00:00,55.3,"A, e",12321500,1.57,"A, e",3.092,A
2020-02-21 00:00:00+00:00,59.6,"A, e",12321500,1.69,"A, e",3.097,A
2020-02-22 00:00:00+00:00,59.6,"A, e",12321500,1.69,"A, e",3.1,A
2020-02-23 00:00:00+00:00,62.5,"A, e",12321500,1.77,"A, e",3.084,A
2020-02-24 00:00:00+00:00,61.0,A,12321500,1.73,A,3.08,A
2020-02-25 00:00:00+00:00,56.9,A,12321500,1.61,A,3.069,A
2020-02-26 00:00:00+00:00,57.2,A,12321500,1.62,A,3.069,A
2020-02-27 00:00:00+00:00,55.1,A,12321500,1.56,A,3.064,A
2020-02-28 00:00:00+00:00,55.3,A,12321500,1.57,A,3.064,A
2020-02-29 00:00:00+00:00,55.9,A,12321500,1.58,A,3.066,A
2020-03-01 00:00:00+00:00,52.1,A,12321500,1.48,A,3.055,A
2020-03-02 00:00:00+00:00,54.4,A,12321500,1.54,A,3.062,A
2020-03-03 00:00:00+00:00,54.3,A,12321500,1.54,A,3.061,A
2020-03-04 00:00:00+00:00,55.0,A,12321500,1.56,A,3.064,A
2020-03-05 00:00:00+00:00,52.7,A,12321500,1.49,A,3.056,A
2020-03-06 00:00:00+00:00,54.1,A,12321500,1.53,A,3.061,A
2020-03-07 00:00:00+00:00,56.7,A,12321500,1.61,A,3.068,A
2020-03-08 00:00:00+00:00,56.5,A,12321500,1.6,A,3.068,A
2020-03-09 00:00:00+00:00,46.1,A,12321500,1.31,A,3.035,A
2020-03-10 00:00:00+00:00,51.9,A,12321500,1.47,A,3.054,A
2020-03-11 00:00:00+00:00,58.5,A,12321500,1.66,A,3.073,A
2020-03-12 00:00:00+00:00,48.6,A,12321500,1.38,A,3.044,A
2020-03-13 00:00:00+00:00,49.1,"A, e",12321500,1.39,"A, e",3.051,A
2020-03-14 00:00:00+00:00,40.2,"A, e",12321500,1.14,"A, e",3.026,A
2020-03-15 00:00:00+00:00,45.0,"A, e",12321500,1.27,"A, e",3.053,A
2020-03-16 00:00:00+00:00,46.6,"A, e",12321500,1.32,"A, e",3.062,A
2020-03-17 00:00:00+00:00,46.6,"A, e",12321500,1.32,"A, e",3.048,A
2020-03-18 00:00:00+00:00,46.7,"A, e",12321500,1.32,"A, e",3.04,A
2020-03-19 00:00:00+00:00,46.6,A,12321500,1.32,A,3.038,A
2020-03-20 00:00:00+00:00,46.5,A,12321500,1.32,A,3.038,A
2020-03-21 00:00:00+00:00,47.7,A,12321500,1.35,A,3.042,A
2020-03-22 00:00:00+00:00,49.2,A,12321500,1.39,A,3.046,A
2020-03-23 00:00:00+00:00,51.5,A,12321500,1.46,A,3.053,A
2020-03-24 00:00:00+00:00,50.9,A,12321500,1.44,A,3.052,A
2020-03-25 00:00:00+00:00,50.2,A,12321500,1.42,A,3.049,A
2020-03-26 00:00:00+00:00,48.1,A,12321500,1.36,A,3.043,A
2020-03-27 00:00:00+00:00,50.6,A,12321500,1.43,A,3.051,A
2020-03-28 00:00:00+00:00,50.2,A,12321500,1.42,A,3.049,A
2020-03-29 00:00:00+00:00,59.4,A,12321500,1.68,A,3.075,A
2020-03-30 00:00:00+00:00,75.2,A,12321500,2.13,A,3.114,A
2020-03-31 00:00:00+00:00,72.3,A,12321500,2.05,A,3.107,A
2020-04-01 00:00:00+00:00,65.7,A,12321500,1.86,A,3.092,A
2020-04-02 00:00:00+00:00,62.1,A,12321500,1.76,A,3.083,A
2020-04-03 00:00:00+00:00,61.3,A,12321500,1.74,A,3.081,A
2020-04-04 00:00:00+00:00,55.6,A,12321500,1.57,A,3.064,A
2020-04-05 00:00:00+00:00,59.2,A,12321500,1.68,A,3.075,A
2020-04-06 00:00:00+00:00,57.1,A,12321500,1.62,A,3.069,A
2020-04-07 00:00:00+00:00,55.9,A,12321500,1.58,A,3.066,A
2020-04-08 00:00:00+00:00,53.1,A,12321500,1.5,A,3.058,A
2020-04-09 00:00:00+00:00,54.4,A,12321500,1.54,A,3.062,A
2020-04-10 00:00:00+00:00,67.9,A,12321500,1.92,A,3.097,A
2020-04-11 00:00:00+00:00,87.4,A,12321500,2.47,A,3.14,A
2020-04-12 00:00:00+00:00,79.5,A,12321500,2.25,A,3.123,A
2020-04-13 00:00:00+00:00,75.5,A,12321500,2.14,A,3.113,A
2020-04-14 00:00:00+00:00,78.5,A,12321500,2.22,A,3.121,A
2020-04-15 00:00:00+00:00,83.9,A,12321500,2.38,A,3.133,A
2020-04-16 00:00:00+00:00,87.4,A,12321500,2.47,A,3.14,A
2020-04-17 00:00:00+00:00,96.0,A,12321500,2.72,A,3.156,A
2020-04-18 00:00:00+00:00,108.0,A,12321500,3.06,A,3.178,A
2020-04-19 00:00:00+00:00,121.0,A,12321500,3.41,A,3.198,A
2020-04-20 00:00:00+00:00,149.0,A,12321500,4.21,A,3.24,A
2020-04-21 00:00:00+00:00,209.0,A,12321500,5.92,A,3.32,A
2020-04-22 00:00:00+00:00,282.0,A,12321500,7.98,A,3.402,A
2020-04-23 00:00:00+00:00,323.0,A,12321500,9.14,A,3.441,A
2020-04-24 00:00:00+00:00,340.0,A,12321500,9.62,A,3.457,A
2020-04-25 00:00:00+00:00,352.0,A,12321500,9.96,A,3.467,A
2020-04-26 00:00:00+00:00,415.0,A,12321500,11.8,A,3.521,A
2020-04-27 00:00:00+00:00,424.0,A,12321500,12.0,A,3.528,A
2020-04-28 00:00:00+00:00,424.0,A,12321500,12.0,A,3.528,A
2020-04-29 00:00:00+00:00,449.0,A,12321500,12.7,A,3.547,A
2020-04-30 00:00:00+00:00,570.0,A,12321500,16.1,A,3.629,A
2020-05-01 00:00:00+00:00,693.0,A,12321500,19.6,A,3.706,A
2020-05-02 00:00:00+00:00,638.0,A,12321500,18.1,A,3.673,A
2020-05-03 00:00:00+00:00,818.0,A,12321500,23.2,A,3.774,A
2020-05-04 00:00:00+00:00,672.0,A,12321500,19.0,A,3.694,A
2020-05-05 00:00:00+00:00,572.0,A,12321500,16.2,A,3.633,A
2020-05-06 00:00:00+00:00,576.0,A,12321500,16.3,A,3.635,A
2020-05-07 00:00:00+00:00,576.0,A,12321500,16.3,A,3.635,A
2020-05-08 00:00:00+00:00,595.0,A,12321500,16.8,A,3.647,A
2020-05-09 00:00:00+00:00,686.0,A,12321500,19.4,A,3.701,A
2020-05-10 00:00:00+00:00,790.0,A,12321500,22.4,A,3.759,A
2020-05-11 00:00:00+00:00,817.0,A,12321500,23.1,A,3.774,A
2020-05-12 00:00:00+00:00,759.0,A,12321500,21.5,A,3.743,A
2020-05-13 00:00:00+00:00,799.0,A,12321500,22.6,A,3.765,A
2020-05-14 00:00:00+00:00,797.0,A,12321500,22.6,A,3.763,A
2020-05-15 00:00:00+00:00,837.0,A,12321500,23.7,A,3.784,A
2020-05-16 00:00:00+00:00,872.0,A,12321500,24.7,A,3.801,A
2020-05-17 00:00:00+00:00,940.0,A,12321500,26.6,A,3.834,A
2020-05-18 00:00:00+00:00,1060.0,A,12321500,30.0,A,3.888,A
2020-05-19 00:00:00+00:00,1070.0,A,12321500,30.4,A,3.894,A
2020-05-20 00:00:00+00:00,1110.0,A,12321500,31.5,A,3.911,A
2020-05-21 00:00:00+00:00,1130.0,A,12321500,32.1,A,3.919,A
2020-05-22 00:00:00+00:00,1050.0,A,12321500,29.7,A,3.883,A
2020-05-23 00:00:00+00:00,868.0,A,12321500,24.6,A,3.8,A
2020-05-24 00:00:00+00:00,827.0,A,12321500,23.4,A,3.779,A
2020-05-25 00:00:00+00:00,917.0,A,12321500,26.0,A,3.822,A
2020-05-26 00:00:00+00:00,1050.0,A,12321500,29.6,A,3.881,A
2020-05-27 00:00:00+00:00,1020.0,A,12321500,28.9,A,3.87,A
2020-05-28 00:00:00+00:00,934.0,A,12321500,26.4,A,3.831,A
2020-05-29 00:00:00+00:00,1040.0,A,12321500,29.3,A,3.876,A
2020-05-30 00:00:00+00:00,1190.0,A,12321500,33.6,A,3.94,A
2020-05-31 00:00:00+00:00,1550.0,A,12321500,44.0,A,4.073,A
2020-06-01 00:00:00+00:00,1130.0,A,12321500,32.1,A,3.919,A
2020-06-02 00:00:00+00:00,943.0,A,12321500,26.7,A,3.836,A
2020-06-03 00:00:00+00:00,890.0,A,12321500,25.2,A,3.81,A
2020-06-04 00:00:00+00:00,782.0,A,12321500,22.1,A,3.755,A
2020-06-05 00:00:00+00:00,696.0,A,12321500,19.7,A,3.708,A
2020-06-06 00:00:00+00:00,853.0,A,12321500,24.1,A,3.791,A
2020-06-07 00:00:00+00:00,755.0,A,12321500,21.4,A,3.74,A
2020-06-08 00:00:00+00:00,663.0,A,12321500,18.8,A,3.688,A
2020-06-09 00:00:00+00:00,622.0,A,12321500,17.6,A,3.663,A
2020-06-10 00:00:00+00:00,591.0,A,12321500,16.7,A,3.645,A
2020-06-11 00:00:00+00:00,591.0,A,12321500,16.7,A,3.644,A
2020-06-12 00:00:00+00:00,631.0,A,12321500,17.9,A,3.669,A
2020-06-13 00:00:00+00:00,626.0,A,12321500,17.7,A,3.665,A
2020-06-14 00:00:00+00:00,769.0,A,12321500,21.8,A,3.748,A
2020-06-15 00:00:00+00:00,573.0,A,12321500,16.2,A,3.633,A
2020-06-16 00:00:00+00:00,533.0,A,12321500,15.1,A,3.607,A
2020-06-17 00:00:00+00:00,488.0,A,12321500,13.8,A,3.576,A
2020-06-18 00:00:00+00:00,469.0,A,12321500,13.3,A,3.561,A
2020-06-19 00:00:00+00:00,464.0,A,12321500,13.1,A,3.558,A
2020-06-20 00:00:00+00:00,428.0,A,12321500,12.1,A,3.531,A
2020-06-21 00:00:00+00:00,457.0,A,12321500,13.0,A,3.552,A
2020-06-22 00:00:00+00:00,439.0,A,12321500,12.4,A,3.538,A
2020-06-23 00:00:00+00:00,413.0,A,12321500,11.7,A,3.518,A
2020-06-24 00:00:00+00:00,450.0,A,12321500,12.7,A,3.547,A
2020-06-25 00:00:00+00:00,370.0,A,12321500,10.5,A,3.483,A
2020-06-26 00:00:00+00:00,322.0,A,12321500,9.11,A,3.44,A
2020-06-27 00:00:00+00:00,286.0,A,12321500,8.1,A,3.406,A
2020-06-28 00:00:00+00:00,278.0,A,12321500,7.88,A,3.397,A
2020-06-29 00:00:00+00:00,228.0,A,12321500,6.44,A,3.343,A
2020-06-30 00:00:00+00:00,234.0,A,12321500,6.62,A,3.349,A
2020-07-01 00:00:00+00:00,296.0,A,12321500,8.39,A,3.413,A
2020-07-02 00:00:00+00:00,385.0,A,12321500,10.9,A,3.496,A
2020-07-03 00:00:00+00:00,283.0,A,12321500,8.02,A,3.402,A
2020-07-04 00:00:00+00:00,228.0,A,12321500,6.47,A,3.344,A
2020-07-05 00:00:00+00:00,199.0,A,12321500,5.64,A,3.308,A
2020-07-06 00:00:00+00:00,181.0,A,12321500,5.12,A,3.282,A
2020-07-07 00:00:00+00:00,178.0,A,12321500,5.05,A,3.277,A
2020-07-08 00:00:00+00:00,195.0,A,12321500,5.51,A,3.302,A
2020-07-09 00:00:00+00:00,170.0,A,12321500,4.8,A,3.264,A
2020-07-10 00:00:00+00:00,162.0,A,12321500,4.6,A,3.252,A
2020-07-11 00:00:00+00:00,146.0,A,12321500,4.14,A,3.226,A
2020-07-12 00:00:00+00:00,137.0,A,12321500,3.87,A,3.21,A
2020-07-13 00:00:00+00:00,135.0,A,12321500,3.82,A,3.207,A
2020-07-14 00:00:00+00:00,123.0,A,12321500,3.47,A,3.184,A
2020-07-15 00:00:00+00:00,114.0,A,12321500,3.22,A,3.168,A
2020-07-16 00:00:00+00:00,107.0,A,12321500,3.03,A,3.155,A
2020-07-17 00:00:00+00:00,103.0,A,12321500,2.91,A,3.146,A
2020-07-18 00:00:00+00:00,94.9,A,12321500,2.69,A,3.129,A
2020-07-19 00:00:00+00:00,88.1,A,12321500,2.49,A,3.114,A
2020-07-20 00:00:00+00:00,83.1,A,12321500,2.35,A,3.102,A
2020-07-21 00:00:00+00:00,78.4,A,12321500,2.22,A,3.09,A
