datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
2019-10-01 00:00:00+00:00,301.0,A,06294000,315.0,A
2019-10-02 00:00:00+00:00,267.0,A,06294000,281.0,A
2019-10-03 00:00:00+00:00,243.0,A,06294000,254.0,A
2019-10-04 00:00:00+00:00,226.0,A,06294000,231.0,A
2019-10-05 00:00:00+00:00,216.0,A,06294000,218.0,A
2019-10-06 00:00:00+00:00,208.0,A,06294000,210.0,A
2019-10-07 00:00:00+00:00,208.0,A,06294000,210.0,A
2019-10-08 00:00:00+00:00,195.0,A,06294000,198.0,A
2019-10-09 00:00:00+00:00,200.0,A,06294000,203.0,A
2019-10-10 00:00:00+00:00,202.0,A,06294000,205.0,A
2019-10-11 00:00:00+00:00,204.0,A,06294000,207.0,A
2019-10-12 00:00:00+00:00,200.0,A,06294000,202.0,A
2019-10-13 00:00:00+00:00,200.0,A,06294000,202.0,A
2019-10-14 00:00:00+00:00,210.0,A,06294000,212.0,A
2019-10-15 00:00:00+00:00,211.0,A,06294000,213.0,A
2019-10-16 00:00:00+00:00,213.0,A,06294000,215.0,A
2019-10-17 00:00:00+00:00,210.0,A,06294000,212.0,A
2019-10-18 00:00:00+00:00,206.0,A,06294000,208.0,A
2019-10-19 00:00:00+00:00,205.0,A,06294000,207.0,A
2019-10-20 00:00:00+00:00,213.0,A,06294000,215.0,A
2019-10-21 00:00:00+00:00,208.0,A,06294000,210.0,A
2019-10-22 00:00:00+00:00,216.0,A,06294000,218.0,A
2019-10-23 00:00:00+00:00,221.0,A,06294000,222.0,A
2019-10-24 00:00:00+00:00,225.0,A,06294000,227.0,A
2019-10-25 00:00:00+00:00,233.0,A,06294000,234.0,A
2019-10-26 00:00:00+00:00,232.0,A,06294000,233.0,A
2019-10-27 00:00:00+00:00,234.0,A,06294000,235.0,A
2019-10-28 00:00:00+00:00,233.0,A,06294000,234.0,A
2019-10-29 00:00:00+00:00,196.0,"A, e",06294000,198.0,"A, e"
2019-10-30 00:00:00+00:00,151.0,"A, e",06294000,152.0,"A, e"
2019-10-31 00:00:00+00:00,165.0,"A, e",06294000,166.0,"A, e"
2019-11-01 00:00:00+00:00,204.0,"A, e",06294000,204.0,"A, e"
2019-11-02 00:00:00+00:00,216.0,"A, e",06294000,216.0,"A, e"
2019-11-03 00:00:00+00:00,244.0,A,06294000,244.0,A
2019-11-04 00:00:00+00:00,245.0,A,06294000,245.0,A
2019-11-05 00:00:00+00:00,273.0,A,06294000,273.0,A
2019-11-06 00:00:00+00:00,291.0,A,06294000,291.0,A
2019-11-07 00:00:00+00:00,288.0,"A, e",06294000,288.0,"A, e"
2019-11-08 00:00:00+00:00,276.0,A,06294000,276.0,A
2019-11-09 00:00:00+00:00,240.0,A,06294000,240.0,A
2019-11-10 00:00:00+00:00,246.0,"A, e",06294000,246.0,"A, e"
2019-11-11 00:00:00+00:00,222.0,"A, e",06294000,222.0,"A, e"
2019-11-12 00:00:00+00:00,199.0,"A, e",06294000,199.0,"A, e"
2019-11-13 00:00:00+00:00,228.0,"A, e",06294000,228.0,"A, e"
2019-11-14 00:00:00+00:00,268.0,"A, e",06294000,268.0,"A, e"
2019-11-15 00:00:00+00:00,270.0,"A, e",06294000,270.0,"A, e"
2019-11-16 00:00:00+00:00,276.0,"A, e",06294000,276.0,"A, e"
2019-11-17 00:00:00+00:00,261.0,A,06294000,261.0,A
2019-11-18 00:00:00+00:00,266.0,A,06294000,266.0,A
2019-11-19 00:00:00+00:00,261.0,A,06294000,261.0,A
2019-11-20 00:00:00+00:00,247.0,A,06294000,247.0,A
2019-11-21 00:00:00+00:00,235.0,A,06294000,235.0,A
2019-11-22 00:00:00+00:00,225.0,A,06294000,225.0,A
2019-11-23 00:00:00+00:00,210.0,A,06294000,210.0,A
2019-11-24 00:00:00+00:00,200.0,A,06294000,200.0,A
2019-11-25 00:00:00+00:00,217.0,A,06294000,217.0,A
2019-11-26 00:00:00+00:00,216.0,A,06294000,216.0,A
2019-11-27 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
2019-11-28 00:00:00+00:00,222.0,"A, e",06294000,222.0,"A, e"
2019-11-29 00:00:00+00:00,216.0,"A, e",06294000,216.0,"A, e"
2019-11-30 00:00:00+00:00,210.0,"A, e",06294000,210.0,"A, e"
2019-12-01 00:00:00+00:00,188.0,"A, e",06294000,188.0,"A, e"
2019-12-02 00:00:00+00:00,217.0,"A, e",06294000,217.0,"A, e"
2019-12-03 00:00:00+00:00,223.0,"A, e",06294000,223.0,"A, e"
2019-12-04 00:00:00+00:00,224.0,"A, e",06294000,224.0,"A, e"
2019-12-05 00:00:00+00:00,223.0,"A, e",06294000,223.0,"A, e"
2019-12-06 00:00:00+00:00,225.0,"A, e",06294000,225.0,"A, e"
