datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
2020-10-01 00:00:00+00:00,104.0,A,06294000,124.0,"A, e"
2020-10-02 00:00:00+00:00,104.0,A,06294000,123.0,"A, e"
2020-10-03 00:00:00+00:00,95.9,A,06294000,116.0,"A, e"
2020-10-04 00:00:00+00:00,96.0,A,06294000,117.0,"A, e"
2020-10-05 00:00:00+00:00,89.4,A,06294000,111.0,"A, e"
2020-10-06 00:00:00+00:00,86.4,A,06294000,107.0,"A, e"
2020-10-07 00:00:00+00:00,102.0,A,06294000,113.0,"A, e"
2020-10-08 00:00:00+00:00,101.0,A,06294000,106.0,"A, e"
2020-10-09 00:00:00+00:00,97.1,A,06294000,102.0,"A, e"
2020-10-10 00:00:00+00:00,79.8,A,06294000,90.1,"A, e"
2020-10-11 00:00:00+00:00,78.2,A,06294000,97.7,"A, e"
2020-10-12 00:00:00+00:00,81.2,A,06294000,105.0,"A, e"
2020-10-13 00:00:00+00:00,112.0,A,06294000,131.0,"A, e"
2020-10-14 00:00:00+00:00,138.0,A,06294000,143.0,"A, e"
2020-10-15 00:00:00+00:00,129.0,A,06294000,131.0,"A, e"
2020-10-16 00:00:00+00:00,138.0,A,06294000,140.0,"A, e"
2020-10-17 00:00:00+00:00,149.0,A,06294000,149.0,"A, e"
2020-10-18 00:00:00+00:00,152.0,A,06294000,152.0,"A, e"
2020-10-19 00:00:00+00:00,184.0,A,06294000,184.0,"A, e"
2020-10-20 00:00:00+00:00,195.0,A,06294000,195.0,"A, e"
2020-10-21 00:00:00+00:00,210.0,A,06294000,210.0,"A, e"
2020-10-22 00:00:00+00:00,263.0,A,06294000,263.0,"A, e"
2020-10-23 00:00:00+00:00,240.0,A,06294000,240.0,"A, e"
2020-10-24 00:00:00+00:00,217.0,A,06294000,217.0,"A, e"
2020-10-25 00:00:00+00:00,187.0,"A, e",06294000,187.0,"A, e"
