datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2020-10-01 00:00:00+00:00,8.5,A,14158850,537.0,A,,,,,,,,,,
2020-10-02 00:00:00+00:00,8.6,A,14158850,546.0,A,57.0,A,,,,,,,,
2020-10-03 00:00:00+00:00,8.5,A,14158850,545.0,A,,,,,,,,,,
2020-10-04 00:00:00+00:00,8.4,A,14158850,545.0,A,,,,,,,,,,
2020-10-05 00:00:00+00:00,8.7,A,14158850,554.0,A,,,,,,,,,,
2020-10-06 00:00:00+00:00,8.5,A,14158850,527.0,A,,,,,,,,,,
2020-10-07 00:00:00+00:00,8.3,A,14158850,525.0,A,57.0,A,,,,,,,,
2020-10-08 00:00:00+00:00,8.1,A,14158850,531.0,A,,,,,,,,,,
2020-10-09 00:00:00+00:00,7.8,A,14158850,537.0,A,,,,,,,,,,
2020-10-10 00:00:00+00:00,7.8,A,14158850,578.0,A,57.0,A,,,,,,,,
2020-10-11 00:00:00+00:00,7.6,A,14158850,577.0,A,,,,,,,,,,
2020-10-12 00:00:00+00:00,7.5,A,14158850,558.0,A,,,,,,,,,,
2020-10-13 00:00:00+00:00,7.6,A,14158850,591.0,A,57.0,A,,,,,,,,
2020-10-14 00:00:00+00:00,7.4,A,14158850,579.0,A,58.0,A,,,,,,,,
2020-10-15 00:00:00+00:00,7.3,A,14158850,532.0,A,58.0,A,,,,,,,,
2020-10-16 00:00:00+00:00,7.4,A,14158850,536.0,A,58.0,A,,,,,,,,
2020-10-17 00:00:00+00:00,7.5,A,14158850,549.0,A,58.0,A,,,,,,,,
2020-10-18 00:00:00+00:00,7.6,A,14158850,561.0,A,58.0,A,,,,,,,,
2020-10-19 00:00:00+00:00,7.5,A,14158850,541.0,A,58.0,A,,,,,,,,
2020-10-20 00:00:00+00:00,7.8,A,14158850,529.0,A,58.0,A,,,,,,,,
2020-10-21 00:00:00+00:00,7.4,A,14158850,538.0,A,58.0,A,,,,,,,,
2020-10-22 00:00:00+00:00,6.9,A,14158850,543.0,A,58.0,A,,,,,,,,
2020-10-23 00:00:00+00:00,6.6,A,14158850,542.0,A,58.0,A,,,,,,,,
2020-10-24 00:00:00+00:00,6.7,A,14158850,512.0,A,58.0,A,,,,,,,,
2020-10-25 00:00:00+00:00,6.2,A,14158850,516.0,A,58.0,A,,,,,,,,
2020-10-26 00:00:00+00:00,6.0,A,14158850,554.0,A,59.0,A,,,,,,,,
2020-10-27 00:00:00+00:00,6.1,A,14158850,532.0,A,58.0,A,,,,,,,,
2020-10-28 00:00:00+00:00,6.2,A,14158850,543.0,A,58.0,A,,,,,,,,
2020-10-29 00:00:00+00:00,6.2,A,14158850,525.0,A,58.0,A,,,,,,,,
2020-10-30 00:00:00+00:00,6.2,A,14158850,522.0,A,58.0,A,,,,,,,,
2020-10-31 00:00:00+00:00,6.2,A,14158850,536.0,A,58.0,A,,,,,,,,
2020-11-01 00:00:00+00:00,6.2,A,14158850,517.0,A,59.0,A,,,,,,,,
2020-11-02 00:00:00+00:00,6.1,A,14158850,507.0,A,59.0,A,,,,,,,,
