datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2020-10-01 00:00:00+00:00,17.1,A,14150000,748.0,A,747.0,A,1900.0,A
2020-10-02 00:00:00+00:00,17.3,A,14150000,748.0,A,747.0,A,1700.0,A
2020-10-03 00:00:00+00:00,17.1,A,14150000,746.0,A,745.0,A,1560.0,A
2020-10-04 00:00:00+00:00,17.1,A,14150000,748.0,A,745.0,A,1560.0,A
2020-10-05 00:00:00+00:00,17.2,A,14150000,749.0,A,747.0,A,1560.0,A
2020-10-06 00:00:00+00:00,17.2,A,14150000,746.0,A,745.0,A,1550.0,A
2020-10-07 00:00:00+00:00,17.1,A,14150000,743.0,A,743.0,A,1500.0,A
2020-10-08 00:00:00+00:00,17.2,A,14150000,743.0,A,743.0,A,1470.0,A
2020-10-09 00:00:00+00:00,17.1,A,14150000,742.0,A,742.0,A,1450.0,A
2020-10-10 00:00:00+00:00,16.9,A,14150000,742.0,A,737.0,A,1450.0,A
2020-10-11 00:00:00+00:00,16.8,A,14150000,748.0,A,742.0,A,1450.0,A
2020-10-12 00:00:00+00:00,16.7,A,14150000,750.0,A,743.0,A,1450.0,A
2020-10-13 00:00:00+00:00,16.5,A,14150000,749.0,A,739.0,A,1450.0,A
2020-10-14 00:00:00+00:00,16.4,A,14150000,756.0,A,747.0,A,1450.0,A
2020-10-15 00:00:00+00:00,16.1,A,14150000,757.0,A,747.0,A,1450.0,A
2020-10-16 00:00:00+00:00,16.1,A,14150000,752.0,A,745.0,A,1450.0,A
2020-10-17 00:00:00+00:00,16.1,A,14150000,750.0,A,744.0,A,1460.0,A
2020-10-18 00:00:00+00:00,16.1,A,14150000,749.0,A,744.0,A,1480.0,A
2020-10-19 00:00:00+00:00,16.0,A,14150000,751.0,A,743.0,A,1490.0,A
2020-10-20 00:00:00+00:00,16.0,A,14150000,749.0,A,742.0,A,1500.0,A
2020-10-21 00:00:00+00:00,15.8,A,14150000,750.0,A,741.0,A,1500.0,A
2020-10-22 00:00:00+00:00,15.4,A,14150000,752.0,A,741.0,A,1500.0,A
2020-10-23 00:00:00+00:00,15.2,A,14150000,748.0,A,738.0,A,1500.0,A
2020-10-24 00:00:00+00:00,15.2,A,14150000,747.0,A,738.0,A,1560.0,A
2020-10-25 00:00:00+00:00,14.6,A,14150000,753.0,A,738.0,A,1590.0,A
2020-10-26 00:00:00+00:00,14.2,A,14150000,756.0,A,739.0,A,1610.0,A
2020-10-27 00:00:00+00:00,14.0,A,14150000,754.0,A,738.0,A,1650.0,A
2020-10-28 00:00:00+00:00,13.8,A,14150000,750.0,A,737.0,A,1710.0,A
2020-10-29 00:00:00+00:00,13.7,A,14150000,749.0,A,736.0,A,1710.0,A
2020-10-30 00:00:00+00:00,13.6,A,14150000,749.0,A,736.0,A,1710.0,A
2020-10-31 00:00:00+00:00,13.6,A,14150000,751.0,A,739.0,A,1710.0,A
2020-11-01 00:00:00+00:00,13.5,A,14150000,750.0,A,738.0,A,1700.0,A
2020-11-02 00:00:00+00:00,13.6,A,14150000,748.0,A,737.0,A,1690.0,A
2020-11-03 00:00:00+00:00,13.4,A,14150000,746.0,A,736.0,A,1580.0,A
2020-11-04 00:00:00+00:00,13.7,A,14150000,750.0,A,742.0,A,1480.0,A
2020-11-05 00:00:00+00:00,13.6,A,14150000,747.0,A,739.0,A,1480.0,A
2020-11-06 00:00:00+00:00,13.4,A,14150000,740.0,A,,,1480.0,A
2020-11-07 00:00:00+00:00,13.2,A,14150000,740.0,A,,,1480.0,A
