datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2020-11-20 00:00:00+00:00,61.0,A,12321500,1.73,A,3.042,A
2020-11-21 00:00:00+00:00,57.5,A,12321500,1.63,A,3.031,A
2020-11-22 00:00:00+00:00,54.4,A,12321500,1.54,A,3.021,A
2020-11-23 00:00:00+00:00,52.6,A,12321500,1.49,A,3.015,A
2020-11-24 00:00:00+00:00,50.9,A,12321500,1.44,A,3.009,A
2020-11-25 00:00:00+00:00,50.4,A,12321500,1.43,A,3.007,A
2020-11-26 00:00:00+00:00,49.3,A,12321500,1.4,A,3.003,A
2020-11-27 00:00:00+00:00,47.6,A,12321500,1.35,A,2.997,A
2020-11-28 00:00:00+00:00,46.6,A,12321500,1.32,A,2.993,A
2020-11-29 00:00:00+00:00,37.2,A,12321500,1.05,A,2.954,A
2020-11-30 00:00:00+00:00,36.3,A,12321500,1.03,A,2.949,A
2020-12-01 00:00:00+00:00,42.4,"A, e",12321500,1.2,"A, e",2.98,A
2020-12-02 00:00:00+00:00,37.0,"A, e",12321500,1.05,"A, e",2.968,A
2020-12-03 00:00:00+00:00,41.2,"A, e",12321500,1.17,"A, e",3.01,A
2020-12-04 00:00:00+00:00,46.8,"A, e",12321500,1.32,"A, e",3.07,A
2020-12-05 00:00:00+00:00,46.3,"A, e",12321500,1.31,"A, e",3.059,A
2020-12-06 00:00:00+00:00,47.7,"A, e",12321500,1.35,"A, e",3.121,A
2020-12-07 00:00:00+00:00,49.1,"A, e",12321500,1.39,"A, e",3.156,A
2020-12-08 00:00:00+00:00,48.6,"A, e",12321500,1.38,"A, e",3.172,A
2020-12-09 00:00:00+00:00,48.5,"A, e",12321500,1.37,"A, e",3.016,A
2020-12-10 00:00:00+00:00,44.0,A,12321500,1.25,A,2.983,A
2020-12-11 00:00:00+00:00,41.6,A,12321500,1.18,A,2.974,A
2020-12-12 00:00:00+00:00,38.7,A,12321500,1.09,A,2.961,A
2020-12-13 00:00:00+00:00,38.7,A,12321500,1.1,A,2.962,A
2020-12-14 00:00:00+00:00,38.4,A,12321500,1.09,A,2.96,A
2020-12-15 00:00:00+00:00,38.5,A,12321500,1.09,A,2.961,A
2020-12-16 00:00:00+00:00,39.4,A,12321500,1.12,A,2.965,A
2020-12-17 00:00:00+00:00,39.9,A,12321500,1.13,A,2.967,A
2020-12-18 00:00:00+00:00,39.2,A,12321500,1.11,A,2.964,A
2020-12-19 00:00:00+00:00,39.6,A,12321500,1.12,A,2.966,A
2020-12-20 00:00:00+00:00,40.4,A,12321500,1.14,A,2.969,A
2020-12-21 00:00:00+00:00,41.8,A,12321500,1.18,A,2.974,A
2020-12-22 00:00:00+00:00,77.4,A,12321500,2.19,A,3.087,A
2020-12-23 00:00:00+00:00,64.2,"A, e",12321500,1.82,"A, e",3.066,A
2020-12-24 00:00:00+00:00,59.4,"A, e",12321500,1.68,"A, e",3.054,A
2020-12-25 00:00:00+00:00,57.0,"A, e",12321500,1.61,"A, e",3.08,A
2020-12-26 00:00:00+00:00,56.3,"A, e",12321500,1.59,"A, e",3.121,A
2020-12-27 00:00:00+00:00,51.8,"A, e",12321500,1.47,"A, e",3.089,A
2020-12-28 00:00:00+00:00,48.1,"A, e",12321500,1.36,"A, e",2.999,A
2020-12-29 00:00:00+00:00,46.0,A,12321500,1.3,A,2.991,A
2020-12-30 00:00:00+00:00,45.0,A,12321500,1.27,A,2.987,A
2020-12-31 00:00:00+00:00,45.1,A,12321500,1.28,A,2.988,A
2021-01-01 00:00:00+00:00,44.8,A,12321500,1.27,A,2.987,A
2021-01-02 00:00:00+00:00,46.1,A,12321500,1.31,A,2.992,A
2021-01-03 00:00:00+00:00,48.9,A,12321500,1.38,A,3.002,A
2021-01-04 00:00:00+00:00,48.3,A,12321500,1.37,A,3.0,A
2021-01-05 00:00:00+00:00,46.9,A,12321500,1.33,A,2.994,A
2021-01-06 00:00:00+00:00,46.8,A,12321500,1.33,A,2.994,A
2021-01-07 00:00:00+00:00,46.9,A,12321500,1.33,A,2.994,A
2021-01-08 00:00:00+00:00,45.6,A,12321500,1.29,A,2.99,A
2021-01-09 00:00:00+00:00,44.3,A,12321500,1.25,A,2.985,A
2021-01-10 00:00:00+00:00,43.9,A,12321500,1.24,A,2.983,A
2021-01-11 00:00:00+00:00,43.5,A,12321500,1.23,A,2.982,A
2021-01-12 00:00:00+00:00,44.4,A,12321500,1.26,A,2.985,A
2021-01-13 00:00:00+00:00,65.5,A,12321500,1.85,A,3.053,A
2021-01-14 00:00:00+00:00,63.9,"A, e",12321500,1.81,"P, e",3.053,P
2021-01-15 00:00:00+00:00,58.1,"A, e",12321500,1.65,"P, e",3.063,P
2021-01-16 00:00:00+00:00,55.9,"A, e",12321500,1.58,"P, e",3.086,P
2021-01-17 00:00:00+00:00,54.1,"A, e",12321500,1.53,"P, e",3.063,P
2021-01-18 00:00:00+00:00,52.6,"A, e",12321500,1.49,"P, e",3.042,P
2021-01-19 00:00:00+00:00,51.4,"A, e",12321500,1.46,"P, e",3.03,P
2021-01-20 00:00:00+00:00,50.4,"A, e",12321500,1.43,"P, e",3.025,P
2021-01-21 00:00:00+00:00,49.5,"A, e",12321500,1.4,"P, e",3.016,P
2021-01-22 00:00:00+00:00,48.8,"A, e",12321500,1.38,"P, e",3.015,P
2021-01-23 00:00:00+00:00,49.9,"A, e",12321500,1.41,"P, e",3.093,P
2021-01-24 00:00:00+00:00,50.1,"A, e",12321500,1.42,"P, e",3.165,P
2021-01-25 00:00:00+00:00,49.0,"A, e",12321500,1.39,"P, e",3.149,P
2021-01-26 00:00:00+00:00,48.4,"A, e",12321500,1.37,"P, e",3.131,P
2021-01-27 00:00:00+00:00,47.9,"A, e",12321500,1.36,"P, e",3.132,P
2021-01-28 00:00:00+00:00,47.4,"A, e",12321500,1.34,"P, e",3.003,P
2021-01-29 00:00:00+00:00,47.0,A,12321500,1.33,P,2.995,P
2021-01-30 00:00:00+00:00,46.1,A,12321500,1.31,P,2.991,P
2021-01-31 00:00:00+00:00,45.6,A,12321500,1.29,P,2.989,P
2021-02-01 00:00:00+00:00,46.8,A,12321500,1.32,P,2.994,P
2021-02-02 00:00:00+00:00,51.8,A,12321500,1.47,P,3.012,P
2021-02-03 00:00:00+00:00,52.3,A,12321500,1.48,P,3.014,P
2021-02-04 00:00:00+00:00,48.8,A,12321500,1.38,P,3.002,P
2021-02-05 00:00:00+00:00,48.7,A,12321500,1.38,P,3.001,P
2021-02-06 00:00:00+00:00,47.7,A,12321500,1.35,P,2.997,P
2021-02-07 00:00:00+00:00,44.4,"A, e",12321500,1.26,"P, e",2.99,P
2021-02-08 00:00:00+00:00,41.2,"A, e",12321500,1.17,"P, e",2.99,P
2021-02-09 00:00:00+00:00,38.4,"A, e",12321500,1.09,"P, e",3.004,P
2021-02-10 00:00:00+00:00,37.4,"A, e",12321500,1.06,"P, e",3.167,P
2021-02-11 00:00:00+00:00,35.6,"A, e",12321500,1.01,"P, e",3.232,P
2021-02-12 00:00:00+00:00,29.9,"A, e",12321500,0.845,"P, e",3.259,P
2021-02-13 00:00:00+00:00,30.4,"A, e",12321500,0.86,"P, e",3.342,P
2021-02-14 00:00:00+00:00,36.9,"A, e",12321500,1.05,"P, e",3.36,P
2021-02-15 00:00:00+00:00,38.3,"A, e",12321500,1.08,"P, e",3.355,P
2021-02-16 00:00:00+00:00,37.3,"A, e",12321500,1.06,"P, e",3.32,P
2021-02-17 00:00:00+00:00,37.8,"A, e",12321500,1.07,"P, e",3.248,P
2021-02-18 00:00:00+00:00,35.1,"A, e",12321500,0.995,"P, e",3.206,P
2021-02-19 00:00:00+00:00,34.4,"A, e",12321500,0.974,"P, e",3.181,P
2021-02-20 00:00:00+00:00,33.8,"A, e",12321500,0.957,"P, e",3.136,P
2021-02-21 00:00:00+00:00,33.6,"A, e",12321500,0.951,"P, e",3.068,P
2021-02-22 00:00:00+00:00,39.6,"A, e",12321500,1.12,"P, e",3.02,P
2021-02-23 00:00:00+00:00,38.1,"A, e",12321500,1.08,"P, e",2.968,P
2021-02-24 00:00:00+00:00,36.9,"A, e",12321500,1.05,"P, e",2.956,P
2021-02-25 00:00:00+00:00,37.3,A,12321500,1.06,P,2.956,P
2021-02-26 00:00:00+00:00,38.1,A,12321500,1.08,P,2.959,P
2021-02-27 00:00:00+00:00,37.2,A,12321500,1.05,P,2.955,P
2021-02-28 00:00:00+00:00,36.2,A,12321500,1.03,P,2.951,P
2021-03-01 00:00:00+00:00,36.5,A,12321500,1.03,P,2.952,P
2021-03-02 00:00:00+00:00,36.7,A,12321500,1.04,P,2.953,P
2021-03-03 00:00:00+00:00,36.7,A,12321500,1.04,P,2.953,P
2021-03-04 00:00:00+00:00,36.7,A,12321500,1.04,P,2.953,P
2021-03-05 00:00:00+00:00,37.5,A,12321500,1.06,P,2.956,P
2021-03-06 00:00:00+00:00,39.6,A,12321500,1.12,P,2.965,P
2021-03-07 00:00:00+00:00,40.5,A,12321500,1.15,P,2.969,P
2021-03-08 00:00:00+00:00,39.4,A,12321500,1.12,P,2.964,P
2021-03-09 00:00:00+00:00,38.8,A,12321500,1.1,P,2.962,P
2021-03-10 00:00:00+00:00,40.0,A,12321500,1.13,P,2.967,P
2021-03-11 00:00:00+00:00,37.7,A,12321500,1.07,P,2.957,P
2021-03-12 00:00:00+00:00,38.6,A,12321500,1.09,P,2.961,P
2021-03-13 00:00:00+00:00,38.9,A,12321500,1.1,P,2.963,P
2021-03-14 00:00:00+00:00,40.0,A,12321500,1.13,P,2.967,P
2021-03-15 00:00:00+00:00,42.4,A,12321500,1.2,P,2.977,P
2021-03-16 00:00:00+00:00,44.3,A,12321500,1.25,P,2.984,P
2021-03-17 00:00:00+00:00,45.4,A,12321500,1.28,P,2.989,P
2021-03-18 00:00:00+00:00,48.9,A,12321500,1.38,P,3.002,P
2021-03-19 00:00:00+00:00,56.8,A,12321500,1.61,P,3.029,P
2021-03-20 00:00:00+00:00,59.9,A,12321500,1.7,P,3.038,P
2021-03-21 00:00:00+00:00,58.2,A,12321500,1.65,P,3.033,P
2021-03-22 00:00:00+00:00,57.6,A,12321500,1.63,P,3.031,P
2021-03-23 00:00:00+00:00,54.8,A,12321500,1.55,P,3.022,P
2021-03-24 00:00:00+00:00,56.0,A,12321500,1.59,P,3.026,P
2021-03-25 00:00:00+00:00,54.9,A,12321500,1.55,P,3.023,P
2021-03-26 00:00:00+00:00,54.0,A,12321500,1.53,P,3.02,P
2021-03-27 00:00:00+00:00,54.5,A,12321500,1.54,P,3.021,P
2021-03-28 00:00:00+00:00,60.3,A,12321500,1.71,P,3.04,P
2021-03-29 00:00:00+00:00,65.1,A,12321500,1.84,P,3.054,P
2021-03-30 00:00:00+00:00,58.3,A,12321500,1.65,P,3.033,P
2021-03-31 00:00:00+00:00,61.3,A,12321500,1.74,P,3.043,P
2021-04-01 00:00:00+00:00,61.5,A,12321500,1.74,P,3.043,P
2021-04-02 00:00:00+00:00,63.5,A,12321500,1.8,P,3.049,P
2021-04-03 00:00:00+00:00,70.5,A,12321500,2.0,P,3.069,P
2021-04-04 00:00:00+00:00,82.7,A,12321500,2.34,P,3.101,P
2021-04-05 00:00:00+00:00,92.0,A,12321500,2.6,P,3.123,P
2021-04-06 00:00:00+00:00,92.9,A,12321500,2.63,P,3.125,P
2021-04-07 00:00:00+00:00,100.0,A,12321500,2.84,P,3.14,P
2021-04-08 00:00:00+00:00,106.0,A,12321500,3.0,P,3.153,P
2021-04-09 00:00:00+00:00,101.0,A,12321500,2.86,P,3.143,P
2021-04-10 00:00:00+00:00,98.3,A,12321500,2.78,P,3.136,P
2021-04-11 00:00:00+00:00,90.7,A,12321500,2.57,P,3.119,P
2021-04-12 00:00:00+00:00,88.2,A,12321500,2.5,P,3.114,P
2021-04-13 00:00:00+00:00,82.9,A,12321500,2.35,P,3.101,P
2021-04-14 00:00:00+00:00,83.5,A,12321500,2.36,P,3.103,P
2021-04-15 00:00:00+00:00,95.8,A,12321500,2.71,P,3.131,P
2021-04-16 00:00:00+00:00,114.0,A,12321500,3.23,P,3.168,P
2021-04-17 00:00:00+00:00,149.0,A,12321500,4.23,P,3.231,P
2021-04-18 00:00:00+00:00,211.0,A,12321500,5.98,P,3.323,P
2021-04-19 00:00:00+00:00,255.0,A,12321500,7.23,P,3.374,P
2021-04-20 00:00:00+00:00,227.0,A,12321500,6.42,P,3.342,P
2021-04-21 00:00:00+00:00,232.0,A,12321500,6.58,P,3.348,P
2021-04-22 00:00:00+00:00,270.0,A,12321500,7.64,P,3.39,P
2021-04-23 00:00:00+00:00,277.0,A,12321500,7.85,P,3.397,P
2021-04-24 00:00:00+00:00,275.0,A,12321500,7.78,P,3.394,P
2021-04-25 00:00:00+00:00,304.0,A,12321500,8.61,P,3.423,P
2021-04-26 00:00:00+00:00,303.0,A,12321500,8.58,P,3.422,P
2021-04-27 00:00:00+00:00,288.0,A,12321500,8.17,P,3.408,P
2021-04-28 00:00:00+00:00,309.0,A,12321500,8.74,P,3.428,P
2021-04-29 00:00:00+00:00,455.0,A,12321500,12.9,P,3.544,P
2021-04-30 00:00:00+00:00,637.0,A,12321500,18.0,P,3.668,P
2021-05-01 00:00:00+00:00,711.0,A,12321500,20.1,P,3.71,P
2021-05-02 00:00:00+00:00,645.0,A,12321500,18.3,P,3.668,P
2021-05-03 00:00:00+00:00,562.0,A,12321500,15.9,P,3.614,P
2021-05-04 00:00:00+00:00,523.0,A,12321500,14.8,P,3.586,P
2021-05-05 00:00:00+00:00,530.0,A,12321500,15.0,P,3.589,P
2021-05-06 00:00:00+00:00,627.0,A,12321500,17.7,P,3.647,P
2021-05-07 00:00:00+00:00,880.0,A,12321500,24.9,P,3.789,P
2021-05-08 00:00:00+00:00,714.0,A,12321500,20.2,P,3.696,P
2021-05-09 00:00:00+00:00,567.0,A,12321500,16.0,P,3.603,P
2021-05-10 00:00:00+00:00,504.0,A,12321500,14.3,P,3.559,P
2021-05-11 00:00:00+00:00,518.0,A,12321500,14.7,P,3.566,P
2021-05-12 00:00:00+00:00,551.0,A,12321500,15.6,P,3.586,P
2021-05-13 00:00:00+00:00,593.0,A,12321500,16.8,P,3.61,P
2021-05-14 00:00:00+00:00,699.0,A,12321500,19.8,P,3.673,P
2021-05-15 00:00:00+00:00,804.0,A,12321500,22.8,P,3.73,P
2021-05-16 00:00:00+00:00,918.0,A,12321500,26.0,P,3.789,P
2021-05-17 00:00:00+00:00,1070.0,A,12321500,30.3,P,3.86,P
2021-05-18 00:00:00+00:00,981.0,A,12321500,27.8,P,3.818,P
2021-05-19 00:00:00+00:00,724.0,A,12321500,20.5,P,3.68,P
2021-05-20 00:00:00+00:00,606.0,A,12321500,17.2,P,3.608,P
2021-05-21 00:00:00+00:00,516.0,A,12321500,14.6,P,3.549,P
2021-05-22 00:00:00+00:00,491.0,A,12321500,13.9,P,3.532,P
2021-05-23 00:00:00+00:00,510.0,A,12321500,14.4,P,3.545,P
2021-05-24 00:00:00+00:00,637.0,A,12321500,18.0,P,3.627,P
2021-05-25 00:00:00+00:00,658.0,A,12321500,18.6,P,3.64,P
2021-05-26 00:00:00+00:00,667.0,A,12321500,18.9,P,3.645,P
2021-05-27 00:00:00+00:00,668.0,A,12321500,18.9,P,3.646,P
2021-05-28 00:00:00+00:00,640.0,A,12321500,18.1,P,3.629,P
2021-05-29 00:00:00+00:00,543.0,A,12321500,15.4,P,3.568,P
2021-05-30 00:00:00+00:00,542.0,A,12321500,15.4,P,3.566,P
2021-05-31 00:00:00+00:00,626.0,A,12321500,17.7,P,3.619,P
2021-06-01 00:00:00+00:00,711.0,A,12321500,20.1,P,3.672,P
2021-06-02 00:00:00+00:00,759.0,A,12321500,21.5,P,3.699,P
2021-06-03 00:00:00+00:00,736.0,A,12321500,20.8,P,3.686,P
2021-06-04 00:00:00+00:00,617.0,A,12321500,17.5,P,3.615,P
2021-06-05 00:00:00+00:00,499.0,A,12321500,14.1,P,3.537,P
2021-06-06 00:00:00+00:00,421.0,A,12321500,11.9,P,3.479,P
2021-06-07 00:00:00+00:00,374.0,A,12321500,10.6,P,3.441,P
2021-06-08 00:00:00+00:00,330.0,A,12321500,9.35,P,3.402,P
2021-06-09 00:00:00+00:00,321.0,A,12321500,9.08,P,3.394,P
2021-06-10 00:00:00+00:00,297.0,A,12321500,8.41,P,3.371,P
2021-06-11 00:00:00+00:00,270.0,A,12321500,7.66,P,3.344,P
2021-06-12 00:00:00+00:00,273.0,A,12321500,7.73,P,3.347,P
2021-06-13 00:00:00+00:00,262.0,A,12321500,7.42,P,3.335,P
2021-06-14 00:00:00+00:00,264.0,A,12321500,7.48,P,3.338,P
2021-06-15 00:00:00+00:00,297.0,A,12321500,8.42,P,3.371,P
2021-06-16 00:00:00+00:00,262.0,A,12321500,7.42,P,3.335,P
2021-06-17 00:00:00+00:00,221.0,A,12321500,6.25,P,3.289,P
2021-06-18 00:00:00+00:00,199.0,A,12321500,5.63,P,3.263,P
2021-06-19 00:00:00+00:00,181.0,A,12321500,5.13,P,3.24,P
2021-06-20 00:00:00+00:00,167.0,A,12321500,4.74,P,3.22,P
2021-06-21 00:00:00+00:00,153.0,A,12321500,4.33,P,3.2,P
2021-06-22 00:00:00+00:00,138.0,A,12321500,3.92,P,3.18,P
2021-06-23 00:00:00+00:00,125.0,A,12321500,3.54,P,3.16,P
2021-06-24 00:00:00+00:00,116.0,A,12321500,3.28,P,3.145,P
2021-06-25 00:00:00+00:00,105.0,A,12321500,2.98,P,3.127,P
2021-06-26 00:00:00+00:00,95.6,A,12321500,2.71,P,3.11,P
2021-06-27 00:00:00+00:00,87.5,A,12321500,2.48,P,3.094,P
2021-06-28 00:00:00+00:00,80.4,A,12321500,2.28,P,3.08,P
2021-06-29 00:00:00+00:00,73.5,A,12321500,2.08,P,3.064,P
2021-06-30 00:00:00+00:00,66.2,A,12321500,1.87,P,3.047,P
2021-07-01 00:00:00+00:00,60.6,A,12321500,1.72,P,3.033,P
2021-07-02 00:00:00+00:00,57.3,A,12321500,1.62,P,3.024,P
2021-07-03 00:00:00+00:00,57.2,A,12321500,1.62,P,3.024,P
2021-07-04 00:00:00+00:00,53.7,A,12321500,1.52,P,3.014,P
2021-07-05 00:00:00+00:00,50.4,A,12321500,1.43,P,3.004,P
2021-07-06 00:00:00+00:00,47.8,A,12321500,1.35,P,2.996,P
2021-07-07 00:00:00+00:00,45.6,A,12321500,1.29,P,2.989,P
2021-07-08 00:00:00+00:00,44.1,A,12321500,1.25,P,2.984,P
2021-07-09 00:00:00+00:00,41.6,A,12321500,1.18,P,2.976,P
2021-07-10 00:00:00+00:00,39.1,A,12321500,1.11,P,2.967,P
2021-07-11 00:00:00+00:00,36.9,A,12321500,1.05,P,2.959,P
2021-07-12 00:00:00+00:00,35.2,A,12321500,0.998,P,2.952,P
2021-07-13 00:00:00+00:00,34.1,A,12321500,0.966,P,2.948,P
2021-07-14 00:00:00+00:00,32.7,A,12321500,0.927,P,2.942,P
2021-07-15 00:00:00+00:00,31.3,A,12321500,0.886,P,2.936,P
2021-07-16 00:00:00+00:00,29.9,A,12321500,0.846,P,2.93,P
2021-07-17 00:00:00+00:00,28.8,A,12321500,0.815,P,2.925,P
2021-07-18 00:00:00+00:00,27.8,A,12321500,0.788,P,2.92,P
2021-07-19 00:00:00+00:00,27.3,A,12321500,0.773,P,2.918,P
2021-07-20 00:00:00+00:00,27.3,A,12321500,0.773,P,2.918,P
2021-07-21 00:00:00+00:00,26.3,A,12321500,0.744,P,2.913,P
