,Data provided for site 06259000,Unnamed: 1,Unnamed: 2,Unnamed: 3
0,ts_id,parameter,statistic,Description
1,161117,00060,00003,"Discharge, cubic feet per second"
2,,,,
3,Data-value qualification codes included in this output:,,,
4,A,Approved for publication -- Processing and review completed.,,
5,e,Value has been estimated.,,
