,Data provided for site 13183000,Unnamed: 1,Unnamed: 2,Unnamed: 3
0,ts_id,parameter,statistic,Description
1,113194,00060,00003,"Discharge, cubic feet per second"
2,,,,
3,Data-value qualification codes included in this output:,,,
4,A,Approved for publication -- Processing and review completed.,,
5,P,Provisional data subject to revision.,,
6,R,Records for these data have been revised.,,
7,e,Value has been estimated.,,
