datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00300_Mean,00300_Mean_cd,80154_Mean,80154_Mean_cd,80155_Mean,80155_Mean_cd
2016-10-01 00:00:00+00:00,,,09326500,38.2,A,,,,,,
2016-10-02 00:00:00+00:00,,,09326500,13.9,A,,,,,,
2016-10-03 00:00:00+00:00,,,09326500,13.6,A,,,,,,
2016-10-04 00:00:00+00:00,,,09326500,13.3,A,,,,,,
2016-10-05 00:00:00+00:00,,,09326500,13.0,A,,,,,,
2016-10-06 00:00:00+00:00,,,09326500,12.6,A,,,,,,
2016-10-07 00:00:00+00:00,,,09326500,12.3,A,,,,,,
2016-10-08 00:00:00+00:00,,,09326500,13.0,A,,,,,,
2016-10-09 00:00:00+00:00,,,09326500,12.7,A,,,,,,
2016-10-10 00:00:00+00:00,,,09326500,12.5,A,,,,,,
2016-10-11 00:00:00+00:00,,,09326500,12.9,A,,,,,,
2016-10-12 00:00:00+00:00,,,09326500,12.5,A,,,,,,
2016-10-13 00:00:00+00:00,,,09326500,12.3,A,,,,,,
2016-10-14 00:00:00+00:00,,,09326500,12.2,A,,,,,,
2016-10-15 00:00:00+00:00,,,09326500,12.0,A,,,,,,
2016-10-16 00:00:00+00:00,,,09326500,11.9,A,,,,,,
2016-10-17 00:00:00+00:00,,,09326500,12.0,A,,,,,,
2016-10-18 00:00:00+00:00,,,09326500,12.4,A,,,,,,
2016-10-19 00:00:00+00:00,,,09326500,11.9,A,,,,,,
2016-10-20 00:00:00+00:00,,,09326500,11.1,A,,,,,,
2016-10-21 00:00:00+00:00,,,09326500,12.1,A,,,,,,
2016-10-22 00:00:00+00:00,,,09326500,12.3,A,,,,,,
2016-10-23 00:00:00+00:00,,,09326500,12.1,A,,,,,,
2016-10-24 00:00:00+00:00,,,09326500,12.3,A,,,,,,
2016-10-25 00:00:00+00:00,,,09326500,14.0,A,,,,,,
2016-10-26 00:00:00+00:00,,,09326500,12.4,A,,,,,,
2016-10-27 00:00:00+00:00,,,09326500,12.2,A,,,,,,
2016-10-28 00:00:00+00:00,,,09326500,12.2,A,,,,,,
2016-10-29 00:00:00+00:00,,,09326500,13.1,A,,,,,,
2016-10-30 00:00:00+00:00,,,09326500,12.2,A,,,,,,
2016-10-31 00:00:00+00:00,,,09326500,12.6,A,,,,,,
2016-11-01 00:00:00+00:00,,,09326500,12.7,A,,,,,,
2016-11-02 00:00:00+00:00,,,09326500,12.4,A,,,,,,
2016-11-03 00:00:00+00:00,,,09326500,11.6,A,,,,,,
2016-11-04 00:00:00+00:00,,,09326500,12.3,A,,,,,,
