datetime,00060_Mean,00060_Mean_cd,site_no,63680_Mean,63680_Mean_cd,99409_2_Mean,99409_2_Mean_cd,99409_Mean,99409_Mean_cd
2013-10-01 00:00:00+00:00,7750.0,A,06329500,91.7,A,202.0,A,4220.0,A
2013-10-02 00:00:00+00:00,7470.0,A,06329500,82.4,A,182.0,A,3670.0,A
2013-10-03 00:00:00+00:00,7170.0,A,06329500,76.2,A,168.0,A,3250.0,A
2013-10-04 00:00:00+00:00,6930.0,A,06329500,89.0,A,191.0,A,3560.0,A
2013-10-05 00:00:00+00:00,7710.0,A,06329500,129.0,A,272.0,A,5650.0,A
2013-10-06 00:00:00+00:00,8890.0,A,06329500,117.0,A,259.0,A,6220.0,A
2013-10-07 00:00:00+00:00,10200.0,A,06329500,147.0,A,327.0,A,8960.0,A
2013-10-08 00:00:00+00:00,10300.0,A,06329500,,,460.0,A,12800.0,A
2013-10-09 00:00:00+00:00,9680.0,A,06329500,217.0,A,451.0,A,11800.0,A
2013-10-10 00:00:00+00:00,9340.0,A,06329500,236.0,A,482.0,A,12100.0,A
2013-10-11 00:00:00+00:00,9740.0,A,06329500,484.0,A,902.0,A,23700.0,A
2013-10-12 00:00:00+00:00,9440.0,A,06329500,1060.0,A,1780.0,A,45400.0,A
2013-10-13 00:00:00+00:00,9440.0,A,06329500,922.0,A,1580.0,A,40400.0,A
2013-10-14 00:00:00+00:00,10100.0,A,06329500,,,,,,
2013-10-15 00:00:00+00:00,9750.0,A,06329500,,,,,,
2013-10-16 00:00:00+00:00,9530.0,A,06329500,,,,,,
2013-10-17 00:00:00+00:00,9240.0,A,06329500,1630.0,A,2590.0,A,64600.0,A
2013-10-18 00:00:00+00:00,9550.0,A,06329500,1290.0,A,2120.0,A,54800.0,A
2013-10-19 00:00:00+00:00,10000.0,A,06329500,925.0,A,1610.0,A,43600.0,A
2013-10-20 00:00:00+00:00,9400.0,A,06329500,622.0,A,1120.0,A,28500.0,A
2013-10-21 00:00:00+00:00,9040.0,A,06329500,511.0,A,936.0,A,22800.0,A
2013-10-22 00:00:00+00:00,8860.0,A,06329500,606.0,A,1080.0,A,25800.0,A
2013-10-23 00:00:00+00:00,8670.0,A,06329500,492.0,A,895.0,A,20900.0,A
2013-10-24 00:00:00+00:00,8450.0,A,06329500,344.0,A,652.0,A,14900.0,A
2013-10-25 00:00:00+00:00,8500.0,A,06329500,276.0,A,538.0,A,12400.0,A
2013-10-26 00:00:00+00:00,8390.0,A,06329500,196.0,A,398.0,A,9030.0,A
2013-10-27 00:00:00+00:00,8130.0,A,06329500,162.0,A,335.0,A,7360.0,A
2013-10-28 00:00:00+00:00,7960.0,A,06329500,154.0,A,318.0,A,6840.0,A
2013-10-29 00:00:00+00:00,7890.0,A,06329500,120.0,A,255.0,A,5440.0,A
2013-10-30 00:00:00+00:00,7900.0,A,06329500,92.4,A,204.0,A,4340.0,A
2013-10-31 00:00:00+00:00,7880.0,A,06329500,,,165.0,A,3510.0,A
2013-11-01 00:00:00+00:00,7900.0,A,06329500,,,,,,
2013-11-02 00:00:00+00:00,7820.0,A,06329500,,,,,,
2013-11-03 00:00:00+00:00,7750.0,A,06329500,,,,,,
2013-11-04 00:00:00+00:00,7780.0,A,06329500,,,,,,
2013-11-05 00:00:00+00:00,7850.0,A,06329500,,,,,,
2013-11-06 00:00:00+00:00,7750.0,A,06329500,,,,,,
2013-11-07 00:00:00+00:00,7630.0,A,06329500,,,,,,
2013-11-08 00:00:00+00:00,7600.0,A,06329500,,,,,,
2013-11-09 00:00:00+00:00,7580.0,A,06329500,,,,,,
2013-11-10 00:00:00+00:00,7350.0,A,06329500,,,,,,
2013-11-11 00:00:00+00:00,7270.0,A,06329500,,,,,,
2013-11-12 00:00:00+00:00,7390.0,A,06329500,,,,,,
2013-11-13 00:00:00+00:00,7410.0,A,06329500,,,,,,
2013-11-14 00:00:00+00:00,7390.0,A,06329500,,,,,,
2013-11-15 00:00:00+00:00,7310.0,A,06329500,,,,,,
2013-11-16 00:00:00+00:00,7230.0,A,06329500,,,,,,
2013-11-17 00:00:00+00:00,7280.0,A,06329500,,,,,,
2013-11-18 00:00:00+00:00,7210.0,A,06329500,,,,,,
2013-11-19 00:00:00+00:00,7190.0,A,06329500,,,,,,
2013-11-20 00:00:00+00:00,7170.0,A,06329500,,,,,,
2013-11-21 00:00:00+00:00,7130.0,A,06329500,,,,,,
2013-11-22 00:00:00+00:00,5870.0,A,06329500,,,,,,
2013-11-23 00:00:00+00:00,3760.0,A,06329500,,,,,,
2013-11-24 00:00:00+00:00,3810.0,A,06329500,,,,,,
2013-11-25 00:00:00+00:00,4630.0,A,06329500,,,,,,
2013-11-26 00:00:00+00:00,4910.0,A,06329500,,,,,,
2013-11-27 00:00:00+00:00,5480.0,A,06329500,,,,,,
2013-11-28 00:00:00+00:00,5770.0,A,06329500,,,,,,
2013-11-29 00:00:00+00:00,5620.0,A,06329500,,,,,,
2013-11-30 00:00:00+00:00,6550.0,A,06329500,,,,,,
2013-12-01 00:00:00+00:00,7020.0,"A, e",06329500,,,,,,
2013-12-02 00:00:00+00:00,7500.0,"A, e",06329500,,,,,,
2013-12-03 00:00:00+00:00,7170.0,"A, e",06329500,,,,,,
2013-12-04 00:00:00+00:00,5810.0,"A, e",06329500,,,,,,
2013-12-05 00:00:00+00:00,4540.0,A,06329500,,,,,,
2013-12-06 00:00:00+00:00,4110.0,A,06329500,,,,,,
2013-12-07 00:00:00+00:00,3430.0,A,06329500,,,,,,
2013-12-08 00:00:00+00:00,3020.0,A,06329500,,,,,,
2013-12-09 00:00:00+00:00,2390.0,A,06329500,,,,,,
