datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2013-10-01 00:00:00+00:00,10.1,A,14210000,6600.0,A,36.0,A,12.0,A
2013-10-02 00:00:00+00:00,9.6,A,14210000,5150.0,A,38.0,A,11.4,A
2013-10-03 00:00:00+00:00,9.2,A,14210000,3820.0,A,39.0,A,11.4,A
2013-10-04 00:00:00+00:00,8.9,A,14210000,2960.0,A,40.0,A,11.5,A
2013-10-05 00:00:00+00:00,9.0,A,14210000,2410.0,A,42.0,A,11.4,A
2013-10-06 00:00:00+00:00,9.1,A,14210000,2080.0,A,43.0,A,11.4,A
2013-10-07 00:00:00+00:00,9.2,A,14210000,1970.0,A,45.0,A,11.4,A
2013-10-08 00:00:00+00:00,9.1,A,14210000,2440.0,A,46.0,A,11.5,A
2013-10-09 00:00:00+00:00,9.1,A,14210000,3150.0,A,48.0,A,11.3,A
2013-10-10 00:00:00+00:00,9.0,A,14210000,2560.0,A,48.0,A,11.3,A
2013-10-11 00:00:00+00:00,9.0,A,14210000,2240.0,A,47.0,A,11.4,A
2013-10-12 00:00:00+00:00,8.9,A,14210000,2020.0,A,47.0,A,11.4,A
2013-10-13 00:00:00+00:00,9.0,A,14210000,1840.0,A,48.0,A,11.4,A
2013-10-14 00:00:00+00:00,9.0,A,14210000,1720.0,A,48.0,A,11.3,A
2013-10-15 00:00:00+00:00,8.9,A,14210000,1630.0,A,50.0,A,11.2,A
2013-10-16 00:00:00+00:00,8.8,A,14210000,1570.0,A,51.0,A,11.2,A
2013-10-17 00:00:00+00:00,8.7,A,14210000,1480.0,A,52.0,A,11.2,A
2013-10-18 00:00:00+00:00,8.6,A,14210000,1380.0,A,53.0,A,11.3,A
2013-10-19 00:00:00+00:00,8.6,A,14210000,1370.0,A,54.0,A,11.3,A
2013-10-20 00:00:00+00:00,8.6,A,14210000,1320.0,A,54.0,A,11.2,A
2013-10-21 00:00:00+00:00,8.6,A,14210000,1280.0,A,56.0,A,11.1,A
2013-10-22 00:00:00+00:00,8.6,A,14210000,1220.0,A,57.0,A,11.1,A
