datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd,80154_Mean,80154_Mean_cd,80155_Mean,80155_Mean_cd
2015-10-01 00:00:00+00:00,,,09326500,11.0,A,,,,,,,,
2015-10-02 00:00:00+00:00,,,09326500,11.0,A,,,,,,,,
2015-10-03 00:00:00+00:00,,,09326500,11.6,A,,,,,,,,
2015-10-04 00:00:00+00:00,,,09326500,12.0,A,,,,,,,,
2015-10-05 00:00:00+00:00,,,09326500,12.6,A,,,,,,,,
2015-10-06 00:00:00+00:00,,,09326500,13.1,A,,,,,,,,
2015-10-07 00:00:00+00:00,,,09326500,12.2,A,,,,,,,,
2015-10-08 00:00:00+00:00,,,09326500,12.2,A,,,,,,,,
2015-10-09 00:00:00+00:00,,,09326500,12.0,A,,,,,,,,
2015-10-10 00:00:00+00:00,,,09326500,11.9,A,,,,,,,,
2015-10-11 00:00:00+00:00,,,09326500,11.8,A,,,,,,,,
2015-10-12 00:00:00+00:00,,,09326500,11.5,A,,,,,,,,
2015-10-13 00:00:00+00:00,,,09326500,11.3,A,,,,,,,,
2015-10-14 00:00:00+00:00,,,09326500,11.3,A,,,,,,,,
2015-10-15 00:00:00+00:00,,,09326500,11.3,A,,,,,,,,
2015-10-16 00:00:00+00:00,,,09326500,11.3,A,,,,,,,,
2015-10-17 00:00:00+00:00,,,09326500,11.6,A,,,,,,,,
2015-10-18 00:00:00+00:00,,,09326500,13.3,A,,,,,,,,
2015-10-19 00:00:00+00:00,,,09326500,14.3,A,,,,,,,,
2015-10-20 00:00:00+00:00,,,09326500,17.8,A,,,,,,,,
2015-10-21 00:00:00+00:00,,,09326500,16.5,A,,,,,,,,
2015-10-22 00:00:00+00:00,,,09326500,14.8,A,,,,,,,,
2015-10-23 00:00:00+00:00,,,09326500,14.0,A,,,,,,,,
2015-10-24 00:00:00+00:00,,,09326500,13.0,A,,,,,,,,
2015-10-25 00:00:00+00:00,,,09326500,12.8,A,,,,,,,,
2015-10-26 00:00:00+00:00,,,09326500,13.7,A,,,,,,,,
2015-10-27 00:00:00+00:00,,,09326500,12.8,A,,,,,,,,
2015-10-28 00:00:00+00:00,,,09326500,11.9,A,,,,,,,,
2015-10-29 00:00:00+00:00,,,09326500,12.8,A,,,,,,,,
2015-10-30 00:00:00+00:00,,,09326500,12.8,A,,,,,,,,
2015-10-31 00:00:00+00:00,,,09326500,12.2,A,,,,,,,,
2015-11-01 00:00:00+00:00,,,09326500,12.0,A,,,,,,,,
2015-11-02 00:00:00+00:00,,,09326500,12.1,A,,,,,,,,
2015-11-03 00:00:00+00:00,,,09326500,11.8,A,,,,,,,,
2015-11-04 00:00:00+00:00,,,09326500,11.3,A,,,,,,,,
2015-11-05 00:00:00+00:00,,,09326500,10.9,A,,,,,,,,
2015-11-06 00:00:00+00:00,,,09326500,9.86,"A, e",,,,,,,,
2015-11-07 00:00:00+00:00,,,09326500,7.34,"A, e",,,,,,,,
2015-11-08 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2015-11-09 00:00:00+00:00,,,09326500,7.3,"A, e",,,,,,,,
2015-11-10 00:00:00+00:00,,,09326500,7.1,"A, e",,,,,,,,
2015-11-11 00:00:00+00:00,,,09326500,7.3,"A, e",,,,,,,,
2015-11-12 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2015-11-13 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-11-14 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-11-15 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-11-16 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-11-17 00:00:00+00:00,,,09326500,7.7,"A, e",,,,,,,,
2015-11-18 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-11-19 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-11-20 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-11-21 00:00:00+00:00,,,09326500,8.0,"A, e",,,,,,,,
2015-11-22 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-11-23 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2015-11-24 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-11-25 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-11-26 00:00:00+00:00,,,09326500,8.3,"A, e",,,,,,,,
2015-11-27 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-11-28 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2015-11-29 00:00:00+00:00,,,09326500,8.0,"A, e",,,,,,,,
2015-11-30 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2015-12-01 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-12-02 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-12-03 00:00:00+00:00,,,09326500,8.5,"A, e",,,,,,,,
2015-12-04 00:00:00+00:00,,,09326500,8.7,"A, e",,,,,,,,
2015-12-05 00:00:00+00:00,,,09326500,8.9,"A, e",,,,,,,,
2015-12-06 00:00:00+00:00,,,09326500,8.8,"A, e",,,,,,,,
2015-12-07 00:00:00+00:00,,,09326500,9.0,"A, e",,,,,,,,
2015-12-08 00:00:00+00:00,,,09326500,9.2,"A, e",,,,,,,,
2015-12-09 00:00:00+00:00,,,09326500,9.2,"A, e",,,,,,,,
2015-12-10 00:00:00+00:00,,,09326500,8.9,"A, e",,,,,,,,
2015-12-11 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2015-12-12 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2015-12-13 00:00:00+00:00,,,09326500,8.0,"A, e",,,,,,,,
2015-12-14 00:00:00+00:00,,,09326500,8.8,"A, e",,,,,,,,
2015-12-15 00:00:00+00:00,,,09326500,8.7,"A, e",,,,,,,,
2015-12-16 00:00:00+00:00,,,09326500,8.6,"A, e",,,,,,,,
2015-12-17 00:00:00+00:00,,,09326500,8.5,"A, e",,,,,,,,
2015-12-18 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-12-19 00:00:00+00:00,,,09326500,8.5,"A, e",,,,,,,,
2015-12-20 00:00:00+00:00,,,09326500,8.7,"A, e",,,,,,,,
2015-12-21 00:00:00+00:00,,,09326500,8.7,"A, e",,,,,,,,
2015-12-22 00:00:00+00:00,,,09326500,8.8,"A, e",,,,,,,,
2015-12-23 00:00:00+00:00,,,09326500,8.6,"A, e",,,,,,,,
2015-12-24 00:00:00+00:00,,,09326500,8.4,"A, e",,,,,,,,
2015-12-25 00:00:00+00:00,,,09326500,8.2,"A, e",,,,,,,,
2015-12-26 00:00:00+00:00,,,09326500,8.0,"A, e",,,,,,,,
2015-12-27 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-12-28 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2015-12-29 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-12-30 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2015-12-31 00:00:00+00:00,,,09326500,7.7,"A, e",,,,,,,,
2016-01-01 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2016-01-02 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2016-01-03 00:00:00+00:00,,,09326500,8.0,"A, e",,,,,,,,
2016-01-04 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2016-01-05 00:00:00+00:00,,,09326500,8.21,"A, e",,,,,,,,
2016-01-06 00:00:00+00:00,,,09326500,8.21,"A, e",,,,,,,,
2016-01-07 00:00:00+00:00,,,09326500,8.21,"A, e",,,,,,,,
2016-01-08 00:00:00+00:00,,,09326500,8.1,"A, e",,,,,,,,
2016-01-09 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2016-01-10 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-11 00:00:00+00:00,,,09326500,7.4,"A, e",,,,,,,,
2016-01-12 00:00:00+00:00,,,09326500,7.4,"A, e",,,,,,,,
2016-01-13 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2016-01-14 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-15 00:00:00+00:00,,,09326500,7.7,"A, e",,,,,,,,
2016-01-16 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2016-01-17 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2016-01-18 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2016-01-19 00:00:00+00:00,,,09326500,7.9,"A, e",,,,,,,,
2016-01-20 00:00:00+00:00,,,09326500,7.7,"A, e",,,,,,,,
2016-01-21 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2016-01-22 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-23 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-24 00:00:00+00:00,,,09326500,7.7,"A, e",,,,,,,,
2016-01-25 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-26 00:00:00+00:00,,,09326500,7.4,"A, e",,,,,,,,
2016-01-27 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2016-01-28 00:00:00+00:00,,,09326500,7.6,"A, e",,,,,,,,
2016-01-29 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2016-01-30 00:00:00+00:00,,,09326500,7.5,"A, e",,,,,,,,
2016-01-31 00:00:00+00:00,,,09326500,7.1,"A, e",,,,,,,,
2016-02-01 00:00:00+00:00,,,09326500,6.6,"A, e",,,,,,,,
2016-02-02 00:00:00+00:00,,,09326500,6.3,"A, e",,,,,,,,
2016-02-03 00:00:00+00:00,,,09326500,6.0,"A, e",,,,,,,,
2016-02-04 00:00:00+00:00,,,09326500,5.8,"A, e",,,,,,,,
2016-02-05 00:00:00+00:00,,,09326500,5.5,"A, e",,,,,,,,
2016-02-06 00:00:00+00:00,,,09326500,5.8,"A, e",,,,,,,,
2016-02-07 00:00:00+00:00,,,09326500,6.1,"A, e",,,,,,,,
2016-02-08 00:00:00+00:00,,,09326500,6.4,"A, e",,,,,,,,
2016-02-09 00:00:00+00:00,,,09326500,6.8,"A, e",,,,,,,,
2016-02-10 00:00:00+00:00,,,09326500,7.3,"A, e",,,,,,,,
2016-02-11 00:00:00+00:00,,,09326500,7.8,"A, e",,,,,,,,
2016-02-12 00:00:00+00:00,,,09326500,8.3,"A, e",,,,,,,,
2016-02-13 00:00:00+00:00,,,09326500,8.6,"A, e",,,,,,,,
2016-02-14 00:00:00+00:00,,,09326500,9.0,"A, e",,,,,,,,
2016-02-15 00:00:00+00:00,,,09326500,9.4,"A, e",,,,,,,,
2016-02-16 00:00:00+00:00,,,09326500,9.4,"A, e",,,,,,,,
2016-02-17 00:00:00+00:00,,,09326500,9.3,"A, e",,,,,,,,
