datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2015-10-01 00:00:00+00:00,10.3,A,14162500,1700.0,A,60.0,A,10.3,A
2015-10-02 00:00:00+00:00,10.4,A,14162500,1700.0,A,60.0,A,10.4,A
2015-10-03 00:00:00+00:00,10.4,A,14162500,1700.0,A,60.0,A,10.3,A
2015-10-04 00:00:00+00:00,10.6,A,14162500,1700.0,A,60.0,A,10.3,A
2015-10-05 00:00:00+00:00,10.5,A,14162500,1710.0,A,60.0,A,10.3,A
2015-10-06 00:00:00+00:00,10.4,A,14162500,1710.0,A,60.0,A,10.4,A
2015-10-07 00:00:00+00:00,10.5,A,14162500,1690.0,A,60.0,A,10.4,A
2015-10-08 00:00:00+00:00,10.6,A,14162500,1720.0,A,60.0,A,10.4,A
2015-10-09 00:00:00+00:00,10.4,A,14162500,1750.0,A,61.0,A,10.4,A
2015-10-10 00:00:00+00:00,10.7,A,14162500,1780.0,A,61.0,A,10.3,A
2015-10-11 00:00:00+00:00,10.8,A,14162500,1830.0,A,61.0,A,10.4,A
2015-10-12 00:00:00+00:00,10.1,A,14162500,1790.0,A,61.0,A,10.5,A
2015-10-13 00:00:00+00:00,10.1,A,14162500,1770.0,A,61.0,A,10.6,A
2015-10-14 00:00:00+00:00,10.1,A,14162500,1780.0,A,61.0,A,10.5,A
2015-10-15 00:00:00+00:00,10.2,A,14162500,1770.0,A,61.0,A,10.5,A
2015-10-16 00:00:00+00:00,10.2,A,14162500,1750.0,A,61.0,A,10.5,A
2015-10-17 00:00:00+00:00,10.2,A,14162500,1760.0,A,61.0,A,10.4,A
2015-10-18 00:00:00+00:00,10.6,A,14162500,1760.0,A,62.0,A,10.4,A
2015-10-19 00:00:00+00:00,10.3,A,14162500,1780.0,A,61.0,A,10.5,A
2015-10-20 00:00:00+00:00,10.4,A,14162500,1770.0,A,61.0,A,10.6,A
2015-10-21 00:00:00+00:00,9.7,A,14162500,1740.0,A,61.0,A,10.7,A
2015-10-22 00:00:00+00:00,10.0,A,14162500,1640.0,A,62.0,A,10.7,A
2015-10-23 00:00:00+00:00,9.0,A,14162500,1630.0,A,61.0,A,10.9,A
2015-10-24 00:00:00+00:00,9.5,A,14162500,1630.0,A,61.0,A,10.8,A
2015-10-25 00:00:00+00:00,8.9,A,14162500,1670.0,A,61.0,A,10.8,A
2015-10-26 00:00:00+00:00,9.6,A,14162500,1720.0,A,61.0,A,10.8,A
2015-10-27 00:00:00+00:00,8.7,A,14162500,1670.0,A,61.0,A,11.0,A
2015-10-28 00:00:00+00:00,9.5,A,14162500,1700.0,A,61.0,A,10.8,A
2015-10-29 00:00:00+00:00,9.8,A,14162500,1770.0,A,61.0,A,10.8,A
2015-10-30 00:00:00+00:00,9.5,A,14162500,1730.0,A,61.0,A,10.8,A
2015-10-31 00:00:00+00:00,10.1,A,14162500,1810.0,A,61.0,A,10.7,A
2015-11-01 00:00:00+00:00,10.1,A,14162500,2520.0,A,58.0,A,10.6,A
2015-11-02 00:00:00+00:00,9.4,A,14162500,2140.0,A,58.0,A,10.9,A
2015-11-03 00:00:00+00:00,8.8,A,14162500,1920.0,A,59.0,A,11.0,A
2015-11-04 00:00:00+00:00,8.2,A,14162500,1820.0,A,59.0,A,11.3,A
2015-11-05 00:00:00+00:00,7.9,A,14162500,1760.0,A,60.0,A,11.4,A
2015-11-06 00:00:00+00:00,8.3,A,14162500,1720.0,A,60.0,A,11.3,A
2015-11-07 00:00:00+00:00,7.9,A,14162500,1710.0,A,60.0,A,11.4,A
2015-11-08 00:00:00+00:00,8.6,A,14162500,1920.0,A,59.0,A,11.1,A
2015-11-09 00:00:00+00:00,8.3,A,14162500,2240.0,A,57.0,A,11.2,A
2015-11-10 00:00:00+00:00,8.4,A,14162500,2320.0,A,57.0,A,11.3,A
2015-11-11 00:00:00+00:00,8.3,A,14162500,2250.0,A,57.0,A,11.4,A
2015-11-12 00:00:00+00:00,8.3,A,14162500,2290.0,A,,,,
2015-11-13 00:00:00+00:00,8.6,A,14162500,2400.0,A,56.0,A,11.2,A
2015-11-14 00:00:00+00:00,8.9,A,14162500,2410.0,A,56.0,A,11.1,A
2015-11-15 00:00:00+00:00,8.3,A,14162500,2430.0,A,56.0,A,11.2,A
2015-11-16 00:00:00+00:00,7.7,A,14162500,2450.0,A,56.0,A,11.5,A
2015-11-17 00:00:00+00:00,8.0,A,14162500,3100.0,A,54.0,A,11.3,A
2015-11-18 00:00:00+00:00,8.2,A,14162500,4630.0,A,46.0,A,11.3,A
2015-11-19 00:00:00+00:00,8.1,A,14162500,6670.0,A,43.0,A,11.2,A
2015-11-20 00:00:00+00:00,8.1,A,14162500,6210.0,A,43.0,A,11.3,A
2015-11-21 00:00:00+00:00,7.4,A,14162500,5070.0,A,46.0,A,11.5,A
2015-11-22 00:00:00+00:00,7.2,A,14162500,4540.0,A,47.0,A,11.5,A
