datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd
1998-10-01 00:00:00+00:00,12200.0,A,12396500,88.64,A
1998-10-02 00:00:00+00:00,14900.0,A,12396500,89.52,A
1998-10-03 00:00:00+00:00,15100.0,A,12396500,88.6,A
1998-10-04 00:00:00+00:00,15800.0,A,12396500,89.3,A
1998-10-05 00:00:00+00:00,15900.0,A,12396500,89.74,A
1998-10-06 00:00:00+00:00,16200.0,A,12396500,89.54,A
1998-10-07 00:00:00+00:00,17300.0,A,12396500,89.6,A
1998-10-08 00:00:00+00:00,17700.0,A,12396500,89.32,A
1998-10-09 00:00:00+00:00,17900.0,A,12396500,89.24,A
1998-10-10 00:00:00+00:00,17900.0,A,12396500,88.89,A
1998-10-11 00:00:00+00:00,18400.0,A,12396500,88.14,A
1998-10-12 00:00:00+00:00,18200.0,A,12396500,89.43,A
1998-10-13 00:00:00+00:00,18400.0,A,12396500,89.3,A
1998-10-14 00:00:00+00:00,18100.0,A,12396500,89.48,A
1998-10-15 00:00:00+00:00,17900.0,A,12396500,89.85,A
1998-10-16 00:00:00+00:00,17900.0,A,12396500,89.86,A
1998-10-17 00:00:00+00:00,18200.0,A,12396500,89.44,A
1998-10-18 00:00:00+00:00,18000.0,A,12396500,89.71,A
1998-10-19 00:00:00+00:00,18100.0,A,12396500,88.99,A
1998-10-20 00:00:00+00:00,17800.0,A,12396500,89.71,A
1998-10-21 00:00:00+00:00,16700.0,A,12396500,89.43,A
1998-10-22 00:00:00+00:00,15800.0,A,12396500,89.01,A
1998-10-23 00:00:00+00:00,16200.0,A,12396500,89.21,A
1998-10-24 00:00:00+00:00,16300.0,A,12396500,89.15,A
1998-10-25 00:00:00+00:00,18200.0,A,12396500,90.03,A
1998-10-26 00:00:00+00:00,18800.0,A,12396500,90.18,A
1998-10-27 00:00:00+00:00,18700.0,A,12396500,89.93,A
1998-10-28 00:00:00+00:00,19300.0,A,12396500,89.62,A
1998-10-29 00:00:00+00:00,20800.0,A,12396500,90.43,A
1998-10-30 00:00:00+00:00,21900.0,A,12396500,89.98,A
1998-10-31 00:00:00+00:00,21700.0,A,12396500,90.3,A
1998-11-01 00:00:00+00:00,21100.0,A,12396500,91.08,A
1998-11-02 00:00:00+00:00,21500.0,A,12396500,91.08,A
1998-11-03 00:00:00+00:00,22000.0,A,12396500,90.87,A
1998-11-04 00:00:00+00:00,20900.0,A,12396500,90.38,A
1998-11-05 00:00:00+00:00,20700.0,A,12396500,89.81,A
1998-11-06 00:00:00+00:00,20600.0,A,12396500,90.0,A
1998-11-07 00:00:00+00:00,19400.0,A,12396500,90.07,A
1998-11-08 00:00:00+00:00,19200.0,A,12396500,90.69,A
1998-11-09 00:00:00+00:00,19100.0,A,12396500,90.67,A
1998-11-10 00:00:00+00:00,17900.0,A,12396500,90.67,A
1998-11-11 00:00:00+00:00,18300.0,A,12396500,90.24,A
1998-11-12 00:00:00+00:00,19200.0,A,12396500,90.37,A
