datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
2005-10-01 00:00:00+00:00,90.0,A,06294000,90.0,A
2005-10-02 00:00:00+00:00,89.0,A,06294000,89.0,A
2005-10-03 00:00:00+00:00,99.0,A,06294000,99.0,A
2005-10-04 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-05 00:00:00+00:00,147.0,A,06294000,147.0,A
2005-10-06 00:00:00+00:00,162.0,A,06294000,162.0,A
2005-10-07 00:00:00+00:00,170.0,A,06294000,170.0,A
2005-10-08 00:00:00+00:00,168.0,A,06294000,168.0,A
2005-10-09 00:00:00+00:00,176.0,A,06294000,176.0,A
2005-10-10 00:00:00+00:00,170.0,A,06294000,170.0,A
2005-10-11 00:00:00+00:00,162.0,A,06294000,162.0,A
2005-10-12 00:00:00+00:00,151.0,A,06294000,151.0,A
2005-10-13 00:00:00+00:00,140.0,A,06294000,140.0,A
2005-10-14 00:00:00+00:00,129.0,A,06294000,129.0,A
2005-10-15 00:00:00+00:00,122.0,A,06294000,122.0,A
2005-10-16 00:00:00+00:00,115.0,A,06294000,115.0,A
2005-10-17 00:00:00+00:00,112.0,A,06294000,112.0,A
2005-10-18 00:00:00+00:00,110.0,A,06294000,110.0,A
2005-10-19 00:00:00+00:00,111.0,A,06294000,111.0,A
2005-10-20 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-21 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-10-22 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-10-23 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-10-24 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-25 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-26 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-27 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-28 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-10-29 00:00:00+00:00,110.0,A,06294000,110.0,A
2005-10-30 00:00:00+00:00,111.0,A,06294000,111.0,A
2005-10-31 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-11-01 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-11-02 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-11-03 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-11-04 00:00:00+00:00,110.0,A,06294000,110.0,A
2005-11-05 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-11-06 00:00:00+00:00,109.0,A,06294000,109.0,A
2005-11-07 00:00:00+00:00,108.0,A,06294000,108.0,A
2005-11-08 00:00:00+00:00,107.0,A,06294000,107.0,A
2005-11-09 00:00:00+00:00,110.0,A,06294000,110.0,A
2005-11-10 00:00:00+00:00,113.0,A,06294000,113.0,A
2005-11-11 00:00:00+00:00,110.0,A,06294000,110.0,A
2005-11-12 00:00:00+00:00,116.0,A,06294000,116.0,A
2005-11-13 00:00:00+00:00,122.0,A,06294000,122.0,A
2005-11-14 00:00:00+00:00,123.0,A,06294000,123.0,A
2005-11-15 00:00:00+00:00,117.0,A,06294000,117.0,A
2005-11-16 00:00:00+00:00,118.0,A,06294000,118.0,A
2005-11-17 00:00:00+00:00,113.0,A,06294000,113.0,A
2005-11-18 00:00:00+00:00,113.0,A,06294000,113.0,A
2005-11-19 00:00:00+00:00,125.0,A,06294000,125.0,A
2005-11-20 00:00:00+00:00,123.0,A,06294000,123.0,A
2005-11-21 00:00:00+00:00,126.0,A,06294000,126.0,A
2005-11-22 00:00:00+00:00,122.0,A,06294000,122.0,A
2005-11-23 00:00:00+00:00,118.0,A,06294000,118.0,A
2005-11-24 00:00:00+00:00,116.0,A,06294000,116.0,A
2005-11-25 00:00:00+00:00,114.0,A,06294000,114.0,A
2005-11-26 00:00:00+00:00,115.0,A,06294000,115.0,A
