datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00300_2_Mean,00300_2_Mean_cd
2000-10-01 00:00:00+00:00,,,14159500,691.0,A,,
2000-10-02 00:00:00+00:00,,,14159500,690.0,A,,
2000-10-03 00:00:00+00:00,,,14159500,689.0,A,,
2000-10-04 00:00:00+00:00,,,14159500,698.0,A,,
2000-10-05 00:00:00+00:00,,,14159500,692.0,A,,
2000-10-06 00:00:00+00:00,,,14159500,696.0,A,,
2000-10-07 00:00:00+00:00,,,14159500,698.0,A,,
2000-10-08 00:00:00+00:00,,,14159500,690.0,A,,
2000-10-09 00:00:00+00:00,,,14159500,684.0,A,,
2000-10-10 00:00:00+00:00,,,14159500,687.0,A,,
2000-10-11 00:00:00+00:00,,,14159500,683.0,A,,
2000-10-12 00:00:00+00:00,,,14159500,693.0,A,,
2000-10-13 00:00:00+00:00,,,14159500,705.0,A,,
2000-10-14 00:00:00+00:00,,,14159500,707.0,A,,
2000-10-15 00:00:00+00:00,,,14159500,691.0,A,,
2000-10-16 00:00:00+00:00,,,14159500,683.0,A,,
2000-10-17 00:00:00+00:00,,,14159500,668.0,A,,
2000-10-18 00:00:00+00:00,,,14159500,664.0,A,,
2000-10-19 00:00:00+00:00,,,14159500,670.0,A,,
2000-10-20 00:00:00+00:00,,,14159500,692.0,A,,
2000-10-21 00:00:00+00:00,,,14159500,700.0,A,,
2000-10-22 00:00:00+00:00,,,14159500,705.0,A,,
2000-10-23 00:00:00+00:00,,,14159500,707.0,A,,
2000-10-24 00:00:00+00:00,,,14159500,709.0,A,,
2000-10-25 00:00:00+00:00,,,14159500,713.0,A,,
2000-10-26 00:00:00+00:00,,,14159500,721.0,A,,
2000-10-27 00:00:00+00:00,,,14159500,721.0,A,,
2000-10-28 00:00:00+00:00,,,14159500,710.0,A,,
2000-10-29 00:00:00+00:00,,,14159500,695.0,A,,
2000-10-30 00:00:00+00:00,,,14159500,696.0,A,,
2000-10-31 00:00:00+00:00,,,14159500,701.0,A,,
2000-11-01 00:00:00+00:00,,,14159500,699.0,A,,
2000-11-02 00:00:00+00:00,,,14159500,702.0,A,,
2000-11-03 00:00:00+00:00,,,14159500,703.0,A,,
2000-11-04 00:00:00+00:00,,,14159500,704.0,A,,
2000-11-05 00:00:00+00:00,,,14159500,697.0,A,,
2000-11-06 00:00:00+00:00,,,14159500,703.0,A,,
2000-11-07 00:00:00+00:00,,,14159500,707.0,A,,
2000-11-08 00:00:00+00:00,,,14159500,713.0,A,,
2000-11-09 00:00:00+00:00,,,14159500,715.0,A,,
2000-11-10 00:00:00+00:00,,,14159500,723.0,A,,
2000-11-11 00:00:00+00:00,,,14159500,711.0,A,,
2000-11-12 00:00:00+00:00,,,14159500,708.0,A,,
2000-11-13 00:00:00+00:00,,,14159500,802.0,A,,
2000-11-14 00:00:00+00:00,,,14159500,905.0,A,,
