datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2014-10-01 00:00:00+00:00,17.4,A,14150000,,,,,1800.0,A
2014-10-02 00:00:00+00:00,17.4,A,14150000,,,,,1750.0,A
2014-10-03 00:00:00+00:00,17.4,A,14150000,,,,,1750.0,A
2014-10-04 00:00:00+00:00,17.4,A,14150000,,,,,1750.0,A
2014-10-05 00:00:00+00:00,17.5,A,14150000,,,,,1740.0,A
2014-10-06 00:00:00+00:00,17.6,A,14150000,,,,,1750.0,A
2014-10-07 00:00:00+00:00,17.7,A,14150000,,,,,1760.0,A
2014-10-08 00:00:00+00:00,17.5,A,14150000,,,,,1760.0,A
2014-10-09 00:00:00+00:00,17.5,A,14150000,,,,,1760.0,A
2014-10-10 00:00:00+00:00,17.4,A,14150000,,,,,1760.0,A
2014-10-11 00:00:00+00:00,17.4,A,14150000,,,,,1760.0,A
2014-10-12 00:00:00+00:00,17.3,A,14150000,,,,,1760.0,A
2014-10-13 00:00:00+00:00,17.1,A,14150000,,,,,1750.0,A
2014-10-14 00:00:00+00:00,16.9,A,14150000,,,,,1760.0,A
2014-10-15 00:00:00+00:00,16.9,A,14150000,,,,,1750.0,A
2014-10-16 00:00:00+00:00,16.8,A,14150000,,,,,1750.0,A
2014-10-17 00:00:00+00:00,16.6,A,14150000,,,,,1750.0,A
2014-10-18 00:00:00+00:00,16.9,A,14150000,,,,,1750.0,A
2014-10-19 00:00:00+00:00,16.8,A,14150000,,,,,1800.0,A
2014-10-20 00:00:00+00:00,16.7,A,14150000,,,,,1810.0,A
2014-10-21 00:00:00+00:00,16.6,A,14150000,,,,,1820.0,A
2014-10-22 00:00:00+00:00,16.5,A,14150000,,,,,1810.0,A
2014-10-23 00:00:00+00:00,16.3,A,14150000,,,,,1780.0,A
2014-10-24 00:00:00+00:00,16.1,A,14150000,,,,,1780.0,A
2014-10-25 00:00:00+00:00,16.0,A,14150000,,,,,1770.0,A
2014-10-26 00:00:00+00:00,15.7,A,14150000,,,,,1760.0,A
2014-10-27 00:00:00+00:00,15.6,A,14150000,,,,,1760.0,A
2014-10-28 00:00:00+00:00,15.4,A,14150000,,,,,1750.0,A
2014-10-29 00:00:00+00:00,15.4,A,14150000,,,,,1760.0,A
2014-10-30 00:00:00+00:00,15.4,A,14150000,,,,,1780.0,A
2014-10-31 00:00:00+00:00,15.3,A,14150000,,,,,1770.0,A
2014-11-01 00:00:00+00:00,15.2,A,14150000,,,,,1780.0,A
2014-11-02 00:00:00+00:00,15.1,A,14150000,,,,,1800.0,A
2014-11-03 00:00:00+00:00,15.0,A,14150000,,,,,1800.0,A
2014-11-04 00:00:00+00:00,14.9,A,14150000,,,,,1780.0,A
2014-11-05 00:00:00+00:00,14.9,A,14150000,,,,,1770.0,A
2014-11-06 00:00:00+00:00,14.8,A,14150000,,,,,1780.0,A
2014-11-07 00:00:00+00:00,14.7,A,14150000,,,,,1810.0,A
2014-11-08 00:00:00+00:00,14.5,A,14150000,,,,,1800.0,A
2014-11-09 00:00:00+00:00,14.2,A,14150000,,,,,1780.0,A
2014-11-10 00:00:00+00:00,14.2,A,14150000,,,,,1810.0,A
2014-11-11 00:00:00+00:00,13.9,A,14150000,,,,,1940.0,A
2014-11-12 00:00:00+00:00,13.3,A,14150000,,,,,2400.0,A
2014-11-13 00:00:00+00:00,12.8,A,14150000,,,,,2480.0,A
2014-11-14 00:00:00+00:00,12.4,A,14150000,,,,,2620.0,A
2014-11-15 00:00:00+00:00,12.2,A,14150000,,,,,2730.0,A
2014-11-16 00:00:00+00:00,11.9,A,14150000,,,,,2770.0,A
2014-11-17 00:00:00+00:00,11.5,A,14150000,,,,,2760.0,A
2014-11-18 00:00:00+00:00,11.2,A,14150000,,,,,4650.0,A
2014-11-19 00:00:00+00:00,11.2,A,14150000,,,,,7640.0,A
2014-11-20 00:00:00+00:00,11.2,A,14150000,,,,,9910.0,A
2014-11-21 00:00:00+00:00,11.2,A,14150000,,,,,9870.0,A
2014-11-22 00:00:00+00:00,11.3,A,14150000,,,,,9720.0,A
2014-11-23 00:00:00+00:00,11.1,A,14150000,,,,,9740.0,A
2014-11-24 00:00:00+00:00,11.0,A,14150000,,,,,9860.0,A
2014-11-25 00:00:00+00:00,11.0,A,14150000,,,,,9130.0,A
2014-11-26 00:00:00+00:00,10.9,A,14150000,,,,,9080.0,A
2014-11-27 00:00:00+00:00,10.9,A,14150000,,,,,9070.0,A
2014-11-28 00:00:00+00:00,10.7,A,14150000,,,,,9090.0,A
2014-11-29 00:00:00+00:00,10.4,A,14150000,,,,,9100.0,A
2014-11-30 00:00:00+00:00,10.0,A,14150000,,,,,9150.0,A
2014-12-01 00:00:00+00:00,9.7,A,14150000,,,,,9190.0,A
2014-12-02 00:00:00+00:00,9.4,A,14150000,,,,,9170.0,A
2014-12-03 00:00:00+00:00,9.0,A,14150000,,,,,9340.0,A
2014-12-04 00:00:00+00:00,8.9,A,14150000,,,,,9250.0,A
2014-12-05 00:00:00+00:00,9.0,A,14150000,,,,,8750.0,A
2014-12-06 00:00:00+00:00,9.1,A,14150000,,,,,7770.0,A
2014-12-07 00:00:00+00:00,8.9,A,14150000,,,,,7180.0,A
2014-12-08 00:00:00+00:00,9.0,A,14150000,,,,,6400.0,A
2014-12-09 00:00:00+00:00,9.1,A,14150000,,,,,5100.0,A
2014-12-10 00:00:00+00:00,9.2,A,14150000,,,,,5050.0,A
2014-12-11 00:00:00+00:00,9.2,A,14150000,,,,,4540.0,A
