datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
1986-10-01 00:00:00+00:00,13900.0,A,06329500,1210.0,A,45400.0,A
1986-10-02 00:00:00+00:00,12600.0,A,06329500,790.0,A,26900.0,A
1986-10-03 00:00:00+00:00,11900.0,A,06329500,535.0,A,17200.0,A
1986-10-04 00:00:00+00:00,11600.0,A,06329500,421.0,A,13200.0,A
1986-10-05 00:00:00+00:00,11500.0,A,06329500,325.0,A,10100.0,A
1986-10-06 00:00:00+00:00,11700.0,A,06329500,259.0,A,8180.0,A
1986-10-07 00:00:00+00:00,11600.0,A,06329500,227.0,A,7110.0,A
1986-10-08 00:00:00+00:00,11200.0,A,06329500,217.0,A,6560.0,A
1986-10-09 00:00:00+00:00,11200.0,A,06329500,268.0,A,8100.0,A
1986-10-10 00:00:00+00:00,11200.0,A,06329500,289.0,A,8740.0,A
1986-10-11 00:00:00+00:00,10900.0,A,06329500,297.0,A,8740.0,A
1986-10-12 00:00:00+00:00,10900.0,A,06329500,319.0,A,9390.0,A
1986-10-13 00:00:00+00:00,10800.0,A,06329500,349.0,A,10200.0,A
1986-10-14 00:00:00+00:00,10600.0,A,06329500,370.0,A,10600.0,A
1986-10-15 00:00:00+00:00,10500.0,A,06329500,362.0,A,10300.0,A
1986-10-16 00:00:00+00:00,10300.0,A,06329500,330.0,A,9180.0,A
1986-10-17 00:00:00+00:00,10200.0,A,06329500,283.0,A,7790.0,A
1986-10-18 00:00:00+00:00,10200.0,A,06329500,240.0,A,6610.0,A
1986-10-19 00:00:00+00:00,9210.0,A,06329500,169.0,A,4200.0,A
1986-10-20 00:00:00+00:00,8330.0,A,06329500,181.0,A,4070.0,A
1986-10-21 00:00:00+00:00,10100.0,A,06329500,193.0,A,5260.0,A
1986-10-22 00:00:00+00:00,10200.0,A,06329500,140.0,A,3860.0,A
1986-10-23 00:00:00+00:00,10100.0,A,06329500,138.0,A,3760.0,A
1986-10-24 00:00:00+00:00,9960.0,A,06329500,136.0,A,3660.0,A
1986-10-25 00:00:00+00:00,9910.0,A,06329500,134.0,A,3590.0,A
1986-10-26 00:00:00+00:00,9860.0,A,06329500,138.0,A,3670.0,A
1986-10-27 00:00:00+00:00,10000.0,A,06329500,235.0,A,6340.0,A
1986-10-28 00:00:00+00:00,11400.0,A,06329500,1450.0,A,44600.0,A
1986-10-29 00:00:00+00:00,10600.0,A,06329500,4080.0,A,117000.0,A
1986-10-30 00:00:00+00:00,10300.0,A,06329500,3650.0,A,102000.0,A
1986-10-31 00:00:00+00:00,10100.0,A,06329500,2750.0,A,75000.0,A
1986-11-01 00:00:00+00:00,9950.0,A,06329500,2000.0,A,53700.0,A
1986-11-02 00:00:00+00:00,9920.0,A,06329500,1450.0,A,38800.0,A
1986-11-03 00:00:00+00:00,9910.0,A,06329500,1000.0,A,26800.0,A
1986-11-04 00:00:00+00:00,9910.0,A,06329500,630.0,A,16900.0,A
