datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd
2023-10-01 00:00:00+00:00,11.1,P,09114500,238.0,P,237.0,P,8.1,P
2023-10-02 00:00:00+00:00,10.6,P,09114500,225.0,P,248.0,P,8.1,P
2023-10-03 00:00:00+00:00,9.4,P,09114500,246.0,P,248.0,P,8.4,P
2023-10-04 00:00:00+00:00,9.1,P,09114500,236.0,P,251.0,P,8.5,P
2023-10-05 00:00:00+00:00,9.3,P,09114500,233.0,P,252.0,P,8.5,P
2023-10-06 00:00:00+00:00,9.7,P,09114500,263.0,P,252.0,P,8.4,P
2023-10-07 00:00:00+00:00,9.8,P,09114500,260.0,P,251.0,P,8.4,P
2023-10-08 00:00:00+00:00,9.6,P,09114500,258.0,P,251.0,P,8.4,P
2023-10-09 00:00:00+00:00,9.4,P,09114500,258.0,P,251.0,P,8.4,P
2023-10-10 00:00:00+00:00,8.7,P,09114500,264.0,P,250.0,P,8.5,P
2023-10-11 00:00:00+00:00,8.6,P,09114500,264.0,P,250.0,P,8.4,P
2023-10-12 00:00:00+00:00,8.1,P,09114500,279.0,P,250.0,P,8.6,P
2023-10-13 00:00:00+00:00,8.2,P,09114500,286.0,P,252.0,P,8.7,P
2023-10-14 00:00:00+00:00,7.2,P,09114500,279.0,P,253.0,P,8.9,P
2023-10-15 00:00:00+00:00,7.5,P,09114500,274.0,P,254.0,P,8.9,P
2023-10-16 00:00:00+00:00,8.4,P,09114500,270.0,P,253.0,P,8.7,P
2023-10-17 00:00:00+00:00,8.9,P,09114500,272.0,P,254.0,P,8.6,P
2023-10-18 00:00:00+00:00,8.6,P,09114500,273.0,P,254.0,P,8.6,P
2023-10-19 00:00:00+00:00,8.7,P,09114500,272.0,P,254.0,P,8.7,P
2023-10-20 00:00:00+00:00,8.3,P,09114500,269.0,P,253.0,P,8.7,P
2023-10-21 00:00:00+00:00,8.1,P,09114500,267.0,P,254.0,P,8.7,P
2023-10-22 00:00:00+00:00,8.0,P,09114500,267.0,P,253.0,P,8.7,P
2023-10-23 00:00:00+00:00,7.8,P,09114500,265.0,P,253.0,P,8.7,P
2023-10-24 00:00:00+00:00,7.2,P,09114500,264.0,P,253.0,P,9.0,P
2023-10-25 00:00:00+00:00,7.4,P,09114500,267.0,P,252.0,P,8.9,P
2023-10-26 00:00:00+00:00,6.9,P,09114500,268.0,P,252.0,P,9.0,P
2023-10-27 00:00:00+00:00,7.5,P,09114500,273.0,P,251.0,P,8.9,P
2023-10-28 00:00:00+00:00,6.5,P,09114500,324.0,P,250.0,P,9.1,P
2023-10-29 00:00:00+00:00,5.2,P,09114500,321.0,P,253.0,P,9.4,P
2023-10-30 00:00:00+00:00,2.9,P,09114500,282.0,P,256.0,P,10.1,P
2023-10-31 00:00:00+00:00,2.3,P,09114500,275.0,P,256.0,P,10.4,P
2023-11-01 00:00:00+00:00,,,09114500,280.0,P,,,,
2023-11-02 00:00:00+00:00,,,09114500,285.0,P,,,,
2023-11-03 00:00:00+00:00,,,09114500,284.0,P,,,,
2023-11-04 00:00:00+00:00,,,09114500,286.0,P,,,,
2023-11-05 00:00:00+00:00,,,09114500,285.0,P,,,,
2023-11-06 00:00:00+00:00,,,09114500,290.0,P,,,,
2023-11-07 00:00:00+00:00,,,09114500,313.0,P,,,,
2023-11-08 00:00:00+00:00,,,09114500,311.0,P,,,,
2023-11-09 00:00:00+00:00,,,09114500,301.0,P,,,,
2023-11-10 00:00:00+00:00,,,09114500,275.0,P,,,,
2023-11-11 00:00:00+00:00,,,09114500,273.0,P,,,,
2023-11-12 00:00:00+00:00,,,09114500,272.0,P,,,,
2023-11-13 00:00:00+00:00,,,09114500,273.0,P,,,,
2023-11-14 00:00:00+00:00,,,09114500,274.0,P,,,,
2023-11-15 00:00:00+00:00,,,09114500,271.0,P,,,,
2023-11-16 00:00:00+00:00,,,09114500,299.0,P,,,,
2023-11-17 00:00:00+00:00,,,09114500,304.0,P,,,,
2023-11-18 00:00:00+00:00,,,09114500,294.0,P,,,,
2023-11-19 00:00:00+00:00,,,09114500,306.0,P,,,,
2023-11-20 00:00:00+00:00,,,09114500,299.0,P,,,,
2023-11-21 00:00:00+00:00,,,09114500,267.0,P,,,,
2023-11-22 00:00:00+00:00,,,09114500,263.0,P,,,,
2023-11-23 00:00:00+00:00,,,09114500,270.0,P,,,,
2023-11-24 00:00:00+00:00,,,09114500,294.0,P,,,,
2023-11-25 00:00:00+00:00,,,09114500,278.0,P,,,,
2023-11-26 00:00:00+00:00,,,09114500,256.0,P,,,,
2023-11-27 00:00:00+00:00,,,09114500,258.0,P,,,,
2023-11-28 00:00:00+00:00,,,09114500,274.0,P,,,,
2023-11-29 00:00:00+00:00,,,09114500,266.0,P,,,,
2023-11-30 00:00:00+00:00,,,09114500,279.0,P,,,,
2023-12-01 00:00:00+00:00,,,09114500,280.0,P,,,,
