datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2023-10-01 00:00:00+00:00,29.9,P,12321500,0.846,P,2.905,P
2023-10-02 00:00:00+00:00,26.2,P,12321500,0.743,P,2.884,P
2023-10-03 00:00:00+00:00,25.1,P,12321500,0.71,P,2.878,P
2023-10-04 00:00:00+00:00,24.0,P,12321500,0.679,P,2.871,P
2023-10-05 00:00:00+00:00,22.3,P,12321500,0.632,P,2.861,P
2023-10-06 00:00:00+00:00,20.1,P,12321500,0.569,P,2.847,P
2023-10-07 00:00:00+00:00,18.8,P,12321500,0.534,P,2.839,P
2023-10-08 00:00:00+00:00,18.7,P,12321500,0.53,P,2.838,P
2023-10-09 00:00:00+00:00,18.4,P,12321500,0.52,P,2.835,P
2023-10-10 00:00:00+00:00,19.9,P,12321500,0.563,P,2.845,P
2023-10-11 00:00:00+00:00,29.5,P,12321500,0.836,P,2.902,P
2023-10-12 00:00:00+00:00,27.9,P,12321500,0.791,P,2.894,P
2023-10-13 00:00:00+00:00,24.5,P,12321500,0.694,P,2.874,P
2023-10-14 00:00:00+00:00,22.6,P,12321500,0.639,P,2.863,P
2023-10-15 00:00:00+00:00,22.0,P,12321500,0.622,P,2.859,P
2023-10-16 00:00:00+00:00,21.7,P,12321500,0.616,P,2.857,P
2023-10-17 00:00:00+00:00,39.9,P,12321500,1.13,P,2.949,P
2023-10-18 00:00:00+00:00,35.4,P,12321500,1.0,P,2.933,P
2023-10-19 00:00:00+00:00,29.2,P,12321500,0.828,P,2.901,P
2023-10-20 00:00:00+00:00,26.5,P,12321500,0.749,P,2.886,P
2023-10-21 00:00:00+00:00,25.0,P,12321500,0.707,P,2.877,P
2023-10-22 00:00:00+00:00,25.8,P,12321500,0.73,P,2.882,P
2023-10-23 00:00:00+00:00,27.1,P,12321500,0.768,P,2.889,P
2023-10-24 00:00:00+00:00,25.5,P,12321500,0.723,P,2.88,P
2023-10-25 00:00:00+00:00,24.7,P,12321500,0.7,P,2.875,P
2023-10-26 00:00:00+00:00,23.3,P,12321500,0.659,P,2.867,P
2023-10-27 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.854,P
2023-10-28 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.803,P
2023-10-29 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.845,P
2023-10-30 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.864,P
2023-10-31 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.859,P
2023-11-01 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.856,P
2023-11-02 00:00:00+00:00,24.0,P,12321500,0.679,P,2.871,P
2023-11-03 00:00:00+00:00,34.3,P,12321500,0.972,P,2.925,P
2023-11-04 00:00:00+00:00,51.2,P,12321500,1.45,P,2.989,P
2023-11-05 00:00:00+00:00,99.0,P,12321500,2.8,P,3.118,P
2023-11-06 00:00:00+00:00,64.9,P,12321500,1.84,P,3.037,P
2023-11-07 00:00:00+00:00,79.9,P,12321500,2.26,P,3.074,P
2023-11-08 00:00:00+00:00,70.7,P,12321500,2.0,P,3.051,P
2023-11-09 00:00:00+00:00,48.2,P,12321500,1.36,P,2.986,P
2023-11-10 00:00:00+00:00,42.9,P,12321500,1.22,P,2.968,P
2023-11-11 00:00:00+00:00,42.0,P,12321500,1.19,P,2.964,P
2023-11-12 00:00:00+00:00,40.6,P,12321500,1.15,P,2.958,P
2023-11-13 00:00:00+00:00,38.9,P,12321500,1.1,P,2.95,P
2023-11-14 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.947,P
2023-11-15 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.89,P
2023-11-16 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.919,P
2023-11-17 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.876,P
2023-11-18 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.884,P
2023-11-19 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.927,P
2023-11-20 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.933,P
2023-11-21 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.91,P
2023-11-22 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.917,P
2023-11-23 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.909,P
2023-11-24 00:00:00+00:00,-999999.0,"P, Ice",12321500,-999999.0,"P, Ice",2.848,P
