datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2023-10-01 00:00:00+00:00,16.7,P,09315000,2760.0,P,687.0,P,8.3,P,161.0,P
2023-10-02 00:00:00+00:00,16.6,P,09315000,2790.0,P,689.0,P,8.5,P,,
2023-10-03 00:00:00+00:00,16.2,P,09315000,2780.0,P,695.0,P,8.4,P,253.0,P
2023-10-04 00:00:00+00:00,16.2,P,09315000,2810.0,P,702.0,P,8.4,P,269.0,P
2023-10-05 00:00:00+00:00,16.1,P,09315000,2860.0,P,700.0,P,8.5,P,,
2023-10-06 00:00:00+00:00,16.1,P,09315000,2820.0,P,701.0,P,8.5,P,,
2023-10-07 00:00:00+00:00,16.1,P,09315000,2810.0,P,699.0,P,8.4,P,,
2023-10-08 00:00:00+00:00,16.2,P,09315000,2800.0,P,703.0,P,8.3,P,,
2023-10-09 00:00:00+00:00,16.5,P,09315000,2790.0,P,703.0,P,8.2,P,,
2023-10-10 00:00:00+00:00,16.5,P,09315000,2800.0,P,696.0,P,8.2,P,,
2023-10-11 00:00:00+00:00,16.1,P,09315000,2790.0,P,698.0,P,8.1,P,,
2023-10-12 00:00:00+00:00,14.9,P,09315000,2810.0,P,698.0,P,8.4,P,,
2023-10-13 00:00:00+00:00,14.3,P,09315000,2860.0,P,693.0,P,8.7,P,,
2023-10-14 00:00:00+00:00,13.4,P,09315000,2950.0,P,687.0,P,9.0,P,,
2023-10-15 00:00:00+00:00,13.1,P,09315000,3010.0,P,691.0,P,9.2,P,,
2023-10-16 00:00:00+00:00,13.3,P,09315000,3030.0,P,682.0,P,9.2,P,,
2023-10-17 00:00:00+00:00,13.4,P,09315000,3150.0,P,682.0,P,9.1,P,,
2023-10-18 00:00:00+00:00,13.3,P,09315000,3190.0,P,680.0,P,9.0,P,231.0,P
2023-10-19 00:00:00+00:00,13.4,P,09315000,3160.0,P,680.0,P,9.1,P,203.0,P
2023-10-20 00:00:00+00:00,13.7,P,09315000,3070.0,P,678.0,P,9.1,P,134.0,P
2023-10-21 00:00:00+00:00,13.8,P,09315000,3060.0,P,671.0,P,9.0,P,110.0,P
2023-10-22 00:00:00+00:00,13.9,P,09315000,3020.0,P,674.0,P,9.0,P,84.7,P
2023-10-23 00:00:00+00:00,14.0,P,09315000,3000.0,P,683.0,P,8.9,P,76.0,P
2023-10-24 00:00:00+00:00,13.8,P,09315000,2950.0,P,689.0,P,9.0,P,66.3,P
2023-10-25 00:00:00+00:00,13.5,P,09315000,2930.0,P,691.0,P,9.0,P,,
2023-10-26 00:00:00+00:00,12.8,P,09315000,2930.0,P,691.0,P,9.0,P,65.0,P
2023-10-27 00:00:00+00:00,11.7,P,09315000,2930.0,P,688.0,P,9.4,P,63.4,P
2023-10-28 00:00:00+00:00,11.4,P,09315000,2920.0,P,690.0,P,9.4,P,62.6,P
2023-10-29 00:00:00+00:00,9.8,P,09315000,2900.0,P,684.0,P,9.8,P,55.9,P
2023-10-30 00:00:00+00:00,7.9,P,09315000,2910.0,P,680.0,P,10.3,P,47.9,P
2023-10-31 00:00:00+00:00,7.4,P,09315000,2940.0,P,681.0,P,10.5,P,40.9,P
2023-11-01 00:00:00+00:00,6.9,P,09315000,2890.0,P,679.0,P,10.6,P,39.6,P
2023-11-02 00:00:00+00:00,6.6,P,09315000,2880.0,P,681.0,P,10.6,P,37.3,P
2023-11-03 00:00:00+00:00,6.5,P,09315000,2890.0,P,682.0,P,10.7,P,37.4,P
2023-11-04 00:00:00+00:00,6.8,P,09315000,2900.0,P,691.0,P,10.6,P,38.7,P
2023-11-05 00:00:00+00:00,7.0,P,09315000,2920.0,P,687.0,P,10.5,P,43.7,P
2023-11-06 00:00:00+00:00,7.6,P,09315000,2910.0,P,680.0,P,10.3,P,42.4,P
2023-11-07 00:00:00+00:00,8.4,P,09315000,2870.0,P,684.0,P,10.1,P,38.5,P
2023-11-08 00:00:00+00:00,8.6,P,09315000,2830.0,P,688.0,P,10.0,P,38.4,P
2023-11-09 00:00:00+00:00,8.0,P,09315000,2830.0,P,685.0,P,10.2,P,36.2,P
2023-11-10 00:00:00+00:00,7.4,P,09315000,2830.0,P,683.0,P,10.4,P,33.1,P
2023-11-11 00:00:00+00:00,6.7,P,09315000,2760.0,P,685.0,P,10.6,P,30.9,P
2023-11-12 00:00:00+00:00,6.2,P,09315000,2730.0,P,691.0,P,10.7,P,26.4,P
2023-11-13 00:00:00+00:00,5.8,P,09315000,2730.0,P,694.0,P,10.9,P,23.1,P
2023-11-14 00:00:00+00:00,5.7,P,09315000,2730.0,P,694.0,P,10.9,P,22.3,P
2023-11-15 00:00:00+00:00,5.7,P,09315000,2710.0,P,699.0,P,10.9,P,25.4,P
2023-11-16 00:00:00+00:00,6.4,P,09315000,2740.0,P,704.0,P,10.7,P,26.7,P
2023-11-17 00:00:00+00:00,7.0,P,09315000,2800.0,P,708.0,P,10.6,P,25.5,P
2023-11-18 00:00:00+00:00,6.7,P,09315000,2810.0,P,714.0,P,10.6,P,29.1,P
2023-11-19 00:00:00+00:00,6.5,P,09315000,2780.0,P,715.0,P,10.6,P,28.9,P
2023-11-20 00:00:00+00:00,6.8,P,09315000,2760.0,P,709.0,P,10.6,P,31.2,P
2023-11-21 00:00:00+00:00,6.6,P,09315000,2790.0,P,704.0,P,10.7,P,30.1,P
2023-11-22 00:00:00+00:00,6.1,P,09315000,2830.0,P,711.0,P,10.8,P,29.3,P
2023-11-23 00:00:00+00:00,5.5,P,09315000,2820.0,P,719.0,P,10.8,P,30.9,P
2023-11-24 00:00:00+00:00,5.4,P,09315000,2840.0,P,708.0,P,10.6,P,34.4,P
2023-11-25 00:00:00+00:00,4.9,P,09315000,2850.0,P,708.0,P,10.9,P,30.6,P
2023-11-26 00:00:00+00:00,3.7,P,09315000,2890.0,P,715.0,P,11.3,P,29.8,P
2023-11-27 00:00:00+00:00,2.8,P,09315000,2900.0,P,720.0,P,11.7,P,20.3,P
2023-11-28 00:00:00+00:00,2.1,P,09315000,2860.0,P,715.0,P,11.9,P,17.1,P
2023-11-29 00:00:00+00:00,1.5,P,09315000,2720.0,P,712.0,P,12.0,P,17.5,P
2023-11-30 00:00:00+00:00,1.4,P,09315000,2590.0,P,716.0,P,12.0,P,18.0,P
2023-12-01 00:00:00+00:00,1.3,P,09315000,2460.0,P,721.0,P,12.0,P,18.4,P
2023-12-02 00:00:00+00:00,1.1,P,09315000,2370.0,P,726.0,P,12.1,P,18.5,P
2023-12-03 00:00:00+00:00,1.4,P,09315000,2550.0,P,728.0,P,12.1,P,18.6,P
