datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,63680_Mean,63680_Mean_cd
2023-10-01 00:00:00+00:00,16.2,P,09180500,3570.0,P,1230.0,P,8.7,P,41.9,P
2023-10-02 00:00:00+00:00,16.3,P,09180500,3640.0,P,1260.0,P,8.9,P,41.2,P
2023-10-03 00:00:00+00:00,15.4,P,09180500,3850.0,P,1290.0,P,9.1,P,47.0,P
2023-10-04 00:00:00+00:00,15.0,P,09180500,4010.0,P,1330.0,P,9.1,P,59.7,P
2023-10-05 00:00:00+00:00,15.1,P,09180500,3860.0,P,1300.0,P,8.7,P,130.0,P
2023-10-06 00:00:00+00:00,15.3,P,09180500,3590.0,P,1300.0,P,9.1,P,55.1,P
2023-10-07 00:00:00+00:00,15.5,P,09180500,3430.0,P,1330.0,P,9.2,P,15.3,P
2023-10-08 00:00:00+00:00,15.6,P,09180500,3440.0,P,1330.0,P,9.3,P,-999999.0,"P, Eqp"
2023-10-09 00:00:00+00:00,15.5,P,09180500,3410.0,P,1370.0,P,9.3,P,-999999.0,"P, Eqp"
2023-10-10 00:00:00+00:00,15.4,P,09180500,3330.0,P,1370.0,P,9.3,P,-999999.0,"P, Eqp"
2023-10-11 00:00:00+00:00,14.8,P,09180500,3300.0,P,1370.0,P,8.9,P,-999999.0,"P, Eqp"
2023-10-12 00:00:00+00:00,14.1,P,09180500,3370.0,P,1360.0,P,9.4,P,-999999.0,"P, Eqp"
2023-10-13 00:00:00+00:00,13.4,P,09180500,4070.0,P,1350.0,P,9.0,P,-999999.0,"P, Eqp"
2023-10-14 00:00:00+00:00,12.7,P,09180500,3900.0,P,1330.0,P,9.1,P,732.0,P
2023-10-15 00:00:00+00:00,12.0,P,09180500,3910.0,P,1350.0,P,9.4,P,1240.0,P
2023-10-16 00:00:00+00:00,12.1,P,09180500,3940.0,P,1330.0,P,9.6,P,224.0,P
2023-10-17 00:00:00+00:00,12.6,P,09180500,3990.0,P,1340.0,P,9.5,P,80.5,P
2023-10-18 00:00:00+00:00,13.0,P,09180500,3980.0,P,1370.0,P,9.4,P,74.1,P
2023-10-19 00:00:00+00:00,13.4,P,09180500,3930.0,P,1320.0,P,9.3,P,78.5,P
2023-10-20 00:00:00+00:00,13.7,P,09180500,3860.0,P,1310.0,P,9.3,P,71.1,P
2023-10-21 00:00:00+00:00,13.6,P,09180500,3850.0,P,1290.0,P,9.3,P,55.7,P
2023-10-22 00:00:00+00:00,13.4,P,09180500,3860.0,P,1260.0,P,9.4,P,47.7,P
2023-10-23 00:00:00+00:00,13.3,P,09180500,3850.0,P,1270.0,P,9.4,P,42.7,P
2023-10-24 00:00:00+00:00,13.0,P,09180500,3850.0,P,1270.0,P,9.4,P,39.5,P
2023-10-25 00:00:00+00:00,12.4,P,09180500,3820.0,P,1280.0,P,9.7,P,33.1,P
2023-10-26 00:00:00+00:00,12.1,P,09180500,3860.0,P,1290.0,P,9.6,P,30.5,P
2023-10-27 00:00:00+00:00,11.5,P,09180500,3870.0,P,1300.0,P,10.0,P,25.8,P
2023-10-28 00:00:00+00:00,11.5,P,09180500,4070.0,P,1290.0,P,10.0,P,24.4,P
