datetime,00060_Mean,00060_Mean_cd,site_no,00060_adjusted for agency canal_Mean,00060_adjusted for agency canal_Mean_cd
1987-10-01 00:00:00+00:00,103.0,A,06294000,103.0,A
1987-10-02 00:00:00+00:00,100.0,A,06294000,100.0,A
1987-10-03 00:00:00+00:00,96.0,A,06294000,96.0,A
1987-10-04 00:00:00+00:00,96.0,A,06294000,96.0,A
1987-10-05 00:00:00+00:00,97.0,A,06294000,97.0,A
1987-10-06 00:00:00+00:00,98.0,A,06294000,98.0,A
1987-10-07 00:00:00+00:00,101.0,A,06294000,101.0,A
1987-10-08 00:00:00+00:00,106.0,A,06294000,106.0,A
1987-10-09 00:00:00+00:00,112.0,A,06294000,112.0,A
1987-10-10 00:00:00+00:00,122.0,A,06294000,122.0,A
1987-10-11 00:00:00+00:00,136.0,A,06294000,136.0,A
1987-10-12 00:00:00+00:00,141.0,A,06294000,141.0,A
1987-10-13 00:00:00+00:00,144.0,A,06294000,144.0,A
1987-10-14 00:00:00+00:00,146.0,A,06294000,146.0,A
1987-10-15 00:00:00+00:00,144.0,A,06294000,144.0,A
1987-10-16 00:00:00+00:00,139.0,A,06294000,139.0,A
1987-10-17 00:00:00+00:00,139.0,A,06294000,139.0,A
1987-10-18 00:00:00+00:00,138.0,A,06294000,138.0,A
1987-10-19 00:00:00+00:00,136.0,A,06294000,136.0,A
1987-10-20 00:00:00+00:00,137.0,A,06294000,137.0,A
1987-10-21 00:00:00+00:00,135.0,A,06294000,135.0,A
1987-10-22 00:00:00+00:00,131.0,A,06294000,131.0,A
1987-10-23 00:00:00+00:00,131.0,A,06294000,131.0,A
1987-10-24 00:00:00+00:00,131.0,A,06294000,131.0,A
1987-10-25 00:00:00+00:00,132.0,A,06294000,132.0,A
1987-10-26 00:00:00+00:00,133.0,A,06294000,133.0,A
1987-10-27 00:00:00+00:00,131.0,A,06294000,131.0,A
1987-10-28 00:00:00+00:00,128.0,A,06294000,128.0,A
1987-10-29 00:00:00+00:00,124.0,A,06294000,124.0,A
1987-10-30 00:00:00+00:00,124.0,A,06294000,124.0,A
1987-10-31 00:00:00+00:00,122.0,A,06294000,122.0,A
1987-11-01 00:00:00+00:00,124.0,A,06294000,124.0,A
1987-11-02 00:00:00+00:00,129.0,A,06294000,129.0,A
1987-11-03 00:00:00+00:00,137.0,A,06294000,137.0,A
1987-11-04 00:00:00+00:00,153.0,A,06294000,153.0,A
1987-11-05 00:00:00+00:00,150.0,A,06294000,150.0,A
1987-11-06 00:00:00+00:00,138.0,A,06294000,138.0,A
1987-11-07 00:00:00+00:00,131.0,A,06294000,131.0,A
1987-11-08 00:00:00+00:00,129.0,A,06294000,129.0,A
1987-11-09 00:00:00+00:00,127.0,A,06294000,127.0,A
1987-11-10 00:00:00+00:00,123.0,A,06294000,123.0,A
1987-11-11 00:00:00+00:00,119.0,A,06294000,119.0,A
1987-11-12 00:00:00+00:00,121.0,A,06294000,121.0,A
1987-11-13 00:00:00+00:00,122.0,A,06294000,122.0,A
1987-11-14 00:00:00+00:00,125.0,A,06294000,125.0,A
1987-11-15 00:00:00+00:00,129.0,A,06294000,129.0,A
1987-11-16 00:00:00+00:00,130.0,A,06294000,130.0,A
1987-11-17 00:00:00+00:00,133.0,A,06294000,133.0,A
1987-11-18 00:00:00+00:00,121.0,A,06294000,121.0,A
1987-11-19 00:00:00+00:00,107.0,A,06294000,107.0,A
1987-11-20 00:00:00+00:00,125.0,A,06294000,125.0,A
1987-11-21 00:00:00+00:00,140.0,A,06294000,140.0,A
1987-11-22 00:00:00+00:00,137.0,A,06294000,137.0,A
1987-11-23 00:00:00+00:00,132.0,A,06294000,132.0,A
1987-11-24 00:00:00+00:00,127.0,A,06294000,127.0,A
1987-11-25 00:00:00+00:00,124.0,A,06294000,124.0,A
1987-11-26 00:00:00+00:00,122.0,A,06294000,122.0,A
1987-11-27 00:00:00+00:00,128.0,A,06294000,128.0,A
1987-11-28 00:00:00+00:00,114.0,A,06294000,114.0,A
1987-11-29 00:00:00+00:00,93.0,A,06294000,93.0,A
1987-11-30 00:00:00+00:00,100.0,A,06294000,100.0,A
1987-12-01 00:00:00+00:00,118.0,A,06294000,118.0,A
1987-12-02 00:00:00+00:00,144.0,A,06294000,144.0,A
1987-12-03 00:00:00+00:00,141.0,A,06294000,141.0,A
1987-12-04 00:00:00+00:00,137.0,A,06294000,137.0,A
1987-12-05 00:00:00+00:00,130.0,A,06294000,130.0,A
1987-12-06 00:00:00+00:00,120.0,A,06294000,120.0,A
1987-12-07 00:00:00+00:00,117.0,A,06294000,117.0,A
1987-12-08 00:00:00+00:00,120.0,A,06294000,120.0,A
1987-12-09 00:00:00+00:00,124.0,A,06294000,124.0,A
1987-12-10 00:00:00+00:00,117.0,A,06294000,117.0,A
1987-12-11 00:00:00+00:00,121.0,A,06294000,121.0,A
1987-12-12 00:00:00+00:00,104.0,A,06294000,104.0,A
1987-12-13 00:00:00+00:00,88.0,A,06294000,88.0,A
1987-12-14 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1987-12-15 00:00:00+00:00,47.0,"A, e",06294000,47.0,"A, e"
1987-12-16 00:00:00+00:00,41.0,"A, e",06294000,41.0,"A, e"
1987-12-17 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1987-12-18 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1987-12-19 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1987-12-20 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1987-12-21 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
1987-12-22 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1987-12-23 00:00:00+00:00,95.0,"A, e",06294000,95.0,"A, e"
1987-12-24 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1987-12-25 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1987-12-26 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1987-12-27 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1987-12-28 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1987-12-29 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1987-12-30 00:00:00+00:00,50.0,"A, e",06294000,50.0,"A, e"
1987-12-31 00:00:00+00:00,43.0,"A, e",06294000,43.0,"A, e"
1988-01-01 00:00:00+00:00,43.0,"A, e",06294000,43.0,"A, e"
1988-01-02 00:00:00+00:00,45.0,"A, e",06294000,45.0,"A, e"
1988-01-03 00:00:00+00:00,54.0,"A, e",06294000,54.0,"A, e"
1988-01-04 00:00:00+00:00,47.0,"A, e",06294000,47.0,"A, e"
1988-01-05 00:00:00+00:00,38.0,"A, e",06294000,38.0,"A, e"
1988-01-06 00:00:00+00:00,40.0,"A, e",06294000,40.0,"A, e"
1988-01-07 00:00:00+00:00,45.0,"A, e",06294000,45.0,"A, e"
1988-01-08 00:00:00+00:00,45.0,"A, e",06294000,45.0,"A, e"
1988-01-09 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1988-01-10 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1988-01-11 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-01-12 00:00:00+00:00,82.0,"A, e",06294000,82.0,"A, e"
1988-01-13 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1988-01-14 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1988-01-15 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1988-01-16 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-01-17 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1988-01-18 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1988-01-19 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1988-01-20 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1988-01-21 00:00:00+00:00,75.0,"A, e",06294000,75.0,"A, e"
1988-01-22 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1988-01-23 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-01-24 00:00:00+00:00,85.0,"A, e",06294000,85.0,"A, e"
1988-01-25 00:00:00+00:00,85.0,"A, e",06294000,85.0,"A, e"
1988-01-26 00:00:00+00:00,85.0,"A, e",06294000,85.0,"A, e"
1988-01-27 00:00:00+00:00,100.0,"A, e",06294000,100.0,"A, e"
1988-01-28 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1988-01-29 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1988-01-30 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1988-01-31 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1988-02-01 00:00:00+00:00,40.0,"A, e",06294000,40.0,"A, e"
1988-02-02 00:00:00+00:00,45.0,"A, e",06294000,45.0,"A, e"
1988-02-03 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1988-02-04 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1988-02-05 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1988-02-06 00:00:00+00:00,60.0,"A, e",06294000,60.0,"A, e"
1988-02-07 00:00:00+00:00,65.0,"A, e",06294000,65.0,"A, e"
1988-02-08 00:00:00+00:00,70.0,"A, e",06294000,70.0,"A, e"
1988-02-09 00:00:00+00:00,65.0,"A, e",06294000,65.0,"A, e"
1988-02-10 00:00:00+00:00,55.0,"A, e",06294000,55.0,"A, e"
1988-02-11 00:00:00+00:00,76.0,"A, e",06294000,76.0,"A, e"
1988-02-12 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-02-13 00:00:00+00:00,88.0,"A, e",06294000,88.0,"A, e"
1988-02-14 00:00:00+00:00,88.0,"A, e",06294000,88.0,"A, e"
1988-02-15 00:00:00+00:00,84.0,"A, e",06294000,84.0,"A, e"
1988-02-16 00:00:00+00:00,80.0,"A, e",06294000,80.0,"A, e"
1988-02-17 00:00:00+00:00,74.0,"A, e",06294000,74.0,"A, e"
1988-02-18 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-02-19 00:00:00+00:00,90.0,"A, e",06294000,90.0,"A, e"
1988-02-20 00:00:00+00:00,120.0,"A, e",06294000,120.0,"A, e"
1988-02-21 00:00:00+00:00,180.0,"A, e",06294000,180.0,"A, e"
1988-02-22 00:00:00+00:00,160.0,"A, e",06294000,160.0,"A, e"
1988-02-23 00:00:00+00:00,130.0,"A, e",06294000,130.0,"A, e"
1988-02-24 00:00:00+00:00,110.0,"A, e",06294000,110.0,"A, e"
1988-02-25 00:00:00+00:00,140.0,"A, e",06294000,140.0,"A, e"
1988-02-26 00:00:00+00:00,170.0,"A, e",06294000,170.0,"A, e"
1988-02-27 00:00:00+00:00,250.0,"A, e",06294000,250.0,"A, e"
1988-02-28 00:00:00+00:00,280.0,"A, e",06294000,280.0,"A, e"
1988-02-29 00:00:00+00:00,340.0,"A, e",06294000,340.0,"A, e"
1988-03-01 00:00:00+00:00,330.0,"A, e",06294000,330.0,"A, e"
1988-03-02 00:00:00+00:00,330.0,"A, e",06294000,330.0,"A, e"
1988-03-03 00:00:00+00:00,320.0,"A, e",06294000,320.0,"A, e"
1988-03-04 00:00:00+00:00,310.0,"A, e",06294000,310.0,"A, e"
1988-03-05 00:00:00+00:00,300.0,"A, e",06294000,300.0,"A, e"
1988-03-06 00:00:00+00:00,280.0,"A, e",06294000,280.0,"A, e"
1988-03-07 00:00:00+00:00,240.0,"A, e",06294000,240.0,"A, e"
1988-03-08 00:00:00+00:00,220.0,"A, e",06294000,220.0,"A, e"
1988-03-09 00:00:00+00:00,230.0,"A, e",06294000,230.0,"A, e"
