year,month,mjoPENTAD,mjo20E,mjo70E,mjo80E,mjo100E,mjo120E,mjo140E,mjo160E,mjo120W,mjo40W,mjo10W,year,month,day,ninoNINO1+2,ninoANOM,ninoNINO3,ninoANOM.1,ninoNINO4,ninoANOM.2,ninoNINO3.4,ninoANOM.3,oniSEAS,oniTOTAL,oniANOM,pdo,pna,soi_x,soi_y
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,DJF,28.39,1.71,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JFM,28.52,1.63,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,FMA,28.73,1.48,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,MAM,28.88,1.29,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,AMJ,28.76,1.06,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,MJJ,28.26,0.73,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JJA,27.57,0.37,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JAS,27.03,0.09,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,ASO,26.66,-0.13,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,SON,26.5,-0.25,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,OND,26.43,-0.28,0.08,1.28,-4.7,-2.9
1992,1,19920123.0,-1.31,-1.40,-0.75,0.39,0.56,1.16,1.39,1.18,0.23,-0.80,1992,1,23.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,NDJ,26.52,-0.13,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,DJF,28.39,1.71,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JFM,28.52,1.63,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,FMA,28.73,1.48,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,MAM,28.88,1.29,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,AMJ,28.76,1.06,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,MJJ,28.26,0.73,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JJA,27.57,0.37,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,JAS,27.03,0.09,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,ASO,26.66,-0.13,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,SON,26.5,-0.25,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,OND,26.43,-0.28,0.08,1.28,-4.7,-2.9
1992,1,19920128.0,-1.01,-1.57,-1.47,-0.41,-0.10,0.79,1.40,1.66,1.04,-0.13,1992,1,28.0,24.59,0.07,26.86,1.18,28.8,0.58,28.23,1.67,NDJ,26.52,-0.13,0.08,1.28,-4.7,-2.9
1992,2,19920202.0,-0.67,-1.05,-1.00,-0.29,-0.03,0.51,0.90,1.06,0.65,-0.10,1992,2,2.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,2,19920207.0,-0.70,-0.93,-0.72,-0.06,-0.03,0.53,0.88,0.96,0.49,-0.22,1992,2,7.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,2,19920212.0,-0.48,-0.57,-0.33,0.11,0.02,0.41,0.61,0.60,0.25,-0.21,1992,2,12.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,2,19920217.0,0.31,0.92,1.23,0.75,0.48,-0.13,-0.67,-1.11,-1.03,-0.36,1992,2,17.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,2,19920222.0,0.19,1.03,1.57,1.08,0.79,0.03,-0.70,-1.36,-1.43,-0.66,1992,2,22.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,2,19920227.0,0.14,0.79,1.21,0.83,0.62,0.05,-0.52,-1.04,-1.10,-0.52,1992,2,27.0,26.25,0.15,27.34,0.96,28.76,0.67,28.28,1.55,,,,0.17,0.29,-1.5,-0.9
1992,3,19920304.0,0.24,1.48,2.29,1.61,1.22,0.07,-1.04,-2.02,-2.12,-1.01,1992,3,4.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,3,19920309.0,-1.38,-0.23,1.38,2.14,2.08,1.59,0.71,-0.60,-1.91,-2.03,1992,3,9.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,3,19920314.0,-1.83,-1.34,-0.01,1.35,1.61,1.85,1.59,0.74,-0.75,-1.71,1992,3,14.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,3,19920319.0,-2.55,-2.39,-0.90,1.19,1.53,2.37,2.51,1.80,-0.15,-1.87,1992,3,19.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,3,19920324.0,-1.71,-2.21,-1.66,-0.04,0.26,1.42,2.09,2.16,0.99,-0.66,1992,3,24.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,3,19920329.0,-0.44,-1.42,-1.93,-1.22,-0.97,0.11,1.06,1.83,1.74,0.65,1992,3,29.0,27.38,0.78,27.87,0.71,28.83,0.6,28.39,1.16,,,,0.12,0.77,-3.3,-2.0
1992,4,19920403.0,0.92,0.38,-0.56,-1.14,-1.09,-1.00,-0.65,0.01,0.84,1.12,1992,4,3.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,4,19920408.0,0.20,0.46,0.54,0.23,0.11,-0.16,-0.39,-0.54,-0.44,-0.10,1992,4,8.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,4,19920413.0,-1.44,-0.50,1.01,1.88,1.81,1.57,0.90,-0.25,-1.55,-1.88,1992,4,13.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,4,19920418.0,-1.16,-0.69,0.28,1.10,1.25,1.24,0.91,0.21,-0.78,-1.25,1992,4,18.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,4,19920423.0,-0.97,-0.67,0.09,0.77,0.81,0.98,0.84,0.39,-0.42,-0.93,1992,4,23.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,4,19920428.0,-0.89,-1.11,-0.79,0.03,0.11,0.73,1.08,1.10,0.48,-0.36,1992,4,28.0,27.17,1.44,28.46,0.89,29.03,0.52,28.81,1.0,,,,0.55,-0.05,-1.7,-1.0
1992,5,19920503.0,-0.20,-0.43,-0.51,-0.27,-0.21,0.11,0.36,0.52,0.43,0.10,1992,5,3.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,5,19920508.0,0.51,0.71,0.59,0.07,-0.06,-0.43,-0.67,-0.73,-0.39,0.14,1992,5,8.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,5,19920513.0,0.01,0.59,1.01,0.76,0.58,0.09,-0.41,-0.87,-0.98,-0.54,1992,5,13.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,5,19920518.0,-1.22,-0.41,0.85,1.57,1.56,1.33,0.74,-0.23,-1.34,-1.61,1992,5,18.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,5,19920523.0,-1.09,-0.81,-0.03,0.77,0.92,1.11,0.98,0.48,-0.41,-1.00,1992,5,23.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,5,19920528.0,-1.04,-0.76,0.01,0.79,0.90,1.06,0.91,0.42,-0.44,-0.98,1992,5,28.0,26.09,1.47,28.28,1.07,29.12,0.33,28.79,0.91,,,,1.26,1.27,0.4,0.3
1992,6,19920602.0,-0.59,-0.75,-0.58,-0.02,0.17,0.54,0.73,0.74,0.32,-0.24,1992,6,2.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,6,19920607.0,-0.15,-0.62,-0.90,-0.60,-0.43,0.04,0.45,0.81,0.80,0.33,1992,6,7.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,6,19920612.0,0.52,0.41,0.02,-0.38,-0.36,-0.50,-0.47,-0.26,0.16,0.46,1992,6,12.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,6,19920617.0,0.32,0.32,0.17,-0.11,-0.24,-0.33,-0.35,-0.26,-0.01,0.22,1992,6,17.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,6,19920622.0,-0.28,0.21,0.75,0.81,0.60,0.32,-0.05,-0.51,-0.81,-0.64,1992,6,22.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,6,19920627.0,-0.52,-0.58,-0.35,0.12,0.26,0.49,0.58,0.50,0.12,-0.30,1992,6,27.0,23.66,0.48,27.12,0.47,29.01,0.17,28.12,0.42,,,,1.22,1.17,-1.0,-0.6
1992,7,19920702.0,-0.91,-0.62,0.09,0.73,0.79,0.91,0.76,0.30,-0.45,-0.89,1992,7,2.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,7,19920707.0,-0.88,-0.88,-0.42,0.30,0.44,0.82,0.93,0.74,0.07,-0.59,1992,7,7.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,7,19920712.0,-0.46,-1.07,-1.32,-0.72,-0.43,0.28,0.87,1.29,1.08,0.28,1992,7,12.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,7,19920717.0,0.67,0.47,-0.09,-0.59,-0.49,-0.64,-0.58,-0.27,0.28,0.63,1992,7,17.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,7,19920722.0,0.75,0.77,0.38,-0.28,-0.48,-0.74,-0.81,-0.61,-0.04,0.51,1992,7,22.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,7,19920727.0,0.49,0.40,0.05,-0.34,-0.35,-0.46,-0.44,-0.25,0.13,0.41,1992,7,27.0,21.44,-0.39,25.65,-0.22,29.12,0.33,27.45,0.15,,,,1.5,0.85,-1.0,-0.6
1992,8,19920801.0,0.38,0.50,0.35,-0.04,-0.05,-0.31,-0.47,-0.48,-0.22,0.14,1992,8,1.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920806.0,-0.12,0.16,0.44,0.43,0.33,0.16,-0.05,-0.30,-0.46,-0.34,1992,8,6.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920811.0,-0.17,-0.26,-0.23,-0.05,-0.04,0.13,0.25,0.30,0.18,-0.02,1992,8,11.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920816.0,0.61,0.74,0.53,-0.03,-0.26,-0.58,-0.74,-0.69,-0.24,0.30,1992,8,16.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920821.0,0.37,0.73,0.82,0.36,0.17,-0.28,-0.63,-0.84,-0.64,-0.10,1992,8,21.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920826.0,0.22,0.23,0.11,-0.06,-0.10,-0.22,-0.26,-0.22,-0.04,0.14,1992,8,26.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,8,19920831.0,0.62,0.93,0.82,0.19,0.01,-0.52,-0.86,-0.97,-0.57,0.12,1992,8,31.0,20.67,-0.18,24.98,-0.24,28.65,-0.04,26.82,-0.08,,,,0.85,-0.34,0.6,0.4
1992,9,19920905.0,0.05,0.80,1.35,1.02,0.79,0.10,-0.56,-1.18,-1.31,-0.68,1992,9,5.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,9,19920910.0,-0.71,0.10,1.12,1.40,1.22,0.84,0.23,-0.60,-1.33,-1.24,1992,9,10.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,9,19920915.0,-1.76,-1.04,0.48,1.71,1.71,1.81,1.38,0.36,-1.14,-1.88,1992,9,15.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,9,19920920.0,-1.29,-1.33,-0.66,0.46,0.65,1.18,1.35,1.08,0.13,-0.83,1992,9,20.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,9,19920925.0,-0.05,-0.48,-0.77,-0.58,-0.56,-0.07,0.36,0.75,0.80,0.40,1992,9,25.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,9,19920930.0,0.16,-0.12,-0.42,-0.46,-0.46,-0.23,0.03,0.32,0.50,0.39,1992,9,30.0,20.37,-0.21,24.82,-0.19,28.65,-0.03,26.6,-0.16,,,,0.45,-1.31,0.1,0.1
1992,10,19921005.0,0.39,-0.19,-0.84,-0.96,-0.92,-0.52,-0.02,0.58,1.01,0.83,1992,10,5.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,10,19921010.0,1.35,0.93,-0.13,-1.14,-1.29,-1.40,-1.16,-0.45,0.67,1.33,1992,10,10.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,10,19921015.0,1.45,1.38,0.56,-0.66,-0.98,-1.44,-1.51,-1.09,0.05,1.05,1992,10,15.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,10,19921020.0,0.88,1.43,1.39,0.43,0.07,-0.73,-1.29,-1.55,-1.00,0.07,1992,10,20.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,10,19921025.0,0.15,1.13,1.80,1.31,1.01,0.09,-0.80,-1.61,-1.71,-0.84,1992,10,25.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,10,19921030.0,-0.61,-0.31,0.24,0.66,0.76,0.67,0.43,-0.02,-0.55,-0.73,1992,10,30.0,20.99,0.12,24.66,-0.42,28.45,-0.24,26.27,-0.5,,,,1.28,0.21,-2.3,-1.4
1992,11,19921104.0,-1.04,-1.03,-0.45,0.44,0.66,1.02,1.10,0.82,0.02,-0.72,1992,11,4.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,11,19921109.0,-0.58,-0.85,-0.76,-0.17,0.07,0.49,0.77,0.85,0.47,-0.14,1992,11,9.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,11,19921114.0,-0.07,-0.36,-0.53,-0.38,-0.37,-0.03,0.27,0.53,0.55,0.25,1992,11,14.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,11,19921119.0,0.05,0.20,0.29,0.19,0.12,-0.01,-0.14,-0.25,-0.25,-0.10,1992,11,19.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,11,19921124.0,-0.40,-0.30,0.01,0.31,0.29,0.39,0.37,0.19,-0.14,-0.36,1992,11,24.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,11,19921129.0,-0.60,-1.09,-1.13,-0.45,-0.30,0.42,0.96,1.26,0.92,0.09,1992,11,29.0,21.37,-0.26,24.97,-0.23,28.37,-0.3,26.64,-0.18,,,,1.31,0.85,-1.1,-0.7
1992,12,19921204.0,0.03,-0.52,-0.93,-0.76,-0.73,-0.20,0.33,0.82,0.97,0.56,1992,12,4.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1992,12,19921209.0,-0.37,-0.56,-0.53,-0.14,0.05,0.32,0.50,0.56,0.32,-0.08,1992,12,9.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1992,12,19921214.0,-0.27,-0.76,-0.99,-0.57,-0.41,0.12,0.58,0.93,0.85,0.29,1992,12,14.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1992,12,19921219.0,1.04,0.90,0.23,-0.61,-0.73,-1.02,-1.01,-0.65,0.17,0.83,1992,12,19.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1992,12,19921224.0,0.55,0.75,0.59,0.04,0.00,-0.43,-0.71,-0.78,-0.41,0.16,1992,12,24.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1992,12,19921229.0,-0.61,-0.04,0.68,1.00,1.19,0.80,0.28,-0.40,-1.01,-0.98,1992,12,29.0,22.41,-0.43,25.1,-0.17,28.48,0.03,26.78,0.14,,,,0.33,-1.23,-0.9,-0.6
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,DJF,26.77,0.09,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JFM,27.18,0.3,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,FMA,27.75,0.5,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,MAM,28.27,0.67,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,AMJ,28.4,0.7,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,MJJ,28.1,0.57,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JJA,27.53,0.32,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JAS,27.19,0.25,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,ASO,26.94,0.15,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,SON,26.85,0.1,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,OND,26.75,0.04,-0.28,-0.65,-1.5,-0.9
1993,1,19930103.0,-1.86,-1.40,-0.07,1.32,1.60,1.87,1.64,0.81,-0.71,-1.70,1993,1,3.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,NDJ,26.71,0.06,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,DJF,26.77,0.09,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JFM,27.18,0.3,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,FMA,27.75,0.5,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,MAM,28.27,0.67,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,AMJ,28.4,0.7,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,MJJ,28.1,0.57,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JJA,27.53,0.32,-0.28,-0.65,-1.5,-0.9
1993,1,19930108.0,-1.69,-2.73,-2.61,-0.77,-0.22,1.31,2.40,2.90,1.87,-0.15,1993,1,8.0,24.25,-0.27,25.66,-0.01,28.32,0.09,26.73,0.16,JAS,27.19,0.25,-0.28,-0.65,-1.5,-0.9
