datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00300_2_Mean,00300_2_Mean_cd
2004-11-09 00:00:00+00:00,8.1,A,14159500,404.0,A,11.4,A
2004-11-10 00:00:00+00:00,8.1,A,14159500,379.0,A,11.4,A
2004-11-11 00:00:00+00:00,8.2,A,14159500,390.0,A,11.4,A
2004-11-12 00:00:00+00:00,8.2,A,14159500,247.0,A,11.3,A
2004-11-13 00:00:00+00:00,8.1,A,14159500,240.0,A,11.2,A
2004-11-14 00:00:00+00:00,8.1,A,14159500,280.0,A,11.3,A
2004-11-15 00:00:00+00:00,8.1,A,14159500,269.0,A,11.2,A
2004-11-16 00:00:00+00:00,8.1,A,14159500,368.0,A,11.4,A
2004-11-17 00:00:00+00:00,8.1,A,14159500,368.0,A,11.4,A
2004-11-18 00:00:00+00:00,8.0,A,14159500,474.0,A,11.5,A
2004-11-19 00:00:00+00:00,7.8,A,14159500,578.0,A,11.6,A
2004-11-20 00:00:00+00:00,7.7,A,14159500,537.0,A,11.6,A
2004-11-21 00:00:00+00:00,7.4,A,14159500,634.0,A,11.7,A
2004-11-22 00:00:00+00:00,7.1,A,14159500,661.0,A,11.8,A
2004-11-23 00:00:00+00:00,7.0,A,14159500,604.0,A,11.8,A
2004-11-24 00:00:00+00:00,7.1,A,14159500,317.0,A,11.7,A
2004-11-25 00:00:00+00:00,7.2,A,14159500,317.0,A,11.6,A
2004-11-26 00:00:00+00:00,7.2,A,14159500,438.0,A,11.6,A
2004-11-27 00:00:00+00:00,7.3,A,14159500,449.0,A,11.6,A
2004-11-28 00:00:00+00:00,7.2,A,14159500,488.0,A,11.7,A
2004-11-29 00:00:00+00:00,6.8,A,14159500,371.0,A,11.9,A
2004-11-30 00:00:00+00:00,6.5,A,14159500,295.0,A,12.0,A
2004-12-01 00:00:00+00:00,6.4,A,14159500,295.0,A,12.0,A
2004-12-02 00:00:00+00:00,6.4,A,14159500,297.0,A,12.1,A
2004-12-03 00:00:00+00:00,6.3,A,14159500,273.0,A,12.0,A
2004-12-04 00:00:00+00:00,6.1,A,14159500,270.0,A,11.9,A
2004-12-05 00:00:00+00:00,6.0,A,14159500,275.0,A,11.9,A
2004-12-06 00:00:00+00:00,6.0,A,14159500,599.0,A,11.9,A
2004-12-07 00:00:00+00:00,6.1,A,14159500,1080.0,A,12.3,A
2004-12-08 00:00:00+00:00,6.0,A,14159500,1620.0,A,12.2,A
2004-12-09 00:00:00+00:00,6.4,A,14159500,2590.0,A,12.4,A
2004-12-10 00:00:00+00:00,6.4,A,14159500,2710.0,A,12.4,A
2004-12-11 00:00:00+00:00,6.5,A,14159500,2780.0,A,12.4,A
2004-12-12 00:00:00+00:00,6.6,A,14159500,2800.0,A,12.3,A
2004-12-13 00:00:00+00:00,6.8,A,14159500,2710.0,A,12.3,A
2004-12-14 00:00:00+00:00,6.9,A,14159500,2660.0,A,12.4,A
2004-12-15 00:00:00+00:00,7.0,A,14159500,2130.0,A,12.3,A
2004-12-16 00:00:00+00:00,6.7,A,14159500,1410.0,A,12.3,A
2004-12-17 00:00:00+00:00,6.4,A,14159500,1160.0,A,12.4,A
2004-12-18 00:00:00+00:00,6.4,A,14159500,1010.0,A,12.3,A
2004-12-19 00:00:00+00:00,6.6,A,14159500,987.0,A,12.2,A
2004-12-20 00:00:00+00:00,6.6,A,14159500,841.0,A,12.2,A
2004-12-21 00:00:00+00:00,6.6,A,14159500,1270.0,A,12.3,A
2004-12-22 00:00:00+00:00,6.4,A,14159500,1220.0,A,12.4,A
2004-12-23 00:00:00+00:00,6.1,A,14159500,679.0,A,12.3,A
2004-12-24 00:00:00+00:00,6.1,A,14159500,632.0,A,12.2,A
2004-12-25 00:00:00+00:00,5.7,A,14159500,595.0,A,12.2,A
2004-12-26 00:00:00+00:00,5.7,A,14159500,637.0,A,12.1,A
2004-12-27 00:00:00+00:00,5.8,A,14159500,684.0,A,12.1,A
2004-12-28 00:00:00+00:00,5.8,A,14159500,548.0,A,12.1,A
2004-12-29 00:00:00+00:00,5.8,A,14159500,479.0,A,12.0,A
2004-12-30 00:00:00+00:00,5.8,A,14159500,499.0,A,12.0,A
2004-12-31 00:00:00+00:00,5.9,A,14159500,503.0,A,12.0,A
2005-01-01 00:00:00+00:00,5.8,A,14159500,516.0,A,12.1,A
2005-01-02 00:00:00+00:00,5.7,A,14159500,507.0,A,12.2,A
2005-01-03 00:00:00+00:00,5.5,A,14159500,379.0,A,12.2,A
2005-01-04 00:00:00+00:00,5.2,A,14159500,290.0,A,12.2,A
2005-01-05 00:00:00+00:00,5.2,A,14159500,305.0,A,12.4,A
2005-01-06 00:00:00+00:00,5.1,A,14159500,313.0,A,12.4,A
2005-01-07 00:00:00+00:00,4.8,A,14159500,315.0,A,12.2,A
2005-01-08 00:00:00+00:00,4.7,A,14159500,319.0,A,12.3,A
2005-01-09 00:00:00+00:00,4.7,A,14159500,321.0,A,12.4,A
2005-01-10 00:00:00+00:00,4.7,A,14159500,303.0,A,12.4,A
2005-01-11 00:00:00+00:00,4.6,A,14159500,277.0,A,12.4,A
2005-01-12 00:00:00+00:00,4.7,A,14159500,275.0,A,12.5,A
2005-01-13 00:00:00+00:00,4.7,A,14159500,275.0,A,12.6,A
2005-01-14 00:00:00+00:00,4.6,A,14159500,283.0,A,12.6,A
2005-01-15 00:00:00+00:00,4.6,A,14159500,286.0,A,12.6,A
2005-01-16 00:00:00+00:00,4.7,A,14159500,280.0,A,12.6,A
2005-01-17 00:00:00+00:00,4.7,A,14159500,289.0,A,12.5,A
2005-01-18 00:00:00+00:00,4.8,A,14159500,318.0,A,12.5,A
2005-01-19 00:00:00+00:00,4.8,A,14159500,294.0,A,12.5,A
2005-01-20 00:00:00+00:00,4.7,A,14159500,268.0,A,12.4,A
2005-01-21 00:00:00+00:00,4.7,A,14159500,270.0,A,12.4,A
2005-01-22 00:00:00+00:00,4.8,A,14159500,273.0,A,12.4,A
2005-01-23 00:00:00+00:00,4.8,A,14159500,273.0,A,12.4,A
2005-01-24 00:00:00+00:00,4.8,A,14159500,275.0,A,12.3,A
2005-01-25 00:00:00+00:00,4.8,A,14159500,277.0,A,12.3,A
2005-01-26 00:00:00+00:00,4.9,A,14159500,277.0,A,12.3,A
2005-01-27 00:00:00+00:00,4.9,A,14159500,277.0,A,12.4,A
2005-01-28 00:00:00+00:00,4.9,A,14159500,279.0,A,12.3,A
2005-01-29 00:00:00+00:00,4.9,A,14159500,282.0,A,12.5,A
2005-01-30 00:00:00+00:00,4.9,A,14159500,284.0,A,12.5,A
2005-01-31 00:00:00+00:00,4.9,A,14159500,284.0,A,12.5,A
2005-02-01 00:00:00+00:00,4.9,A,14159500,282.0,A,12.5,A
2005-02-02 00:00:00+00:00,5.0,A,14159500,281.0,A,12.5,A
2005-02-03 00:00:00+00:00,5.1,A,14159500,277.0,A,12.4,A
2005-02-04 00:00:00+00:00,5.1,A,14159500,277.0,A,12.4,A
2005-02-05 00:00:00+00:00,5.1,A,14159500,277.0,A,12.4,A
2005-02-06 00:00:00+00:00,5.1,A,14159500,277.0,A,12.3,A
2005-02-07 00:00:00+00:00,5.2,A,14159500,277.0,A,12.3,A
2005-02-08 00:00:00+00:00,5.2,A,14159500,275.0,A,12.3,A
2005-02-09 00:00:00+00:00,5.2,A,14159500,273.0,A,12.3,A
2005-02-10 00:00:00+00:00,5.2,A,14159500,273.0,A,12.3,A
2005-02-11 00:00:00+00:00,5.2,A,14159500,273.0,A,12.2,A
2005-02-12 00:00:00+00:00,5.2,A,14159500,278.0,A,12.3,A
2005-02-13 00:00:00+00:00,5.1,A,14159500,283.0,A,12.4,A
2005-02-14 00:00:00+00:00,5.0,A,14159500,278.0,A,12.4,A
2005-02-15 00:00:00+00:00,5.0,A,14159500,278.0,A,12.4,A
2005-02-16 00:00:00+00:00,5.0,A,14159500,279.0,A,12.4,A
2005-02-17 00:00:00+00:00,5.0,A,14159500,279.0,A,12.3,A
2005-02-18 00:00:00+00:00,5.0,A,14159500,282.0,A,12.2,A
2005-02-19 00:00:00+00:00,4.9,A,14159500,286.0,A,12.2,A
2005-02-20 00:00:00+00:00,4.9,A,14159500,285.0,A,12.3,A
2005-02-21 00:00:00+00:00,4.9,A,14159500,283.0,A,12.3,A
2005-02-22 00:00:00+00:00,4.9,A,14159500,287.0,A,12.4,A
2005-02-23 00:00:00+00:00,5.0,A,14159500,287.0,A,12.4,A
2005-02-24 00:00:00+00:00,5.0,A,14159500,293.0,A,12.3,A
2005-02-25 00:00:00+00:00,5.0,A,14159500,300.0,A,12.3,A
2005-02-26 00:00:00+00:00,5.0,A,14159500,286.0,A,12.3,A
2005-02-27 00:00:00+00:00,5.1,A,14159500,273.0,A,12.3,A
2005-02-28 00:00:00+00:00,5.1,A,14159500,273.0,A,12.3,A
2005-03-01 00:00:00+00:00,5.1,A,14159500,275.0,A,12.3,A
2005-03-02 00:00:00+00:00,5.1,A,14159500,277.0,A,12.3,A
2005-03-03 00:00:00+00:00,5.1,A,14159500,277.0,A,12.3,A
2005-03-04 00:00:00+00:00,5.1,A,14159500,277.0,A,12.4,A
2005-03-05 00:00:00+00:00,5.1,A,14159500,277.0,A,12.4,A
2005-03-06 00:00:00+00:00,5.2,A,14159500,277.0,A,12.4,A
2005-03-07 00:00:00+00:00,5.2,A,14159500,277.0,A,12.4,A
2005-03-08 00:00:00+00:00,5.2,A,14159500,274.0,A,12.4,A
2005-03-09 00:00:00+00:00,5.2,A,14159500,273.0,A,12.4,A
2005-03-10 00:00:00+00:00,5.2,A,14159500,271.0,A,12.3,A
2005-03-11 00:00:00+00:00,5.3,A,14159500,221.0,A,12.2,A
2005-03-12 00:00:00+00:00,5.3,A,14159500,194.0,A,12.1,A
2005-03-13 00:00:00+00:00,5.3,A,14159500,191.0,A,12.1,A
2005-03-14 00:00:00+00:00,5.3,A,14159500,194.0,A,12.1,A
2005-03-15 00:00:00+00:00,5.3,A,14159500,195.0,A,12.1,A
2005-03-16 00:00:00+00:00,5.2,A,14159500,196.0,A,12.0,A
2005-03-17 00:00:00+00:00,5.2,A,14159500,196.0,A,12.0,A
2005-03-18 00:00:00+00:00,5.2,A,14159500,192.0,A,11.9,A
2005-03-19 00:00:00+00:00,5.3,A,14159500,176.0,A,11.8,A
2005-03-20 00:00:00+00:00,5.2,A,14159500,184.0,A,11.8,A
2005-03-21 00:00:00+00:00,5.3,A,14159500,181.0,A,12.0,A
2005-03-22 00:00:00+00:00,5.3,A,14159500,177.0,A,11.8,A
2005-03-23 00:00:00+00:00,5.2,A,14159500,181.0,A,11.8,A
2005-03-24 00:00:00+00:00,5.1,A,14159500,185.0,A,11.9,A
2005-03-25 00:00:00+00:00,5.4,A,14159500,191.0,A,11.9,A
2005-03-26 00:00:00+00:00,5.3,A,14159500,193.0,A,11.8,A
2005-03-27 00:00:00+00:00,5.7,A,14159500,201.0,A,11.5,A
2005-03-28 00:00:00+00:00,5.7,A,14159500,205.0,A,11.5,A
2005-03-29 00:00:00+00:00,5.6,A,14159500,215.0,A,11.6,A
2005-03-30 00:00:00+00:00,5.6,A,14159500,218.0,A,11.8,A
2005-03-31 00:00:00+00:00,5.7,A,14159500,214.0,A,11.9,A
2005-04-01 00:00:00+00:00,5.5,A,14159500,205.0,A,11.9,A
2005-04-02 00:00:00+00:00,5.6,A,14159500,211.0,A,11.9,A
2005-04-03 00:00:00+00:00,5.5,A,14159500,218.0,A,11.8,A
2005-04-04 00:00:00+00:00,5.6,A,14159500,204.0,A,11.8,A
2005-04-05 00:00:00+00:00,5.6,A,14159500,196.0,A,11.9,A
2005-04-06 00:00:00+00:00,5.7,A,14159500,199.0,A,11.7,A
2005-04-07 00:00:00+00:00,5.6,A,14159500,200.0,A,11.6,A
2005-04-08 00:00:00+00:00,5.7,A,14159500,203.0,A,11.6,A
2005-04-09 00:00:00+00:00,5.8,A,14159500,204.0,A,11.7,A
2005-04-10 00:00:00+00:00,5.8,A,14159500,205.0,A,11.8,A
2005-04-11 00:00:00+00:00,5.8,A,14159500,211.0,A,11.7,A
2005-04-12 00:00:00+00:00,5.7,A,14159500,213.0,A,11.7,A
2005-04-13 00:00:00+00:00,5.6,A,14159500,217.0,A,11.7,A
2005-04-14 00:00:00+00:00,5.8,A,14159500,217.0,A,11.8,A
2005-04-15 00:00:00+00:00,5.7,A,14159500,207.0,A,11.7,A
2005-04-16 00:00:00+00:00,5.7,A,14159500,209.0,A,11.6,A
2005-04-17 00:00:00+00:00,5.7,A,14159500,212.0,A,11.7,A
2005-04-18 00:00:00+00:00,5.9,A,14159500,211.0,A,11.7,A
2005-04-19 00:00:00+00:00,6.0,A,14159500,201.0,A,11.6,A
2005-04-20 00:00:00+00:00,6.0,A,14159500,204.0,A,11.5,A
2005-04-21 00:00:00+00:00,6.0,A,14159500,208.0,A,11.6,A
2005-04-22 00:00:00+00:00,6.0,A,14159500,208.0,A,11.5,A
2005-04-23 00:00:00+00:00,5.8,A,14159500,205.0,A,11.3,A
2005-04-24 00:00:00+00:00,6.0,A,14159500,204.0,A,11.5,A
2005-04-25 00:00:00+00:00,6.0,A,14159500,289.0,A,11.5,A
2005-04-26 00:00:00+00:00,6.1,A,14159500,354.0,A,11.4,A
2005-04-27 00:00:00+00:00,6.2,A,14159500,414.0,A,11.3,A
2005-04-28 00:00:00+00:00,6.0,A,14159500,279.0,A,11.5,A
2005-04-29 00:00:00+00:00,6.2,A,14159500,419.0,A,11.3,A
2005-04-30 00:00:00+00:00,6.0,A,14159500,456.0,A,11.7,A
2005-05-01 00:00:00+00:00,5.9,A,14159500,473.0,A,11.7,A
2005-05-02 00:00:00+00:00,5.9,A,14159500,477.0,A,11.7,A
2005-05-03 00:00:00+00:00,6.0,A,14159500,480.0,A,11.6,A
2005-05-04 00:00:00+00:00,6.2,A,14159500,574.0,A,11.4,A
2005-05-05 00:00:00+00:00,7.0,A,14159500,814.0,A,10.8,A
2005-05-06 00:00:00+00:00,7.1,A,14159500,791.0,A,10.8,A
2005-05-07 00:00:00+00:00,7.1,A,14159500,603.0,A,10.7,A
2005-05-08 00:00:00+00:00,7.1,A,14159500,593.0,A,10.7,A
2005-05-09 00:00:00+00:00,7.0,A,14159500,584.0,A,10.7,A
2005-05-10 00:00:00+00:00,7.0,A,14159500,471.0,A,10.7,A
2005-05-11 00:00:00+00:00,6.7,A,14159500,342.0,A,10.7,A
2005-05-12 00:00:00+00:00,6.8,A,14159500,304.0,A,10.7,A
2005-05-13 00:00:00+00:00,6.7,A,14159500,260.0,A,10.7,A
2005-05-14 00:00:00+00:00,6.8,A,14159500,262.0,A,10.7,A
2005-05-15 00:00:00+00:00,6.6,A,14159500,264.0,A,10.6,A
2005-05-16 00:00:00+00:00,6.8,A,14159500,257.0,A,10.6,A
2005-05-17 00:00:00+00:00,7.7,A,14159500,261.0,A,10.3,A
2005-05-18 00:00:00+00:00,9.8,A,14159500,261.0,A,10.0,A
2005-05-19 00:00:00+00:00,9.9,A,14159500,256.0,A,10.1,A
2005-05-20 00:00:00+00:00,9.6,A,14159500,265.0,A,10.1,A
2005-05-21 00:00:00+00:00,9.4,A,14159500,266.0,A,10.1,A
2005-05-22 00:00:00+00:00,9.4,A,14159500,269.0,A,10.1,A
2005-05-23 00:00:00+00:00,9.4,A,14159500,257.0,A,10.1,A
2005-05-24 00:00:00+00:00,9.5,A,14159500,251.0,A,10.0,A
2005-05-25 00:00:00+00:00,10.4,A,14159500,249.0,A,9.9,A
2005-05-26 00:00:00+00:00,10.2,A,14159500,256.0,A,10.0,A
2005-05-27 00:00:00+00:00,10.1,A,14159500,261.0,A,10.0,A
2005-05-28 00:00:00+00:00,10.7,A,14159500,450.0,A,10.0,A
2005-05-29 00:00:00+00:00,10.8,A,14159500,457.0,A,10.2,A
2005-05-30 00:00:00+00:00,10.8,A,14159500,455.0,A,10.2,A
2005-05-31 00:00:00+00:00,11.2,A,14159500,447.0,A,10.2,A
2005-06-01 00:00:00+00:00,12.4,A,14159500,447.0,A,10.1,A
2005-06-02 00:00:00+00:00,11.8,A,14159500,449.0,A,10.0,A
2005-06-03 00:00:00+00:00,11.9,A,14159500,453.0,A,10.1,A
2005-06-04 00:00:00+00:00,12.0,A,14159500,458.0,A,10.0,A
2005-06-05 00:00:00+00:00,12.5,A,14159500,458.0,A,9.7,A
2005-06-06 00:00:00+00:00,12.0,A,14159500,446.0,A,9.7,A
2005-06-07 00:00:00+00:00,11.6,A,14159500,378.0,A,9.7,A
2005-06-08 00:00:00+00:00,11.8,A,14159500,301.0,A,9.6,A
2005-06-09 00:00:00+00:00,11.6,A,14159500,297.0,A,9.7,A
2005-06-10 00:00:00+00:00,11.4,A,14159500,297.0,A,9.7,A
2005-06-11 00:00:00+00:00,11.7,A,14159500,296.0,A,9.6,A
2005-06-12 00:00:00+00:00,11.6,A,14159500,299.0,A,9.7,A
2005-06-13 00:00:00+00:00,11.6,A,14159500,296.0,A,9.7,A
2005-06-14 00:00:00+00:00,11.9,A,14159500,299.0,A,9.5,A
2005-06-15 00:00:00+00:00,12.0,A,14159500,298.0,A,9.6,A
2005-06-16 00:00:00+00:00,12.4,A,14159500,340.0,A,9.5,A
2005-06-17 00:00:00+00:00,12.5,A,14159500,414.0,A,9.4,A
2005-06-18 00:00:00+00:00,12.4,A,14159500,412.0,A,9.6,A
2005-06-19 00:00:00+00:00,12.3,A,14159500,412.0,A,9.6,A
2005-06-20 00:00:00+00:00,12.1,A,14159500,412.0,A,9.8,A
2005-06-21 00:00:00+00:00,12.5,A,14159500,413.0,A,9.8,A
2005-06-22 00:00:00+00:00,12.5,A,14159500,415.0,A,9.8,A
2005-06-23 00:00:00+00:00,13.1,A,14159500,417.0,A,9.6,A
2005-06-24 00:00:00+00:00,13.1,A,14159500,378.0,A,9.6,A
2005-06-25 00:00:00+00:00,13.3,A,14159500,380.0,A,9.6,A
2005-06-26 00:00:00+00:00,13.1,A,14159500,382.0,A,9.7,A
2005-06-27 00:00:00+00:00,13.1,A,14159500,383.0,A,9.8,A
2005-06-28 00:00:00+00:00,13.3,A,14159500,384.0,A,9.7,A
2005-06-29 00:00:00+00:00,13.5,A,14159500,382.0,A,9.6,A
2005-06-30 00:00:00+00:00,13.6,A,14159500,377.0,A,9.5,A
2005-07-01 00:00:00+00:00,13.4,A,14159500,326.0,A,9.5,A
2005-07-02 00:00:00+00:00,13.4,A,14159500,309.0,A,9.3,A
2005-07-03 00:00:00+00:00,13.7,A,14159500,311.0,A,9.2,A
2005-07-04 00:00:00+00:00,13.9,A,14159500,310.0,A,9.2,A
2005-07-05 00:00:00+00:00,13.8,A,14159500,311.0,A,9.4,A
2005-07-06 00:00:00+00:00,12.9,A,14159500,305.0,A,9.9,A
2005-07-07 00:00:00+00:00,13.8,A,14159500,298.0,A,10.1,A
2005-07-08 00:00:00+00:00,14.6,A,14159500,518.0,A,9.8,A
2005-07-09 00:00:00+00:00,14.8,A,14159500,595.0,A,9.8,A
2005-07-10 00:00:00+00:00,14.4,A,14159500,593.0,A,9.8,A
2005-07-11 00:00:00+00:00,14.4,A,14159500,596.0,A,9.9,A
2005-07-12 00:00:00+00:00,14.7,A,14159500,597.0,A,9.8,A
2005-07-13 00:00:00+00:00,14.7,A,14159500,609.0,A,9.7,A
2005-07-14 00:00:00+00:00,14.8,A,14159500,678.0,A,9.6,A
2005-07-15 00:00:00+00:00,15.3,A,14159500,753.0,A,9.5,A
2005-07-16 00:00:00+00:00,15.1,A,14159500,760.0,A,9.5,A
2005-07-17 00:00:00+00:00,15.6,A,14159500,761.0,A,9.4,A
2005-07-18 00:00:00+00:00,15.7,A,14159500,751.0,A,9.4,A
2005-07-19 00:00:00+00:00,15.6,A,14159500,752.0,A,9.4,A
2005-07-20 00:00:00+00:00,15.7,A,14159500,760.0,A,9.3,A
2005-07-21 00:00:00+00:00,15.9,A,14159500,767.0,A,9.2,A
