datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,63680_Mean,63680_Mean_cd
2017-10-01 00:00:00+00:00,16.2,A,09379500,1960.0,A,824.0,A,1180.0,A
2017-10-02 00:00:00+00:00,15.4,A,09379500,2640.0,A,759.0,A,1170.0,A
2017-10-03 00:00:00+00:00,14.1,A,09379500,2030.0,A,860.0,A,508.0,A
2017-10-04 00:00:00+00:00,14.7,A,09379500,1670.0,A,848.0,A,610.0,A
2017-10-05 00:00:00+00:00,15.5,A,09379500,1110.0,A,803.0,A,1130.0,A
2017-10-06 00:00:00+00:00,15.3,A,09379500,1760.0,A,689.0,A,1150.0,A
2017-10-07 00:00:00+00:00,14.4,A,09379500,2140.0,A,617.0,A,673.0,A
2017-10-08 00:00:00+00:00,13.6,A,09379500,1440.0,A,712.0,A,,
2017-10-09 00:00:00+00:00,12.4,A,09379500,1070.0,A,619.0,A,,
2017-10-10 00:00:00+00:00,11.6,A,09379500,986.0,A,672.0,A,,
2017-10-11 00:00:00+00:00,11.5,A,09379500,875.0,A,676.0,A,,
2017-10-12 00:00:00+00:00,12.6,A,09379500,820.0,A,724.0,A,,
2017-10-13 00:00:00+00:00,12.9,A,09379500,830.0,A,748.0,A,,
2017-10-14 00:00:00+00:00,12.8,A,09379500,792.0,A,737.0,A,,
2017-10-15 00:00:00+00:00,11.4,A,09379500,760.0,A,732.0,A,,
2017-10-16 00:00:00+00:00,10.6,A,09379500,742.0,A,740.0,A,,
2017-10-17 00:00:00+00:00,10.7,A,09379500,738.0,A,739.0,A,,
2017-10-18 00:00:00+00:00,11.1,A,09379500,765.0,A,740.0,A,,
2017-10-19 00:00:00+00:00,11.8,A,09379500,740.0,A,728.0,A,340.0,A
2017-10-20 00:00:00+00:00,12.5,A,09379500,714.0,A,718.0,A,302.0,A
2017-10-21 00:00:00+00:00,11.9,A,09379500,687.0,A,731.0,A,354.0,A
2017-10-22 00:00:00+00:00,11.1,A,09379500,679.0,A,735.0,A,258.0,A
2017-10-23 00:00:00+00:00,11.1,A,09379500,698.0,A,739.0,A,216.0,A
2017-10-24 00:00:00+00:00,11.6,A,09379500,727.0,A,729.0,A,222.0,A
2017-10-25 00:00:00+00:00,11.5,A,09379500,740.0,A,717.0,A,206.0,A
2017-10-26 00:00:00+00:00,11.2,A,09379500,742.0,A,702.0,A,191.0,A
2017-10-27 00:00:00+00:00,11.3,A,09379500,706.0,A,687.0,A,164.0,A
2017-10-28 00:00:00+00:00,11.0,A,09379500,699.0,A,694.0,A,133.0,A
2017-10-29 00:00:00+00:00,10.8,A,09379500,747.0,A,701.0,A,162.0,A
2017-10-30 00:00:00+00:00,10.6,A,09379500,751.0,A,700.0,A,174.0,A
2017-10-31 00:00:00+00:00,11.6,A,09379500,746.0,A,709.0,A,292.0,A
2017-11-01 00:00:00+00:00,11.7,A,09379500,777.0,A,711.0,A,323.0,A
2017-11-02 00:00:00+00:00,11.6,A,09379500,847.0,A,690.0,A,244.0,A
2017-11-03 00:00:00+00:00,11.6,A,09379500,844.0,A,681.0,A,253.0,A
2017-11-04 00:00:00+00:00,11.5,A,09379500,860.0,A,684.0,A,229.0,A
2017-11-05 00:00:00+00:00,11.1,A,09379500,854.0,A,684.0,A,189.0,A
2017-11-06 00:00:00+00:00,11.0,A,09379500,851.0,A,679.0,A,153.0,A
2017-11-07 00:00:00+00:00,11.3,A,09379500,854.0,A,673.0,A,144.0,A
2017-11-08 00:00:00+00:00,9.9,A,09379500,858.0,A,672.0,A,122.0,A
2017-11-09 00:00:00+00:00,8.4,A,09379500,873.0,A,672.0,A,131.0,A
2017-11-10 00:00:00+00:00,8.0,A,09379500,857.0,A,666.0,A,125.0,A
2017-11-11 00:00:00+00:00,8.1,A,09379500,769.0,A,676.0,A,117.0,A
2017-11-12 00:00:00+00:00,7.8,A,09379500,750.0,A,701.0,A,,
2017-11-13 00:00:00+00:00,8.5,A,09379500,776.0,A,727.0,A,,
2017-11-14 00:00:00+00:00,8.1,A,09379500,783.0,A,726.0,A,,
2017-11-15 00:00:00+00:00,7.7,A,09379500,781.0,A,715.0,A,,
2017-11-16 00:00:00+00:00,7.0,A,09379500,778.0,A,717.0,A,,
2017-11-17 00:00:00+00:00,7.8,A,09379500,773.0,A,718.0,A,,
2017-11-18 00:00:00+00:00,7.4,A,09379500,786.0,A,714.0,A,,
2017-11-19 00:00:00+00:00,5.5,A,09379500,779.0,A,712.0,A,,
2017-11-20 00:00:00+00:00,4.2,A,09379500,782.0,A,715.0,A,,
2017-11-21 00:00:00+00:00,4.2,A,09379500,782.0,A,716.0,A,,
2017-11-22 00:00:00+00:00,5.1,A,09379500,755.0,A,712.0,A,,
2017-11-23 00:00:00+00:00,6.0,A,09379500,718.0,A,723.0,A,,
2017-11-24 00:00:00+00:00,6.7,A,09379500,711.0,A,723.0,A,,
2017-11-25 00:00:00+00:00,7.0,A,09379500,726.0,A,722.0,A,,
2017-11-26 00:00:00+00:00,6.6,A,09379500,715.0,A,725.0,A,,
2017-11-27 00:00:00+00:00,5.9,A,09379500,710.0,A,732.0,A,,
2017-11-28 00:00:00+00:00,6.2,A,09379500,702.0,A,730.0,A,,
2017-11-29 00:00:00+00:00,6.4,A,09379500,714.0,A,724.0,A,,
2017-11-30 00:00:00+00:00,6.0,A,09379500,718.0,A,723.0,A,,
2017-12-01 00:00:00+00:00,5.6,A,09379500,690.0,A,720.0,A,,
2017-12-02 00:00:00+00:00,5.8,A,09379500,698.0,A,727.0,A,,
2017-12-03 00:00:00+00:00,6.4,A,09379500,707.0,A,722.0,A,,
2017-12-04 00:00:00+00:00,5.9,A,09379500,697.0,A,734.0,A,,
2017-12-05 00:00:00+00:00,3.8,A,09379500,695.0,A,754.0,A,16.8,A
2017-12-06 00:00:00+00:00,2.3,A,09379500,697.0,A,762.0,A,18.2,A
2017-12-07 00:00:00+00:00,1.5,A,09379500,684.0,A,759.0,A,19.2,A
2017-12-08 00:00:00+00:00,1.0,A,09379500,649.0,A,750.0,A,23.4,A
2017-12-09 00:00:00+00:00,0.7,A,09379500,641.0,A,754.0,A,27.6,A
2017-12-10 00:00:00+00:00,0.4,A,09379500,667.0,A,785.0,A,27.8,A
2017-12-11 00:00:00+00:00,0.1,A,09379500,668.0,A,770.0,A,25.9,A
2017-12-12 00:00:00+00:00,-0.0,A,09379500,663.0,A,748.0,"A, [4]",,
2017-12-13 00:00:00+00:00,-0.0,A,09379500,684.0,A,,,,
2017-12-14 00:00:00+00:00,0.5,A,09379500,718.0,A,,,,
2017-12-15 00:00:00+00:00,0.6,A,09379500,710.0,A,778.0,A,34.8,A
2017-12-16 00:00:00+00:00,0.6,A,09379500,733.0,A,779.0,A,34.4,A
2017-12-17 00:00:00+00:00,0.7,A,09379500,727.0,A,752.0,A,31.3,A
2017-12-18 00:00:00+00:00,0.3,A,09379500,720.0,A,755.0,"A, [4]",30.9,A
2017-12-19 00:00:00+00:00,0.2,A,09379500,692.0,A,779.0,"A, [4]",27.4,A
2017-12-20 00:00:00+00:00,0.3,A,09379500,685.0,A,752.0,A,25.6,A
2017-12-21 00:00:00+00:00,1.2,A,09379500,663.0,A,790.0,A,24.9,A
2017-12-22 00:00:00+00:00,1.0,A,09379500,652.0,A,806.0,A,24.0,A
2017-12-23 00:00:00+00:00,0.5,A,09379500,670.0,A,806.0,"A, [4]",23.9,"A, [4]"
2017-12-24 00:00:00+00:00,0.7,A,09379500,681.0,A,757.0,A,24.9,A
2017-12-25 00:00:00+00:00,2.1,A,09379500,674.0,A,769.0,A,25.2,A
2017-12-26 00:00:00+00:00,2.3,A,09379500,672.0,A,783.0,A,24.7,A
2017-12-27 00:00:00+00:00,1.4,A,09379500,692.0,A,780.0,A,24.9,A
2017-12-28 00:00:00+00:00,1.1,A,09379500,699.0,A,769.0,A,25.7,A
2017-12-29 00:00:00+00:00,0.8,A,09379500,686.0,A,770.0,A,25.9,A
2017-12-30 00:00:00+00:00,0.6,A,09379500,680.0,A,764.0,A,26.8,A
2017-12-31 00:00:00+00:00,0.4,A,09379500,657.0,A,759.0,"A, [4]",26.1,A
2018-01-01 00:00:00+00:00,0.5,A,09379500,637.0,A,770.0,A,26.1,A
2018-01-02 00:00:00+00:00,0.6,A,09379500,634.0,A,787.0,A,26.0,A
2018-01-03 00:00:00+00:00,0.3,A,09379500,633.0,A,780.0,A,26.0,A
2018-01-04 00:00:00+00:00,0.2,A,09379500,638.0,A,771.0,"A, [4]",26.1,A
2018-01-05 00:00:00+00:00,0.0,A,09379500,661.0,A,,,,
2018-01-06 00:00:00+00:00,0.2,A,09379500,675.0,A,,,,
2018-01-07 00:00:00+00:00,1.1,A,09379500,680.0,A,748.0,A,31.6,A
2018-01-08 00:00:00+00:00,1.8,A,09379500,687.0,A,776.0,A,32.1,A
2018-01-09 00:00:00+00:00,3.1,A,09379500,717.0,A,769.0,A,34.4,A
2018-01-10 00:00:00+00:00,4.5,A,09379500,727.0,A,757.0,A,35.4,A
2018-01-11 00:00:00+00:00,4.6,A,09379500,746.0,A,773.0,A,40.7,A
2018-01-12 00:00:00+00:00,4.0,A,09379500,750.0,A,766.0,A,61.0,A
2018-01-13 00:00:00+00:00,3.5,A,09379500,718.0,A,790.0,A,56.4,A
2018-01-14 00:00:00+00:00,3.2,A,09379500,656.0,A,793.0,A,32.9,A
2018-01-15 00:00:00+00:00,3.0,A,09379500,640.0,A,804.0,A,29.7,A
2018-01-16 00:00:00+00:00,3.0,A,09379500,628.0,A,781.0,A,24.8,A
2018-01-17 00:00:00+00:00,2.9,A,09379500,621.0,A,771.0,A,22.6,A
2018-01-18 00:00:00+00:00,2.8,A,09379500,613.0,A,775.0,A,21.1,A
2018-01-19 00:00:00+00:00,2.8,A,09379500,605.0,A,765.0,A,20.3,A
2018-01-20 00:00:00+00:00,3.2,A,09379500,564.0,A,765.0,A,24.3,A
2018-01-21 00:00:00+00:00,3.1,A,09379500,590.0,A,781.0,A,41.7,A
2018-01-22 00:00:00+00:00,1.7,A,09379500,631.0,A,819.0,A,34.1,A
2018-01-23 00:00:00+00:00,0.9,A,09379500,667.0,A,827.0,A,26.3,A
2018-01-24 00:00:00+00:00,0.8,A,09379500,637.0,A,773.0,A,25.1,A
2018-01-25 00:00:00+00:00,0.7,A,09379500,617.0,A,773.0,A,22.3,A
2018-01-26 00:00:00+00:00,1.3,A,09379500,616.0,A,781.0,A,,
2018-01-27 00:00:00+00:00,1.1,A,09379500,612.0,A,783.0,A,,
2018-01-28 00:00:00+00:00,1.3,A,09379500,608.0,A,795.0,A,,
2018-01-29 00:00:00+00:00,2.1,A,09379500,608.0,A,768.0,A,,
2018-01-30 00:00:00+00:00,2.9,A,09379500,618.0,A,788.0,A,,
2018-01-31 00:00:00+00:00,3.3,A,09379500,603.0,A,779.0,A,,
2018-02-01 00:00:00+00:00,3.9,A,09379500,626.0,A,783.0,A,,
2018-02-02 00:00:00+00:00,5.5,A,09379500,610.0,A,773.0,A,17.5,A
2018-02-03 00:00:00+00:00,6.4,A,09379500,618.0,A,784.0,A,,
2018-02-04 00:00:00+00:00,6.6,A,09379500,600.0,A,792.0,A,,
2018-02-05 00:00:00+00:00,7.0,A,09379500,582.0,A,797.0,A,,
2018-02-06 00:00:00+00:00,7.5,A,09379500,573.0,A,802.0,A,,
2018-02-07 00:00:00+00:00,6.7,A,09379500,581.0,A,814.0,A,,
2018-02-08 00:00:00+00:00,6.2,A,09379500,579.0,A,808.0,A,,
2018-02-09 00:00:00+00:00,6.3,A,09379500,574.0,A,800.0,A,,
2018-02-10 00:00:00+00:00,6.3,A,09379500,554.0,A,799.0,A,,
2018-02-11 00:00:00+00:00,4.8,A,09379500,589.0,A,803.0,A,,
2018-02-12 00:00:00+00:00,5.2,A,09379500,595.0,A,796.0,A,,
2018-02-13 00:00:00+00:00,6.2,A,09379500,581.0,A,787.0,A,,
2018-02-14 00:00:00+00:00,6.2,A,09379500,589.0,A,788.0,A,,
2018-02-15 00:00:00+00:00,6.7,A,09379500,592.0,A,784.0,A,,
2018-02-16 00:00:00+00:00,6.4,A,09379500,573.0,A,792.0,A,,
2018-02-17 00:00:00+00:00,5.5,A,09379500,580.0,A,804.0,A,,
2018-02-18 00:00:00+00:00,6.0,A,09379500,583.0,A,812.0,A,,
2018-02-19 00:00:00+00:00,6.4,A,09379500,565.0,A,822.0,A,,
2018-02-20 00:00:00+00:00,4.2,A,09379500,545.0,A,831.0,A,,
2018-02-21 00:00:00+00:00,3.3,A,09379500,549.0,A,831.0,A,,
2018-02-22 00:00:00+00:00,4.0,A,09379500,568.0,A,833.0,A,,
2018-02-23 00:00:00+00:00,3.8,A,09379500,566.0,A,827.0,A,,
2018-02-24 00:00:00+00:00,3.7,A,09379500,553.0,A,821.0,A,,
2018-02-25 00:00:00+00:00,4.5,A,09379500,537.0,A,822.0,A,,
2018-02-26 00:00:00+00:00,5.0,A,09379500,541.0,A,836.0,A,,
2018-02-27 00:00:00+00:00,5.9,A,09379500,545.0,A,833.0,A,10.9,A
2018-02-28 00:00:00+00:00,7.0,A,09379500,539.0,A,836.0,A,10.2,A
2018-03-01 00:00:00+00:00,7.2,A,09379500,517.0,A,841.0,A,9.8,A
2018-03-02 00:00:00+00:00,7.6,A,09379500,483.0,A,842.0,A,10.2,A
2018-03-03 00:00:00+00:00,8.6,A,09379500,478.0,A,854.0,A,10.3,"A, [4]"
2018-03-04 00:00:00+00:00,8.1,"A, [4]",09379500,501.0,A,853.0,"A, [4]",,
2018-03-05 00:00:00+00:00,6.5,A,09379500,498.0,A,846.0,A,,
2018-03-06 00:00:00+00:00,6.2,A,09379500,500.0,A,829.0,A,,
2018-03-07 00:00:00+00:00,6.3,A,09379500,489.0,A,832.0,A,,
2018-03-08 00:00:00+00:00,7.9,A,09379500,502.0,A,818.0,A,,
2018-03-09 00:00:00+00:00,8.8,A,09379500,494.0,A,803.0,A,3.8,A
2018-03-10 00:00:00+00:00,9.1,A,09379500,494.0,A,795.0,A,4.1,A
2018-03-11 00:00:00+00:00,9.7,A,09379500,540.0,A,793.0,A,6.9,A
2018-03-12 00:00:00+00:00,10.2,A,09379500,559.0,A,786.0,A,10.8,A
2018-03-13 00:00:00+00:00,11.3,A,09379500,570.0,A,778.0,A,9.7,A
2018-03-14 00:00:00+00:00,12.3,A,09379500,575.0,A,786.0,A,10.8,A
2018-03-15 00:00:00+00:00,11.6,A,09379500,559.0,A,779.0,A,11.0,A
2018-03-16 00:00:00+00:00,10.6,A,09379500,550.0,A,784.0,A,9.6,A
2018-03-17 00:00:00+00:00,11.1,A,09379500,526.0,A,788.0,A,6.7,A
2018-03-18 00:00:00+00:00,9.8,A,09379500,525.0,A,797.0,A,4.8,A
2018-03-19 00:00:00+00:00,9.3,A,09379500,524.0,A,786.0,A,3.4,A
2018-03-20 00:00:00+00:00,9.4,A,09379500,522.0,A,769.0,A,2.4,A
2018-03-21 00:00:00+00:00,10.4,A,09379500,520.0,A,786.0,A,3.5,A
2018-03-22 00:00:00+00:00,10.8,A,09379500,504.0,A,786.0,A,4.5,A
2018-03-23 00:00:00+00:00,12.3,A,09379500,493.0,A,799.0,A,5.3,A
2018-03-24 00:00:00+00:00,12.1,A,09379500,491.0,A,791.0,A,4.4,A
2018-03-25 00:00:00+00:00,11.6,A,09379500,476.0,A,795.0,A,4.9,A
2018-03-26 00:00:00+00:00,11.5,A,09379500,465.0,A,806.0,A,4.3,A
2018-03-27 00:00:00+00:00,12.0,A,09379500,466.0,A,818.0,A,2.9,A
2018-03-28 00:00:00+00:00,12.1,A,09379500,459.0,A,816.0,A,,
2018-03-29 00:00:00+00:00,12.7,A,09379500,432.0,A,801.0,A,,
2018-03-30 00:00:00+00:00,13.5,A,09379500,498.0,A,797.0,A,,
2018-03-31 00:00:00+00:00,14.0,A,09379500,492.0,A,792.0,A,,
2018-04-01 00:00:00+00:00,14.9,A,09379500,473.0,A,763.0,A,,
2018-04-02 00:00:00+00:00,14.8,A,09379500,436.0,A,760.0,A,,
2018-04-03 00:00:00+00:00,14.3,A,09379500,448.0,A,737.0,A,2.9,A
2018-04-04 00:00:00+00:00,13.2,A,09379500,435.0,A,736.0,A,1.2,A
2018-04-05 00:00:00+00:00,13.3,A,09379500,416.0,A,741.0,A,0.6,A
2018-04-06 00:00:00+00:00,14.0,A,09379500,474.0,A,726.0,A,4.1,A
2018-04-07 00:00:00+00:00,16.1,A,09379500,467.0,A,700.0,A,5.8,A
2018-04-08 00:00:00+00:00,17.6,A,09379500,538.0,A,657.0,A,650.0,A
2018-04-09 00:00:00+00:00,16.4,A,09379500,650.0,A,642.0,A,,
2018-04-10 00:00:00+00:00,15.7,A,09379500,650.0,A,708.0,A,1720.0,A
2018-04-11 00:00:00+00:00,16.2,A,09379500,635.0,A,683.0,A,626.0,A
2018-04-12 00:00:00+00:00,15.4,A,09379500,670.0,A,627.0,A,210.0,A
2018-04-13 00:00:00+00:00,11.9,A,09379500,710.0,A,652.0,A,198.0,A
2018-04-14 00:00:00+00:00,11.7,A,09379500,636.0,A,642.0,A,131.0,A
2018-04-15 00:00:00+00:00,13.2,A,09379500,687.0,A,624.0,A,109.0,A
